Date,AUD,CAD,CHF,CYP,CZK,DKK,EEK,EUR,GBP,HKD,HUF,ISK,JPY,KRW,LTL,LVL,MTL,NOK,NZD,PLN,ROL,SEK,SGD,SIT,SKK,TRL,ZAR,BGN,TRY,CNY,HRK,IDR,MYR,PHP,RUB,THB,RON,BRL,MXN,INR,ILS
2003-07-09,1.4966,1.3569,1.3699,0.51839,27.908,6.5653,13.815,0.88292,0.60984,7.7985,231.81,77.671,118.12,1180.2,3.0489,0.56966,0.37621,7.3159,1.6859,3.9423,32885.0,8.0854,1.7563,206.98,36.721,1403800.0,7.6197,1.7183,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-07-10,1.5141,1.364,1.359,0.51709,27.825,6.5479,13.78,0.88067,0.61277,7.7987,230.78,77.376,118.1,1179.1,3.0404,0.56962,0.37587,7.277,1.694,3.9216,32771.0,8.052,1.7511,206.45,36.638,1421400.0,7.6434,1.7139,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-07-11,1.5303,1.3864,1.3656,0.51781,27.891,6.5556,13.796,0.88168,0.6155,7.7992,230.76,77.191,117.71,1178.5,3.044,0.56868,0.37648,7.3356,1.712,3.9252,32798.0,8.0458,1.7513,206.7,36.673,1408900.0,7.4996,1.7163,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-07-14,1.5196,1.3765,1.3685,0.5192,27.986,6.5709,13.829,0.88378,0.61144,7.7991,231.18,76.995,117.76,1178.4,3.0512,0.56836,0.37658,7.3522,1.6959,3.9272,32824.0,8.0734,1.7546,207.09,36.77,1392800.0,7.6167,1.7199,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-07-15,1.5148,1.3786,1.373,0.51994,28.167,6.578,13.848,0.88503,0.6151,7.8007,230.81,77.237,117.65,1176.3,3.0555,0.56961,0.37747,7.3653,1.6941,3.9371,32708.0,8.0824,1.755,207.49,36.853,1387700.0,7.6047,1.7225,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-07-16,1.5169,1.3768,1.3707,0.5188,28.134,6.5653,13.824,0.88347,0.6213,7.7998,230.63,77.242,117.33,1176.1,3.05,0.5701,0.37768,7.3836,1.7024,3.9298,32718.0,8.0807,1.7555,207.17,36.823,1379100.0,7.7137,1.7194,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-07-17,1.5355,1.3954,1.3878,0.52727,28.62,6.6747,14.048,0.89783,0.62965,7.7994,235.28,78.129,118.45,1176.5,3.0996,0.57506,0.38301,7.5049,1.726,3.997,32812.0,8.2189,1.7621,210.59,37.416,1386200.0,7.801,1.7475,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-07-18,1.5272,1.3923,1.3676,0.52303,28.446,6.6207,13.932,0.89039,0.62782,7.7993,235.64,77.678,118.68,1179.0,3.074,0.57315,0.38064,7.4339,1.7101,3.9988,32609.0,8.1949,1.7598,208.81,37.218,1386300.0,7.6785,1.7331,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-07-21,1.5442,1.406,1.3714,0.52414,28.634,6.6344,13.964,0.89246,0.62869,7.7991,238.6,77.956,119.13,1181.0,3.0811,0.57358,0.38135,7.4605,1.7392,3.9965,32807.0,8.244,1.7627,209.32,37.644,1395800.0,7.7047,1.7373,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-07-22,1.5434,1.4078,1.363,0.52047,28.625,6.5887,13.867,0.88621,0.62823,7.7993,235.69,77.774,118.61,1178.5,3.0595,0.57196,0.3793,7.4069,1.7456,3.9503,32568.0,8.2208,1.7571,207.86,37.558,1389600.0,7.6873,1.7253,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-07-23,1.5315,1.4062,1.3607,0.51786,28.38,6.554,13.794,0.8816,0.62444,7.7993,234.79,77.599,119.17,1182.9,3.0436,0.57066,0.3775,7.3552,1.7335,3.9173,32424.0,8.174,1.7576,206.74,37.254,1390300.0,7.5758,1.7161,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-07-24,1.5262,1.4143,1.3551,0.51519,28.22,6.5199,13.724,0.87712,0.62363,7.7991,234.75,77.169,119.0,1180.9,3.0283,0.56942,0.37602,7.2985,1.7292,3.8783,32330.0,8.1081,1.7561,205.73,37.032,1404300.0,7.5737,1.7074,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-07-25,1.5071,1.3963,1.3512,0.51223,28.016,6.4815,13.645,0.87207,0.62056,7.799,231.95,76.96,119.04,1179.7,3.0111,0.56833,0.37412,7.212,1.7057,3.85,32332.0,8.021,1.7474,204.52,36.71,1425800.0,7.4946,1.6976,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-07-28,1.5081,1.3936,1.3487,0.5119,27.962,6.4753,13.633,0.87131,0.6195,7.799,230.08,76.823,118.9,1180.2,3.0087,0.56801,0.37379,7.1696,1.7051,3.8592,32343.0,8.0095,1.7485,204.32,36.647,1415000.0,7.4835,1.6961,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-07-29,1.5077,1.384,1.3475,0.51137,27.853,6.4678,13.619,0.8704,0.6152,7.7991,229.73,76.343,119.44,1178.8,3.0058,0.56767,0.37297,7.1442,1.6992,3.8367,32361.0,7.9786,1.7502,204.2,36.605,1418700.0,7.3713,1.6944,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-07-30,1.5058,1.3851,1.3509,0.5126,27.893,6.4834,13.651,0.87245,0.61612,7.799,229.17,76.444,119.75,1178.6,3.0128,0.56866,0.37376,7.196,1.696,3.8211,32564.0,8.0126,1.7542,204.68,36.599,1439500.0,7.344,1.6981,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-07-31,1.5213,1.3942,1.3567,0.51448,28.006,6.5072,13.701,0.87566,0.61681,7.799,230.63,76.69,119.94,1179.9,3.0238,0.56953,0.37478,7.1861,1.7098,3.8301,32616.0,8.0368,1.7564,205.48,36.633,1428200.0,7.3847,1.7046,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-08-01,1.5422,1.4019,1.3663,0.51912,28.468,6.5657,13.825,0.88355,0.62016,7.7992,233.19,77.478,119.92,1179.9,3.0505,0.57166,0.37763,7.2106,1.7248,3.8636,32792.0,8.118,1.7583,207.46,36.976,1419000.0,7.4448,1.72,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-08-04,1.5452,1.4065,1.3701,0.52593,28.928,6.6525,14.009,0.89534,0.62333,7.7992,236.59,78.252,120.54,1184.2,3.0913,0.57516,0.38168,7.3033,1.7278,3.9395,33309.0,8.2641,1.7622,210.19,37.594,1440600.0,7.4966,1.7429,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-08-05,1.5366,1.3991,1.3591,0.51932,28.542,6.5727,13.838,0.88441,0.62041,7.7992,232.63,77.739,120.53,1181.1,3.0534,0.5723,0.37791,7.2265,1.7104,3.8749,33050.0,8.1894,1.7622,207.64,37.136,1421200.0,7.4946,1.7215,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-08-06,1.5512,1.4081,1.3519,0.51774,28.387,6.5587,13.807,0.88238,0.62164,7.7992,231.23,77.605,120.44,1187.8,3.0465,0.57213,0.37739,7.2593,1.7265,3.853,32930.0,8.1355,1.7649,207.18,36.963,1403900.0,7.4703,1.7176,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-08-07,1.5425,1.3994,1.3469,0.51509,28.227,6.5263,13.735,0.87781,0.61886,7.7993,229.94,77.432,120.22,1184.7,3.0308,0.57075,0.3757,7.1822,1.7245,3.8465,32821.0,8.0756,1.7634,206.14,36.701,1407100.0,7.3753,1.7087,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-08-08,1.5438,1.4023,1.354,0.5171,28.239,6.5483,13.782,0.88082,0.62217,7.7994,230.18,77.698,119.89,1185.0,3.0412,0.57157,0.37708,7.1919,1.7302,3.8536,32903.0,8.1111,1.7574,206.92,36.761,1412000.0,7.314,1.7143,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-08-11,1.5349,1.3962,1.3568,0.51833,28.28,6.5641,13.815,0.88292,0.621,7.7995,228.89,78.254,119.04,1180.5,3.049,0.57116,0.37754,7.2069,1.7173,3.8531,32933.0,8.1247,1.7552,207.43,36.827,1402100.0,7.3341,1.7183,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-08-12,1.524,1.3919,1.3619,0.51975,28.463,6.5809,13.853,0.88535,0.62457,7.7993,228.86,78.566,118.51,1179.1,3.0574,0.57158,0.37857,7.2616,1.7073,3.8676,33090.0,8.1766,1.7551,208.02,37.087,1403300.0,7.3598,1.723,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-08-13,1.5201,1.384,1.3637,0.51906,28.47,6.5709,13.832,0.88402,0.62456,7.7992,228.64,79.562,118.49,1178.7,3.0528,0.57134,0.37827,7.2865,1.7031,3.863,32956.0,8.1923,1.7544,207.74,37.005,1402500.0,7.3485,1.7203,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-08-14,1.5267,1.3847,1.3711,0.52067,28.461,6.5908,13.875,0.88676,0.62357,7.7991,229.39,80.083,119.05,1179.7,3.0623,0.5724,0.379,7.3433,1.7073,3.8821,33098.0,8.1996,1.7537,208.39,37.093,1403700.0,7.4427,1.7257,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-08-15,1.5244,1.382,1.373,0.52082,28.545,6.5944,13.884,0.88731,0.62218,7.7991,231.19,79.343,119.57,1176.6,3.0634,0.57223,0.37897,7.378,1.7023,3.8873,33123.0,8.1875,1.7528,208.57,37.258,1402000.0,7.3984,1.7269,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-08-18,1.5194,1.3923,1.3726,0.52183,28.63,6.6086,13.912,0.88913,0.62572,7.8028,231.99,79.799,119.14,1179.0,3.0697,0.57224,0.37983,7.3642,1.6984,3.889,33191.0,8.2086,1.75,208.96,37.486,1399500.0,7.3451,1.7305,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-08-19,1.5164,1.3893,1.3813,0.52466,28.808,6.6431,13.986,0.89381,0.62862,7.7992,233.61,79.728,119.71,1178.3,3.0858,0.57428,0.38175,7.4227,1.6965,3.9149,33241.0,8.2598,1.7513,210.12,37.706,1399700.0,7.2947,1.7395,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-08-20,1.5296,1.3987,1.3993,0.52953,29.236,6.7182,14.141,0.90375,0.63181,7.7986,234.74,80.298,119.58,1179.1,3.1201,0.57623,0.38518,7.53,1.7131,3.9471,33511.0,8.4183,1.7526,212.49,38.08,1405300.0,7.331,1.7589,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-08-21,1.5223,1.3962,1.389,0.52737,29.202,6.6914,14.085,0.90017,0.62778,7.7985,233.86,80.268,118.34,1175.5,3.108,0.57458,0.38356,7.4768,1.702,3.9382,33378.0,8.3296,1.7471,211.67,37.801,1400700.0,7.3967,1.7519,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-08-22,1.5184,1.4058,1.401,0.53201,29.53,6.7517,14.213,0.90835,0.63076,7.7985,234.94,80.961,117.87,1172.9,3.1365,0.57571,0.3865,7.5179,1.6983,3.9631,33609.0,8.3652,1.7331,213.61,38.082,1398900.0,7.4346,1.7679,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-08-25,1.5383,1.4113,1.4156,0.53684,29.677,6.8227,14.363,0.91794,0.63512,7.7985,236.27,81.806,117.84,1169.7,3.1696,0.57738,0.38994,7.606,1.7199,4.005,33872.0,8.4532,1.7442,215.9,38.535,1393400.0,7.4909,1.7865,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-08-26,1.5359,1.4026,1.4144,0.53698,29.785,6.8257,14.371,0.91844,0.63455,7.7988,235.31,82.155,117.42,1170.9,3.1713,0.57724,0.39006,7.6203,1.711,4.0062,33845.0,8.4896,1.7458,215.79,38.593,1391400.0,7.4732,1.7875,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-08-27,1.5541,1.4019,1.421,0.54055,29.909,6.8705,14.467,0.92456,0.63961,7.7991,237.19,82.184,117.47,1169.8,3.1919,0.57979,0.39238,7.6951,1.7408,4.0292,33885.0,8.578,1.755,217.23,38.767,1392400.0,7.4908,1.7994,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-08-28,1.5622,1.3999,1.4094,0.53585,29.862,6.8128,14.346,0.91684,0.63656,7.7991,236.42,81.746,117.92,1177.9,3.1654,0.57779,0.38975,7.64,1.7502,3.9947,33859.0,8.4964,1.752,215.47,38.498,1403700.0,7.3685,1.7844,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-08-29,1.5646,1.4061,1.4236,0.53976,30.061,6.8616,14.45,0.92353,0.63756,7.7991,236.98,80.347,117.39,1178.1,3.1884,0.57942,0.39195,7.6455,1.7544,4.0109,34189.0,8.515,1.7556,217.14,38.83,1406500.0,7.3233,1.7976,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-09-01,1.5569,1.3968,1.4065,0.53471,29.688,6.7961,14.32,0.91516,0.63384,7.7992,235.62,80.544,116.46,1178.3,3.1594,0.57646,0.38885,7.5474,1.7403,3.9892,34044.0,8.447,1.7536,215.16,38.441,1399300.0,7.3247,1.7813,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-09-02,1.5487,1.3788,1.4017,0.53255,29.601,6.7718,14.27,0.91199,0.63666,7.7992,234.82,80.401,116.35,1175.5,3.1487,0.57601,0.38824,7.5011,1.7342,3.9753,34019.0,8.3642,1.7525,214.36,38.308,1391200.0,7.3505,1.7751,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-09-03,1.5596,1.3893,1.4157,0.53768,29.89,6.8449,14.423,0.92174,0.63794,7.7994,237.42,81.74,117.01,1177.4,3.1827,0.57858,0.39137,7.5813,1.7526,4.0151,34379.0,8.4625,1.7585,216.65,38.69,1390500.0,7.3446,1.7945,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-09-04,1.5708,1.3958,1.4206,0.54078,30.038,6.8865,14.511,0.92739,0.6399,7.7986,238.23,81.999,116.29,1174.0,3.2025,0.57962,0.3933,7.637,1.7694,4.0311,34576.0,8.4847,1.7583,217.97,38.89,1393900.0,7.3139,1.8055,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-09-05,1.5662,1.3833,1.4216,0.53884,29.978,6.864,14.464,0.92439,0.63662,7.7993,236.5,81.318,116.83,1173.0,3.192,0.57903,0.39203,7.573,1.7616,4.0352,34515.0,8.4396,1.7563,217.34,38.746,1386600.0,7.2757,1.7995,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-09-08,1.5557,1.3734,1.4103,0.53342,29.861,6.7989,14.325,0.9155,0.63343,7.7993,233.96,80.839,116.85,1170.6,3.1615,0.57686,0.3889,7.5405,1.7506,4.0655,34297.0,8.3494,1.7562,215.31,38.222,1384200.0,7.3997,1.7823,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-09-09,1.5472,1.3725,1.3895,0.52628,29.705,6.7093,14.133,0.90326,0.63093,7.7994,231.56,80.526,116.89,1171.4,3.1192,0.57384,0.38488,7.4496,1.7353,3.9959,34014.0,8.2454,1.7558,212.36,37.729,1382000.0,7.5175,1.7586,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-09-10,1.5301,1.3698,1.3863,0.52308,29.443,6.672,14.052,0.89807,0.63089,7.7995,230.1,80.602,116.36,1169.0,3.1011,0.57207,0.38339,7.4145,1.7243,3.9746,33838.0,8.2019,1.7562,211.06,37.396,1384800.0,7.4994,1.7481,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-09-11,1.5201,1.3677,1.3875,0.52146,29.399,6.6469,14.006,0.89509,0.62925,7.7991,229.45,80.299,116.82,1169.0,3.0909,0.57152,0.38265,7.4141,1.717,3.9611,33916.0,8.195,1.7493,210.45,37.227,1386500.0,7.4771,1.7422,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-09-12,1.5178,1.368,1.3847,0.51989,29.174,6.6234,13.949,0.8915,0.62726,7.7991,227.69,79.504,117.08,1169.3,3.0785,0.57083,0.38085,7.3638,1.7192,3.9515,33906.0,8.0984,1.7524,209.65,36.975,1386300.0,7.3297,1.7353,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-09-15,1.5158,1.3719,1.3929,0.52229,29.191,6.6501,14.006,0.89509,0.62746,7.7993,228.62,79.073,117.07,1169.0,3.0909,0.5717,0.38203,7.3921,1.723,3.9807,33978.0,8.1409,1.7517,210.52,37.079,1374900.0,7.392,1.7421,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-09-16,1.5073,1.3681,1.3806,0.51724,28.995,6.5835,13.87,0.88645,0.62388,7.7993,225.91,78.92,117.49,1172.8,3.0609,0.56945,0.37896,7.3371,1.7092,3.9465,33774.0,8.1039,1.7545,208.48,36.747,1374000.0,7.41,1.7254,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-09-17,1.5075,1.3673,1.3863,0.51972,29.138,6.6103,13.927,0.89008,0.62733,7.7989,226.87,79.235,116.28,1169.9,3.0733,0.57018,0.38033,7.3609,1.7067,4.0027,33787.0,8.141,1.7507,209.38,36.765,1373200.0,7.5096,1.7325,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-09-18,1.5068,1.368,1.3818,0.52079,29.204,6.6256,13.956,0.8919,0.62451,7.7994,227.61,79.531,116.46,1171.1,3.0799,0.57064,0.38075,7.3216,1.7108,4.0356,33916.0,8.0969,1.751,209.8,36.844,1375400.0,7.4066,1.7361,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-09-19,1.4978,1.3654,1.3802,0.51782,28.829,6.579,13.859,0.88574,0.61913,7.7991,226.96,78.725,115.28,1170.0,3.0585,0.56873,0.37812,7.2418,1.7131,3.9968,33747.0,7.9998,1.7493,208.36,36.661,1372900.0,7.3995,1.7244,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-09-22,1.4937,1.3562,1.3788,0.51645,28.441,6.5667,13.832,0.88402,0.61448,7.7989,225.73,78.271,114.85,1167.9,3.0527,0.56683,0.37712,7.2109,1.6989,3.9767,33705.0,7.9893,1.7474,207.97,36.448,1367800.0,7.3506,1.7212,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-09-23,1.4732,1.3416,1.3546,0.50943,27.869,6.4767,13.644,0.87199,0.6076,7.7946,222.39,77.572,111.93,1151.5,3.0113,0.56139,0.3726,7.1242,1.6738,3.9309,33406.0,7.9029,1.726,205.14,35.97,1355900.0,7.2833,1.6978,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-09-24,1.4768,1.3516,1.3549,0.5096,27.791,6.4792,13.649,0.8723,0.60502,7.7472,222.17,77.146,111.59,1150.5,3.0124,0.56097,0.37238,7.0992,1.6812,3.9195,33387.0,7.8768,1.7317,205.32,35.965,1353900.0,7.1895,1.6986,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-09-25,1.4774,1.3562,1.3547,0.50949,27.691,6.4794,13.646,0.87214,0.6044,7.7612,221.02,77.385,111.47,1150.4,3.0113,0.5607,0.37223,7.0452,1.6785,3.9033,33379.0,7.7957,1.7317,205.27,35.958,1353200.0,7.155,1.698,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-09-26,1.4663,1.35,1.3482,0.50838,27.73,6.463,13.614,0.87009,0.60328,7.7638,221.18,77.717,111.68,1151.7,3.0043,0.56043,0.37144,6.9995,1.6714,3.9146,33255.0,7.7306,1.7323,204.79,35.944,1374700.0,7.1178,1.6936,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-09-29,1.4815,1.3543,1.3435,0.5091,27.596,6.4657,13.621,0.87055,0.60212,7.7556,221.62,77.226,112.1,1150.5,3.0055,0.56029,0.37146,7.0367,1.697,3.9523,33328.0,7.7775,1.732,204.9,35.932,1371100.0,7.1994,1.6953,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-09-30,1.4915,1.3616,1.3515,0.5124,27.806,6.5067,13.71,0.87619,0.60729,7.7514,222.3,77.394,111.59,1150.5,3.025,0.56129,0.37378,7.0862,1.7022,3.9876,33456.0,7.8015,1.7317,206.31,36.042,1394000.0,7.1647,1.7071,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-10-01,1.4676,1.3489,1.322,0.50159,27.329,6.3728,13.429,0.85822,0.59955,7.7458,218.81,76.45,110.54,1150.2,2.9629,0.5563,0.3674,7.0237,1.6768,3.9673,32986.0,7.6918,1.7272,202.11,35.329,1397200.0,6.9853,1.6726,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-10-02,1.4681,1.3479,1.3192,0.50077,27.325,6.3636,13.407,0.85682,0.6038,7.743,217.59,76.317,111.08,1151.8,2.9581,0.55651,0.36749,7.0538,1.6777,3.9165,32928.0,7.7843,1.7282,201.74,35.365,1395800.0,6.9863,1.669,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-10-03,1.4652,1.3508,1.3181,0.49991,27.334,6.353,13.383,0.85529,0.59998,7.7298,217.11,76.001,110.91,1150.0,2.9528,0.55559,0.36649,6.9971,1.6744,3.9068,32937.0,7.6873,1.7256,201.59,35.233,1412800.0,6.8803,1.6657,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-10-06,1.4617,1.3403,1.3212,0.50019,27.355,6.3569,13.39,0.85572,0.59918,7.7074,217.19,76.382,110.64,1148.5,2.9543,0.55579,0.36659,6.981,1.6753,3.8872,32950.0,7.6915,1.7246,201.67,35.277,1393100.0,6.8547,1.6665,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-10-07,1.4693,1.3463,1.3359,0.5047,27.498,6.4157,13.513,0.86363,0.6004,7.7104,218.8,76.725,111.11,1151.5,2.9816,0.55782,0.3692,7.0507,1.6821,3.9224,33143.0,7.7476,1.7274,203.53,35.616,1365400.0,6.9999,1.6819,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-10-08,1.4506,1.3361,1.3166,0.49668,27.124,6.3131,13.296,0.84976,0.5987,7.7114,215.81,76.139,110.4,1151.1,2.9339,0.55396,0.36463,6.9706,1.6734,3.8748,32803.0,7.6208,1.7232,200.32,35.104,1378300.0,6.8247,1.6551,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-10-09,1.4462,1.3305,1.315,0.49613,27.136,6.3057,13.282,0.84882,0.60122,7.735,215.59,76.165,109.8,1149.9,2.9305,0.55369,0.36465,6.9714,1.6726,3.8484,32777.0,7.6263,1.7246,200.13,35.09,1380200.0,6.8723,1.6538,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-10-10,1.4455,1.3326,1.3147,0.49583,27.246,6.3019,13.274,0.84832,0.6012,7.7345,215.22,76.171,109.12,1148.6,2.9288,0.55319,0.36452,6.9723,1.6625,3.8255,32832.0,7.6166,1.7222,200.02,34.993,1386200.0,6.8998,1.652,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-10-13,1.4469,1.3298,1.3149,0.49583,27.235,6.3023,13.274,0.84832,0.60099,7.7347,215.86,75.645,108.46,1147.2,2.9287,0.5526,0.36444,6.9791,1.6673,3.857,32738.0,7.6366,1.7243,200.03,35.01,1392100.0,6.9148,1.6519,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-10-14,1.45,1.3226,1.3255,0.49996,27.441,6.3572,13.387,0.85558,0.60263,7.7358,219.63,75.992,108.5,1147.1,2.9538,0.55382,0.36696,7.0371,1.6719,3.8658,33194.0,7.7053,1.7233,201.62,35.317,1408300.0,6.9828,1.6659,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-10-15,1.4609,1.3301,1.3295,0.50236,27.596,6.3857,13.449,0.85955,0.6034,7.7535,219.6,76.388,109.84,1169.5,2.9675,0.55553,0.36823,7.0805,1.6837,3.8928,33338.0,7.7007,1.744,202.55,35.465,1411400.0,7.0272,1.673,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-10-16,1.4514,1.328,1.3244,0.50089,27.442,6.3657,13.409,0.85697,0.59907,7.7432,219.68,76.159,109.44,1170.5,2.9586,0.55412,0.36704,7.0833,1.6841,3.9038,33219.0,7.6814,1.738,201.97,35.294,1408000.0,6.9759,1.668,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-10-17,1.4535,1.3241,1.3334,0.50319,27.581,6.3955,13.471,0.86096,0.59811,7.7447,221.57,76.625,109.73,1174.7,2.9724,0.55506,0.36806,7.1029,1.6805,3.9737,33304.0,7.6987,1.7396,202.92,35.463,1415600.0,7.0047,1.6758,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-10-20,1.452,1.3202,1.3398,0.50431,27.494,6.4158,13.513,0.86363,0.59902,7.7462,221.65,76.958,109.85,1172.6,2.9829,0.55575,0.36894,7.1202,1.68,3.9522,33530.0,7.7606,1.7407,203.47,35.646,1442300.0,7.1847,1.6811,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-10-21,1.4451,1.3187,1.3349,0.50214,27.333,6.3908,13.455,0.85992,0.59665,7.7492,220.53,76.679,110.25,1174.0,2.9694,0.55508,0.3677,7.1141,1.6791,3.9598,33408.0,7.7947,1.745,202.6,35.545,1437800.0,7.2134,1.6737,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-10-22,1.444,1.3228,1.3365,0.5024,27.364,6.3941,13.462,0.86036,0.59864,7.7537,220.64,76.633,110.19,1181.9,2.9703,0.55571,0.36798,7.1186,1.6733,3.954,33418.0,7.7807,1.7459,202.68,35.537,1452300.0,7.1253,1.6747,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-10-23,1.4238,1.3159,1.3285,0.49938,27.268,6.3557,13.38,0.85514,0.59432,7.7527,218.62,76.142,109.58,1181.5,2.9523,0.55362,0.36583,7.0575,1.6565,3.9499,33214.0,7.7181,1.7374,201.46,35.339,1466600.0,7.0972,1.6646,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-10-24,1.4309,1.3066,1.3123,0.49572,27.078,6.305,13.276,0.84846,0.59096,7.751,217.77,76.056,109.72,1184.4,2.9293,0.55235,0.36331,6.9871,1.6458,3.96,32937.0,7.6663,1.7437,199.86,35.076,1478900.0,6.983,1.6519,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-10-27,1.4286,1.308,1.3132,0.49593,27.276,6.3074,13.282,0.84882,0.58976,7.752,219.21,75.944,109.52,1185.6,2.9305,0.55225,0.3633,6.9943,1.6441,3.9862,32976.0,7.6823,1.7425,199.97,35.258,1482900.0,6.9632,1.6538,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-10-28,1.421,1.3084,1.3173,0.49732,27.325,6.3256,13.319,0.85121,0.59031,7.7549,219.61,76.268,108.42,1182.8,2.9387,0.55286,0.36415,7.0225,1.6404,3.976,33065.0,7.7209,1.7413,200.54,35.283,1503000.0,6.9334,1.6588,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-10-29,1.4223,1.3155,1.3292,0.50051,27.434,6.3664,13.404,0.85668,0.59145,7.7575,219.48,76.407,108.53,1185.0,2.9575,0.55504,0.36589,7.0556,1.6356,3.975,33404.0,7.7424,1.746,201.9,35.424,1523200.0,6.9301,1.6687,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-10-30,1.4171,1.3103,1.3276,0.49943,27.521,6.3607,13.392,0.85587,0.58696,7.7592,219.2,76.164,108.02,1178.4,2.955,0.55418,0.3652,7.0284,1.6303,3.9831,33589.0,7.7272,1.7372,201.73,35.382,1520000.0,6.9638,1.6661,?,?,?,?,?,?,?,?,?,?,?,?,?
2003-10-31,1.4101,1.3068,1.3203,0.4969,27.316,6.3337,13.332,0.85208,0.58644,7.763,218.3,75.809,108.19,1176.4,2.9419,0.55308,0.36392,7.0092,1.6271,3.9825,33667.0,7.6817,1.7342,200.92,35.195,1491600.0,6.8853,1.6598,?,?,?,?,?,?,?,?,?,?,?,?,?
