AUD,CAD,CHF,CZK,DKK,EUR,GBP,HKD,HUF,JPY,KRW,NOK,NZD,PLN,SEK,SGD,ZAR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1.9685,1.5963,1.6732,36.423,8.4549,1.1366,0.6964100000000001,7.7975,279.28,129.84,1304.0,9.0651,2.407,4.0003,10.804,1.8392,11.975,,,,,,,,,,,,,,,,,
1.9685,1.5963,1.6732,36.423,8.4549,1.1366,0.6964100000000001,7.7975,279.28,129.84,1304.0,9.0651,2.407,4.0003,10.804,1.8392,11.975,,,,,,,,,,,,,,,,,
1.9685,1.5963,1.6732,36.423,8.4549,1.1366,0.6964100000000001,7.7975,279.28,129.84,1304.0,9.0651,2.407,4.0003,10.804,1.8392,11.975,,,,,,,,,,,,,,,,,
1.9703,1.6019,1.6814,36.459,8.4309,1.1334,0.69024,7.7970000000000015,278.57,131.36,1324.9,9.023,2.4187,3.9898,10.701,1.8542,12.0,,,,,,,,,,,,,,,,,
1.9607,1.5973,1.6826,36.267,8.4381,1.1347,0.6904600000000001,7.7979,278.2,130.86,1318.1,9.0225,2.4072,3.9661,10.554,1.8502,11.835,,,,,,,,,,,,,,,,,
1.9607,1.5973,1.6826,36.267,8.4381,1.1347,0.6904600000000001,7.7979,278.2,130.86,1318.1,9.0225,2.4072,3.9661,10.554,1.8502,11.835,,,,,,,,,,,,,,,,,
1.9607,1.5973,1.6826,36.267,8.4381,1.1347,0.6904600000000001,7.7979,278.2,130.86,1318.1,9.0225,2.4072,3.9661,10.554,1.8502,11.835,,,,,,,,,,,,,,,,,
1.9477,1.5973,1.6412,35.082,8.2306,1.1064,0.69285,7.7984,270.61,132.25,1312.0,8.8642,2.3754,3.9398,10.271,1.8518,12.283,,,,,,,,,,,,,,,,,
1.9389,1.5961,1.6441,35.251,8.2315,1.1067,0.69212,7.797999999999999,271.49,131.72,1307.7,8.8651,2.3549,3.9498,10.219,1.8492,12.300999999999998,,,,,,,,,,,,,,,,,
1.9299,1.5976,1.6517,35.662,8.3097,1.1168,0.69433,7.7985,272.67,130.87,1303.7,8.9195,2.3359,3.9385,10.314,1.8447,12.12,,,,,,,,,,,,,,,,,
1.9293,1.596,1.6529,35.957,8.3536,1.123,0.6955600000000001,7.798999999999999,273.5,131.07,1305.0,8.9556,2.34,3.916,10.344,1.8463,11.892,,,,,,,,,,,,,,,,,
1.9205,1.6014,1.6504,36.207,8.3501,1.1225,0.69391,7.7989,273.6,132.7,1304.5,8.9331,2.3318,3.9365,10.366,1.8497,11.625,,,,,,,,,,,,,,,,,
1.9135,1.5952,1.658,36.188,8.338,1.121,0.6935899999999999,7.7986,273.72,132.33,1306.9,8.9088,2.3329,3.9881,10.364,1.8461,11.315,,,,,,,,,,,,,,,,,
1.9046,1.6,1.6649,36.074,8.3443,1.1225,0.6927800000000001,7.7986,274.25,132.41,1314.5,8.9247,2.3280000000000003,4.0308,10.304,1.8464,11.377,,,,,,,,,,,,,,,,,
1.9194,1.6024,1.6588,36.171,8.3345,1.1212,0.69279,7.7984,274.64,132.1,1310.5,8.9158,2.3579,4.0427,10.26,1.8429,11.573,,,,,,,,,,,,,,,,,
1.93,1.5965,1.6569,36.16,8.326,1.1202,0.68971,7.7985,273.19,131.78,1307.0,8.8988,2.361,4.0310000000000015,10.308,1.8343,11.428,,,,,,,,,,,,,,,,,
1.9274,1.5926,1.6578,36.225,8.3319,1.1208,0.69099,7.7985,273.3,131.1,1311.9,8.91,2.3655,4.0391,10.344,1.8249,11.61,,,,,,,,,,,,,,,,,
1.9435,1.5909,1.6678,36.524,8.4276,1.1342,0.69581,7.7986,276.68,131.37,1310.8,8.9736,2.3829,4.1327,10.45,1.8313,11.835,,,,,,,,,,,,,,,,,
1.9432,1.6136,1.6622,36.696,8.4251,1.1339,0.69668,7.7987,276.39,132.07,1317.6,8.9591,2.375,4.1669,10.523,1.8354,11.598,,,,,,,,,,,,,,,,,
1.9443,1.614,1.6683,36.141,8.4344,1.1351,0.69705,7.7989,276.16,132.89,1320.0,8.979,2.3663,4.1876,10.495,1.8358,11.347,,,,,,,,,,,,,,,,,
1.9312,1.6173,1.662,36.542,8.4074,1.1312,0.69638,7.798999999999999,275.85,132.62,1320.0,8.9525,2.34,4.1467,10.427,1.8338,11.525,,,,,,,,,,,,,,,,,
1.927,1.6084,1.6632,36.546,8.4145,1.1325,0.70034,7.7994,276.05,134.24,1331.0,8.9502,2.3315,4.1376,10.467,1.8413,11.505,,,,,,,,,,,,,,,,,
1.9211,1.6072,1.6641,36.239,8.3906,1.1292,0.70043,7.7993,274.84,134.06,1331.2,8.9459,2.3323,4.1057,10.486,1.8385,11.35,,,,,,,,,,,,,,,,,
1.9364,1.6003,1.6753,36.537,8.4748,1.1406,0.7036600000000001,7.7995,277.75,134.54,1325.5,8.9837,2.3527,4.1283,10.534,1.8402,11.38,,,,,,,,,,,,,,,,,
1.9399,1.6084,1.6987,36.734,8.5758,1.1543,0.70715,7.7993,280.91,134.31,1322.6,9.0696,2.359,4.1502,10.673,1.8338,11.291,,,,,,,,,,,,,,,,,
1.9444,1.6123,1.7179,37.075,8.6591,1.1658,0.7106600000000001,7.7994,283.53,133.96,1321.1,9.1391,2.3744,4.1249,10.757,1.8356,11.557,,,,,,,,,,,,,,,,,
1.9446,1.5882,1.7065,36.92,8.6134,1.1596,0.70802,7.7993,281.83,133.28,1308.6,9.0915,2.3667,4.1039,10.697,1.8346,11.46,,,,,,,,,,,,,,,,,
1.9757,1.5867,1.702,36.954,8.5957,1.1571,0.70701,7.7992,281.75,132.71,1311.0,9.0876,2.4106,4.1272,10.656,1.8343,11.445,,,,,,,,,,,,,,,,,
1.9655,1.5830000000000002,1.7075,36.936,8.6004,1.1578,0.70754,7.7994,281.72,132.84,1309.4,9.0784,2.399,4.1666,10.617,1.8342,11.513,,,,,,,,,,,,,,,,,
1.9617,1.5882,1.7123,36.967,8.6054,1.1585,0.70667,7.7994,281.51,133.99,1312.6,9.0831,2.3957,4.1532,10.644,1.8356,11.505,,,,,,,,,,,,,,,,,
1.9586,1.5904,1.7127,36.854,8.5937,1.1569,0.70534,7.7996,282.1,133.29,1312.0,9.067,2.3884,4.2052,10.66,1.8355,11.684,,,,,,,,,,,,,,,,,
1.957,1.5986,1.6988,36.713,8.5552,1.1517,0.70425,7.7994,281.4,133.23,1311.8,9.0464,2.392,4.1886,10.662,1.8345,11.602,,,,,,,,,,,,,,,,,
1.9699,1.6019,1.6969999999999998,36.779,8.5738,1.1542,0.7066,7.7995,281.45,133.37,1316.9,9.0362,2.4007,4.2157,10.634,1.8328,11.505999999999998,,,,,,,,,,,,,,,,,
1.9702,1.6046,1.6992,36.796,8.5731,1.1542,0.70972,7.7994,282.72,133.59,1318.2,9.0051,2.4082,4.259,10.652,1.8294,11.563,,,,,,,,,,,,,,,,,
1.9594,1.5968,1.6844,36.37300000000001,8.4989,1.1442,0.70744,7.7997,279.12,134.39,1320.1,8.9605,2.3936,4.2105,10.595,1.8335,11.467,,,,,,,,,,,,,,,,,
1.9492,1.5937,1.6808,36.096,8.4481,1.1371,0.7023,7.7995,276.84,133.91,1320.0,8.9106,2.3733,4.1778,10.53,1.8325,11.481,,,,,,,,,,,,,,,,,
1.9662,1.5915,1.6869999999999998,36.296,8.4882,1.1425,0.70102,7.7998,278.48,133.61,1320.2,8.9478,2.3927,4.1708,10.568,1.8309,11.555,,,,,,,,,,,,,,,,,
1.9688,1.595,1.6924,36.325,8.5104,1.1453,0.69889,7.7996,278.2,132.46,1320.2,8.9646,2.3938,4.1828,10.572,1.8291,11.443,,,,,,,,,,,,,,,,,
1.94,1.5897,1.7057,36.432,8.5457,1.1504,0.70091,7.7996,278.33,132.19,1316.2,8.9492,2.3779,4.1815,10.573,1.8266,11.52,,,,,,,,,,,,,,,,,
1.9337,1.5913,1.7017,36.358,8.5335,1.1488,0.70017,7.7993,276.34,132.81,1316.3,8.919,2.3733,4.1719,10.544,1.8258,11.49,,,,,,,,,,,,,,,,,
1.9323,1.5906,1.6987,36.578,8.5252,1.1474,0.69971,7.7993,276.92,132.74,1316.6,8.8898,2.3666,4.1552,10.550999999999998,1.828,11.445,,,,,,,,,,,,,,,,,
1.9363,1.5893,1.7011,36.629,8.5482,1.1505,0.70191,7.7994,279.65,133.8,1319.9,8.9145,2.3792,4.159,10.575,1.8315,11.55,,,,,,,,,,,,,,,,,
1.9333,1.5908,1.6942,36.515,8.4998,1.1438,0.6993,7.7993,278.68,133.71,1315.0,8.8797,2.3785,4.1607,10.515999999999998,1.8277,11.435,,,,,,,,,,,,,,,,,
1.9404,1.5887,1.7001,36.607,8.539,1.1493,0.7016399999999999,7.7992,279.45,134.23,1318.8,8.8927,2.3917,4.1722,10.495,1.8308,11.44,,,,,,,,,,,,,,,,,
1.9407,1.5907,1.6916,36.264,8.4972,1.1432,0.69933,7.7991,278.67,133.84,1322.1,8.8739,2.3847,4.162,10.466,1.8315,11.459,,,,,,,,,,,,,,,,,
1.9481,1.5977,1.6933,36.371,8.5212,1.1463,0.7008300000000001,7.7993,279.13,133.72,1318.0,8.887,2.3974,4.1842,10.442,1.8316,11.375,,,,,,,,,,,,,,,,,
1.9455,1.6055,1.7002,36.599,8.5598,1.1518,0.70168,7.7992,281.13,134.05,1325.0,8.9092,2.3923,4.1886,10.441,1.8326,11.433,,,,,,,,,,,,,,,,,
1.9461,1.6067,1.7074,36.672,8.5921,1.1562,0.70528,7.7991,283.86,134.81,1327.0,8.9178,2.3902,4.2057,10.496,1.8367,11.415,,,,,,,,,,,,,,,,,
1.9375,1.6051,1.706,36.541,8.5906,1.1559,0.70645,7.7991,283.93,134.17,1323.8,8.9146,2.3785,4.2163,10.476,1.8345,11.407,,,,,,,,,,,,,,,,,
1.9337,1.6,1.7005,36.392,8.5619,1.1522,0.70319,7.7995,282.92,133.3,1323.8,8.8789,2.3707,4.2092,10.472,1.8304,11.375,,,,,,,,,,,,,,,,,
1.9216,1.5912,1.7088,36.412,8.5906,1.1562,0.70494,7.7995,282.83,132.27,1318.4,8.8929,2.3488,4.1818,10.481,1.8284,11.19,,,,,,,,,,,,,,,,,
1.9226,1.5893,1.7008,36.368,8.5576,1.1518,0.7036399999999999,7.7995,280.95,131.84,1316.4,8.8557,2.3527,4.1586,10.413,1.8275,10.96,,,,,,,,,,,,,,,,,
1.9218,1.5882,1.695,36.203,8.5304,1.1478,0.70305,7.7995,280.41,131.84,1316.3,8.8458,2.3485,4.154,10.376,1.8275,11.095,,,,,,,,,,,,,,,,,
1.9089,1.5809,1.6795,36.197,8.4793,1.141,0.70345,7.7993,279.38,128.89,1314.5,8.7996,2.3231,4.1491,10.345,1.8204,11.259,,,,,,,,,,,,,,,,,
1.908,1.5853,1.6719,35.991,8.4489,1.1368,0.70047,7.7997,279.78,127.88,1314.3,8.7757,2.3262,4.1499,10.307,1.8203,11.984000000000002,,,,,,,,,,,,,,,,,
1.9203,1.587,1.6836,36.177,8.5021,1.144,0.70392,7.7996,279.77,128.73,1312.0,8.8388,2.3422,4.1463,10.392,1.8216,11.605,,,,,,,,,,,,,,,,,
1.9249,1.5838,1.6808,36.127,8.5099,1.1451,0.70732,7.7997,280.43,128.71,1318.4,8.836,2.3417,4.1486,10.403,1.8221,11.542,,,,,,,,,,,,,,,,,
1.9247,1.5858,1.6809,36.155,8.5081,1.145,0.70895,7.7997,281.49,129.4,1318.5,8.8682,2.3346,4.1537,10.442,1.8244,11.8,,,,,,,,,,,,,,,,,
1.9175,1.5966,1.6648,35.897,8.4428,1.136,0.70533,7.7995,279.26,128.65,1315.0,8.8203,2.3297,4.1414,10.375,1.8218,11.626,,,,,,,,,,,,,,,,,
1.9066,1.5925,1.6511,35.63800000000001,8.3964,1.1296,0.7018,7.7995,277.83,128.91,1322.8,8.7739,2.3009,4.1148,10.316,1.8209,11.75,,,,,,,,,,,,,,,,,
1.91,1.5868,1.6644,35.785,8.4535,1.1374,0.70223,7.7992,279.06,131.15,1325.3,8.8131,2.2991,4.1148,10.324000000000002,1.8258,11.962,,,,,,,,,,,,,,,,,
1.907,1.5822,1.6606,35.55699999999999,8.4201,1.1326,0.70008,7.7995,277.87,131.35,1326.7,8.766,2.3026,4.1039,10.272,1.8268,11.742,,,,,,,,,,,,,,,,,
1.8877,1.5779,1.6612,35.515,8.4334,1.1346,0.70297,7.7996,277.3,131.29,1325.8,8.7537,2.2738,4.1063,10.243,1.8291,11.545,,,,,,,,,,,,,,,,,
1.8849,1.5829,1.6596,35.42,8.4316,1.1342,0.70092,7.7996,277.03,132.2,1326.8,8.732000000000001,2.2706,4.1085,10.223,1.8289,11.54,,,,,,,,,,,,,,,,,
1.8802,1.5758,1.6603,35.421,8.4524,1.137,0.7014199999999999,7.7997,277.71,132.76,1328.4,8.747,2.2728,4.1157,10.253,1.8304,11.565,,,,,,,,,,,,,,,,,
1.8812,1.5836,1.6678,35.51,8.4869,1.1417,0.7004199999999999,7.7996,278.74,133.19,1326.5,8.7938,2.2766,4.1288,10.279000000000002,1.8367,11.525,,,,,,,,,,,,,,,,,
1.8918,1.594,1.6727,35.619,8.5081,1.1446,0.70253,7.7991,279.39,133.13,1329.3,8.8234,2.289,4.1282,10.303,1.8482,11.61,,,,,,,,,,,,,,,,,
1.8945,1.589,1.6757,35.597,8.499,1.1434,0.70192,7.7995,278.7,132.54,1327.0,8.8166,2.2945,4.1074,10.316,1.8422,11.5,,,,,,,,,,,,,,,,,
1.8778,1.5959,1.6816,35.549,8.5209,1.1463,0.7026600000000001,7.7996,279.16,132.4,1322.0,8.8297,2.2725,4.1153,10.351,1.8406,11.393,,,,,,,,,,,,,,,,,
1.8778,1.5959,1.6816,35.549,8.5209,1.1463,0.7026600000000001,7.7996,279.16,132.4,1322.0,8.8297,2.2725,4.1153,10.351,1.8406,11.393,,,,,,,,,,,,,,,,,
1.8778,1.5959,1.6816,35.549,8.5209,1.1463,0.7026600000000001,7.7996,279.16,132.4,1322.0,8.8297,2.2725,4.1153,10.351,1.8406,11.393,,,,,,,,,,,,,,,,,
1.8739,1.6002,1.6646,34.866,8.4598,1.1382,0.69531,7.7996,277.12,133.39,1322.6,8.76,2.2641,4.1143,10.27,1.8469,11.265,,,,,,,,,,,,,,,,,
1.8825,1.5915,1.6616,34.67,8.4443,1.136,0.69533,7.7995,276.0,132.76,1329.4,8.7101,2.2813,4.1027,10.296,1.8426,11.25,,,,,,,,,,,,,,,,,
1.8788,1.591,1.6576,34.405,8.4307,1.134,0.69619,7.7996,274.55,132.32,1330.5,8.6703,2.2654,4.0899,10.292,1.839,11.275,,,,,,,,,,,,,,,,,
1.8815,1.5931,1.6683,34.986999999999995,8.4606,1.1382,0.69713,7.7995,276.86,132.01,1325.5,8.7025,2.2761,4.0974,10.279000000000002,1.836,11.233,,,,,,,,,,,,,,,,,
1.8941,1.59,1.6675,35.017,8.4697,1.1392,0.69697,7.7996,276.85,131.7,1323.0,8.6945,2.3038,4.086,10.317,1.8368,11.135,,,,,,,,,,,,,,,,,
1.8886,1.5959,1.6735,34.486,8.4841,1.1412,0.6987300000000001,7.7997,276.97,131.56,1329.6,8.7116,2.2936,4.1017,10.362,1.8372,11.23,,,,,,,,,,,,,,,,,
1.8841,1.5939,1.6669999999999998,34.533,8.4506,1.1366,0.69595,7.7997,275.62,130.42,1324.2,8.6849,2.2844,4.0918,10.334,1.8335,11.215,,,,,,,,,,,,,,,,,
1.8707,1.5895,1.6686,34.196,8.4563,1.1371,0.6967300000000001,7.7996,274.45,131.68,1325.0,8.6684,2.2657,4.0818,10.333,1.8365,11.234000000000002,,,,,,,,,,,,,,,,,
1.8692,1.5891,1.6649,34.175,8.4479,1.136,0.6957899999999999,7.7997,274.91,132.09,1327.0,8.6601,2.261,4.0671,10.335,1.8387,11.215,,,,,,,,,,,,,,,,,
1.8774,1.5865,1.6671,34.151,8.4481,1.1361,0.69575,7.7997,274.2,131.55,1322.0,8.6503,2.2683,4.0585,10.349,1.8353,11.183,,,,,,,,,,,,,,,,,
1.8837,1.5874,1.6693,34.196,8.4441,1.136,0.6959,7.7997,274.74,131.47,1320.0,8.6709,2.2795,4.0607,10.389,1.8355,11.181,,,,,,,,,,,,,,,,,
1.8608,1.5782,1.6562,34.086,8.373,1.1261,0.69234,7.7995,272.69,130.6,1313.7,8.6008,2.2484,4.0495,10.297,1.8285,11.222,,,,,,,,,,,,,,,,,
1.8581,1.5723,1.6509,34.061,8.357999999999999,1.1242,0.69185,7.7994,271.89,130.51,1308.2,8.5823,2.2482,4.0365,10.291,1.8245,11.127,,,,,,,,,,,,,,,,,
1.8528,1.5746,1.6512,33.93,8.3664,1.1254,0.69142,7.7993,272.62,130.45,1307.2,8.5573,2.2346,4.0375,10.316,1.8229,11.081,,,,,,,,,,,,,,,,,
1.8536,1.5733,1.6513,33.978,8.3674,1.1259,0.69106,7.7994,272.19,129.88,1303.8,8.5673,2.2389,4.0402,10.367,1.816,10.998,,,,,,,,,,,,,,,,,
1.8589,1.5727,1.6551,33.969,8.3762,1.1271,0.69116,7.7993,271.36,130.09,1301.3,8.5578,2.2430000000000003,4.041,10.36,1.8192,10.925,,,,,,,,,,,,,,,,,
1.8528,1.5698,1.6482,34.042,8.3589,1.1246,0.69163,7.7994,270.73,129.81,1302.0,8.5734,2.2397,4.0458,10.313,1.8168,10.96,,,,,,,,,,,,,,,,,
1.8364,1.5645,1.6331,33.878,8.2884,1.115,0.68882,7.7993,270.84,128.52,1292.6,8.4569,2.2176,4.0259,10.292,1.8117,10.855,,,,,,,,,,,,,,,,,
1.84,1.5644,1.6324,33.806,8.2863,1.1147,0.68855,7.7994,270.71,128.44,1292.6,8.4433,2.2255,4.0118,10.29,1.8084,10.74,,,,,,,,,,,,,,,,,
1.8465,1.5634,1.6195,33.772,8.2247,1.1064,0.6844399999999999,7.7992,268.37,128.0,1288.0,8.3807,2.2264,3.9743,10.224,1.8078,10.601,,,,,,,,,,,,,,,,,
1.8619,1.5682,1.6231,34.014,8.2527,1.1101,0.68694,7.7992,269.93,128.4,1289.0,8.407,2.2383,4.0006,10.273,1.8115,10.675,,,,,,,,,,,,,,,,,
1.8619,1.5682,1.6231,34.014,8.2527,1.1101,0.68694,7.7992,269.93,128.4,1289.0,8.407,2.2383,4.0006,10.273,1.8115,10.675,,,,,,,,,,,,,,,,,
1.8627,1.5637,1.6125,33.899,8.2283,1.1072,0.68412,7.7989,269.45,127.89,1283.0,8.3669,2.2379,3.9855,10.262,1.8117,10.48,,,,,,,,,,,,,,,,,
1.858,1.5595,1.6017,33.736999999999995,8.1839,1.101,0.68171,7.7992,268.99,127.22,1279.0,8.3282,2.2332,4.0146,10.2,1.8044,10.489,,,,,,,,,,,,,,,,,
1.8572,1.565,1.5926,33.39,8.1307,1.0936,0.68132,7.7991,266.44,127.23,1276.2,8.2972,2.2341,3.9685,10.144,1.8027,10.395,,,,,,,,,,,,,,,,,
1.8484,1.5695,1.5991,33.323,8.1466,1.0959,0.68274,7.7993,267.01,128.19,1274.5,8.354,2.2319,3.9567,10.271,1.8085,10.205,,,,,,,,,,,,,,,,,
1.8464,1.5667,1.6024,33.473,8.1803,1.1004,0.68519,7.7987,267.36,128.59,1280.0,8.3423,2.2185,3.9937,10.246,1.8086,10.235,,,,,,,,,,,,,,,,,
1.8489,1.5696,1.6055,33.646,8.2056,1.1036,0.68657,7.798999999999999,269.27,128.68,1277.0,8.3655,2.2215,4.0161,10.273,1.8115,10.335,,,,,,,,,,,,,,,,,
1.8392,1.5611,1.5954,33.576,8.1553,1.0967,0.68425,7.7992,267.99,127.88,1275.1,8.2962,2.211,4.0127,10.206,1.806,10.292,,,,,,,,,,,,,,,,,
1.83,1.5572,1.595,33.591,8.156,1.0967,0.6848,7.7991,267.55,127.68,1277.3,8.2781,2.1957,4.0294,10.247,1.8047,10.161,,,,,,,,,,,,,,,,,
1.8314,1.5589,1.606,33.681,8.2047,1.1035,0.6885899999999999,7.7991,269.94,128.19,1274.3,8.3287,2.1954,4.1081,10.251,1.8053,10.118,,,,,,,,,,,,,,,,,
1.8309,1.5594,1.6126,33.585,8.2338,1.1074,0.6897,7.7991,269.79,128.27,1272.5,8.3455,2.1901,4.0689,10.203,1.8074,10.265,,,,,,,,,,,,,,,,,
1.8205,1.5546,1.5957,33.267,8.1504,1.096,0.68534,7.7987,267.92,127.47,1264.8,8.265,2.1723,4.0898,10.118,1.8017,10.125,,,,,,,,,,,,,,,,,
1.8144,1.5504,1.5918,33.28,8.1262,1.0927,0.68608,7.7988,267.77,126.37,1256.6,8.2441,2.1599,4.1177,10.073,1.7953,10.05,,,,,,,,,,,,,,,,,
1.8131,1.5412,1.5799,33.241,8.0827,1.0867,0.68485,7.7988,267.31,125.61,1248.6,8.2058,2.1478,4.0967,10.011,1.7925,10.05,,,,,,,,,,,,,,,,,
1.8008,1.5379,1.5766,33.355,8.0732,1.0854,0.6861,7.8028,266.86,124.85,1244.5,8.1797,2.1415,4.0973,9.9569,1.7919999999999998,10.08,,,,,,,,,,,,,,,,,
1.7924,1.539,1.5687,33.409,8.0336,1.0799,0.68467,7.7997,262.49,124.35,1237.1,8.1048,2.1172,4.0861,9.9022,1.7932,10.102,,,,,,,,,,,,,,,,,
1.8016,1.5372,1.5779,33.248000000000005,8.0734,1.0854,0.6863100000000001,7.7997,263.05,125.13,1236.1,8.1222,2.1312,4.0982,9.907,1.8033,10.121,,,,,,,,,,,,,,,,,
1.8043,1.5408,1.5869,33.297,8.094,1.0884,0.68862,7.7997,264.38,125.1,1233.2,8.1013,2.1365,4.092,9.9182,1.8008,9.965,,,,,,,,,,,,,,,,,
1.7972,1.5358,1.5876,33.326,8.0914,1.0881,0.6874899999999999,7.7998,263.82,124.95,1223.3,8.0958,2.1131,4.085,9.9473,1.798,10.015,,,,,,,,,,,,,,,,,
1.7831,1.5326,1.5804,32.974000000000004,8.0349,1.0805,0.68547,7.7999,262.8,124.59,1227.4,8.0,2.1015,4.0591,9.8749,1.7936,9.9475,,,,,,,,,,,,,,,,,
1.7697,1.5283,1.5727,32.854,7.9791,1.073,0.6838,7.7999,261.53,124.32,1224.2,7.9464,2.0967,4.0494,9.8256,1.7912,9.8574,,,,,,,,,,,,,,,,,
1.7707,1.5342,1.5634,32.498000000000005,7.9296,1.0667,0.68213,7.7998,259.56,123.48,1217.5,7.9296,2.0969,4.0187,9.7209,1.784,9.7105,,,,,,,,,,,,,,,,,
1.7592,1.5321,1.56,32.404,7.9177,1.0653,0.68233,7.7997,258.44,123.99,1214.4,7.9663,2.0711,4.025,9.7017,1.7852,9.7905,,,,,,,,,,,,,,,,,
1.7636,1.5341,1.5755,32.648,7.9795,1.0738,0.68743,7.7998,260.16,124.2,1226.5,7.9872,2.0726,4.0301,9.7442,1.787,9.805,,,,,,,,,,,,,,,,,
1.7382,1.528,1.5561,32.183,7.8784,1.0599,0.68362,7.7998,257.16,123.41,1210.1,7.8892,2.0305,4.0211,9.6927,1.7839,9.6925,,,,,,,,,,,,,,,,,
1.7458,1.534,1.5691,32.529,7.9323,1.0671,0.68616,7.7998,257.9,124.37,1214.3,7.9004,2.0481,4.0208,9.7394,1.795,9.8562,,,,,,,,,,,,,,,,,
1.7474,1.5306,1.5709,32.548,7.9209,1.0654,0.68592,7.7997,256.25,124.79,1214.3,7.8724,2.042,4.0164,9.7507,1.7990000000000002,9.9,,,,,,,,,,,,,,,,,
1.7438,1.5314,1.5563,32.397,7.8662,1.058,0.68398,7.7999,255.52,124.38,1217.2,7.8745,2.0385,4.0142,9.7595,1.7932,9.8155,,,,,,,,,,,,,,,,,
1.7531,1.5358,1.5567,32.353,7.8614,1.0572,0.6843199999999999,7.7998,255.42,124.67,1220.5,7.8502,2.0473,4.0335,9.7372,1.793,9.965,,,,,,,,,,,,,,,,,
1.7652,1.5415,1.5665,32.303000000000004,7.8965,1.0619,0.68281,7.7997,256.09,125.45,1215.5,7.8836,2.0553,4.0434,9.7181,1.7912,10.019,,,,,,,,,,,,,,,,,
1.7556,1.5384,1.5631,32.141,7.8674,1.058,0.6803899999999999,7.7997,255.24,125.61,1230.0,7.8428,2.0371,4.0322,9.6993,1.7878,10.176,,,,,,,,,,,,,,,,,
1.7594,1.5388,1.5676,32.367,7.8968,1.0619,0.68005,7.7998,256.23,125.56,1223.6,7.8719,2.0438,4.0286,9.7072,1.784,10.26,,,,,,,,,,,,,,,,,
1.7641,1.5455,1.5564,32.071,7.8467,1.0551,0.6773600000000001,7.8,255.29,124.24,1226.1,7.8239,2.0514,4.0322,9.6712,1.7873,10.394,,,,,,,,,,,,,,,,,
1.7928,1.5483,1.5664,32.347,7.8877,1.0609,0.6774899999999999,7.7998,257.09,124.23,1230.0,7.8665,2.0732,4.0466,9.6313,1.7894,10.604,,,,,,,,,,,,,,,,,
1.7752,1.5431,1.5565,32.14,7.8366,1.0544,0.67408,7.8,256.16,124.56,1224.0,7.8248,2.0497,4.0363,9.5517,1.7924,10.325,,,,,,,,,,,,,,,,,
1.7667,1.5424,1.5417,31.866,7.7732,1.0459,0.6702199999999999,7.7999,254.6,123.81,1230.2,7.7147,2.0502,4.0176,9.4948,1.786,10.25,,,,,,,,,,,,,,,,,
1.7577,1.5364,1.5325,31.818,7.7489,1.0425,0.66952,7.7999,254.01,123.73,1214.9,7.6632,2.0423,4.0292,9.4438,1.7791,10.192,,,,,,,,,,,,,,,,,
1.7467,1.5284,1.5248,31.452,7.7133,1.0378,0.66874,7.7999,253.51,122.37,1209.4,7.6546,2.0222,4.0227,9.3862,1.7733,10.49,,,,,,,,,,,,,,,,,
1.7332,1.5168,1.5023,30.948,7.5965,1.0224,0.66466,7.7999,249.92,121.28,1202.5,7.5662,2.0044,4.0202,9.3015,1.7658,10.409,,,,,,,,,,,,,,,,,
1.7531,1.5215,1.5124,30.732,7.6486,1.0297,0.66557,7.7999,250.66,121.71,1213.6,7.5628,2.0456,4.0235,9.2921,1.7713,10.362,,,,,,,,,,,,,,,,,
1.7415,1.5121,1.4781,30.16,7.4926,1.0084,0.6545300000000001,7.7999,246.55,119.53,1193.0,7.4266,2.0127,4.0083,9.1726,1.7612,10.331,,,,,,,,,,,,,,,,,
1.7742,1.511,1.4986,30.263,7.5612,1.0179,0.65757,7.8,248.83,120.19,1192.0,7.5305,2.0456,4.0467,9.2362,1.7674,10.319,,,,,,,,,,,,,,,,,
1.7746,1.5043,1.4758,29.34,7.4478,1.0025,0.6514300000000001,7.8,245.54,118.5,1191.3,7.4491,2.0448,4.07,9.1243,1.763,10.33,,,,,,,,,,,,,,,,,
1.7822,1.5172,1.4828,29.51,7.4929999999999986,1.0088,0.65258,7.7999,246.27,119.76,1201.0,7.4791,2.0579,4.0424,9.1587,1.7663,9.8955,,,,,,,,,,,,,,,,,
1.7852,1.528,1.4904,29.801,7.5506,1.0165,0.65379,7.8,248.34,120.46,1205.7,7.4746,2.0551,4.0192,9.193,1.7731,10.092,,,,,,,,,,,,,,,,,
1.7919999999999998,1.5279,1.4949,30.039,7.5954,1.0225,0.65654,7.8,250.66,120.08,1197.8,7.5066,2.0532,4.0983,9.3347,1.7712,10.167,,,,,,,,,,,,,,,,,
1.7986,1.5317,1.496,30.038,7.5872,1.0215,0.6551600000000001,7.8,253.88,119.98,1200.5,7.4796,2.0584,4.1209,9.3243,1.7679,10.205,,,,,,,,,,,,,,,,,
1.7943,1.5296,1.5074,30.084,7.6378,1.0283,0.65933,7.7998,257.12,120.29,1204.8,7.5136,2.062,4.1571,9.3833,1.7715,10.057,,,,,,,,,,,,,,,,,
1.775,1.5232,1.4945,29.846,7.5583,1.0175,0.6534399999999999,7.7999,255.58,118.84,1190.0,7.4328,2.041,4.1654,9.319,1.763,10.173,,,,,,,,,,,,,,,,,
