AUD,CAD,CHF,CZK,DKK,EUR,GBP,HKD,HUF,JPY,KRW,NOK,NZD,PLN,SEK,SGD,ZAR,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1.1626,1.0053,1.154,18.283,5.1869,0.69517,0.49878,7.8019,176.5,112.99,939.73,5.5881,1.3219,2.5129,6.5870000000000015,1.4604,6.9112,,,,,,,,,,,,,,,,,
1.1652,0.99923,1.1571,18.379,5.2004,0.69691,0.5028199999999999,7.8019,177.0,113.11,944.04,5.5962,1.3226,2.5227,6.5935,1.4614,7.0033,,,,,,,,,,,,,,,,,
1.1553,0.99833,1.1552,18.392,5.1894,0.6954100000000001,0.5032,7.8011,176.66,113.54,940.61,5.5869,1.3064,2.5209,6.5684,1.4558,7.0264,,,,,,,,,,,,,,,,,
1.1479,0.98743,1.155,18.437,5.1821,0.6945399999999999,0.505,7.8046,176.39,114.08,939.64,5.5506,1.3047,2.5041,6.5763,1.4544,6.9926,,,,,,,,,,,,,,,,,
1.1479,0.98743,1.155,18.437,5.1821,0.6945399999999999,0.505,7.8046,176.39,114.08,939.64,5.5506,1.3047,2.5041,6.5763,1.4544,6.9926,,,,,,,,,,,,,,,,,
1.1479,0.98743,1.155,18.437,5.1821,0.6945399999999999,0.505,7.8046,176.39,114.08,939.64,5.5506,1.3047,2.5041,6.5763,1.4544,6.9926,,,,,,,,,,,,,,,,,
1.1452,0.98271,1.1492,18.33,5.1370000000000005,0.6889,0.5021,7.7997,174.99,114.51,940.62,5.5081,1.3008,2.4855,6.5228,1.4509999999999998,6.8719,,,,,,,,,,,,,,,,,
1.1388,0.97938,1.1301,18.091,5.0753,0.6806399999999999,0.5001399999999999,7.8015,172.75,113.08,936.43,5.4274,1.2926,2.4513,6.4309,1.4461,6.8071,,,,,,,,,,,,,,,,,
1.1383,0.98152,1.124,18.088,5.0664,0.6793,0.49817,7.7984,172.36,112.04,936.08,5.4059,1.2923,2.4411,6.4136,1.4376,6.8134,,,,,,,,,,,,,,,,,
1.1383,0.98152,1.124,18.088,5.0664,0.6793,0.49817,7.7984,172.36,112.04,936.08,5.4059,1.2923,2.4411,6.4136,1.4376,6.8134,,,,,,,,,,,,,,,,,
1.1351,0.98822,1.1253,17.949,5.0757,0.68083,0.5047,7.8111,172.4,111.54,936.96,5.4368,1.2901,2.4519,6.4173,1.4389,6.8178,,,,,,,,,,,,,,,,,
1.1347,0.9941,1.1131,17.742,5.052,0.67783,0.50485,7.8032,171.94,108.91,936.83,5.3718,1.2923,2.4453,6.3769,1.4332,6.8359,,,,,,,,,,,,,,,,,
1.1347,0.98818,1.114,17.742,5.0593,0.67902,0.50584,7.8,172.23,109.23,938.68,5.3405,1.2931,2.4456,6.3662,1.4329,6.8337,,,,,,,,,,,,,,,,,
1.1449,0.99939,1.1136,17.758,5.06,0.6792100000000001,0.5068600000000001,7.8014,173.42,109.11,940.43,5.3444,1.306,2.4485,6.3591,1.4342,6.9048,,,,,,,,,,,,,,,,,
1.1365,1.0013,1.1172,17.766,5.0653,0.68004,0.50629,7.8021,173.04,109.64,939.27,5.3652,1.2978,2.4443,6.3792,1.4313,6.8745,,,,,,,,,,,,,,,,,
1.1315,1.004,1.1146,17.698,5.0736,0.6812,0.50998,7.8059,173.26,109.41,937.4,5.3753,1.293,2.4475,6.4053,1.4316,6.8488,,,,,,,,,,,,,,,,,
1.1329,1.0085,1.1113,17.635,5.0797,0.68204,0.51105,7.8045,173.35,109.86,937.93,5.3465,1.2908,2.4533,6.4171,1.4319,6.8729,,,,,,,,,,,,,,,,,
1.1185,1.0196,1.1028,17.515,5.0341,0.67604,0.51075,7.8029,171.51,108.96,937.53,5.2856,1.2724,2.4216,6.3534,1.4326,6.8279999999999985,,,,,,,,,,,,,,,,,
1.1114,1.0186,1.092,17.365,4.9985,0.67137,0.5102399999999999,7.8026,170.15,107.79,937.36,5.2551,1.2657,2.405,6.31,1.4297,6.7358,,,,,,,,,,,,,,,,,
1.1106,1.0141,1.0895,17.402,5.0014,0.67177,0.5082,7.7973,170.42,107.5,935.51,5.2620000000000005,1.2658,2.4008,6.3123,1.4283,6.76,,,,,,,,,,,,,,,,,
1.1362,1.0223,1.0913,17.612000000000005,5.0339,0.67604,0.50973,7.7975,172.51,106.33,940.04,5.3691,1.3017,2.4352,6.3679,1.4293,6.9301,,,,,,,,,,,,,,,,,
1.1328,1.0215,1.0989,17.785,5.0721,0.68069,0.5079,7.8034,173.77,106.92,945.82,5.4142,1.298,2.4505,6.4051,1.4349,7.0322,,,,,,,,,,,,,,,,,
1.1379,1.0239,1.1002,17.799,5.0797,0.68148,0.50981,7.8063,174.55,107.47,943.1,5.4460000000000015,1.3035,2.4646,6.4252,1.4345,7.0158,,,,,,,,,,,,,,,,,
1.1555,1.0309,1.1042,18.174,5.1456,0.6905100000000001,0.51322,7.8118,178.48,106.24,948.49,5.5424,1.3318,2.5175,6.5427,1.4446,7.1882,,,,,,,,,,,,,,,,,
1.1643,1.0317,1.1032,18.076,5.1406,0.68994,0.5123800000000001,7.8094,179.19,106.34,954.05,5.5499,1.3341,2.5199,6.5541,1.4449,7.2423,,,,,,,,,,,,,,,,,
1.1584,1.0283,1.0895,17.887999999999995,5.1125,0.68615,0.51269,7.8071,177.73,105.32,953.07,5.5325,1.3195,2.4969,6.5257,1.4385,7.1641,,,,,,,,,,,,,,,,,
1.1432,1.0157,1.0898,17.714000000000006,5.0827,0.68199,0.50934,7.8067,175.63,106.59,949.74,5.4805,1.3002,2.4664,6.4693,1.4301,7.0374,,,,,,,,,,,,,,,,,
1.1324,1.0078,1.0973,17.621,5.0675,0.68004,0.50493,7.8109,175.19,107.68,946.89,5.4566,1.2928,2.4606,6.4334,1.4237,7.1125,,,,,,,,,,,,,,,,,
1.132,1.006,1.0907,17.547,5.0509,0.67774,0.50356,7.8062,175.21,106.86,949.98,5.4663,1.2913,2.4531,6.4270000000000005,1.4214,7.1745,,,,,,,,,,,,,,,,,
1.1264,0.99905,1.0935,17.534000000000002,5.0446,0.67691,0.5029100000000001,7.8048,174.8,106.97,944.7,5.439,1.2853,2.4486,6.3959,1.4201,7.1705,,,,,,,,,,,,,,,,,
1.1245,0.99419,1.0895,17.56,5.0321,0.6752199999999999,0.5019600000000001,7.8022,174.11,106.95,945.04,5.4321,1.2838,2.4386,6.374,1.4192,7.2674,,,,,,,,,,,,,,,,,
1.1219,0.99839,1.0794,17.532,5.012,0.6724899999999999,0.5028199999999999,7.7976,174.49,106.21,944.18,5.4311,1.2751,2.4374,6.3702,1.4175,7.4728,,,,,,,,,,,,,,,,,
1.1089,0.99718,1.079,17.367,5.006,0.67164,0.50343,7.7970000000000015,172.87,106.46,943.99,5.3909,1.2615,2.4142,6.3476,1.4149,7.3826,,,,,,,,,,,,,,,,,
1.1016,0.99966,1.0896,17.365,5.0257,0.67435,0.5059,7.8009,173.17,106.89,942.68,5.4144,1.2585,2.4091,6.3457,1.4144,7.3781,,,,,,,,,,,,,,,,,
1.1072,0.99877,1.1014,17.477999999999998,5.0748,0.68083,0.50793,7.7996,175.8,107.43,941.72,5.4531,1.2689,2.4374,6.4048,1.4163,7.4592,,,,,,,,,,,,,,,,,
1.1159,1.0057,1.0985,17.533,5.0973,0.68395,0.5109100000000001,7.7997,178.37,106.41,943.57,5.5095,1.2745,2.4595,6.4488,1.4155,7.6547,,,,,,,,,,,,,,,,,
1.1234,1.0112,1.0972,17.586,5.1152,0.68639,0.51417,7.8036,182.51,106.11,941.86,5.5392,1.2743,2.4834,6.4797,1.4174,7.8036,,,,,,,,,,,,,,,,,
1.1185,1.0017,1.1034,17.679000000000006,5.1352,0.68904,0.5132,7.8013,182.93,107.41,941.71,5.5292,1.2724,2.4916,6.4856,1.4181,7.8178,,,,,,,,,,,,,,,,,
1.1045,0.99959,1.1006,17.639,5.1257,0.68766,0.51313,7.7967,181.87,106.88,946.22,5.5195,1.2649,2.4851,6.4779,1.4179,7.7871,,,,,,,,,,,,,,,,,
1.1045,0.99911,1.1034,17.612000000000005,5.1273,0.68785,0.51252,7.7975,180.7,107.43,945.52,5.5049,1.2618,2.48,6.477,1.4166,7.7755,,,,,,,,,,,,,,,,,
1.1142,0.99835,1.1026,17.469,5.1115,0.6855899999999999,0.5095,7.8006,180.34,107.52,945.98,5.4731,1.2735,2.468,6.4098,1.4164,7.6827,,,,,,,,,,,,,,,,,
1.1052,0.99549,1.1016,17.329,5.0965,0.68371,0.5070399999999999,7.8005,178.74,108.18,944.62,5.4362,1.2664,2.451,6.3782,1.4168,7.673999999999999,,,,,,,,,,,,,,,,,
1.1032,0.99734,1.0919,17.19,5.08,0.68148,0.50961,7.7995,179.63,107.52,945.07,5.401,1.2677,2.4465,6.3473,1.413,7.6768,,,,,,,,,,,,,,,,,
1.0959,1.0066,1.102,17.241,5.0939,0.68325,0.51264,7.8013,179.82,108.2,944.93,5.4079,1.2594,2.4445,6.3543,1.4121,7.6537,,,,,,,,,,,,,,,,,
1.0842,1.0064,1.0937,17.175,5.0568,0.67833,0.51248,7.8008,178.79,107.61,944.44,5.332000000000002,1.2488,2.4204,6.3196,1.4129,7.6292,,,,,,,,,,,,,,,,,
1.0938,1.0166,1.0996,17.256,5.0857,0.6823100000000001,0.51474,7.8016,181.41,108.02,946.3,5.3746,1.2588,2.4451,6.3589,1.413,7.8746,,,,,,,,,,,,,,,,,
1.0883,1.0128,1.0997,17.025,5.0591,0.67861,0.51079,7.7999,179.17,108.08,948.02,5.3349,1.2497,2.4203,6.3203,1.4102,7.7837,,,,,,,,,,,,,,,,,
1.0829,1.0099,1.0843,16.868,5.0209,0.6734899999999999,0.50835,7.7957,178.08,106.92,948.68,5.3135,1.24,2.4057,6.2662,1.4058,7.7155,,,,,,,,,,,,,,,,,
1.081,1.0046,1.0888,16.873,5.0319,0.6749,0.50867,7.7971,177.35,107.79,948.71,5.3189,1.2357,2.3966,6.287000000000001,1.4062,7.7074,,,,,,,,,,,,,,,,,
1.0789,0.98978,1.0867,16.820999999999998,5.0121,0.6723100000000001,0.50666,7.7948,174.26,107.87,947.49,5.3009,1.2329,2.3735,6.2529,1.4055,7.6012,,,,,,,,,,,,,,,,,
1.0649,0.97993,1.0685,16.65,4.9552,0.66472,0.50359,7.7872,171.48,106.32,941.04,5.2207,1.2208,2.3521,6.2055,1.3968,7.4561,,,,,,,,,,,,,,,,,
1.0606,0.97738,1.0606,16.628,4.9289999999999985,0.66133,0.50351,7.7859,172.09,106.19,936.64,5.2024,1.2305,2.3301,6.1958,1.3956,7.5246,,,,,,,,,,,,,,,,,
1.0698,0.98207,1.0473,16.633,4.913,0.65933,0.50452,7.782,174.16,104.19,939.61,5.2179,1.2431,2.3278,6.1942,1.3953,7.7346,,,,,,,,,,,,,,,,,
1.0704,0.98323,1.0384,16.489,4.9007,0.65776,0.50385,7.7833,173.93,103.13,947.58,5.2128,1.254,2.3199,6.1603,1.3935,7.8866,,,,,,,,,,,,,,,,,
1.0722,0.98875,1.0373,16.386,4.8995,0.65764,0.50349,7.7838,173.14,103.1,947.59,5.1647,1.2455,2.3229,6.1561,1.3887,7.8568,,,,,,,,,,,,,,,,,
1.0796,0.99263,1.0402,16.483,4.9021,0.6580699999999999,0.50573,7.7889,173.08,103.74,948.34,5.1701,1.2553,2.3224,6.1613,1.3904,7.7652,,,,,,,,,,,,,,,,,
1.0674,0.98551,1.0326,16.401,4.8629,0.65278,0.4986,7.7877,171.8,103.5,949.54,5.1139,1.2452,2.309,6.1088,1.3856,7.7773,,,,,,,,,,,,,,,,,
1.069,0.97743,1.0206,16.326,4.8345,0.64863,0.4960100000000001,7.7849,171.81,102.14,959.01,5.1336,1.2518,2.323,6.0914,1.3844,7.9977,,,,,,,,,,,,,,,,,
1.0822,0.99048,1.0232,16.324,4.8615,0.65189,0.49576,7.7888,171.75,102.26,965.71,5.1405,1.2591,2.323,6.1224,1.3887,7.9465,,,,,,,,,,,,,,,,,
1.0796,0.99233,1.0267,16.337,4.8483,0.6502399999999999,0.49714,7.7892,169.51,102.98,967.49,5.1226,1.2457,2.2978,6.097,1.3883,7.8698,,,,,,,,,,,,,,,,,
1.0759999999999998,0.98869,1.022,16.195999999999998,4.8172,0.64612,0.49532,7.7883,167.54,102.38,967.5,5.0982,1.2453,2.2854,6.0721,1.3842,7.8245,,,,,,,,,,,,,,,,,
1.0667,0.9862,1.0096,16.125999999999998,4.7876,0.6419699999999999,0.49162,7.7846,166.79,100.44,982.73,5.0719,1.2378,2.2748,6.0673,1.3799,7.9341,,,,,,,,,,,,,,,,,
1.0623,0.99473,1.0116,16.088,4.792,0.64263,0.49325,7.7823,165.2,100.94,997.37,5.1337,1.2209,2.2672,6.0639,1.384,7.8626,,,,,,,,,,,,,,,,,
1.0845,0.99486,0.98408,15.864,4.7301,0.63412,0.49822,7.7705,165.21,96.703,1024.4,5.1091,1.2458,2.2491,6.0070000000000014,1.3824,8.1522,,,,,,,,,,,,,,,,,
1.0763,0.99385,0.98979,16.01,4.7299,0.63408,0.49566,7.77,163.28,97.914,1015.1,5.1154,1.237,2.2381,5.9952,1.3765,8.016,,,,,,,,,,,,,,,,,
1.0732,0.99637,0.99809,16.227,4.7536,0.63727,0.50083,7.774,163.69,99.516,1010.6,5.1267,1.2279,2.2499,6.0057,1.3794,8.0143,,,,,,,,,,,,,,,,,
1.1079,1.0255,1.0136,16.528,4.8368,0.6483800000000001,0.50464,7.7793,167.41,99.332,1009.6,5.2634,1.2616,2.2932,6.1026,1.3893,8.1398,,,,,,,,,,,,,,,,,
1.1079,1.0255,1.0136,16.528,4.8368,0.6483800000000001,0.50464,7.7793,167.41,99.332,1009.6,5.2634,1.2616,2.2932,6.1026,1.3893,8.1398,,,,,,,,,,,,,,,,,
1.1079,1.0255,1.0136,16.528,4.8368,0.6483800000000001,0.50464,7.7793,167.41,99.332,1009.6,5.2634,1.2616,2.2932,6.1026,1.3893,8.1398,,,,,,,,,,,,,,,,,
1.0942,1.0193,1.0102,16.35,4.7914,0.6423,0.50167,7.7802,164.74,100.13,977.97,5.194,1.2445,2.268,6.0498,1.3827,8.0853,,,,,,,,,,,,,,,,,
1.0849,1.0152,0.99835,16.292,4.7482,0.63654,0.50165,7.7817,163.55,99.23,990.52,5.1225,1.2384,2.2482,5.9812,1.3794,8.0656,,,,,,,,,,,,,,,,,
1.0825,1.0189,0.99379,16.079,4.7249,0.63347,0.49595,7.7816,162.2,99.791,987.27,5.0786,1.241,2.2334,5.9507,1.3803,7.9881,,,,,,,,,,,,,,,,,
1.087,1.018,0.99614,15.985,4.7207,0.63307,0.50063,7.7823,163.16,99.937,994.49,5.0946,1.2457,2.2299,5.9362,1.3795,8.0824,,,,,,,,,,,,,,,,,
1.0963,1.0262,0.99532,16.023,4.7159,0.63243,0.50329,7.784,164.07,99.526,991.02,5.0917,1.2699,2.2274,5.943,1.3799,8.1027,,,,,,,,,,,,,,,,,
1.0993,1.0261,1.0049,16.082,4.7616,0.63857,0.5037,7.7874,165.1,100.61,984.67,5.1545,1.2799,2.2418,5.999,1.3794,8.0843,,,,,,,,,,,,,,,,,
1.0968,1.0169,1.0116,16.038,4.7707,0.63971,0.50441,7.7885,164.39,101.97,975.31,5.1593,1.264,2.2346,5.9939,1.3797,7.8742,,,,,,,,,,,,,,,,,
1.0991,1.0126,1.0205,16.062,4.8039,0.64408,0.50444,7.7921,165.81,102.89,980.03,5.1546,1.2766,2.2435,6.017,1.3868,7.785,,,,,,,,,,,,,,,,,
1.0883,1.0064,1.0095,15.924,4.7439,0.63605,0.49962,7.7916,163.62,102.33,976.02,5.0871,1.2703,2.2098,5.9585,1.3839,7.8323,,,,,,,,,,,,,,,,,
1.0818,1.0071,1.0143,15.943,4.7532,0.63723,0.5029899999999999,7.7907,161.89,102.68,974.89,5.0777,1.2592,2.2028,5.97,1.3816,7.8188,,,,,,,,,,,,,,,,,
1.0812,1.0138,1.014,15.92,4.7533,0.6371899999999999,0.5080899999999999,7.7902,161.72,102.43,977.89,5.0698,1.2604,2.2043,5.9647,1.3804,7.7877,,,,,,,,,,,,,,,,,
1.0773,1.0188,1.0133,15.96,4.7439,0.63589,0.50725,7.7903,161.07,102.61,976.41,5.0496,1.2569,2.1971,5.9533,1.3796,7.8227,,,,,,,,,,,,,,,,,
1.0721,1.0183,0.99118,15.829,4.6997,0.62992,0.50463,7.7883,159.7,100.27,976.82,4.9934,1.2498,2.1676,5.9124,1.3567,7.9156,,,,,,,,,,,,,,,,,
1.0752,1.0193,0.99842,15.806,4.711,0.63159,0.50635,7.7888,159.62,100.95,976.19,5.0158,1.2577,2.1686,5.9445,1.3586,7.8482,,,,,,,,,,,,,,,,,
1.0812,1.0223,0.9942,15.716,4.6999,0.63016,0.50325,7.7919,159.05,100.43,980.28,5.0063,1.2634,2.1504,5.9273,1.3578,7.8801,,,,,,,,,,,,,,,,,
1.0817,1.0215,0.99931,15.68,4.7128,0.63179,0.50853,7.7938,159.32,101.0,988.5,4.9978,1.2752,2.1546,5.9508,1.3565,7.9214,,,,,,,,,,,,,,,,,
1.0716,1.0091,0.99799,15.6,4.6838,0.62783,0.5060899999999999,7.7938,159.63,101.34,989.7,4.9589,1.2697,2.148,5.9039,1.3530000000000002,7.9797,,,,,,,,,,,,,,,,,
1.067,1.0015,1.0076,15.735,4.7008,0.6300399999999999,0.5051,7.792999999999998,159.62,102.53,996.72,4.9839,1.271,2.1546,5.9126,1.3516,7.8629,,,,,,,,,,,,,,,,,
1.0698,1.0112,1.0227,15.919,4.7282,0.63371,0.50108,7.7934,160.43,103.92,999.75,5.0387,1.2657,2.1667,5.9531,1.3555,7.7605,,,,,,,,,,,,,,,,,
1.0613,1.0023,1.0101,15.782,4.6935,0.6290100000000001,0.50365,7.7966,158.81,103.43,993.77,4.9972,1.2605,2.1504,5.9004,1.3539,7.7878,,,,,,,,,,,,,,,,,
1.0577,1.0068,1.0084,15.727,4.6839,0.62771,0.5020399999999999,7.7955,158.01,103.21,999.25,4.9733,1.2546,2.1435,5.8757,1.3514,7.6587,,,,,,,,,,,,,,,,,
1.0511,1.0134,1.0086,15.731,4.6815,0.62735,0.50405,7.7949,157.9,103.07,993.22,4.9718,1.2499,2.1436,5.846,1.3499,7.665,,,,,,,,,,,,,,,,,
1.0583,1.0173,1.0245,15.935,4.7325,0.6341600000000001,0.5060600000000001,7.7925,159.97,103.41,996.26,5.0476,1.2634,2.1676,5.8989,1.3566,7.7487,,,,,,,,,,,,,,,,,
1.0736,1.017,1.0368,16.192999999999998,4.785,0.6411899999999999,0.5040100000000001,7.7943,162.16,104.52,994.74,5.1449,1.2819,2.1974,5.9874,1.3654,7.6398,,,,,,,,,,,,,,,,,
1.0664,1.0144,1.0354,16.1,4.775,0.63988,0.5021100000000001,7.7899,161.43,104.65,996.22,5.0969,1.2737,2.1967,5.9837,1.3625,7.5486,,,,,,,,,,,,,,,,,
1.0731,1.0136,1.0374,16.215999999999998,4.7918,0.64222,0.50668,7.792000000000002,162.44,103.87,1001.5,5.1249,1.2907,2.2198,6.0098,1.3609,7.5891,,,,,,,,,,,,,,,,,
1.0691,1.0096,1.0391,16.219,4.8018,0.6435,0.50846,7.7947,163.01,104.65,1005.5,5.1313,1.2865,2.221,6.0216,1.3609,7.6062,,,,,,,,,,,,,,,,,
1.0691,1.0096,1.0391,16.219,4.8018,0.6435,0.50846,7.7947,163.01,104.65,1005.5,5.1313,1.2865,2.221,6.0216,1.3609,7.6062,,,,,,,,,,,,,,,,,
1.0709,1.0166,1.0505,16.344,4.8271,0.64691,0.50395,7.7953,162.98,104.76,1011.3,5.1274,1.2791,2.233,6.0522,1.3623,7.6051,,,,,,,,,,,,,,,,,
1.0624,1.0166,1.0547,16.317999999999998,4.8269,0.64683,0.50789,7.795,163.09,105.26,1007.8,5.1197,1.2767,2.2266,6.0469,1.361,7.6151,,,,,,,,,,,,,,,,,
1.0592,1.0123,1.048,16.213,4.806,0.644,0.50753,7.7943,162.31,104.49,1015.8,5.0676,1.2712,2.2135,6.0124,1.3585,7.5303,,,,,,,,,,,,,,,,,
1.0572,1.0021,1.0564,16.294,4.8362,0.6480899999999999,0.5111100000000001,7.7952,163.34,105.35,1029.0,5.0904,1.2731,2.2183,6.0242,1.3651,7.5262,,,,,,,,,,,,,,,,,
1.0629,1.0131,1.0562,16.401,4.8621,0.65159,0.51153,7.795,164.89,104.35,1045.7,5.1306,1.2986,2.2305,6.0611,1.3773,7.6158,,,,,,,,,,,,,,,,,
1.0652,1.0087,1.0406,16.268,4.8269,0.64691,0.51352,7.7966,163.59,102.74,1045.7,5.0744,1.3051,2.2002,6.0101,1.3683,7.7047,,,,,,,,,,,,,,,,,
1.0612,1.0051,1.0512,16.17,4.8355,0.6480899999999999,0.5112399999999999,7.7965,162.5,103.97,1045.2,5.0819,1.3031,2.1988,6.019,1.3704,7.6682,,,,,,,,,,,,,,,,,
1.0604,1.0058,1.0487,16.118,4.8229,0.6462899999999999,0.51302,7.7975,161.64,103.86,1045.0,5.0708,1.3002,2.1869,6.0066,1.3704,7.5893,,,,,,,,,,,,,,,,,
1.0725,0.99793,1.0564,16.212,4.8336,0.64771,0.51499,7.8004,161.9,105.24,1047.0,5.0806,1.3145,2.2016,6.0288,1.3807,7.6689,,,,,,,,,,,,,,,,,
1.069,1.0014,1.056,16.182000000000002,4.8228,0.64625,0.5151899999999999,7.8002,161.34,105.09,1046.5,5.0788,1.3264,2.1976,6.0243,1.3821,7.6244,,,,,,,,,,,,,,,,,
1.053,0.99794,1.0545,16.116,4.8138,0.6452399999999999,0.51352,7.8004,159.36,104.72,1037.4,5.069,1.2989,2.1867,6.0246,1.3708,7.5029,,,,,,,,,,,,,,,,,
1.048,0.99422,1.0469,16.085,4.7899,0.6419699999999999,0.5120399999999999,7.8006,158.07,104.03,1041.0,5.0,1.2873,2.1731,5.9623,1.3677,7.513,,,,,,,,,,,,,,,,,
1.0419,0.99124,1.0419,16.025,4.7696,0.63943,0.5092399999999999,7.8004,157.09,104.12,1045.0,4.9997,1.2882,2.1665,5.9332,1.3663,7.6322,,,,,,,,,,,,,,,,,
1.0376,0.98451,1.0302,15.924,4.7348,0.6348,0.50876,7.8011,154.43,103.36,1040.5,4.9864,1.2833,2.1523,5.9032,1.3578,7.6595,,,,,,,,,,,,,,,,,
1.0409,0.98343,1.0279,15.961,4.7349,0.63472,0.504,7.8007,155.79,103.28,1044.7,4.9854,1.2714,2.1704,5.9057,1.3577,7.7093,,,,,,,,,,,,,,,,,
1.0403,0.98672,1.0275,15.947,4.739,0.6352399999999999,0.50464,7.8027,155.62,103.53,1045.2,5.0191,1.2699,2.1612,5.9093,1.3595,7.6547,,,,,,,,,,,,,,,,,
1.0418,0.98902,1.0251,15.915,4.7333,0.63448,0.50539,7.8034,154.77,103.4,1048.7,5.0057,1.2704,2.156,5.9064,1.3616,7.6988,,,,,,,,,,,,,,,,,
1.0388,0.98801,1.0253,15.954,4.7332,0.63452,0.50571,7.8058,154.84,103.84,1040.5,4.9975,1.2651,2.1559,5.8912,1.3629,7.7621,,,,,,,,,,,,,,,,,
1.0436,0.99502,1.0383,16.102,4.7648,0.63873,0.50661,7.8039999999999985,155.72,104.8,1032.0,5.024,1.274,2.1689,5.9543,1.3642,7.6705,,,,,,,,,,,,,,,,,
1.0426,0.98399,1.0476,16.115,4.7966,0.64305,0.5058199999999999,7.8039999999999985,155.18,105.31,1032.5,5.0646,1.2793,2.1762,5.9996,1.3676,7.6458,,,,,,,,,,,,,,,,,
1.0454,0.99188,1.0495,16.177,4.8096,0.64483,0.50684,7.8056,155.62,105.58,1028.8,5.0993,1.2775,2.1762,6.015,1.3659,7.6225,,,,,,,,,,,,,,,,,
1.0465,0.99607,1.0426,16.127,4.8058,0.6442899999999999,0.50995,7.8043,155.31,104.79,1023.8,5.1173,1.2754,2.1783,6.0211,1.3642,7.7237,,,,,,,,,,,,,,,,,
1.0435,1.0017,1.0332,15.93,4.7831,0.64131,0.50731,7.8048,154.86,104.53,1018.0,5.1058,1.2712,2.158,5.9904,1.3597,7.7163,,,,,,,,,,,,,,,,,
1.041,1.0093,1.0369,15.951,4.8226,0.64658,0.51093,7.8074,156.92,104.63,1019.0,5.1568,1.2763,2.1830000000000003,6.0422,1.3631,7.7848,,,,,,,,,,,,,,,,,
1.0498,1.0211,1.0484,15.952,4.8428,0.64927,0.51273,7.8087,157.03,106.13,1026.5,5.1734,1.3094,2.1926,6.0458,1.3701,7.8165,,,,,,,,,,,,,,,,,
1.0425,1.0198,1.0376,15.761,4.7825,0.64115,0.5110600000000001,7.8092,157.36,106.27,1024.2,5.0917,1.3029,2.1682,5.9844,1.3653,7.8239,,,,,,,,,,,,,,,,,
1.0399,1.0223,1.0202,15.619000000000002,4.7262,0.63355,0.5052,7.8085,156.61,105.65,1033.0,5.0285,1.3028,2.1445,5.9225,1.3618,7.8687,,,,,,,,,,,,,,,,,
1.0521,1.0292,1.0357,15.737,4.8047,0.64408,0.51098,7.8095,159.51,106.77,1027.5,5.1327,1.3267,2.178,5.9993,1.3688,7.9557,,,,,,,,,,,,,,,,,
1.0555,1.0169,1.0388,15.727,4.8077,0.64454,0.51012,7.8099,159.21,107.23,1030.2,5.1499,1.3225,2.1747,6.0310000000000015,1.3727,7.9832,,,,,,,,,,,,,,,,,
1.0699,1.0252,1.0451,15.782,4.8373,0.64863,0.5132,7.8089,160.07,107.73,1035.5,5.2134,1.3339,2.1998,6.0845,1.3803,7.9678,,,,,,,,,,,,,,,,,
1.069,1.0268,1.0507,15.777,4.8622,0.6520600000000001,0.51405,7.8136,161.38,108.27,1044.5,5.2491,1.3401,2.2092,6.1065,1.3811,8.1723,,,,,,,,,,,,,,,,,
1.0631,1.0278,1.0433,15.661,4.8244,0.64687,0.5092800000000001,7.8123,159.93,108.2,1040.2,5.195,1.3283,2.1924,6.0455,1.3762,8.0846,,,,,,,,,,,,,,,,,
1.0643,1.0219,1.0447,15.632,4.819,0.64612,0.5132800000000001,7.809,159.17,108.28,1020.5,5.1841,1.3267,2.1852,6.0465,1.3693,8.0158,,,,,,,,,,,,,,,,,
1.0625,1.0196,1.0431,15.491,4.8146,0.64545,0.5120399999999999,7.8055,157.13,108.19,1030.3,5.1898,1.3251,2.1803,6.0568,1.3693,8.074,,,,,,,,,,,,,,,,,
1.0557,1.0149,1.0462,15.574000000000002,4.8182,0.64595,0.5079100000000001,7.8089,155.32,107.84,1028.7,5.1912,1.3198,2.1754,6.0739,1.3701,8.0059,,,,,,,,,,,,,,,,,
1.0475,1.0125,1.0356,15.484000000000002,4.7777,0.64061,0.5058600000000001,7.8059,152.82,107.51,1029.7,5.1528,1.3099,2.1563,6.0205,1.3657,7.9833,,,,,,,,,,,,,,,,,
1.0505,1.0159,1.0452,15.543,4.8053,0.6442899999999999,0.5099899999999999,7.8075,154.31,107.89,1040.8,5.1627,1.3187,2.1669,6.0519,1.369,8.0575,,,,,,,,,,,,,,,,,
1.0487,1.0164,1.0396,15.464,4.7912,0.6423399999999999,0.5080600000000001,7.807,153.62,107.91,1034.0,5.1224,1.3217,2.1623,6.0397,1.3685,8.0653,,,,,,,,,,,,,,,,,
1.0455,1.012,1.0397,15.43,4.7813,0.64107,0.50689,7.8063,151.91,107.96,1037.2,5.0904,1.3212,2.1523,6.0342,1.3684,7.9903,,,,,,,,,,,,,,,,,
1.0418,1.0107,1.0288,15.311,4.7415,0.63569,0.50343,7.805,150.47,107.58,1037.3,5.0594,1.3197,2.133,5.9858,1.3651,7.8679,,,,,,,,,,,,,,,,,
1.0403,1.0065,1.0194,15.241,4.7358,0.635,0.5031399999999999,7.8016,151.37,106.1,1041.3,5.0667,1.3168,2.1381,5.9857,1.362,7.9299,,,,,,,,,,,,,,,,,
