AUD,CAD,CHF,CZK,DKK,EUR,GBP,HKD,HUF,JPY,KRW,NOK,NZD,PLN,SEK,SGD,ZAR
1.3221,1.328,0.97398,23.563000000000002,6.6747,0.8971,0.78775,7.8007,277.32,111.43,1142.1,8.5366,1.3817,3.8008,8.7744,1.3893,13.030999999999999
1.3262,1.3298,0.97296,23.52,6.6602,0.8953399999999999,0.7894,7.8008,276.86,111.26,1142.4,8.4927,1.3784,3.7964,8.7459,1.3904,13.0
1.3214,1.3231,0.9711799999999999,23.535999999999998,6.6564,0.8950100000000001,0.78587,7.7998,276.68,111.3,1137.7,8.468,1.3734,3.7877,8.7443,1.3869,12.936
1.3204,1.324,0.97265,23.458000000000002,6.6474,0.89389,0.7851100000000001,7.7996,276.64,111.67,1136.5,8.472999999999999,1.374,3.764,8.726,1.3885,12.88
1.314,1.3207,0.96498,23.293000000000003,6.5931,0.8866799999999999,0.78356,7.8003,274.34,111.86,1138.3,8.4412,1.3682,3.7375,8.6609,1.3855,12.907
1.3175,1.3088,0.9593799999999999,23.144000000000002,6.5377,0.8791200000000001,0.7782399999999999,7.803,272.12,112.11,1143.4,8.4413,1.3756,3.7253,8.596,1.3848,13.017999999999999
1.3027,1.3026,0.9581200000000001,23.044,6.516,0.8761899999999999,0.7709600000000001,7.8075,271.67,112.67,1142.6,8.3852,1.3713,3.7229,8.5179,1.3801,12.99
1.3013,1.2956,0.9577600000000001,22.956,6.5165,0.8762700000000001,0.77053,7.8048,270.74,111.94,1143.2,8.387,1.3630000000000002,3.7030000000000003,8.4471,1.3766,13.074000000000002
1.306,1.2978,0.9625299999999999,22.991999999999997,6.5411,0.8795799999999999,0.77144,7.8088,272.01,112.99,1148.6,8.3618,1.3707,3.7255,8.4755,1.3817,13.187999999999999
1.3144,1.2975,0.96486,23.018,6.5504,0.88082,0.77341,7.8082,271.56,113.25,1151.8,8.3546,1.3736,3.737,8.5207,1.383,13.228
1.3166,1.296,0.96655,23.046,6.5645,0.88269,0.7744300000000001,7.8067,272.01,113.55,1154.4,8.3825,1.3748,3.7482,8.4953,1.3834,13.352
1.3182,1.2936,0.96399,22.965999999999998,6.5322,0.87835,0.7730600000000001,7.8101,271.73,113.32,1157.1,8.3705,1.3787,3.7310000000000003,8.4594,1.3833,13.48
1.3149,1.2974,0.96241,22.851999999999997,6.5169,0.8762700000000001,0.7753899999999999,7.8111,270.22,113.74,1155.0,8.3783,1.3730000000000002,3.7086,8.4258,1.3811,13.376
1.3172,1.2912,0.9666299999999999,22.916999999999998,6.5308,0.8781899999999999,0.7767,7.8136,270.48,114.15,1149.9,8.3573,1.3755,3.7183,8.446,1.3861,13.36
1.3142,1.2905,0.968,22.906,6.5204,0.8768100000000001,0.7743800000000001,7.811,270.17,114.3,1150.5,8.3402,1.3843,3.7229,8.4516,1.3839,13.555
1.3072,1.2934,0.96314,22.805,6.4957,0.87344,0.77671,7.8111,268.43,113.56,1145.9,8.2704,1.3824,3.7072,8.4156,1.3813,13.395
1.2937,1.2756,0.96444,22.878,6.5137,0.87589,0.77266,7.81,269.13,113.14,1137.5,8.2787,1.3645,3.7078,8.3586,1.3771,13.222000000000001
1.2887,1.2724,0.96811,22.843000000000004,6.5147,0.8760399999999999,0.77077,7.8083,268.52,113.1,1134.6,8.221,1.3688,3.6944,8.3516,1.374,13.168
1.2770000000000001,1.2652,0.9607399999999999,22.761999999999997,6.4879999999999995,0.87245,0.76562,7.8049,267.01,112.42,1127.6,8.1624,1.3631,3.6713,8.3232,1.3673,12.944
1.2605,1.2590000000000001,0.9541299999999999,22.57,6.4363,0.8654299999999999,0.7683300000000001,7.8041,264.99,112.04,1124.1,8.0541,1.3598,3.6373,8.2785,1.3668,12.935
1.26,1.2607,0.95326,22.574,6.4484,0.86708,0.76723,7.8088,265.69,111.88,1122.3,8.0654,1.3561,3.6527,8.2891,1.3676,12.911
1.2634,1.2614,0.9611700000000001,22.673000000000002,6.4751,0.8707,0.77247,7.8102,266.23,112.25,1124.5,8.0975,1.361,3.6657,8.3307,1.3703,12.975
1.2626,1.2596,0.94924,22.348000000000003,6.3879,0.8589600000000001,0.76971,7.8081,262.3,111.42,1118.6,8.0154,1.3443,3.6389,8.2626,1.3633,12.934000000000001
1.2587,1.2521,0.94609,22.342,6.3839999999999995,0.8585200000000001,0.76708,7.8066,261.98,110.83,1115.3,8.0293,1.3442,3.6408,8.2317,1.3615,12.957
1.2565,1.2492,0.94604,22.245,6.3589,0.85514,0.76445,7.8083,261.24,111.41,1116.7,7.9558,1.3436,3.6404,8.1704,1.3597,13.012
1.2639,1.2518,0.95775,22.369,6.3868,0.8588100000000001,0.7667,7.8117,262.43,111.87,1119.8,7.9778,1.3464,3.6597,8.2193,1.3612,13.054
1.25,1.2488,0.96049,22.272,6.359,0.85514,0.76089,7.81,260.6,111.44,1114.6,7.9509,1.33,3.6378,8.1939,1.3588,12.964
1.256,1.2543,0.9682799999999999,22.208000000000002,6.3402,0.85259,0.76365,7.8108,259.98,111.15,1123.4,7.9457,1.3381,3.6229,8.1298,1.3596,13.027999999999999
1.2546,1.2471,0.96862,22.238000000000003,6.3413,0.8527299999999999,0.76251,7.8109,259.76,110.6,1122.2,7.9347,1.3364,3.6235,8.137,1.3574,13.107999999999999
1.2541,1.2476,0.96631,22.123,6.2961,0.8466,0.7572,7.8127,257.03,110.51,1122.2,7.9024,1.3387,3.6034,8.0903,1.3581,13.285
1.2551,1.2546,0.96872,22.088,6.2883,0.8453799999999999,0.75598,7.8165,256.88,110.73,1123.8,7.9047,1.3464,3.5962,8.1087,1.358,13.280999999999999
1.2599,1.2606,0.96973,21.893,6.2716,0.8431700000000001,0.76153,7.8182,256.1,110.38,1126.9,7.9062,1.3479,3.5857,8.1023,1.36,13.290999999999999
1.2545,1.2572,0.96849,21.965,6.2679,0.8426,0.7607,7.8178,256.45,110.1,1124.1,7.8883,1.3421,3.5735,8.0934,1.3563,13.335999999999999
1.2638,1.268,0.9731299999999999,22.138,6.3053,0.84767,0.76659,7.8231,257.52,110.86,1129.6,7.9512,1.3591,3.6041,8.1525,1.3633,13.364
1.2597,1.2662,0.9715600000000001,22.135,6.2964,0.84645,0.76755,7.8233,257.74,110.3,1125.6,7.8911,1.3574,3.602,8.1243,1.3604,13.165
1.2683,1.268,0.9626600000000001,22.3,6.3415,0.85244,0.77008,7.8162,259.65,109.74,1138.7,7.9616,1.3648,3.6374,8.2013,1.3629,13.481
1.2690000000000001,1.272,0.96667,22.295,6.34,0.8523700000000001,0.76972,7.8145,260.29,109.75,1143.2,7.9573,1.3759,3.6411,8.1555,1.3638,13.36
1.2717,1.2712,0.9621799999999999,22.230999999999998,6.3213,0.84998,0.77046,7.8191,259.59,109.15,1144.5,7.9877,1.3726,3.6454,8.1669,1.3644,13.493
1.2703,1.2694,0.96821,22.14,6.3038,0.84767,0.77083,7.8211,258.03,109.59,1139.6,7.9239,1.3704,3.6294,8.1093,1.3616,13.270999999999999
1.2755,1.2738,0.97216,22.26,6.3327,0.8515,0.7761,7.8231,258.98,110.41,1137.9,7.9647,1.3727,3.6436,8.0752,1.3659999999999999,13.325999999999999
1.2727,1.2731,0.97404,22.241,6.3507,0.8539700000000001,0.77705,7.8221,259.65,110.84,1140.1,7.9518,1.3792,3.6506,8.0974,1.3682,13.235
1.2615,1.2625,0.9670000000000001,22.238000000000003,6.3567,0.8549200000000001,0.77708,7.824,259.94,110.12,1138.8,7.9715,1.369,3.6398,8.1293,1.3659999999999999,13.202
1.2632,1.2657,0.96141,22.239,6.3342,0.8517899999999999,0.77673,7.8221,258.57,109.05,1141.4,7.9372,1.3658,3.6463,8.1235,1.3641,13.225
1.261,1.2597,0.9660700000000001,22.18,6.3237,0.8502700000000001,0.77645,7.8237,258.0,108.98,1138.9,7.8992,1.3666,3.6339,8.0923,1.3625,13.205
1.2647,1.2578,0.9654200000000001,22.159000000000002,6.3187,0.84955,0.7791399999999999,7.8268,258.01,109.36,1134.2,7.9027,1.3733,3.6376,8.1038,1.3619999999999999,13.203
1.2659,1.2584,0.9655100000000001,22.141,6.3033,0.8475299999999999,0.78085,7.8263,257.1,109.09,1131.6,7.893,1.3844,3.6315,8.0901,1.3621,13.265
1.2664,1.2522,0.96349,22.105999999999998,6.3001,0.84703,0.7792600000000001,7.8253,257.64,109.32,1127.7,7.8422,1.3852,3.6214,8.0568,1.3612,13.209000000000001
1.2635,1.2508,0.9646,22.09,6.3001,0.84688,0.77984,7.8228,258.03,109.75,1123.8,7.8149,1.3858,3.6076,8.0499,1.3597,13.168
1.2585,1.2466,0.95505,21.888,6.2384,0.83857,0.7742399999999999,7.8232,254.94,109.3,1120.0,7.7669,1.3801,3.5707,7.9795,1.3548,13.045
1.2542,1.2481,0.94505,21.698,6.1747,0.83001,0.77162,7.8244,253.42,108.62,1123.7,7.7121,1.3724,3.5422,7.9153,1.3515,12.975
1.2602,1.2555,0.95854,21.857,6.242999999999999,0.83921,0.7741399999999999,7.8264,256.53,110.15,1123.2,7.7916,1.3828,3.5749,7.9804,1.3567,13.055
1.2699,1.266,0.96795,22.073,6.2904,0.84567,0.77778,7.8246,259.31,110.62,1125.8,7.8469,1.4014,3.6010000000000004,8.0184,1.361,13.071
1.2602,1.2441,0.9598200000000001,21.877,6.2398,0.83893,0.77244,7.8248,255.95,110.14,1120.3,7.7647,1.3958,3.5576,7.9512,1.3545,12.935
1.2566,1.2409999999999999,0.9575,21.892,6.247000000000001,0.83998,0.77157,7.8244,257.05,109.7,1129.9,7.8062,1.3934,3.562,7.9574,1.3566,12.944
1.2533,1.239,0.9593799999999999,21.932,6.2558,0.84104,0.77157,7.8253,257.69,109.33,1130.0,7.8039,1.3903,3.5627,7.9638,1.3553,12.944
1.254,1.2394,0.95541,21.886,6.2353,0.83815,0.76631,7.8252,256.62,108.89,1134.8,7.7751,1.3853,3.555,7.9633,1.3522,12.904000000000002
1.2468,1.2185,0.9533,21.814,6.2144,0.83535,0.76354,7.815,255.36,108.88,1128.5,7.7636,1.3880000000000001,3.5446,7.9578,1.3442,12.811
1.2339,1.2087,0.9456899999999999,21.641,6.1693,0.82919,0.75678,7.8076,254.11,107.38,1130.6,7.7192,1.3683,3.5269,7.9095,1.337,12.862
1.2432,1.2121,0.95057,21.736,6.2013,0.83354,0.75665,7.8129,255.3,108.68,1131.8,7.8111,1.3755,3.5376,7.9774,1.3444,12.932
1.2442,1.2132,0.9590200000000001,21.875999999999998,6.2348,0.83801,0.7531899999999999,7.8132,257.36,109.72,1128.0,7.8432,1.3696,3.5657,7.9909,1.347,12.972000000000001
1.2446,1.214,0.95968,21.789,6.2112,0.8347899999999999,0.75334,7.8125,257.13,110.02,1127.0,7.8456,1.3733,3.5728,7.9702,1.3455,13.115
1.2517,1.2201,0.9672700000000001,21.963,6.2599,0.8414,0.74988,7.8118,259.39,110.69,1132.1,7.9049,1.3861,3.6048,8.0223,1.3507,13.177
1.2464,1.2137,0.9596299999999999,21.801,6.2199,0.83591,0.7359600000000001,7.8163,258.22,111.11,1131.0,7.8031,1.3715,3.5744,7.946000000000001,1.3433,13.175
1.251,1.2204,0.95949,21.837,6.2283,0.83696,0.73864,7.8164,259.35,111.39,1127.3,7.818,1.3727,3.5892,7.9633,1.3461,13.215
1.2503,1.229,0.9635,21.803,6.2157,0.8352799999999999,0.74024,7.8042,257.98,111.46,1129.0,7.8032,1.3697,3.5738,7.957000000000001,1.3491,13.319
1.2402,1.2244,0.96044,21.73,6.1974,0.83285,0.73857,7.8011,256.8,111.29,1127.2,7.7821,1.3556,3.5624,7.94,1.3432,13.247
1.2601,1.2358,0.9731200000000001,21.909000000000002,6.2501,0.83998,0.7412,7.8043,260.91,112.44,1133.6,7.8139,1.3665,3.5955,7.9912,1.3524,13.345999999999998
1.255,1.2269,0.9688200000000001,21.776,6.2208,0.83605,0.73702,7.8099,258.95,112.04,1131.0,7.7914,1.3658,3.5676,7.9724,1.3455,13.24
1.2570000000000001,1.2328,0.9743,21.936999999999998,6.2697,0.84267,0.74103,7.8148,261.44,112.24,1132.0,7.8137,1.3737,3.5966,8.0328,1.3509,13.275
1.2678,1.2391,0.9715799999999999,22.105999999999998,6.3124,0.84839,0.74468,7.8123,263.65,111.98,1138.2,7.8767,1.3887,3.6332,8.0999,1.3547,13.347999999999999
1.2737,1.2396,0.9753,22.183000000000003,6.337999999999999,0.85172,0.7458100000000001,7.8114,265.01,112.94,1142.2,7.9512,1.3887,3.6647,8.1667,1.3597,13.547
1.2781,1.2467,0.973,22.11,6.317,0.84904,0.74406,7.8092,264.1,112.55,1146.4,7.9449,1.3893,3.6612,8.1338,1.3593,13.515999999999998
1.2769,1.244,0.97044,22.006999999999998,6.3038,0.84703,0.7468899999999999,7.8108,263.15,112.5,1145.0,7.9726,1.3852,3.6458,8.173,1.3579,13.505
1.2803,1.2511,0.97062,22.135,6.3367,0.8515,0.75288,7.8116,265.19,112.82,1146.0,7.9845,1.391,3.6727,8.1791,1.3627,13.636
1.2796,1.2501,0.9741299999999999,22.064,6.3323,0.85085,0.75549,7.8115,265.51,112.97,1144.3,7.9882,1.3932,3.6673,8.1405,1.3627,13.716
1.2714,1.2453,0.9719200000000001,21.961,6.3143,0.84839,0.7531,7.8058,264.02,112.39,1139.1,7.9353,1.3916,3.6456,8.0958,1.3594,13.56
1.2787,1.2481,0.97701,22.004,6.3383,0.85164,0.75927,7.8097,265.22,112.46,1139.2,7.9629,1.3978,3.6621,8.1072,1.3625,13.628
1.2864,1.2575,0.98001,22.052,6.3575,0.85419,0.7648,7.8062,265.96,112.95,1142.1,8.0055,1.4104,3.6763,8.1505,1.3664,13.727
1.2891,1.2541,0.9788,22.044,6.3366,0.85135,0.75936,7.8056,265.89,112.69,1143.5,7.9847,1.4122,3.6674,8.1175,1.3633,13.790999999999999
1.2846,1.2499,0.97669,21.955,6.3091,0.84767,0.7579,7.8043,263.33,112.36,1132.7,7.9465,1.4146,3.6391,8.0754,1.3564,13.687999999999999
1.2837,1.2509,0.9741299999999999,21.875999999999998,6.2916,0.84531,0.7583300000000001,7.8059,261.99,112.19,1132.0,7.9281,1.4136,3.6222,8.0569,1.3562,13.569
1.2799,1.247,0.97436,21.838,6.2785,0.84345,0.7610899999999999,7.8081,260.78,112.28,1131.8,7.8948,1.4065,3.6041,8.0873,1.3542,13.503
1.2769,1.2499,0.97655,21.857,6.3031,0.8467399999999999,0.75343,7.8078,261.34,112.18,1129.5,7.9077,1.4006,3.6033,8.1329,1.3559,13.383
1.2705,1.2539,0.97551,21.833000000000002,6.3068,0.84724,0.75195,7.809,260.55,111.83,1126.9,7.8906,1.3912,3.5904,8.1238,1.3519,13.315999999999999
1.2751,1.2536,0.97831,21.884,6.3304,0.85041,0.75813,7.8077,261.37,112.2,1129.4,7.9309,1.3926,3.5971,8.1481,1.3566,13.435
1.2775,1.2529,0.98315,21.878,6.3357,0.85114,0.7599199999999999,7.8081,262.38,112.88,1131.4,7.9645,1.4034,3.5983,8.1662,1.3586,13.533
1.2703,1.2458,0.97524,21.738000000000003,6.2903,0.8450200000000001,0.7589600000000001,7.8024,260.7,112.54,1131.7,7.9593,1.4248,3.5822,8.1498,1.3568,13.544
1.2739,1.2494,0.9813,21.738000000000003,6.2987,0.8461700000000001,0.75836,7.803,260.73,113.17,1130.6,7.9662,1.4288,3.5846,8.1609,1.3584,13.684000000000001
1.2792,1.2636,0.98646,21.840999999999998,6.3405,0.8517899999999999,0.7588600000000001,7.803,262.4,113.79,1129.8,7.9968,1.4342,3.6002,8.2147,1.3625,13.689
1.2853,1.2648,0.9874200000000001,21.752,6.3288,0.8502700000000001,0.75931,7.8057,262.33,113.89,1129.0,7.9826,1.4461,3.6054,8.203,1.3624,13.722999999999999
1.2967,1.2697,0.9919399999999999,21.713,6.3156,0.84854,0.7542,7.8041,263.18,114.05,1124.6,8.0087,1.4529,3.594,8.2188,1.3616,13.829
1.2974,1.2798,0.9936200000000001,21.772,6.332999999999999,0.85085,0.75734,7.8023,264.03,113.8,1123.5,8.0716,1.4565,3.6033,8.2718,1.3622,14.242
1.3094,1.2892,1.0023,22.122,6.4116,0.8617,0.76375,7.8036,268.19,114.19,1128.3,8.2161,1.4627,3.6589,8.3921,1.37,14.206
1.3045,1.2847,0.9992200000000001,22.085,6.4079999999999995,0.86118,0.75766,7.8006,267.83,113.53,1124.7,8.1674,1.4592,3.6542,8.3612,1.3638,14.068
1.3069,1.2892,0.9986299999999999,22.055999999999997,6.3939,0.85925,0.75488,7.7994,267.78,113.42,1118.3,8.1834,1.4612,3.6467,8.3704,1.3628,14.120999999999999
1.3035,1.2906,1.0024,22.009,6.4085,0.86118,0.75254,7.8017,268.47,114.19,1112.2,8.1476,1.4525,3.6461,8.3995,1.3614,14.116
1.2982,1.2847,1.0002,21.928,6.3906,0.85874,0.76161,7.8017,266.98,114.13,1112.0,8.1441,1.4484,3.639,8.3826,1.3605,13.987
1.3026,1.2722,0.99811,22.006,6.3842,0.85785,0.76283,7.8024,266.18,113.94,1114.1,8.1361,1.4409,3.6358,8.3994,1.36,14.127
1.3046,1.2758,1.0003,22.098000000000003,6.421,0.8628100000000001,0.76264,7.8029,268.46,114.14,1112.0,8.1432,1.4493,3.659,8.4282,1.3646,14.202
1.307,1.2767,0.9995700000000001,22.134,6.4369,0.8649,0.76144,7.8032,268.98,114.19,1111.6,8.177,1.4459,3.6668,8.4279,1.3641,14.172
1.3023,1.2729,0.9992200000000001,22.053,6.4223,0.8628100000000001,0.76277,7.7966,269.07,113.49,1113.3,8.1734,1.443,3.6532,8.3941,1.3619999999999999,14.186
1.3021,1.2708,0.9964700000000001,21.95,6.3991,0.85985,0.7621100000000001,7.7989,268.34,113.28,1117.7,8.1285,1.4372,3.6411,8.371,1.3602,14.214
1.304,1.2670000000000001,0.99459,21.918000000000003,6.3858,0.8580700000000001,0.7582800000000001,7.8025,267.72,113.33,1119.4,8.113999999999999,1.4398,3.6303,8.3602,1.3604,14.38
1.3089,1.2705,0.9944200000000001,21.935,6.3844,0.85793,0.76371,7.7991,267.71,113.31,1119.6,8.1428,1.4479,3.6332,8.3824,1.3613,14.558
1.3079,1.2714,0.9913200000000001,21.768,6.3358,0.8514299999999999,0.76275,7.8029,265.62,113.49,1114.9,8.1671,1.4553,3.6084,8.421,1.3604,14.383
1.3159999999999998,1.2756,0.98606,21.68,6.2860000000000005,0.84459,0.75938,7.807,263.61,112.71,1103.2,8.2356,1.4481,3.5872,8.423,1.3558,14.376
1.3174,1.2764,0.9927799999999999,21.714000000000002,6.3221,0.84955,0.75765,7.8089,265.5,113.09,1097.3,8.2026,1.4616,3.597,8.3993,1.3568,14.277000000000001
1.3253,1.2762,0.99161,21.694000000000003,6.3086,0.84782,0.7578199999999999,7.8121,264.16,112.61,1096.3,8.2376,1.4728,3.5898,8.4309,1.3563,14.013
1.3235,1.2788,0.9910899999999999,21.703000000000003,6.3164,0.84882,0.7549399999999999,7.8122,265.21,112.13,1095.9,8.2589,1.4636,3.5915,8.453,1.3557,14.055
1.3198,1.2806,0.9934299999999999,21.79,6.3504,0.85339,0.7552300000000001,7.8123,267.05,112.54,1089.5,8.2685,1.4662,3.609,8.4889,1.355,14.08
1.3195,1.2741,0.98808,21.678,6.3342,0.85114,0.75589,7.8113,266.87,112.02,1089.6,8.2324,1.4625,3.588,8.4108,1.3519999999999999,13.880999999999998
1.3109,1.2681,0.9801700000000001,21.491,6.2812,0.8440200000000001,0.75122,7.8096,264.22,111.23,1084.2,8.1358,1.4516,3.5554,8.3086,1.3459999999999999,13.877
1.3122,1.2708,0.9808899999999999,21.397,6.266,0.84196,0.75036,7.8087,262.55,111.34,1083.9,8.134,1.4529,3.5454,8.305,1.3459999999999999,13.993
1.3099,1.2681,0.9804200000000001,21.278000000000002,6.2269,0.83668,0.74778,7.8020000000000005,260.41,111.02,1087.3,8.1604,1.4479,3.5213,8.3049,1.344,13.728
1.3138,1.2793,0.9825,21.419,6.2603,0.8411799999999999,0.7531800000000001,7.8016,261.6,111.24,1080.4,8.1973,1.4432,3.5388,8.3328,1.3445,13.74
1.3213,1.2832,0.9862200000000001,21.539,6.2926,0.84552,0.74654,7.8067,263.46,111.81,1078.0,8.2362,1.4493,3.5517,8.3834,1.3465,13.677
1.3215,1.2885,0.98734,21.513,6.2804,0.84395,0.74255,7.8086,263.96,112.31,1086.4,8.3043,1.4616,3.5408,8.3727,1.3491,13.61
1.3204,1.2874,0.9836799999999999,21.476,6.2617,0.8414,0.7414,7.8126,264.03,112.49,1083.3,8.309,1.4597,3.5447,8.3708,1.3474,13.707
1.3135,1.2671,0.98314,21.54,6.2721,0.8428200000000001,0.73936,7.8147,263.87,112.86,1085.5,8.3159,1.4565,3.542,8.3974,1.3478,13.63
1.3094,1.2633,0.98531,21.654,6.2813,0.8441,0.74435,7.8132,265.01,112.58,1086.3,8.2914,1.4513,3.5469,8.4139,1.3466,13.512
1.3172,1.2662,0.98824,21.694000000000003,6.2978,0.84624,0.74752,7.8127,266.1,112.14,1092.9,8.2572,1.4505,3.5662,8.4002,1.3476,13.527000000000001
1.3306,1.2838,0.9927,21.73,6.3138,0.84846,0.7472300000000001,7.8093,267.13,112.74,1092.8,8.2728,1.4638,3.5745,8.4471,1.3504,13.652000000000001
1.3303,1.2836,0.9967600000000001,21.764,6.3377,0.85164,0.7454,7.8063,267.84,113.49,1094.6,8.3176,1.4612,3.5786,8.4968,1.3532,13.66
1.3288,1.2859,0.99008,21.703000000000003,6.31,0.8477399999999999,0.7481300000000001,7.8071,266.15,113.31,1089.9,8.3778,1.4453,3.5633,8.491,1.351,13.616
1.3208,1.2832,0.99193,21.754,6.3253,0.84991,0.7485,7.8062,267.15,113.5,1089.0,8.3499,1.4411,3.5733,8.442,1.3514,13.612
1.321,1.286,0.9924200000000001,21.855999999999998,6.3421,0.85208,0.74902,7.8061,267.86,113.32,1090.7,8.3719,1.4388,3.5912,8.4407,1.3526,13.622
1.3045,1.2829,0.9865799999999999,21.693,6.2839,0.84424,0.74431,7.8091,265.15,112.61,1088.0,8.2552,1.4296,3.5644,8.3992,1.3466,13.469000000000001
1.3029,1.2765,0.9884,21.75,6.3055,0.84703,0.74753,7.8115,265.48,112.19,1088.2,8.2863,1.4233,3.5717,8.4349,1.3465,13.367
1.305,1.2874,0.98788,21.776,6.3111,0.84782,0.74784,7.8164,265.93,112.47,1087.1,8.3572,1.4274,3.5668,8.4432,1.3484,12.857999999999999
1.3031,1.2862,0.9847799999999999,21.705,6.2958,0.8458100000000001,0.74854,7.8192,264.82,112.69,1083.7,8.3629,1.4265,3.5518,8.4165,1.3465,12.735
1.3024,1.285,0.98793,21.675,6.2848,0.84424,0.74563,7.8241,264.04,113.26,1082.0,8.3312,1.4327,3.5493,8.3688,1.3457,12.673
1.3029,1.2804,0.9887,21.684,6.2777,0.84324,0.74849,7.8217,263.39,113.49,1080.9,8.4103,1.4277,3.5414,8.4193,1.3451,12.720999999999998
1.2957,1.2703,0.9900399999999999,21.724,6.2805,0.84367,0.74722,7.8164,263.07,113.36,1076.8,8.3492,1.4261,3.5413,8.3799,1.3439,12.705
1.2957,1.2703,0.9900399999999999,21.724,6.2805,0.84367,0.74722,7.8164,263.07,113.36,1076.8,8.3492,1.4261,3.5413,8.3799,1.3439,12.705
1.2957,1.2703,0.9900399999999999,21.724,6.2805,0.84367,0.74722,7.8164,263.07,113.36,1076.8,8.3492,1.4261,3.5413,8.3799,1.3439,12.705
1.2876,1.2634,0.98966,21.723000000000003,6.2589,0.8406899999999999,0.74479,7.8145,261.45,113.24,1074.1,8.2896,1.4145,3.5211,8.2999,1.3398,12.450999999999999
1.2846,1.261,0.9807299999999999,21.489,6.2389,0.83794,0.74382,7.8158,260.01,112.9,1069.5,8.267999999999999,1.4124,3.5033,8.2497,1.338,12.345
1.2796,1.254,0.9757399999999999,21.291999999999998,6.2077,0.8338200000000001,0.73979,7.8146,258.76,112.57,1067.0,8.205,1.405,3.4829,8.208,1.3361,12.345
1.2796,1.254,0.9757399999999999,21.291999999999998,6.2077,0.8338200000000001,0.73979,7.8146,258.76,112.57,1067.0,8.205,1.405,3.4829,8.208,1.3361,12.345
1.2775,1.2539,0.97124,21.131,6.1697,0.8288399999999999,0.73728,7.8146,255.77,112.18,1062.2,8.1018,1.4053,3.4507,8.1461,1.3287,12.35
1.2758,1.2515,0.9761299999999999,21.247,6.1916,0.8317399999999999,0.73725,7.8171,257.25,112.26,1065.8,8.1045,1.4091,3.4644,8.1718,1.3298,12.38
1.2763,1.2527,0.9749700000000001,21.148000000000003,6.1707,0.8288399999999999,0.73852,7.8179,255.72,112.66,1063.5,8.0941,1.4055,3.4443,8.1409,1.3297,12.307
1.2753,1.251,0.97609,21.249000000000002,6.1817,0.8302200000000001,0.73792,7.8197,256.35,113.28,1063.7,8.0878,1.3978,3.4499,8.1626,1.3278,12.360999999999999
1.2770000000000001,1.2428,0.97795,21.318,6.2196,0.83521,0.73844,7.8223,257.95,113.04,1067.3,8.0834,1.395,3.4797,8.1989,1.3327,12.437999999999999
1.2774,1.2425,0.98282,21.4,6.2411,0.8380799999999999,0.73978,7.8212,259.27,112.56,1068.4,8.1055,1.3913,3.5028,8.2373,1.3352,12.347999999999999
1.2749,1.2451,0.9777399999999999,21.323,6.2099,0.8338899999999999,0.73941,7.8226,258.44,111.42,1068.2,8.0427,1.3888,3.4868,8.1813,1.3326,12.442
1.2716,1.256,0.97662,21.259,6.1974,0.83215,0.74124,7.8224,257.49,111.67,1067.1,8.0498,1.3858,3.4772,8.172,1.3319,12.460999999999999
1.2702,1.2519,0.97116,21.026999999999997,6.1372,0.8239299999999999,0.73315,7.8242,254.38,111.13,1062.5,7.9583,1.3781,3.4376,8.1033,1.3268,12.398
1.2571,1.2432,0.9610700000000001,20.796,6.0679,0.81453,0.72528,7.8236,251.61,110.62,1063.5,7.8772,1.3707,3.3955,8.0097,1.3214,12.302
1.2575,1.2424,0.9644299999999999,20.863000000000003,6.0909,0.81766,0.7265699999999999,7.8234,252.45,110.71,1064.9,7.8747,1.3743,3.4107,8.0317,1.3234,12.262
1.2549,1.2444,0.9648399999999999,20.853,6.1025,0.81947,0.7257899999999999,7.819,253.03,110.8,1068.3,7.8849,1.3767,3.4183,8.0656,1.3237,12.335
1.2514,1.2447,0.9602,20.732,6.087000000000001,0.81733,0.72095,7.8176,252.15,111.21,1067.9,7.8474,1.3698,3.4054,8.0347,1.3219999999999998,12.263
1.2486,1.2441,0.95945,20.753,6.0754,0.81599,0.72105,7.8184,252.31,110.6,1066.4,7.8534,1.3734,3.404,8.0239,1.3201,12.203
1.249,1.2477,0.96119,20.753,6.0824,0.81706,0.7197100000000001,7.8184,253.0,110.84,1070.3,7.862,1.3692,3.4077,8.035,1.3196,12.1
1.2544,1.2482,0.9616299999999999,20.739,6.0768,0.81639,0.71704,7.8178,253.19,110.5,1075.8,7.8684,1.3652,3.404,8.0368,1.3195,12.128
1.2395,1.2329,0.95005,20.541999999999998,6.0274,0.8095899999999999,0.70582,7.817,250.17,109.4,1064.8,7.7943,1.3501,3.3649,7.9601,1.31,11.966
1.2378,1.2323,0.9414,20.457,6.0002,0.8059999999999999,0.70152,7.8178,249.34,108.91,1059.4,7.7261,1.3559,3.3424,7.9139,1.3059,11.897
1.2367,1.2323,0.93535,20.39,5.9849,0.80412,0.70228,7.8178,249.12,109.32,1064.4,7.6918,1.3624,3.3308,7.8807,1.3074,11.890999999999998
1.2361,1.2335,0.9340799999999999,20.435,6.0124,0.80782,0.7104,7.8183,249.89,108.85,1070.1,7.7186,1.3637,3.3473,7.9023,1.3103,11.977
