AUD,CAD,CHF,CZK,DKK,EUR,GBP,HKD,HUF,JPY,KRW,NOK,NZD,PLN,SEK,SGD,ZAR
1.3007,1.3426,0.9792200000000001,24.521,6.7517,0.90728,0.80775,7.7542,276.67,103.92,1152.8,8.2737,1.3668,3.9365,9.0746,1.3940000000000001,13.455
1.3158,1.3482,0.98779,24.802,6.8301,0.91785,0.80574,7.7554,282.06,106.84,1161.0,8.3279,1.3889,4.0007,9.095,1.4087,13.864
1.3149,1.3491,0.9842299999999999,24.811,6.8253,0.91709,0.78992,7.757999999999999,283.61,106.35,1164.9,8.3591,1.3906,4.0426,9.0435,1.4086,14.220999999999998
1.3247,1.3538,0.9964700000000001,25.076999999999998,6.9059,0.9279,0.79786,7.7579,287.77,107.89,1172.9,8.4764,1.4098,4.0883,9.1023,1.4159,14.388
1.3228,1.3525,0.99935,25.109,6.9144,0.92894,0.80481,7.757000000000001,287.94,108.27,1166.0,8.4392,1.4068,4.1101,9.151,1.4122,14.183
1.3393,1.3479,1.0034,25.263,6.954,0.9344,0.80462,7.7574,290.22,109.56,1175.9,8.4769,1.4183,4.1518,9.1878,1.4179,14.334000000000001
1.3398,1.3426,1.0019,25.24,6.944,0.9331,0.80298,7.7571,288.66,109.28,1176.8,8.4798,1.413,4.1474,9.1787,1.4164,14.27
1.3525,1.3515,1.0077,25.435,6.9996,0.9408200000000001,0.81116,7.7571,291.18,110.03,1176.1,8.5651,1.4181,4.18,9.2429,1.4213,14.375
1.3568,1.3459,1.0090000000000001,25.428,6.9992,0.94065,0.80637,7.7563,290.78,110.61,1177.1,8.5451,1.4186,4.1677,9.232000000000001,1.4227,14.22
1.3518,1.3403,1.0106,25.471999999999998,7.0075,0.94189,0.8045899999999999,7.7556,290.94,110.9,1174.4,8.53,1.4159,4.1636,9.2279,1.4247,14.057
1.3482,1.345,1.0122,25.491999999999997,7.0174,0.9432200000000001,0.8054399999999999,7.7563,292.44,111.34,1177.3,8.5531,1.4185,4.1647,9.2306,1.4277,14.14
1.3532,1.3493,1.0170000000000001,25.63,7.0509,0.94805,0.80394,7.7568,294.33,113.23,1181.7,8.6138,1.4312,4.1941,9.2584,1.4322,14.228
1.3435,1.3491,1.0136,25.528000000000002,7.0223,0.94411,0.8042100000000001,7.7561,292.04,113.04,1177.3,8.5621,1.4199,4.172,9.2372,1.4286,14.135
1.3406,1.3451,1.0154,25.541999999999998,7.0258,0.94447,0.80566,7.7557,293.4,112.63,1174.5,8.5803,1.4158,4.1739999999999995,9.2367,1.4275,13.885
1.3436,1.3457,1.0166,25.572,7.0339,0.9455399999999999,0.80196,7.7557,294.52,112.97,1173.8,8.5822,1.41,4.1886,9.2349,1.429,13.99
1.3438,1.3383,1.0158,25.444000000000003,6.9961,0.94029,0.8016,7.7564,292.91,113.29,1172.9,8.4805,1.4021,4.1827,9.1714,1.4273,14.001
1.3530000000000002,1.34,1.0129,25.464000000000002,7.0011,0.941,0.7913600000000001,7.7559,295.44,114.23,1168.3,8.434,1.4123,4.204,9.2157,1.4280000000000002,14.075
1.3468,1.3303,1.0102,25.426,6.9910000000000005,0.9396700000000001,0.7921699999999999,7.7555,294.99,113.89,1172.1,8.4439,1.4086,4.2184,9.2072,1.4227,14.081
1.3447,1.3306,1.0089,25.281999999999996,6.9516,0.9344,0.78647,7.7553,293.38,114.3,1172.2,8.3947,1.4114,4.2053,9.1586,1.4231,13.84
1.3411,1.3268,1.0092,25.195999999999998,6.9298,0.9316200000000001,0.78452,7.7557,292.05,113.92,1169.4,8.3662,1.4029,4.1718,9.1327,1.4187,13.613
1.3428,1.3273,1.0097,25.197,6.9318,0.9319700000000001,0.79306,7.7567,291.69,114.09,1162.7,8.3791,1.4,4.1267,9.1086,1.4183,13.562999999999999
1.3386,1.3215,1.0085,25.124000000000002,6.9123,0.9292,0.78977,7.7565,292.04,113.93,1161.5,8.3762,1.3913,4.1386,9.0344,1.4191,13.674000000000001
1.3392,1.3177,1.0187,25.596,7.0432,0.94706,0.79491,7.7596,297.8,115.05,1171.5,8.5051,1.3964,4.2101,9.177999999999999,1.4281,13.775
1.3377,1.3135,1.0166,25.506999999999998,7.0188,0.94375,0.79181,7.7587,296.36,115.79,1168.1,8.4464,1.3961,4.2025,9.1964,1.4293,13.725999999999999
1.3341,1.3121,1.0124,25.468000000000004,7.0094,0.9425100000000001,0.78688,7.7571,296.24,115.24,1166.7,8.435,1.3877,4.1887,9.1593,1.4268,13.687000000000001
1.3319,1.3116,1.0097,25.388,6.986000000000001,0.9395,0.78883,7.7566,295.84,114.98,1166.0,8.4764,1.3849,4.1716,9.1651,1.4240000000000002,13.671
1.3542,1.3343,1.0301,25.934,7.136,0.9597899999999999,0.8023600000000001,7.76,300.58,118.08,1186.1,8.6374,1.4159,4.2662,9.3759,1.4404,14.04
1.364,1.3373,1.0299,25.885,7.1214,0.95795,0.80362,7.7624,299.31,118.19,1187.4,8.6812,1.4266,4.2341,9.3773,1.4431,13.975
1.3769999999999998,1.3382,1.0275,25.927,7.1333,0.9595100000000001,0.80733,7.7668,299.17,117.24,1188.8,8.6821,1.4415,4.2324,9.384,1.4491,14.075
1.3817,1.3408,1.0312,26.072,7.1732,0.96488,0.81029,7.7667,300.06,118.13,1194.9,8.717,1.4501,4.2546,9.3849,1.4475,14.069
1.3763,1.3369,1.0257,25.929000000000002,7.1339,0.9596,0.80837,7.7619,297.74,117.37,1193.6,8.6614,1.4444,4.2301,9.2491,1.4429,13.95
1.3855,1.3468,1.0251,25.872,7.1182,0.95749,0.81047,7.7636,297.03,117.64,1203.8,8.7107,1.4469,4.2221,9.1926,1.4493,14.057
1.3944,1.3514,1.0254,25.869,7.1168,0.9573,0.8163699999999999,7.7608,296.46,117.37,1203.9,8.7046,1.4546,4.2215,9.2342,1.4469,14.01
1.3944,1.3514,1.0254,25.869,7.1168,0.9573,0.8163699999999999,7.7608,296.46,117.37,1203.9,8.7046,1.4546,4.2215,9.2342,1.4469,14.01
1.3913,1.3534,1.0296,25.87,7.1184,0.9574,0.81666,7.7589999999999995,295.96,117.39,1207.3,8.7198,1.4522,4.2212,9.2473,1.4485,13.958
1.3933,1.3575,1.0301,25.999000000000002,7.1484,0.96145,0.8184600000000001,7.7583,297.12,117.67,1213.3,8.7277,1.4469999999999998,4.2331,9.209,1.4525,13.897
1.3876,1.3541,1.025,25.85,7.1116,0.9566600000000001,0.81603,7.7562,296.65,116.75,1209.4,8.6825,1.4388,4.2228,9.1443,1.4499,13.673
1.3847,1.3459999999999999,1.0188,25.634,7.0528,0.94868,0.81224,7.7555,293.93,117.07,1204.3,8.62,1.4380000000000002,4.1839,9.0622,1.4452,13.715
1.3926,1.3445,1.0235,25.82,7.1045,0.95557,0.81357,7.7573,295.7,117.46,1207.6,8.652000000000001,1.4432,4.2162,9.1197,1.4506,13.729000000000001
1.3854,1.3444,1.0305,26.018,7.1585,0.96293,0.8143,7.7568,297.49,118.2,1206.9,8.6676,1.4459,4.2305,9.1813,1.4503,13.754000000000001
1.3771,1.3312,1.0259,25.89,7.122999999999999,0.9581299999999999,0.81388,7.7559,295.44,117.51,1199.5,8.6141,1.4395,4.1945,9.125,1.4417,13.645
1.3714,1.33,1.0193,25.732,7.0794,0.95229,0.8136399999999999,7.7546,293.57,116.54,1191.1,8.5911,1.4367,4.1596,9.0792,1.4357,13.640999999999998
1.3630000000000002,1.3258,1.0128,25.518,7.0208,0.9443799999999999,0.80884,7.7553,290.15,116.0,1191.2,8.4869,1.4235,4.1129,9.0202,1.4325,13.616
1.3653,1.3269,1.0195,25.695,7.0691,0.9509299999999999,0.8240799999999999,7.756,293.09,116.64,1204.2,8.5767,1.4328,4.1629,9.0845,1.4392,13.706
1.3627,1.3241,1.0161,25.570999999999998,7.035,0.94634,0.82275,7.755,292.14,116.25,1201.0,8.5881,1.4351,4.1375,9.0466,1.4378,13.7
1.3559,1.3252,1.0208,25.726999999999997,7.0778,0.95211,0.8257200000000001,7.7551,294.63,116.29,1200.2,8.6292,1.4307,4.1610000000000005,9.1112,1.4388,13.780999999999999
1.3302,1.3057,1.0059,25.303,6.9615,0.93642,0.81321,7.755,287.62,113.95,1175.6,8.4863,1.4028,4.0982,8.9044,1.4225,13.436
1.3343,1.3141,1.0063,25.346,6.974,0.938,0.8212,7.7546,288.43,114.35,1173.8,8.4964,1.4025,4.1027,8.8993,1.4263,13.515
1.3377,1.3146,1.0109,25.506,7.0192,0.9439299999999999,0.82885,7.7552,290.15,114.13,1183.3,8.548,1.4080000000000001,4.1277,8.9513,1.4295,13.612
1.3255,1.306,1.0026,25.291,6.9603,0.9359799999999999,0.81234,7.7555,288.08,113.35,1168.9,8.4575,1.3925,4.0896,8.8949,1.4197,13.475
1.3248,1.3115,1.0039,25.339000000000002,6.9731,0.93773,0.81426,7.7566,288.75,113.51,1171.6,8.4706,1.3914,4.0954,8.9392,1.4231,13.562000000000001
1.3229,1.3282,1.0057,25.329,6.9704,0.9373799999999999,0.81135,7.757999999999999,289.09,114.58,1177.3,8.4545,1.3927,4.099,8.9499,1.4263,13.597999999999999
1.3276,1.3372,1.0089,25.415,6.9939,0.9405600000000001,0.81448,7.7584,290.72,115.19,1176.4,8.4641,1.4006,4.1101,8.9422,1.4295,13.624
1.3212,1.3314,1.0011,25.224,6.94,0.93327,0.80399,7.7577,289.15,113.6,1168.2,8.3938,1.3899,4.0802,8.8766,1.4213,13.557
1.321,1.3274,0.9990700000000001,25.14,6.9186,0.9304100000000001,0.8034100000000001,7.7574,288.68,113.37,1165.1,8.3344,1.3818,4.0682,8.8375,1.4185,13.364
1.3230000000000002,1.3097,0.99898,25.153000000000002,6.9223,0.93084,0.79422,7.7579,288.3,113.37,1164.9,8.3266,1.3766,4.0623,8.8274,1.4184,13.273
1.3276,1.3129,0.99935,25.253,6.9502,0.93458,0.79573,7.7576,290.64,114.39,1166.4,8.3379,1.3825,4.0593,8.8467,1.4232,13.374
1.3266,1.3119,1.0007,25.298000000000002,6.9627,0.93624,0.7974,7.7589,291.76,115.17,1174.0,8.3503,1.3787,4.0633,8.8501,1.4278,13.526
1.3273,1.3154,1.0037,25.421,6.9967,0.94073,0.79901,7.7588,292.38,114.54,1178.1,8.3498,1.3799,4.0743,8.8796,1.4278,13.595
1.3201,1.3069,0.9919100000000001,25.124000000000002,6.9152,0.9298,0.8006,7.7579,288.83,113.38,1157.4,8.2641,1.3676,4.0204,8.7871,1.4134,13.43
1.3184,1.3065,0.9898100000000001,25.043000000000003,6.8925,0.9267799999999999,0.79164,7.7589999999999995,287.1,113.3,1156.5,8.2326,1.3732,4.0024,8.7352,1.4124,13.424000000000001
1.3009,1.3,0.98908,25.002,6.8818,0.92524,0.7963399999999999,7.7593,285.76,112.32,1141.9,8.1953,1.3659,3.9851,8.7142,1.4093,13.392000000000001
1.3087,1.3056,0.99572,25.156999999999996,6.9245,0.93101,0.80079,7.7593,288.11,113.11,1147.2,8.2458,1.3761,4.0007,8.7906,1.4138,13.425999999999998
1.3075,1.3057,0.99608,25.225,6.9429,0.93353,0.80237,7.7581,288.61,112.29,1136.3,8.258,1.3697,3.9924,8.8317,1.4102,13.296
1.3128,1.3182,0.99841,25.311999999999998,6.9652,0.9367700000000001,0.80871,7.7586,290.13,112.36,1147.1,8.3221,1.3706,4.0314,8.8815,1.4185,13.437000000000001
1.3090000000000002,1.3146,0.9973700000000001,25.336,6.9707,0.93765,0.79995,7.7586,290.03,111.95,1144.5,8.3296,1.369,4.0429,8.8629,1.4169999999999998,13.423
1.3061,1.3109,0.99813,25.272,6.9535,0.9352799999999999,0.79583,7.7583,288.77,112.27,1144.0,8.3109,1.3845,4.0307,8.8697,1.4146,13.41
1.3082,1.3139,1.0038,25.421999999999997,6.9944,0.9408200000000001,0.80243,7.7592,290.2,113.51,1150.2,8.3794,1.3922,4.0411,8.9259,1.4218,13.347000000000001
1.3046,1.3093,1.0041,25.421999999999997,6.9959,0.9408200000000001,0.79866,7.7591,289.79,113.75,1150.9,8.375,1.3932,4.0584,8.9171,1.4219,13.342
1.3003,1.3030000000000002,1.0034,25.436,6.9998,0.94135,0.80107,7.7588,290.06,113.37,1136.8,8.3583,1.3913,4.0489999999999995,8.9102,1.4162,13.097999999999999
1.3037,1.3083,1.0092,25.6,7.0436,0.94742,0.80529,7.7615,292.2,114.5,1142.0,8.3868,1.3932,4.0753,8.9539,1.4223,13.046
1.2963,1.3016,0.9995299999999999,25.366999999999997,6.9791,0.93879,0.799,7.7615,289.37,113.55,1139.4,8.3261,1.3842,4.0533,8.8949,1.4179,12.94
1.3044,1.3079,0.9987799999999999,25.372,6.9797,0.9389700000000001,0.80488,7.7614,289.5,112.75,1150.0,8.3235,1.3905,4.0662,8.8712,1.4165,13.085
1.3032,1.311,1.0032,25.453000000000003,7.002000000000001,0.9419700000000001,0.80204,7.7611,290.37,113.14,1147.7,8.3429,1.3915,4.0737,8.9285,1.4183,13.11
1.3061,1.3135,1.0097,25.644000000000002,7.0545,0.94904,0.80535,7.7615,291.26,113.67,1147.1,8.3646,1.4005,4.0869,8.9864,1.4225,13.16
1.3021,1.3168,1.0123,25.701999999999998,7.0705,0.9512,0.80329,7.7604,292.52,112.99,1142.7,8.3851,1.3956,4.0889,9.0079,1.4178,13.105
1.2949,1.3116,1.0085,25.557,7.0306,0.94581,0.80042,7.7591,291.51,112.83,1135.3,8.3297,1.3844,4.0745,8.9828,1.4117,12.88
1.3023,1.3109,1.0038,25.47,7.0076,0.9426,0.79652,7.7614,290.88,112.21,1129.4,8.3292,1.3867,4.0632,8.9724,1.4037,12.915
1.3031,1.3119,1.0073,25.523000000000003,7.021,0.94455,0.80552,7.7608,290.63,112.28,1133.5,8.3483,1.3886,4.0756,9.025,1.4053,12.956
1.3029,1.3196,1.0048,25.499000000000002,7.0144,0.94366,0.80499,7.7618,290.88,112.14,1126.9,8.3696,1.3878,4.0717,9.0285,1.3995,13.014000000000001
1.3056,1.3333,1.0108,25.654,7.0572,0.9494,0.81221,7.7635,292.37,113.78,1143.9,8.4134,1.4044,4.0784,9.0447,1.4091,13.082
1.3163,1.3381,1.013,25.7,7.0702,0.95111,0.81377,7.7632,293.26,114.36,1145.4,8.4487,1.4098,4.0842,9.0541,1.4115,13.106
1.321,1.3404,1.0104,25.576,7.0362,0.94652,0.8173699999999999,7.7644,293.12,114.37,1153.4,8.4527,1.4208,4.0707,9.0274,1.4134,13.083
1.3158,1.339,1.0096,25.511,7.0182,0.94411,0.81477,7.7639,292.25,113.81,1154.5,8.4661,1.4236,4.0683,9.0007,1.4101,12.995
1.3162,1.3418,1.0146,25.549,7.0291,0.9455399999999999,0.8198799999999999,7.7648,292.66,114.04,1149.5,8.4572,1.4328,4.0729,9.0032,1.4107,12.958
1.3232,1.3445,1.0138,25.598000000000003,7.042000000000001,0.9473299999999999,0.82184,7.7664,294.33,114.3,1152.3,8.4798,1.4417,4.0858,9.0207,1.416,13.065
1.3311,1.3527,1.015,25.61,7.0455,0.94778,0.8212799999999999,7.7669,294.89,114.63,1158.6,8.5734,1.4479,4.0917,9.0536,1.4203,13.267000000000001
1.329,1.3504,1.0129,25.476999999999997,7.0084,0.94286,0.82265,7.7661,294.43,115.43,1156.2,8.6182,1.4471,4.0787,9.0305,1.4182,13.264000000000001
1.3203,1.3458,1.0081,25.340999999999998,6.9718,0.9378200000000001,0.81833,7.7655,293.0,114.74,1147.0,8.5621,1.4428,4.0679,8.9698,1.4136,13.139000000000001
1.3238,1.3487,1.0089,25.416999999999998,6.9926,0.94065,0.8236600000000001,7.7695,292.84,114.88,1149.9,8.6078,1.4476,4.0656,8.9331,1.4146,13.16
1.3173,1.3454,1.0088,25.439,6.9986,0.9414399999999999,0.8197399999999999,7.7694,292.63,114.64,1146.0,8.6004,1.4382,4.0676,9.0005,1.4123,13.052999999999999
1.3001,1.3311,0.99711,25.191999999999997,6.9311,0.9323100000000001,0.80934,7.7638,289.05,113.32,1127.4,8.5389,1.4312,4.0065,8.8419,1.4017,12.705
1.2983,1.3315,0.9963700000000001,25.166,6.9239999999999995,0.9313600000000001,0.80905,7.7631,287.37,113.15,1129.9,8.4775,1.4267,4.0032,8.8116,1.4022,12.76
1.2948,1.3355,0.99702,25.131,6.9146,0.93006,0.80723,7.7657,287.05,112.71,1115.7,8.4894,1.4203,3.9825,8.8428,1.3979,12.675999999999998
1.2932,1.3284,0.99519,25.015,6.8833,0.92575,0.80312,7.7658,285.4,112.55,1118.3,8.4478,1.4172,3.9463,8.7875,1.3968,12.574000000000002
1.3034,1.3378,0.99139,25.003,6.8818,0.9253299999999999,0.80309,7.768,286.07,111.1,1119.7,8.4633,1.4207,3.9619,8.8003,1.3980000000000001,12.595
1.3102,1.3339,0.99203,25.052,6.8938,0.9271299999999999,0.79986,7.7675,286.69,110.66,1119.4,8.4812,1.4188,3.9574,8.8165,1.3987,12.51
1.3125,1.3372,0.99195,25.008000000000003,6.8837,0.9255,0.80148,7.768,286.73,111.14,1120.2,8.4954,1.4254,3.9514,8.8267,1.3999,12.478
1.3097,1.3349,0.9838399999999999,24.815,6.832999999999999,0.9183600000000001,0.7934899999999999,7.7678,284.88,110.14,1109.4,8.4662,1.4157,3.9160000000000004,8.7706,1.3912,12.638
1.3151,1.3395,0.9847100000000001,24.884,6.852,0.9209,0.7961600000000001,7.7674,284.73,110.36,1113.5,8.5072,1.4232,3.911,8.7778,1.3940000000000001,12.94
1.3082,1.3379,0.99665,25.14,6.9233,0.9304100000000001,0.80373,7.7692,288.07,110.88,1112.7,8.5512,1.4255,3.9439,8.8858,1.3962,13.139000000000001
1.3028,1.3337,0.9963700000000001,25.166999999999998,6.928,0.9313600000000001,0.80265,7.7722,288.12,111.19,1116.8,8.5401,1.4254,3.9334,8.9059,1.3949,12.868
1.3078,1.3343,1.0005,25.283,6.9572,0.93537,0.80023,7.7705,287.74,111.82,1117.3,8.5757,1.432,3.9533,8.9161,1.3974,13.32
1.3143,1.3347,1.002,25.366999999999997,6.9763,0.938,0.79974,7.7721,289.54,111.28,1117.2,8.5797,1.4282,3.9658,8.9246,1.3975,13.555
1.3247,1.3445,1.0021,25.4,6.9829,0.9388799999999999,0.8039,7.7706,290.47,110.37,1124.9,8.618,1.4327,3.9969,9.0226,1.3992,13.762
1.3191,1.3384,1.0028,25.34,6.9633,0.9365,0.80081,7.769,290.23,110.97,1126.3,8.5845,1.4346,3.9628,8.9668,1.3999,13.704
1.3222,1.3428,1.0034,25.066999999999997,6.9707,0.9375600000000001,0.8024600000000001,7.7695,290.42,110.85,1131.1,8.5963,1.4317,3.9632,8.9907,1.4007,13.804
1.3286,1.3411,1.0061,24.989,6.9956,0.94073,0.80501,7.7701,291.97,110.67,1134.9,8.6155,1.4345,3.9745,9.0276,1.4019,13.814
1.3348,1.3382,1.0098,25.078000000000003,7.03,0.9453600000000001,0.80672,7.7698,294.34,111.29,1142.2,8.6446,1.4406,3.9985,9.0847,1.4067,13.889000000000001
1.3317,1.3319,1.0075,25.111,7.0057,0.9419700000000001,0.80379,7.7712,293.33,110.55,1144.0,8.595,1.4398,3.9953,9.0349,1.4039,13.837
1.3355,1.3309,1.0069,25.174,7.0126,0.94295,0.8,7.7714,294.17,109.59,1140.3,8.5842,1.4446,4.0061,9.0102,1.4021,13.69
1.3196,1.3235,1.0053,25.121,6.9968,0.94073,0.7973899999999999,7.7754,294.03,109.13,1131.6,8.5638,1.4278,3.9934,9.0141,1.3965,13.527999999999999
1.3196,1.3235,1.0053,25.121,6.9968,0.94073,0.7973899999999999,7.7754,294.03,109.13,1131.6,8.5638,1.4278,3.9934,9.0141,1.3965,13.527999999999999
1.3196,1.3235,1.0053,25.121,6.9968,0.94073,0.7973899999999999,7.7754,294.03,109.13,1131.6,8.5638,1.4278,3.9934,9.0141,1.3965,13.527999999999999
1.3251,1.3362,1.0004,25.051,6.9632,0.93615,0.78988,7.7738,292.62,108.84,1143.0,8.5277,1.4216,3.9658,8.9785,1.3983,13.387
1.3291,1.3441,0.99674,24.983,6.9359,0.9324,0.7779,7.7759,291.89,109.01,1139.8,8.5341,1.425,3.9495,8.9692,1.3974,13.297
1.3288,1.3489,0.9959100000000001,25.041,6.9224,0.9306700000000001,0.78101,7.7757,291.76,109.04,1136.2,8.5733,1.4240000000000002,3.9635,8.9533,1.3968,13.148
1.3291,1.3473,0.9983200000000001,25.176,6.9517,0.93475,0.78258,7.7762,293.68,109.1,1135.8,8.6444,1.4280000000000002,3.9939,9.0101,1.3973,13.142000000000001
1.321,1.3431,0.99613,24.699,6.8575,0.9218299999999999,0.78199,7.778,287.12,110.32,1128.5,8.5223,1.4235,3.9104,8.8334,1.3929,12.965
1.3272,1.358,0.99403,24.581,6.831,0.91819,0.7798,7.7822,286.2,110.49,1127.8,8.5537,1.4357,3.8815,8.8155,1.3929,13.045
1.3365,1.3579,0.9946799999999999,24.738000000000003,6.8296,0.9180200000000001,0.7794300000000001,7.7809,286.36,111.4,1130.9,8.5821,1.4509999999999998,3.8778,8.7767,1.3959,13.235999999999999
1.3396,1.3586,0.99439,24.756,6.8364,0.9190299999999999,0.77585,7.7816,286.77,111.45,1134.4,8.5807,1.455,3.8798,8.8451,1.3974,13.359000000000002
1.3384,1.3645,0.9909399999999999,24.631,6.8054,0.91491,0.77285,7.7771,285.8,111.4,1137.9,8.5309,1.4544,3.8631,8.8123,1.396,13.257
1.3384,1.3645,0.9909399999999999,24.631,6.8054,0.91491,0.77285,7.7771,285.8,111.4,1137.9,8.5309,1.4544,3.8631,8.8123,1.396,13.257
1.3301,1.3677,0.99423,24.639,6.8136,0.91617,0.77435,7.7817,286.03,112.28,1130.2,8.5918,1.4459,3.8560000000000003,8.8218,1.3946,13.274000000000001
1.3385,1.3728,0.9902,24.609,6.8112,0.9158299999999999,0.7733300000000001,7.7816,285.88,112.16,1131.5,8.5977,1.4441,3.8385,8.817,1.3947,13.345999999999998
1.3519999999999999,1.3737,0.99231,24.496,6.8056,0.9151600000000001,0.77574,7.7826,285.58,112.85,1135.9,8.676,1.4574,3.8535,8.8257,1.3996,13.544
1.3532,1.3771,0.98887,24.433000000000003,6.7849,0.91233,0.77283,7.7832,284.16,112.48,1141.4,8.6692,1.4516,3.8476,8.8372,1.4052,13.585
1.3523,1.3701,0.99451,24.421,6.8008,0.9142399999999999,0.77222,7.785,284.55,112.54,1133.0,8.6364,1.4447,3.8408,8.8307,1.405,13.575999999999999
1.3601,1.3704,1.0046,24.497,6.8328,0.9184399999999999,0.77425,7.7843,286.31,113.92,1138.0,8.646,1.45,3.8779,8.8812,1.4109,13.665
1.3545,1.3697,1.0062,24.483,6.8378,0.91895,0.77178,7.7861,285.42,113.8,1134.9,8.6781,1.4401,3.8761,8.9129,1.4104,13.49
1.357,1.3726,1.0085,24.491999999999997,6.8509,0.92081,0.77795,7.7895,285.98,113.9,1128.5,8.5939,1.4606,3.8897,8.8838,1.4081,13.366
1.3545,1.3738,1.008,24.435,6.8409,0.91946,0.77775,7.7934,285.25,113.85,1127.7,8.6121,1.4612,3.8773,8.8887,1.4081,13.455
1.3435,1.3608,0.99745,24.125999999999998,6.7804,0.91141,0.77404,7.7871,281.78,113.43,1117.0,8.5057,1.4469,3.8360000000000003,8.8164,1.3983,13.199000000000002
1.3491,1.3616,0.99087,23.89,6.727,0.9042399999999999,0.77645,7.7894,279.9,113.64,1116.6,8.4924,1.4549,3.7964,8.7906,1.3977,13.138
1.3505,1.3615,0.98255,23.779,6.6927,0.8995200000000001,0.7713,7.7874,278.33,112.28,1119.7,8.4293,1.4509,3.766,8.7769,1.3943,13.091
1.344,1.3643,0.97709,23.93,6.6865,0.89855,0.76703,7.7828,279.17,110.57,1132.9,8.4566,1.4428,3.7948,8.7748,1.3919,13.529000000000002
1.3446,1.3569,0.9769200000000001,23.708000000000002,6.6563,0.8945299999999999,0.76848,7.7824,276.95,111.24,1119.5,8.4017,1.4516,3.7575,8.7569,1.3873,13.263
1.3385,1.3496,0.97047,23.56,6.6203,0.88944,0.7680600000000001,7.7856,274.53,111.34,1117.2,8.3361,1.4338,3.7292,8.7072,1.3858,13.182
1.3321,1.3468,0.97298,23.614,6.6375,0.89166,0.7709600000000001,7.7875,275.06,111.12,1123.9,8.3602,1.4203,3.7432,8.6851,1.3882,13.204
1.3374,1.3499,0.97641,23.642,6.6484,0.8934200000000001,0.77137,7.789,275.27,111.81,1122.8,8.3841,1.4212,3.7405,8.7035,1.3883,12.953
1.3396,1.3432,0.97236,23.554000000000002,6.6354,0.89174,0.77161,7.7913,274.59,111.76,1119.8,8.3226,1.4218,3.7269,8.6744,1.3844,12.895
1.3432,1.3466,0.97249,23.61,6.6466,0.89318,0.77876,7.7929,274.56,111.09,1118.1,8.3975,1.4162,3.7362,8.6884,1.3825,12.872
1.3447,1.3455,0.97426,23.628,6.6504,0.89381,0.77845,7.7942,275.15,111.34,1121.0,8.4077,1.4115,3.7359,8.6922,1.3844,12.948
1.3418,1.3468,0.97583,23.688000000000002,6.6586,0.8950100000000001,0.77681,7.7929,276.23,110.95,1124.1,8.4488,1.4140000000000001,3.7376,8.7432,1.3858,13.147
1.3416,1.3464,0.97104,23.546999999999997,6.6302,0.8911899999999999,0.77858,7.7908,273.77,110.86,1118.4,8.4117,1.4071,3.7173,8.6942,1.3829,13.133
1.3532,1.3508,0.97005,23.529,6.6311,0.89135,0.77752,7.792000000000001,274.13,111.0,1121.7,8.4584,1.4146,3.7285,8.7138,1.3838,13.05
1.3527,1.3523,0.9711200000000001,23.5,6.6321,0.8915,0.778,7.7929,274.98,111.46,1123.3,8.462,1.4096,3.7376,8.6862,1.3865,12.870999999999999
1.337,1.3489,0.96506,23.404,6.6137,0.88897,0.77456,7.7919,273.11,110.5,1118.6,8.4354,1.4018,3.7193,8.6628,1.3815,12.741
1.3359,1.3475,0.96385,23.393,6.6072,0.88826,0.77483,7.7945,273.28,109.36,1120.2,8.4525,1.3940000000000001,3.73,8.6608,1.3815,12.849
1.3234,1.3448,0.9666600000000001,23.461,6.6316,0.8915,0.77479,7.7937,275.17,109.46,1124.5,8.4713,1.3907,3.7366,8.7325,1.3817,12.865
1.3264,1.3514,0.96678,23.393,6.6242,0.89055,0.7726,7.7969,274.3,110.22,1123.3,8.481,1.3869999999999998,3.7461,8.7172,1.3826,12.867
1.3276,1.3509,0.9719899999999999,23.464000000000002,6.6552,0.8947700000000001,0.7841600000000001,7.7967,274.98,110.45,1124.3,8.5199,1.3887,3.7494,8.7343,1.3841,12.885
1.3256,1.3437,0.9675600000000001,23.346999999999998,6.6275,0.8911899999999999,0.7891,7.7988,273.75,109.88,1132.0,8.4649,1.3887,3.734,8.7161,1.3841,12.812000000000001
1.3266,1.3276,0.9672799999999999,23.31,6.6297,0.8915,0.7851899999999999,7.7997,273.66,110.04,1128.6,8.4283,1.3843,3.7386,8.6871,1.3819,12.775
1.3191,1.3207,0.9706299999999999,23.354,6.6378,0.8926200000000001,0.78515,7.8008,273.49,110.31,1125.1,8.4031,1.3794,3.7461,8.6984,1.3797,12.738
1.3185,1.3278,0.97385,23.476,6.6595,0.8955799999999999,0.78488,7.8021,275.65,110.11,1131.2,8.4827,1.3886,3.7723,8.712,1.3831,12.870999999999999
1.3149,1.3223,0.97475,23.491999999999997,6.659,0.8955,0.78314,7.8005,275.73,111.34,1133.2,8.4727,1.3827,3.7776,8.7194,1.3842,12.88
1.3131,1.324,0.97062,23.37,6.6409,0.89294,0.7814800000000001,7.7998,274.21,110.96,1133.9,8.4399,1.3761,3.7615,8.701,1.3825,12.979000000000001
1.3153,1.3277,0.97293,23.568,6.6671,0.89638,0.7901,7.7998,277.1,111.38,1140.0,8.5093,1.3817,3.7922,8.7464,1.3878,13.102
