Date,SGD,YTD
2012-10-01,1.2257,1.2946
2012-10-02,1.2291,1.2946
2012-10-03,1.2285,1.3026
2012-10-04,1.2319,1.3122
2012-10-05,1.2285,1.3169
2012-10-08,1.2268,1.3057
2012-10-09,1.231,1.3057
2012-10-10,1.2285,1.2945
2012-10-11,1.2284,1.28
2012-10-12,1.2275,1.285
2012-10-15,1.2208,1.2792
2012-10-16,1.221,1.2792
2012-10-17,1.2209,1.2696
2012-10-18,1.216,1.2673
2012-10-19,1.2176,1.274
2012-10-22,1.2209,1.2674
2012-10-23,1.2219,1.2674
2012-10-24,1.2248,1.2739
2012-10-25,1.2233,1.2694
2012-10-26,1.2195,1.262
2012-10-29,1.222,1.2505
2012-10-30,1.2214,1.2505
2012-10-31,1.2196,1.2421
2012-11-01,1.2201,1.2492
2012-11-02,1.22,1.277
2012-11-05,1.2223,1.268
2012-11-06,1.2256,1.268
2012-11-07,1.2235,1.2677
2012-11-08,1.2228,1.2706
2012-11-09,1.2243,1.2709
2012-11-12,1.226,1.2886
2012-11-13,1.2228,1.2886
2012-11-14,1.2239,1.2897
2012-11-15,1.2218,1.2881
2012-11-16,1.2247,1.2923
2012-11-19,1.227,1.2947
2012-11-20,1.2249,1.2947
2012-11-21,1.2244,1.2949
2012-11-22,1.2254,1.3023
2012-11-23,1.2251,1.3004
2012-11-26,1.2241,1.3067
2012-11-27,1.2227,1.3067
2012-11-28,1.2215,1.3125
2012-11-29,1.2237,1.2989
2012-11-30,1.2203,1.2977
2012-12-03,1.2212,1.2831
2012-12-04,1.2186,1.2831
2012-12-05,1.2176,1.2806
2012-12-06,1.2186,1.2817
2012-12-07,1.2191,1.2859
2012-12-10,1.221,1.2871
2012-12-11,1.2216,1.2871
2012-12-12,1.2213,1.2968
2012-12-13,1.2213,1.2975
2012-12-14,1.2206,1.3017
2012-12-17,1.2216,1.3054
2012-12-18,1.2205,1.3054
2012-12-19,1.2182,1.3016
2012-12-20,1.2188,1.3048
2012-12-21,1.2191,1.3028
2012-12-24,1.2208,1.2941
2012-12-25,1.2202,1.2941
2012-12-26,1.2202,1.2932
2012-12-27,1.2202,1.2932
2012-12-28,1.2221,1.2963
2012-12-31,1.2231,1.3038
2013-01-01,1.2211,1.3038
2013-01-02,1.2211,1.2999
2013-01-03,1.2203,1.2973
2013-01-04,1.2226,1.2861
2013-01-07,1.2307,1.2907
2013-01-08,1.2298,1.2907
2013-01-09,1.2288,1.2937
2013-01-10,1.2276,1.2973
2013-01-11,1.2247,1.2887
2013-01-14,1.2257,1.2909
2013-01-15,1.2268,1.2909
2013-01-16,1.2255,1.2895
2013-01-17,1.2242,1.2905
2013-01-18,1.2238,1.2833
2013-01-21,1.2263,1.274
2013-01-22,1.2291,1.274
2013-01-23,1.2273,1.276
2013-01-24,1.2263,1.2659
2013-01-25,1.228,1.271
2013-01-28,1.2314,1.2561
2013-01-29,1.2382,1.2561
2013-01-30,1.2379,1.2541
2013-01-31,1.236,1.2603
2013-02-01,1.2375,1.2513
2013-02-04,1.2411,1.2478
2013-02-05,1.2383,1.2478
2013-02-06,1.2382,1.2463
2013-02-07,1.2377,1.25
2013-02-08,1.2384,1.2484
2013-02-11,1.2377,1.2453
2013-02-12,1.2396,1.2453
2013-02-13,1.2438,1.2613
2013-02-14,1.2386,1.2541
2013-02-15,1.2374,1.2643
2013-02-18,1.2373,1.2705
2013-02-19,1.2387,1.2705
2013-02-20,1.2383,1.257
2013-02-21,1.2371,1.2517
2013-02-22,1.2395,1.2565
2013-02-25,1.2377,1.2562
2013-02-26,1.2368,1.2562
2013-02-27,1.2395,1.2557
2013-02-28,1.2388,1.26
2013-03-01,1.2367,1.2442
2013-03-04,1.24,1.2496
2013-03-05,1.2464,1.2504
2013-03-06,1.2463,1.2563
2013-03-07,1.2462,1.2624
2013-03-08,1.2474,1.2617
2013-03-11,1.2465,1.2531
2013-03-12,1.2495,1.2523
2013-03-13,1.2463,1.2616
2013-03-14,1.2481,1.2623
2013-03-15,1.2517,1.2667
2013-03-18,1.2482,1.2645
2013-03-19,1.2497,1.2602
2013-03-20,1.2499,1.2585
2013-03-21,1.2515,1.2632
2013-03-22,1.2496,1.2634
2013-03-25,1.2494,1.2668
2013-03-26,1.2436,1.2648
2013-03-27,1.2416,1.2605
2013-03-28,1.2444,1.2558
2013-03-29,1.2417,1.2567
2013-04-01,1.2417,1.2587
2013-04-02,1.2417,1.256
2013-04-03,1.2342,1.2547
2013-04-04,1.2377,1.2523
2013-04-05,1.2417,1.2593
2013-04-08,1.2396,1.2608
2013-04-09,1.2407,1.2608
2013-04-10,1.2391,1.2608
2013-04-11,1.238,1.2606
2013-04-12,1.2366,1.2582
2013-04-15,1.2376,1.255
2013-04-16,1.2372,1.246
2013-04-17,1.2354,1.2516
2013-04-18,1.2351,1.2498
2013-04-19,1.2351,1.2511
2013-04-22,1.2359,1.2519
2013-04-23,1.2396,1.249
2013-04-24,1.2404,1.2498
2013-04-25,1.2415,1.2474
2013-04-26,1.2376,1.2449
2013-04-29,1.2385,1.2417
2013-04-30,1.2336,1.2394
2013-05-01,1.2338,1.2366
2013-05-02,1.2338,1.2366
2013-05-03,1.2334,1.2407
2013-05-06,1.2333,1.2426
2013-05-07,1.2317,1.2417
2013-05-08,1.2327,1.248
2013-05-09,1.2286,1.2464
2013-05-10,1.2284,1.2534
2013-05-13,1.2373,1.2498
2013-05-14,1.2403,1.2511
2013-05-15,1.2413,1.2571
2013-05-16,1.2473,1.2558
2013-05-17,1.2529,1.2668
2013-05-20,1.2554,1.2681
2013-05-21,1.2551,1.2731
2013-05-22,1.2598,1.2724
2013-05-23,1.2624,1.2698
2013-05-24,1.2648,1.2773
2013-05-27,1.2644,1.2755
2013-05-28,1.2592,1.2784
2013-05-29,1.2645,1.2763
2013-05-30,1.2665,1.2777
2013-05-31,1.2667,1.2822
2013-06-03,1.2619,1.2865
2013-06-04,1.2582,1.294
2013-06-05,1.2513,1.2874
2013-06-06,1.2484,1.2883
2013-06-07,1.2483,1.2783
2013-06-10,1.2428,1.2723
2013-06-11,1.2591,1.2867
2013-06-12,1.2599,1.2804
2013-06-13,1.2557,1.2845
2013-06-14,1.2519,1.2798
2013-06-17,1.2507,1.2829
2013-06-18,1.2537,1.2732
2013-06-19,1.2603,1.2716
2013-06-20,1.2562,1.2664
2013-06-21,1.2737,1.2677
2013-06-24,1.2739,1.2709
2013-06-25,1.2797,1.2767
2013-06-26,1.2667,1.2831
2013-06-27,1.2747,1.2812
2013-06-28,1.2634,1.2776
2013-07-01,1.2649,1.2791
2013-07-02,1.2679,1.2688
2013-07-03,1.2679,1.2673
2013-07-04,1.274,1.2632
2013-07-05,1.2727,1.264
2013-07-08,1.2754,1.2631
2013-07-09,1.2817,1.2682
2013-07-10,1.2783,1.2715
2013-07-11,1.2761,1.2674
2013-07-12,1.2619,1.2642
2013-07-15,1.2659,1.2717
2013-07-16,1.2674,1.2687
2013-07-17,1.2591,1.2668
2013-07-18,1.2636,1.2617
2013-07-19,1.2674,1.2601
2013-07-22,1.2643,1.2536
2013-07-23,1.2622,1.2567
2013-07-24,1.2668,1.261
2013-07-25,1.2656,1.2593
2013-07-26,1.268,1.2579
2013-07-29,1.2643,1.2509
2013-07-30,1.2674,1.2509
2013-07-31,1.2701,1.2468
2013-08-01,1.273,1.2437
2013-08-02,1.272,1.2453
2013-08-05,1.2761,1.2446
2013-08-06,1.2686,1.2458
2013-08-07,1.2682,1.2416
2013-08-08,1.2678,1.2402
2013-08-09,1.2611,1.2464
2013-08-12,1.2584,1.2459
2013-08-13,1.2624,1.2474
2013-08-14,1.265,1.2445
2013-08-15,1.2712,1.2461
2013-08-16,1.2718,1.2505
2013-08-19,1.2709,1.2509
2013-08-20,1.2759,1.2525
2013-08-21,1.2759,1.2546
2013-08-22,1.2767,1.2501
2013-08-23,1.2828,1.2518
2013-08-26,1.2819,1.2461
2013-08-27,1.2796,1.2502
2013-08-28,1.2847,1.2508
2013-08-29,1.2821,1.2523
2013-08-30,1.2751,1.2537
2013-09-02,1.2744,1.2529
2013-09-03,1.2735,1.2486
2013-09-04,1.2782,1.2478
2013-09-05,1.2745,1.2463
2013-09-06,1.2772,1.2484
2013-09-09,1.2785,1.2457
2013-09-10,1.2717,1.2387
2013-09-11,1.2684,1.2362
2013-09-12,1.2687,1.2313
2013-09-13,1.2677,1.2286
2013-09-16,1.2686,1.2295
2013-09-17,1.2596,1.2198
2013-09-18,1.2603,1.2242
2013-09-19,1.2586,1.2265
2013-09-20,1.2445,1.2245
2013-09-23,1.2493,1.2257
2013-09-24,1.2516,1.2237
2013-09-25,1.2557,1.2288
2013-09-26,1.2547,1.2264
2013-09-27,1.2554,1.2335
2013-09-30,1.2547,1.2282
2013-10-01,1.2559,1.2257
2013-10-02,1.252,1.2291
2013-10-03,1.2517,1.2285
2013-10-04,1.2487,1.2319
2013-10-07,1.2464,1.2285
2013-10-08,1.2477,1.2268
2013-10-09,1.2481,1.231
2013-10-10,1.2518,1.2285
2013-10-11,1.2502,1.2284
2013-10-14,1.2458,1.2275
2013-10-15,1.2449,1.2208
2013-10-16,1.2429,1.221
2013-10-17,1.2439,1.2209
2013-10-18,1.2405,1.216
2013-10-21,1.2375,1.2176
2013-10-22,1.2415,1.2209
2013-10-23,1.2409,1.2219
2013-10-24,1.2399,1.2248
2013-10-25,1.2368,1.2233
2013-10-28,1.2365,1.2195
2013-10-29,1.2378,1.222
2013-10-30,1.2402,1.2214
2013-10-31,1.2375,1.2196
2013-11-01,1.2387,1.2201
2013-11-04,1.2427,1.22
2013-11-05,1.2433,1.2223
2013-11-06,1.2409,1.2256
2013-11-07,1.2422,1.2235
2013-11-08,1.2434,1.2228
2013-11-11,1.2418,1.2243
2013-11-12,1.2483,1.226
2013-11-13,1.2496,1.2228
2013-11-14,1.2484,1.2239
2013-11-15,1.2478,1.2218
2013-11-18,1.2475,1.2247
2013-11-19,1.246,1.227
2013-11-20,1.2433,1.2249
2013-11-21,1.2439,1.2244
2013-11-22,1.2484,1.2254
2013-11-25,1.2514,1.2251
2013-11-26,1.2523,1.2241
2013-11-27,1.2523,1.2227
2013-11-28,1.2545,1.2215
2013-11-29,1.2557,1.2237
2013-12-02,1.255,1.2203
2013-12-03,1.2548,1.2212
2013-12-04,1.2537,1.2186
2013-12-05,1.254,1.2176
2013-12-06,1.2538,1.2186
2013-12-09,1.2531,1.2191
2013-12-10,1.249,1.221
2013-12-11,1.2495,1.2216
2013-12-12,1.2506,1.2213
2013-12-13,1.2534,1.2213
2013-12-16,1.2567,1.2206
2013-12-17,1.2553,1.2216
2013-12-18,1.2575,1.2205
2013-12-19,1.2587,1.2182
2013-12-20,1.2668,1.2188
2013-12-23,1.2677,1.2191
2013-12-24,1.2662,1.2208
2013-12-25,1.2676,1.2202
2013-12-26,1.2676,1.2202
2013-12-27,1.2676,1.2202
2013-12-30,1.2675,1.2221
2013-12-31,1.2683,1.2231
2014-01-01,1.2627,1.2211
2014-01-02,1.2627,1.2211
2014-01-03,1.2687,1.2203
2014-01-06,1.2648,1.2226
2014-01-07,1.2684,1.2307
2014-01-08,1.2701,1.2298
2014-01-09,1.2698,1.2288
2014-01-10,1.2712,1.2276
2014-01-13,1.27,1.2247
2014-01-14,1.2648,1.2257
2014-01-15,1.2676,1.2268
2014-01-16,1.2723,1.2255
2014-01-17,1.2737,1.2242
2014-01-20,1.2736,1.2238
2014-01-21,1.276,1.2263
2014-01-22,1.2796,1.2291
2014-01-23,1.278,1.2273
2014-01-24,1.279,1.2263
2014-01-27,1.2797,1.228
2014-01-28,1.2772,1.2314
2014-01-29,1.2747,1.2382
2014-01-30,1.2746,1.2379
2014-01-31,1.2762,1.236
2014-02-03,1.2783,1.2375
2014-02-04,1.2752,1.2411
2014-02-05,1.2687,1.2383
2014-02-06,1.2683,1.2382
2014-02-07,1.2682,1.2377
2014-02-10,1.2688,1.2384
2014-02-11,1.2698,1.2377
2014-02-12,1.2672,1.2396
2014-02-13,1.2662,1.2438
2014-02-14,1.2678,1.2386
2014-02-17,1.2613,1.2374
2014-02-18,1.2584,1.2373
2014-02-19,1.261,1.2387
2014-02-20,1.2612,1.2383
2014-02-21,1.266,1.2371
2014-02-24,1.2677,1.2395
2014-02-25,1.2678,1.2377
2014-02-26,1.2647,1.2368
2014-02-27,1.2651,1.2395
2014-02-28,1.266,1.2388
2014-03-03,1.266,1.2367
2014-03-04,1.2682,1.24
2014-03-05,1.2688,1.2464
2014-03-06,1.2688,1.2463
2014-03-07,1.2642,1.2462
2014-03-10,1.2633,1.2474
2014-03-11,1.2675,1.2465
2014-03-12,1.2671,1.2495
2014-03-13,1.2676,1.2463
2014-03-14,1.2643,1.2481
2014-03-17,1.2654,1.2517
2014-03-18,1.2652,1.2482
2014-03-19,1.2648,1.2497
2014-03-20,1.2661,1.2499
2014-03-21,1.277,1.2515
2014-03-24,1.2748,1.2496
2014-03-25,1.2717,1.2494
2014-03-26,1.2693,1.2436
2014-03-27,1.2674,1.2416
2014-03-28,1.2649,1.2444
2014-03-31,1.2606,1.2417
2014-04-01,1.2595,1.2417
2014-04-02,1.2603,1.2417
2014-04-03,1.261,1.2342
2014-04-04,1.2632,1.2377
2014-04-07,1.2647,1.2417
2014-04-08,1.2617,1.2396
2014-04-09,1.2533,1.2407
2014-04-10,1.2506,1.2391
2014-04-11,1.2488,1.238
2014-04-14,1.2501,1.2366
2014-04-15,1.2522,1.2376
2014-04-16,1.2521,1.2372
2014-04-17,1.2507,1.2354
2014-04-18,1.2498,1.2351
2014-04-21,1.2498,1.2351
2014-04-22,1.2498,1.2359
2014-04-23,1.2562,1.2396
2014-04-24,1.2571,1.2404
2014-04-25,1.2576,1.2415
2014-04-28,1.2572,1.2376
2014-04-29,1.2558,1.2385
2014-04-30,1.2562,1.2336
2014-05-01,1.2568,1.2338
2014-05-02,1.2568,1.2338
2014-05-05,1.2534,1.2334
2014-05-06,1.25,1.2333
2014-05-07,1.2468,1.2317
2014-05-08,1.2491,1.2327
2014-05-09,1.2468,1.2286
2014-05-12,1.2492,1.2284
2014-05-13,1.2506,1.2373
2014-05-14,1.2528,1.2403
2014-05-15,1.2497,1.2413
2014-05-16,1.2525,1.2473
2014-05-19,1.2512,1.2529
2014-05-20,1.2494,1.2554
2014-05-21,1.2524,1.2551
2014-05-22,1.2532,1.2598
2014-05-23,1.2525,1.2624
2014-05-26,1.2527,1.2648
2014-05-27,1.253,1.2644
2014-05-28,1.2564,1.2592
2014-05-29,1.2563,1.2645
2014-05-30,1.2545,1.2665
2014-06-02,1.2537,1.2667
2014-06-03,1.2558,1.2619
2014-06-04,1.2558,1.2582
2014-06-05,1.2573,1.2513
2014-06-06,1.2571,1.2484
2014-06-09,1.2524,1.2483
2014-06-10,1.2501,1.2428
2014-06-11,1.2503,1.2591
2014-06-12,1.2502,1.2599
2014-06-13,1.2477,1.2557
2014-06-16,1.2503,1.2519
2014-06-17,1.2509,1.2507
2014-06-18,1.2516,1.2537
2014-06-19,1.2524,1.2603
2014-06-20,1.2484,1.2562
2014-06-23,1.2504,1.2737
2014-06-24,1.2483,1.2739
2014-06-25,1.2492,1.2797
2014-06-26,1.2507,1.2667
2014-06-27,1.2506,1.2747
2014-06-30,1.2493,1.2634
2014-07-01,1.2481,1.2649
2014-07-02,1.2459,1.2679
2014-07-03,1.2458,1.2679
2014-07-04,1.2464,1.274
2014-07-07,1.2458,1.2727
2014-07-08,1.2466,1.2754
2014-07-09,1.2435,1.2817
2014-07-10,1.2428,1.2783
2014-07-11,1.2431,1.2761
2014-07-14,1.2405,1.2619
2014-07-15,1.24,1.2659
2014-07-16,1.2418,1.2674
2014-07-17,1.2427,1.2591
2014-07-18,1.2417,1.2636
2014-07-21,1.2413,1.2674
2014-07-22,1.2409,1.2643
2014-07-23,1.241,1.2622
2014-07-24,1.2383,1.2668
2014-07-25,1.2387,1.2656
2014-07-28,1.2412,1.268
2014-07-29,1.2413,1.2643
2014-07-30,1.2416,1.2674
2014-07-31,1.2437,1.2701
2014-08-01,1.2468,1.273
2014-08-04,1.2483,1.272
2014-08-05,1.2466,1.2761
2014-08-06,1.2465,1.2686
2014-08-07,1.25,1.2682
2014-08-08,1.2515,1.2678
2014-08-11,1.2512,1.2611
2014-08-12,1.2499,1.2584
2014-08-13,1.2508,1.2624
2014-08-14,1.2501,1.265
2014-08-15,1.2458,1.2712
2014-08-18,1.2441,1.2718
2014-08-19,1.2448,1.2709
2014-08-20,1.2452,1.2759
2014-08-21,1.2492,1.2759
2014-08-22,1.2503,1.2767
2014-08-25,1.2478,1.2828
2014-08-26,1.2494,1.2819
2014-08-27,1.2488,1.2796
2014-08-28,1.2471,1.2847
2014-08-29,1.249,1.2821
2014-09-01,1.2478,1.2751
2014-09-02,1.2491,1.2744
2014-09-03,1.2536,1.2735
2014-09-04,1.2523,1.2782
2014-09-05,1.2529,1.2745
2014-09-08,1.2552,1.2772
2014-09-09,1.255,1.2785
2014-09-10,1.2609,1.2717
2014-09-11,1.2646,1.2684
2014-09-12,1.2644,1.2687
2014-09-15,1.2616,1.2677
2014-09-16,1.2653,1.2686
2014-09-17,1.2608,1.2596
2014-09-18,1.2636,1.2603
2014-09-19,1.2695,1.2586
2014-09-22,1.2659,1.2445
2014-09-23,1.2684,1.2493
2014-09-24,1.2669,1.2516
2014-09-25,1.2661,1.2557
2014-09-26,1.2706,1.2547
2014-09-29,1.2715,1.2554
2014-09-30,1.2741,1.2547
2014-10-01,1.2766,1.2559
2014-10-02,1.2763,1.252
2014-10-03,1.2731,1.2517
2014-10-06,1.2754,1.2487
2014-10-07,1.2777,1.2464
2014-10-08,1.2773,1.2477
2014-10-09,1.279,1.2481
2014-10-10,1.2681,1.2518
2014-10-13,1.2743,1.2502
2014-10-14,1.271,1.2458
2014-10-15,1.2747,1.2449
2014-10-16,1.2769,1.2429
2014-10-17,1.275,1.2439
2014-10-20,1.2732,1.2405
2014-10-21,1.2713,1.2375
2014-10-22,1.2711,1.2415
2014-10-23,1.2695,1.2409
2014-10-24,1.2735,1.2399
2014-10-27,1.2764,1.2368
2014-10-28,1.2759,1.2365
2014-10-29,1.2729,1.2378
2014-10-30,1.2716,1.2402
2014-10-31,1.2784,1.2375
2014-11-03,1.2864,1.2387
2014-11-04,1.2893,1.2427
2014-11-05,1.29,1.2433
2014-11-06,1.2957,1.2409
2014-11-07,1.2919,1.2422
2014-11-10,1.2956,1.2434
2014-11-11,1.2892,1.2418
2014-11-12,1.294,1.2483
2014-11-13,1.2898,1.2496
2014-11-14,1.2914,1.2484
2014-11-17,1.2993,1.2478
2014-11-18,1.2978,1.2475
2014-11-19,1.2977,1.246
2014-11-20,1.3041,1.2433
2014-11-21,1.3021,1.2439
2014-11-24,1.2971,1.2484
2014-11-25,1.3037,1.2514
2014-11-26,1.3033,1.2523
2014-11-27,1.3013,1.2523
2014-11-28,1.2982,1.2545
2014-12-01,1.3032,1.2557
2014-12-02,1.306,1.255
2014-12-03,1.3073,1.2548
2014-12-04,1.3096,1.2537
2014-12-05,1.3148,1.254
2014-12-08,1.318,1.2538
2014-12-09,1.3217,1.2531
2014-12-10,1.3178,1.249
2014-12-11,1.3124,1.2495
2014-12-12,1.3134,1.2506
2014-12-15,1.3098,1.2534
2014-12-16,1.3135,1.2567
2014-12-17,1.3011,1.2553
2014-12-18,1.3052,1.2575
2014-12-19,1.3145,1.2587
2014-12-22,1.315,1.2668
2014-12-23,1.3191,1.2677
2014-12-24,1.3216,1.2662
2014-12-25,1.3225,1.2676
2014-12-26,1.3225,1.2676
2014-12-29,1.3225,1.2676
2014-12-30,1.3228,1.2675
2014-12-31,1.3228,1.2683
2015-01-01,1.3226,1.2627
2015-01-02,1.3226,1.2627
2015-01-05,1.3286,1.2687
2015-01-06,1.3361,1.2648
2015-01-07,1.335,1.2684
2015-01-08,1.3392,1.2701
2015-01-09,1.3386,1.2698
2015-01-12,1.3366,1.2712
2015-01-13,1.3364,1.27
2015-01-14,1.3355,1.2648
2015-01-15,1.3354,1.2676
2015-01-16,1.3221,1.2723
2015-01-19,1.3258,1.2737
2015-01-20,1.3316,1.2736
2015-01-21,1.3388,1.276
2015-01-22,1.3331,1.2796
2015-01-23,1.3323,1.278
2015-01-26,1.3447,1.279
2015-01-27,1.3439,1.2797
2015-01-28,1.3415,1.2772
2015-01-29,1.3527,1.2747
2015-01-30,1.3526,1.2746
2015-02-02,1.3527,1.2762
2015-02-03,1.3528,1.2783
2015-02-04,1.3504,1.2752
2015-02-05,1.3451,1.2687
2015-02-06,1.3461,1.2683
2015-02-09,1.3433,1.2682
2015-02-10,1.3554,1.2688
2015-02-11,1.3563,1.2698
2015-02-12,1.3601,1.2672
2015-02-13,1.3592,1.2662
2015-02-16,1.3566,1.2678
2015-02-17,1.357,1.2613
2015-02-18,1.3546,1.2584
2015-02-19,1.3608,1.261
2015-02-20,1.3582,1.2612
2015-02-23,1.3595,1.266
2015-02-24,1.3617,1.2677
2015-02-25,1.3612,1.2678
2015-02-26,1.3554,1.2647
2015-02-27,1.3513,1.2651
2015-03-02,1.3602,1.266
2015-03-03,1.3631,1.266
2015-03-04,1.3630000000000002,1.2682
2015-03-05,1.367,1.2688
2015-03-06,1.3692,1.2688
2015-03-09,1.3686,1.2642
2015-03-10,1.3793,1.2633
2015-03-11,1.3866,1.2675
2015-03-12,1.3874,1.2671
2015-03-13,1.3778,1.2676
2015-03-16,1.3885,1.2643
2015-03-17,1.3896,1.2654
2015-03-18,1.3885,1.2652
2015-03-19,1.3911,1.2648
2015-03-20,1.3869999999999998,1.2661
2015-03-23,1.3862,1.277
2015-03-24,1.3706,1.2748
2015-03-25,1.3641,1.2717
2015-03-26,1.3676,1.2693
2015-03-27,1.3658,1.2674
2015-03-30,1.369,1.2649
2015-03-31,1.3737,1.2606
2015-04-01,1.3732,1.2595
2015-04-02,1.3664,1.2603
2015-04-03,1.3591,1.261
2015-04-06,1.3591,1.2632
2015-04-07,1.3591,1.2647
2015-04-08,1.3574,1.2617
2015-04-09,1.3539,1.2533
2015-04-10,1.3538,1.2506
2015-04-13,1.366,1.2488
2015-04-14,1.3733,1.2501
2015-04-15,1.3631,1.2522
2015-04-16,1.3614,1.2521
2015-04-17,1.3539,1.2507
2015-04-20,1.3429,1.2498
2015-04-21,1.3489,1.2498
2015-04-22,1.3498,1.2498
2015-04-23,1.3456,1.2562
2015-04-24,1.3473,1.2571
2015-04-27,1.3375,1.2576
2015-04-28,1.3339,1.2572
2015-04-29,1.3209,1.2558
2015-04-30,1.3231,1.2562
2015-05-01,1.321,1.2568
2015-05-04,1.321,1.2568
2015-05-05,1.3326,1.2534
2015-05-06,1.3369,1.25
2015-05-07,1.3267,1.2468
2015-05-08,1.3312,1.2491
2015-05-11,1.3299,1.2468
2015-05-12,1.3347,1.2492
2015-05-13,1.3358,1.2506
2015-05-14,1.3293,1.2528
2015-05-15,1.3182,1.2497
2015-05-18,1.3262,1.2525
2015-05-19,1.3219999999999998,1.2512
2015-05-20,1.3314,1.2494
2015-05-21,1.3358,1.2524
2015-05-22,1.3361,1.2532
2015-05-25,1.33,1.2525
2015-05-26,1.3416,1.2527
2015-05-27,1.3461,1.253
2015-05-28,1.3524,1.2564
2015-05-29,1.3512,1.2563
2015-06-01,1.349,1.2545
2015-06-02,1.3519,1.2537
2015-06-03,1.3551,1.2558
2015-06-04,1.3488,1.2558
2015-06-05,1.345,1.2573
2015-06-08,1.348,1.2571
2015-06-09,1.3586,1.2524
2015-06-10,1.3509,1.2501
2015-06-11,1.3448,1.2503
2015-06-12,1.3475,1.2502
2015-06-15,1.3481,1.2477
2015-06-16,1.3467,1.2503
2015-06-17,1.3462,1.2509
2015-06-18,1.3467,1.2516
2015-06-19,1.3316,1.2524
2015-06-22,1.3373,1.2484
2015-06-23,1.3346,1.2504
2015-06-24,1.3393,1.2483
2015-06-25,1.3432,1.2492
2015-06-26,1.3414,1.2507
2015-06-29,1.348,1.2506
2015-06-30,1.3488,1.2493
2015-07-01,1.3467,1.2481
2015-07-02,1.3497,1.2459
2015-07-03,1.3522,1.2458
2015-07-06,1.3476,1.2464
2015-07-07,1.3514,1.2458
2015-07-08,1.3577,1.2466
2015-07-09,1.3531,1.2435
2015-07-10,1.3507,1.2428
2015-07-13,1.3478,1.2431
2015-07-14,1.3535,1.2405
2015-07-15,1.36,1.24
2015-07-16,1.3624,1.2418
2015-07-17,1.3669,1.2427
2015-07-20,1.3656,1.2417
2015-07-21,1.3726,1.2413
2015-07-22,1.3657,1.2409
2015-07-23,1.3657,1.241
2015-07-24,1.3664,1.2383
2015-07-27,1.3748,1.2387
2015-07-28,1.3702,1.2412
2015-07-29,1.3672,1.2413
2015-07-30,1.3667,1.2416
2015-07-31,1.3741,1.2437
2015-08-03,1.3752,1.2468
2015-08-04,1.3777,1.2483
2015-08-05,1.3765,1.2466
2015-08-06,1.3835,1.2465
2015-08-07,1.3854,1.25
2015-08-10,1.3834,1.2515
2015-08-11,1.386,1.2512
2015-08-12,1.3989,1.2499
2015-08-13,1.4031,1.2508
2015-08-14,1.3988,1.2501
2015-08-17,1.4025,1.2458
2015-08-18,1.4094,1.2441
2015-08-19,1.4027,1.2448
2015-08-20,1.4043,1.2452
2015-08-21,1.4041,1.2492
2015-08-24,1.4052,1.2503
2015-08-25,1.4156,1.2478
2015-08-26,1.3979,1.2494
2015-08-27,1.4038,1.2488
2015-08-28,1.3996,1.2471
2015-08-31,1.4061,1.249
2015-09-01,1.4126,1.2478
2015-09-02,1.4123,1.2491
2015-09-03,1.4161,1.2536
2015-09-04,1.4161,1.2523
2015-09-07,1.4186,1.2529
2015-09-08,1.4266,1.2552
2015-09-09,1.4197,1.255
2015-09-10,1.4168,1.2609
2015-09-11,1.4159,1.2646
2015-09-14,1.4153,1.2644
2015-09-15,1.4081,1.2616
2015-09-16,1.4001,1.2653
2015-09-17,1.4006,1.2608
2015-09-18,1.3983,1.2636
2015-09-21,1.3912,1.2695
2015-09-22,1.4083,1.2659
2015-09-23,1.4179,1.2684
2015-09-24,1.4215,1.2669
2015-09-25,1.4282,1.2661
2015-09-28,1.4223,1.2706
2015-09-29,1.4288,1.2715
2015-09-30,1.4284,1.2741
2015-10-01,1.4211,1.2766
2015-10-02,1.4271,1.2763
2015-10-05,1.4333,1.2731
2015-10-06,1.4226,1.2754
2015-10-07,1.4243,1.2777
2015-10-08,1.4087,1.2773
2015-10-09,1.4119,1.279
2015-10-12,1.3954,1.2681
2015-10-13,1.3978,1.2743
2015-10-14,1.4005,1.271
2015-10-15,1.3861,1.2747
2015-10-16,1.3769999999999998,1.2769
2015-10-19,1.3833,1.275
2015-10-20,1.384,1.2732
2015-10-21,1.3885,1.2713
2015-10-22,1.3929,1.2711
2015-10-23,1.3917,1.2695
2015-10-26,1.3901,1.2735
2015-10-27,1.3938,1.2764
2015-10-28,1.3943,1.2759
2015-10-29,1.3936,1.2729
2015-10-30,1.4066,1.2716
2015-11-02,1.4019,1.2784
2015-11-03,1.4019,1.2864
2015-11-04,1.3997,1.2893
2015-11-05,1.3979,1.29
2015-11-06,1.4068,1.2957
2015-11-09,1.4096,1.2919
2015-11-10,1.4245,1.2956
2015-11-11,1.4223,1.2892
2015-11-12,1.4218,1.294
2015-11-13,1.4214,1.2898
2015-11-16,1.4219,1.2914
2015-11-17,1.4225,1.2993
2015-11-18,1.4222,1.2978
2015-11-19,1.4237,1.2977
2015-11-20,1.4156,1.3041
2015-11-23,1.4121,1.3021
2015-11-24,1.4185,1.2971
2015-11-25,1.4153,1.3037
2015-11-26,1.4064,1.3033
2015-11-27,1.4082,1.3013
2015-11-30,1.4109,1.2982
2015-12-01,1.4122,1.3032
2015-12-02,1.4101,1.306
2015-12-03,1.4097,1.3073
