Date,NOK,YTD
2005-12-20,6.6887,6.195
2005-12-21,6.7194,6.1511
2005-12-22,6.7802,6.1651
2005-12-23,6.7945,6.1887
2005-12-26,6.7704,6.1552
2005-12-27,6.7704,6.1154
2005-12-28,6.7651,6.11
2005-12-29,6.738,6.0676
2005-12-30,6.7793,6.081
2006-01-02,6.7687,6.0596
2006-01-03,6.7483,6.0469
2006-01-04,6.7044,6.0809
2006-01-05,6.5658,6.1698
2006-01-06,6.5623,6.2639999999999985
2006-01-09,6.5571,6.2607
2006-01-10,6.5698,6.228
2006-01-11,6.6156,6.2787
2006-01-12,6.6438,6.2425
2006-01-13,6.6689,6.2364
2006-01-16,6.6845,6.1865
2006-01-17,6.6455,6.2447
2006-01-18,6.7135,6.2629
2006-01-19,6.7002,6.2489
2006-01-20,6.7332,6.2275
2006-01-23,6.6991,6.3227
2006-01-24,6.5566,6.3234
2006-01-25,6.5564,6.2698
2006-01-26,6.5325,6.3006
2006-01-27,6.5848,6.3268
2006-01-30,6.6448,6.3281
2006-01-31,6.7269,6.3291
2006-02-01,6.6777,6.3368
2006-02-02,6.6643,6.3672
2006-02-03,6.6721,6.3311
2006-02-06,6.6516,6.3534
2006-02-07,6.7165,6.3991
2006-02-08,6.7205,6.497999999999998
2006-02-09,6.7095,6.5779
2006-02-10,6.6952,6.546
2006-02-13,6.7464,6.5982
2006-02-14,6.8153,6.5515
2006-02-15,6.8381,6.4907
2006-02-16,6.8359,6.4321
2006-02-17,6.8367,6.4103
2006-02-20,6.7942,6.4152
2006-02-21,6.7512,6.3563
2006-02-22,6.7651,6.3466
2006-02-23,6.7853,6.2685
2006-02-24,6.7291,6.2565
2006-02-27,6.7639999999999985,6.2104
2006-02-28,6.7723,6.2754
2006-03-01,6.7571,6.2005
2006-03-02,6.7166,6.2137
2006-03-03,6.7188,6.2636
2006-03-06,6.6656,6.2546
2006-03-07,6.6398,6.2734
2006-03-08,6.7049,6.2257
2006-03-09,6.7211,6.1913
2006-03-10,6.7311,6.1254
2006-03-13,6.6897,6.0959
2006-03-14,6.6897,6.095
2006-03-15,6.6622,6.1143
2006-03-16,6.6256,6.1167
2006-03-17,6.6281,6.1325
2006-03-20,6.5462,6.0854
2006-03-21,6.5332,6.1209
2006-03-22,6.5489,6.1671
2006-03-23,6.5817,6.2038
2006-03-24,6.6089,6.2696
2006-03-27,6.658,6.3164
2006-03-28,6.6254,6.3164
2006-03-29,6.5694,6.3164
2006-03-30,6.6142,6.3585
2006-03-31,6.5947,6.3247
2006-04-03,6.5825,6.3298
2006-04-04,6.5626,6.3238
2006-04-05,6.4533,6.3634
2006-04-06,6.4317,6.3731
2006-04-07,6.41,6.3507
2006-04-10,6.4669,6.3159
2006-04-11,6.4943,6.3683
2006-04-12,6.4622,6.301
2006-04-13,6.4547,6.2965
2006-04-14,6.4959,6.3388
2006-04-17,6.4959,6.4325
2006-04-18,6.4959,6.3973
2006-04-19,6.4104,6.3392
2006-04-20,6.3263,6.3154
2006-04-21,6.3097,6.2737
2006-04-24,6.3687,6.246
2006-04-25,6.3332,6.2419
2006-04-26,6.3159,6.2895
2006-04-27,6.2753,6.2642
2006-04-28,6.28,6.2902
2006-05-01,6.1873,6.3115
2006-05-02,6.1873,6.2846
2006-05-03,6.1496,6.3255
2006-05-04,6.1492,6.3348
2006-05-05,6.1531,6.2623
2006-05-08,6.1215,6.2621
2006-05-09,6.1042,6.2652
2006-05-10,6.1428,6.3369
2006-05-11,6.0779,6.2945
2006-05-12,6.1033,6.2746
2006-05-15,6.0125,6.3362
2006-05-16,6.0724,6.4076
2006-05-17,6.1138,6.4312
2006-05-18,6.0713,6.4068
2006-05-19,6.1386,6.4131
2006-05-22,6.1134,6.4179
2006-05-23,6.1209,6.4524
2006-05-24,6.0922,6.4656
2006-05-25,6.0894,6.4108
2006-05-26,6.1278,6.412000000000001
2006-05-29,6.1132,6.3954
2006-05-30,6.1291,6.3509
2006-05-31,6.0947,6.3811
2006-06-01,6.0736,6.4382
2006-06-02,6.1114,6.4745
2006-06-05,6.0683,6.447
2006-06-06,5.9888,6.4269
2006-06-07,6.0446,6.415
2006-06-08,6.1025,6.3956
2006-06-09,6.1492,6.4103
2006-06-12,6.1747,6.4658
2006-06-13,6.1947,6.4089
2006-06-14,6.2111,6.5068
2006-06-15,6.2382,6.5041
2006-06-16,6.2232,6.5217
2006-06-19,6.2133,6.4891
2006-06-20,6.239,6.4573
2006-06-21,6.2952,6.4513
2006-06-22,6.265,6.5117
2006-06-23,6.3352,6.5032
2006-06-26,6.3334,6.5722
2006-06-27,6.312,6.5987
2006-06-28,6.3209,6.5266
2006-06-29,6.2876,6.5701
2006-06-30,6.2914,6.5514
2006-07-03,6.2424,6.5461
2006-07-04,6.2392,6.5202
2006-07-05,6.2309,6.6265
2006-07-06,6.2174,6.6599
2006-07-07,6.234,6.6432
2006-07-10,6.224,6.6204
2006-07-11,6.2625,6.6158
2006-07-12,6.2739,6.59
2006-07-13,6.2471,6.4906
2006-07-14,6.2465,6.4753
2006-07-17,6.2494,6.565
2006-07-18,6.3033,6.6011
2006-07-19,6.3279,6.5966
2006-07-20,6.3844,6.6995
2006-07-21,6.2738,6.5995
2006-07-24,6.2563,6.525
2006-07-25,6.2962,6.5667
2006-07-26,6.2836,6.5607
2006-07-27,6.3033,6.5821
2006-07-28,6.2075,6.5917
2006-07-31,6.2243,6.5277
2006-08-01,6.1577,6.522
2006-08-02,6.1717,6.4306
2006-08-03,6.1529,6.4226
2006-08-04,6.158,6.3719
2006-08-07,6.1628,6.3958
2006-08-08,6.1311,6.3745
2006-08-09,6.1605,6.4107
2006-08-10,6.169,6.3803
2006-08-11,6.1834,6.38
2006-08-14,6.2282,6.3664
2006-08-15,6.2887,6.3326
2006-08-16,6.3096,6.4256
2006-08-17,6.2659,6.4578
2006-08-18,6.2722,6.4423
2006-08-21,6.3053,6.5045
2006-08-22,6.2296,6.5505
2006-08-23,6.2656,6.5273
2006-08-24,6.2777,6.5466
2006-08-25,6.2937,6.522
2006-08-28,6.3199,6.4582
2006-08-29,6.277,6.4402
2006-08-30,6.2793,6.4261
2006-08-31,6.2923,6.5147
2006-09-01,6.2871,6.4486
2006-09-04,6.3252,6.3323
2006-09-05,6.3228,6.2056
2006-09-06,6.3482,6.2410000000000005
2006-09-07,6.3679,6.2701
2006-09-08,6.4312,6.2698
2006-09-11,6.4646,6.2727
2006-09-12,6.535,6.2811
2006-09-13,6.5269,6.336
2006-09-14,6.6124,6.371
2006-09-15,6.5488,6.3456
2006-09-18,6.5306,6.3745
2006-09-19,6.5401,6.3665
2006-09-20,6.5382,6.4206
2006-09-21,6.5312,6.3987
2006-09-22,6.5046,6.3742
2006-09-25,6.5113,6.3637
2006-09-26,6.5707,6.4293
2006-09-27,6.5486,6.5011
2006-09-28,6.5161,6.5144
2006-09-29,6.4682,6.502000000000002
2006-10-02,6.5047,6.4793
2006-10-03,6.5767,6.5413
2006-10-04,6.5742,6.6081
2006-10-05,6.6221,6.602
2006-10-06,6.586,6.605
2006-10-09,6.6578,6.5281
2006-10-10,6.6809,6.4954
2006-10-11,6.6685,6.5118
2006-10-12,6.7113,6.5255
2006-10-13,6.7457,6.4973
2006-10-16,6.7159,6.523
2006-10-17,6.7607,6.5285
2006-10-18,6.7638,6.5027
2006-10-19,6.7536,6.5519
2006-10-20,6.7479,6.5301
2006-10-23,6.6679,6.5256
2006-10-24,6.7107,6.4873
2006-10-25,6.6865,6.5527
2006-10-26,6.627999999999999,6.5191
2006-10-27,6.5498,6.4864
2006-10-30,6.5529,6.4394
2006-10-31,6.553,6.4335
2006-11-01,6.5627,6.4926
2006-11-02,6.5066,6.4811
2006-11-03,6.4565,6.4918
2006-11-06,6.4612,6.4841
2006-11-07,6.4958,6.5344
2006-11-08,6.4688,6.5815
2006-11-09,6.4519,6.6383
2006-11-10,6.4329,6.6012
2006-11-13,6.3748,6.5779999999999985
2006-11-14,6.3889,6.6214
2006-11-15,6.4036,6.6413
2006-11-16,6.4462,6.6795
2006-11-17,6.4218,6.6914
2006-11-20,6.4725,6.7178
2006-11-21,6.4341,6.7489
2006-11-22,6.4508,6.6832
2006-11-23,6.4038,6.7093
2006-11-24,6.3769,6.6771
2006-11-27,6.3179,6.6817
2006-11-28,6.3055,6.6964
2006-11-29,6.2988,6.7116
2006-11-30,6.2719,6.7404
2006-12-01,6.1864,6.7733
2006-12-04,6.1632,6.7876
2006-12-05,6.1286,6.7684
2006-12-06,6.0986,6.7086
2006-12-07,6.1285,6.6834
2006-12-08,6.0875,6.7686
2006-12-11,6.1148,6.7367
2006-12-12,6.1638,6.7263
2006-12-13,6.1401,6.6897
2006-12-14,6.1455,6.6683
2006-12-15,6.178,6.6148
2006-12-18,6.2262,6.6335
2006-12-19,6.2169,6.6498
2006-12-20,6.2046,6.6887
2006-12-21,6.1812,6.7194
2006-12-22,6.1716,6.7802
2006-12-25,6.1985,6.7945
2006-12-26,6.1985,6.7704
2006-12-27,6.1985,6.7704
2006-12-28,6.2528,6.7651
2006-12-29,6.2533,6.738
2007-01-01,6.2551,6.7793
2007-01-02,6.2551,6.7687
2007-01-03,6.1854,6.7483
2007-01-04,6.2267,6.7044
2007-01-05,6.3124,6.5658
2007-01-08,6.3306,6.5623
2007-01-09,6.354,6.5571
2007-01-10,6.3416,6.5698
2007-01-11,6.3894,6.6156
2007-01-12,6.4329,6.6438
2007-01-15,6.4713,6.6689
2007-01-16,6.4361,6.6845
2007-01-17,6.4186,6.6455
2007-01-18,6.4668,6.7135
2007-01-19,6.4727,6.7002
2007-01-22,6.4578,6.7332
2007-01-23,6.4684,6.6991
2007-01-24,6.4034,6.5566
2007-01-25,6.3541,6.5564
2007-01-26,6.3276,6.5325
2007-01-29,6.3511,6.5848
2007-01-30,6.3269,6.6448
2007-01-31,6.2966,6.7269
2007-02-01,6.2899,6.6777
2007-02-02,6.2408,6.6643
2007-02-05,6.2485,6.6721
2007-02-06,6.2824,6.6516
2007-02-07,6.2617,6.7165
2007-02-08,6.2289,6.7205
2007-02-09,6.2316,6.7095
2007-02-12,6.2512,6.6952
2007-02-13,6.2485,6.7464
2007-02-14,6.2287,6.8153
2007-02-15,6.1833,6.8381
2007-02-16,6.1525,6.8359
2007-02-19,6.1319,6.8367
2007-02-20,6.1255,6.7942
2007-02-21,6.1175,6.7512
2007-02-22,6.1335,6.7651
2007-02-23,6.1525,6.7853
2007-02-26,6.1413,6.7291
2007-02-27,6.1269,6.7639999999999985
2007-02-28,6.0915,6.7723
2007-03-01,6.1464,6.7571
2007-03-02,6.1316,6.7166
2007-03-05,6.1658,6.7188
2007-03-06,6.2547,6.6656
2007-03-07,6.2302,6.6398
2007-03-08,6.2029,6.7049
2007-03-09,6.1991,6.7211
2007-03-12,6.1665,6.7311
2007-03-13,6.1736,6.6897
2007-03-14,6.1238,6.6897
2007-03-15,6.1613,6.6622
2007-03-16,6.1145,6.6256
2007-03-19,6.1084,6.6281
2007-03-20,6.1249,6.5462
2007-03-21,6.1409,6.5332
2007-03-22,6.1649,6.5489
2007-03-23,6.1179,6.5817
2007-03-26,6.0891,6.6089
2007-03-27,6.1266,6.658
2007-03-28,6.089,6.6254
2007-03-29,6.0934,6.5694
2007-03-30,6.068,6.6142
2007-04-02,6.0963,6.5947
2007-04-03,6.1039,6.5825
2007-04-04,6.1162,6.5626
2007-04-05,6.1171,6.4533
2007-04-06,6.0817,6.4317
2007-04-09,6.0817,6.41
2007-04-10,6.0817,6.4669
2007-04-11,6.0375,6.4943
2007-04-12,6.0315,6.4622
2007-04-13,6.0062,6.4547
2007-04-16,5.9847,6.4959
2007-04-17,5.9723,6.4959
2007-04-18,5.9628,6.4959
2007-04-19,5.9733,6.4104
2007-04-20,5.961,6.3263
2007-04-23,5.9588,6.3097
2007-04-24,5.9799,6.3687
2007-04-25,5.966,6.3332
2007-04-26,5.9814,6.3159
2007-04-27,5.9712,6.2753
2007-04-30,5.965,6.28
2007-05-01,5.9732,6.1873
2007-05-02,5.9732,6.1873
2007-05-03,5.9806,6.1496
2007-05-04,5.9664,6.1492
2007-05-07,5.9937,6.1531
2007-05-08,5.9655,6.1215
2007-05-09,6.0009,6.1042
2007-05-10,6.0096,6.1428
2007-05-11,6.0316,6.0779
2007-05-14,6.0633,6.1033
2007-05-15,6.051,6.0125
2007-05-16,6.0522,6.0724
2007-05-17,6.0207,6.1138
2007-05-18,6.0462,6.0713
2007-05-21,6.0659,6.1386
2007-05-22,6.0748,6.1134
2007-05-23,6.0447,6.1209
2007-05-24,6.02,6.0922
2007-05-25,6.0273,6.0894
2007-05-28,6.0222,6.1278
2007-05-29,6.0173,6.1132
2007-05-30,5.9953,6.1291
2007-05-31,6.0488,6.0947
2007-06-01,6.0355,6.0736
2007-06-04,6.0368,6.1114
2007-06-05,6.0143,6.0683
2007-06-06,5.974,5.9888
2007-06-07,5.9794,6.0446
2007-06-08,6.0,6.1025
2007-06-11,6.0682,6.1492
2007-06-12,6.0797,6.1747
2007-06-13,6.0783,6.1947
2007-06-14,6.0969,6.2111
2007-06-15,6.0939999999999985,6.2382
2007-06-18,6.0789,6.2232
2007-06-19,6.0243,6.2133
2007-06-20,6.0278,6.239
2007-06-21,5.9972,6.2952
2007-06-22,5.9972,6.265
2007-06-25,5.9423,6.3352
2007-06-26,5.9461,6.3334
2007-06-27,5.9510000000000005,6.312
2007-06-28,5.9328,6.3209
2007-06-29,5.9048,6.2876
2007-07-02,5.9034,6.2914
2007-07-03,5.8647,6.2424
2007-07-04,5.8363,6.2392
2007-07-05,5.8279,6.2309
2007-07-06,5.8094,6.2174
2007-07-09,5.8197,6.234
2007-07-10,5.8094,6.224
2007-07-11,5.8291,6.2625
2007-07-12,5.7918,6.2739
2007-07-13,5.7532,6.2471
2007-07-16,5.7415,6.2465
2007-07-17,5.7343,6.2494
2007-07-18,5.7254,6.3033
2007-07-19,5.7497,6.3279
2007-07-20,5.7189,6.3844
2007-07-23,5.7248,6.2738
2007-07-24,5.7246,6.2563
2007-07-25,5.7207,6.2962
2007-07-26,5.7855,6.2836
2007-07-27,5.8126,6.3033
2007-07-30,5.8897,6.2075
2007-07-31,5.8569,6.2243
2007-08-01,5.8069,6.1577
2007-08-02,5.8501,6.1717
2007-08-03,5.8281,6.1529
2007-08-06,5.7912,6.158
2007-08-07,5.7479,6.1628
2007-08-08,5.7826,6.1311
2007-08-09,5.7724,6.1605
2007-08-10,5.7848,6.169
2007-08-13,5.8597,6.1834
2007-08-14,5.849,6.2282
2007-08-15,5.8679,6.2887
2007-08-16,5.9298,6.3096
2007-08-17,5.994,6.2659
2007-08-20,5.9741,6.2722
2007-08-21,5.9298,6.3053
2007-08-22,5.9213,6.2296
2007-08-23,5.9231,6.2656
2007-08-24,5.8675,6.2777
2007-08-27,5.8421,6.2937
2007-08-28,5.8219,6.3199
2007-08-29,5.8164,6.277
2007-08-30,5.8371,6.2793
2007-08-31,5.8479,6.2923
2007-09-03,5.7964,6.2871
2007-09-04,5.8183,6.3252
2007-09-05,5.8387,6.3228
2007-09-06,5.8217,6.3482
2007-09-07,5.785,6.3679
2007-09-10,5.7743,6.4312
2007-09-11,5.7238,6.4646
2007-09-12,5.6796,6.535
2007-09-13,5.641,6.5269
2007-09-14,5.6375,6.6124
2007-09-17,5.6475,6.5488
2007-09-18,5.6223,6.5306
2007-09-19,5.6299,6.5401
2007-09-20,5.5653,6.5382
2007-09-21,5.5463,6.5312
2007-09-24,5.5424,6.5046
2007-09-25,5.5148,6.5113
2007-09-26,5.5338,6.5707
2007-09-27,5.5008,6.5486
2007-09-28,5.4654,6.5161
2007-10-01,5.4436,6.4682
2007-10-02,5.4016,6.5047
2007-10-03,5.4335,6.5767
2007-10-04,5.4237,6.5742
2007-10-05,5.4525,6.6221
2007-10-08,5.4138,6.586
2007-10-09,5.444,6.6578
2007-10-10,5.4894,6.6809
2007-10-11,5.4411,6.6685
2007-10-12,5.4099,6.7113
2007-10-15,5.3969,6.7457
2007-10-16,5.3852,6.7159
2007-10-17,5.4177,6.7607
2007-10-18,5.4028,6.7638
2007-10-19,5.3644,6.7536
2007-10-22,5.3692,6.7479
2007-10-23,5.4592,6.6679
2007-10-24,5.395,6.7107
2007-10-25,5.4431,6.6865
2007-10-26,5.4022,6.627999999999999
2007-10-29,5.3598,6.5498
2007-10-30,5.3659,6.5529
2007-10-31,5.3592,6.553
2007-11-01,5.3928,6.5627
2007-11-02,5.4285,6.5066
2007-11-05,5.4168,6.4565
2007-11-06,5.3945,6.4612
2007-11-07,5.3482,6.4958
2007-11-08,5.2751,6.4688
2007-11-09,5.2782,6.4519
2007-11-12,5.3201,6.4329
2007-11-13,5.4009,6.3748
2007-11-14,5.4145,6.3889
2007-11-15,5.3929,6.4036
2007-11-16,5.4604,6.4462
2007-11-19,5.4819,6.4218
2007-11-20,5.5125,6.4725
2007-11-21,5.4075,6.4341
2007-11-22,5.4283,6.4508
2007-11-23,5.412000000000001,6.4038
2007-11-26,5.4349,6.3769
2007-11-27,5.4143,6.3179
2007-11-28,5.4323,6.3055
2007-11-29,5.4977,6.2988
2007-11-30,5.4909,6.2719
2007-12-03,5.4969,6.1864
2007-12-04,5.5243,6.1632
2007-12-05,5.501,6.1286
2007-12-06,5.4823,6.0986
2007-12-07,5.5284,6.1285
2007-12-10,5.4727,6.0875
2007-12-11,5.4301,6.1148
2007-12-12,5.4509,6.1638
2007-12-13,5.4218,6.1401
2007-12-14,5.4022,6.1455
2007-12-17,5.4966,6.178
2007-12-18,5.542999999999998,6.2262
2007-12-19,5.5674,6.2169
2007-12-20,5.5881,6.2046
2007-12-21,5.5962,6.1812
2007-12-24,5.5869,6.1716
2007-12-25,5.5506,6.1985
2007-12-26,5.5506,6.1985
2007-12-27,5.5506,6.1985
2007-12-28,5.5081,6.2528
2007-12-31,5.4274,6.2533
2008-01-01,5.4059,6.2551
2008-01-02,5.4059,6.2551
2008-01-03,5.4368,6.1854
2008-01-04,5.3718,6.2267
2008-01-07,5.3405,6.3124
2008-01-08,5.3444,6.3306
2008-01-09,5.3652,6.354
2008-01-10,5.3753,6.3416
2008-01-11,5.3465,6.3894
2008-01-14,5.2856,6.4329
2008-01-15,5.2551,6.4713
2008-01-16,5.2620000000000005,6.4361
2008-01-17,5.3691,6.4186
2008-01-18,5.4142,6.4668
2008-01-21,5.4460000000000015,6.4727
2008-01-22,5.5424,6.4578
2008-01-23,5.5499,6.4684
2008-01-24,5.5325,6.4034
2008-01-25,5.4805,6.3541
2008-01-28,5.4566,6.3276
2008-01-29,5.4663,6.3511
2008-01-30,5.439,6.3269
2008-01-31,5.4321,6.2966
2008-02-01,5.4311,6.2899
2008-02-04,5.3909,6.2408
2008-02-05,5.4144,6.2485
2008-02-06,5.4531,6.2824
2008-02-07,5.5095,6.2617
2008-02-08,5.5392,6.2289
2008-02-11,5.5292,6.2316
2008-02-12,5.5195,6.2512
2008-02-13,5.5049,6.2485
2008-02-14,5.4731,6.2287
2008-02-15,5.4362,6.1833
2008-02-18,5.401,6.1525
2008-02-19,5.4079,6.1319
2008-02-20,5.332000000000002,6.1255
2008-02-21,5.3746,6.1175
2008-02-22,5.3349,6.1335
2008-02-25,5.3135,6.1525
2008-02-26,5.3189,6.1413
2008-02-27,5.3009,6.1269
2008-02-28,5.2207,6.0915
2008-02-29,5.2024,6.0915
2008-03-03,5.2179,6.1316
2008-03-04,5.2128,6.1316
2008-03-05,5.1647,6.1658
2008-03-06,5.1701,6.2547
2008-03-07,5.1139,6.2302
2008-03-10,5.1336,6.1991
2008-03-11,5.1405,6.1991
2008-03-12,5.1226,6.1665
2008-03-13,5.0982,6.1736
2008-03-14,5.0719,6.1238
2008-03-17,5.1337,6.1145
2008-03-18,5.1091,6.1145
2008-03-19,5.1154,6.1084
2008-03-20,5.1267,6.1249
2008-03-21,5.2634,6.1409
2008-03-24,5.2634,6.1179
2008-03-25,5.2634,6.1179
2008-03-26,5.194,6.0891
2008-03-27,5.1225,6.1266
2008-03-28,5.0786,6.089
2008-03-31,5.0946,6.068
2008-04-01,5.0917,6.068
2008-04-02,5.1545,6.0963
2008-04-03,5.1593,6.1039
2008-04-04,5.1546,6.1162
2008-04-07,5.0871,6.0817
2008-04-08,5.0777,6.0817
2008-04-09,5.0698,6.0817
2008-04-10,5.0496,6.0817
2008-04-11,4.9934,6.0375
2008-04-14,5.0158,6.0062
2008-04-15,5.0063,6.0062
2008-04-16,4.9978,5.9847
2008-04-17,4.9589,5.9723
2008-04-18,4.9839,5.9628
2008-04-21,5.0387,5.961
2008-04-22,4.9972,5.961
2008-04-23,4.9733,5.9588
2008-04-24,4.9718,5.9799
2008-04-25,5.0476,5.966
2008-04-28,5.1449,5.9712
2008-04-29,5.0969,5.9712
2008-04-30,5.1249,5.965
2008-05-01,5.1313,5.9732
2008-05-02,5.1313,5.9732
2008-05-05,5.1274,5.9664
2008-05-06,5.1197,5.9664
2008-05-07,5.0676,5.9937
2008-05-08,5.0904,5.9655
2008-05-09,5.1306,6.0009
2008-05-12,5.0744,6.0316
2008-05-13,5.0819,6.0316
2008-05-14,5.0708,6.0633
2008-05-15,5.0806,6.051
2008-05-16,5.0788,6.0522
2008-05-19,5.069,6.0462
2008-05-20,5.0,6.0462
2008-05-21,4.9997,6.0659
2008-05-22,4.9864,6.0748
2008-05-23,4.9854,6.0447
2008-05-26,5.0191,6.0273
2008-05-27,5.0057,6.0273
2008-05-28,4.9975,6.0222
2008-05-29,5.024,6.0173
2008-05-30,5.0646,5.9953
2008-06-02,5.0993,6.0355
2008-06-03,5.1173,6.0355
2008-06-04,5.1058,6.0368
2008-06-05,5.1568,6.0143
2008-06-06,5.1734,5.974
2008-06-09,5.0917,6.0
2008-06-10,5.0285,6.0
2008-06-11,5.1327,6.0682
2008-06-12,5.1499,6.0797
2008-06-13,5.2134,6.0783
2008-06-16,5.2491,6.0939999999999985
2008-06-17,5.195,6.0939999999999985
2008-06-18,5.1841,6.0789
2008-06-19,5.1898,6.0243
2008-06-20,5.1912,6.0278
2008-06-23,5.1528,5.9972
2008-06-24,5.1627,5.9972
2008-06-25,5.1224,5.9423
2008-06-26,5.0904,5.9461
2008-06-27,5.0594,5.9510000000000005
2008-06-30,5.0667,5.9048
2008-07-01,5.0806,5.9048
2008-07-02,5.0739,5.9034
2008-07-03,5.0867,5.8647
2008-07-04,5.0661,5.8363
2008-07-07,5.096,5.8094
2008-07-08,5.1022,5.8094
2008-07-09,5.1084,5.8197
2008-07-10,5.1212,5.8094
2008-07-11,5.1315,5.8291
2008-07-14,5.0903,5.7532
2008-07-15,5.0814,5.7532
2008-07-16,5.0263,5.7415
2008-07-17,5.0768,5.7343
2008-07-18,5.088,5.7254
2008-07-21,5.0955,5.7189
2008-07-22,5.0817,5.7189
2008-07-23,5.0603,5.7248
2008-07-24,5.1394,5.7246
2008-07-25,5.1668,5.7207
2008-07-28,5.1363,5.8126
2008-07-29,5.1283,5.8126
2008-07-30,5.1401,5.8897
2008-07-31,5.1594,5.8569
2008-08-01,5.1377,5.8069
2008-08-04,5.1342,5.8281
2008-08-05,5.1391,5.8281
2008-08-06,5.186,5.7912
2008-08-07,5.1867,5.7479
2008-08-08,5.169,5.7826
2008-08-11,5.3015,5.7848
2008-08-12,5.3274,5.7848
2008-08-13,5.3747,5.8597
2008-08-14,5.3654,5.849
2008-08-15,5.3706,5.8679
2008-08-18,5.4087,5.994
2008-08-19,5.422999999999999,5.994
2008-08-20,5.4183,5.9741
2008-08-21,5.3998,5.9298
2008-08-22,5.3632,5.9213
2008-08-25,5.3576,5.8675
2008-08-26,5.3721,5.8675
2008-08-27,5.4223,5.8421
2008-08-28,5.3674,5.8219
2008-08-29,5.3598,5.8164
2008-09-01,5.3909,5.8479
2008-09-02,5.4466,5.8479
2008-09-03,5.5156,5.7964
2008-09-04,5.5474,5.8183
2008-09-05,5.537000000000001,5.8387
2008-09-08,5.6198,5.785
2008-09-09,5.6265,5.785
2008-09-10,5.6794,5.7743
2008-09-11,5.7187,5.7238
2008-09-12,5.811,5.6796
2008-09-15,5.7703,5.6375
2008-09-16,5.7826,5.6375
2008-09-17,5.7798,5.6475
2008-09-18,5.8282,5.6223
2008-09-19,5.7468,5.6299
2008-09-22,5.8008,5.5463
2008-09-23,5.6053,5.5463
2008-09-24,5.5767,5.5424
2008-09-25,5.6222,5.5148
2008-09-26,5.6265,5.5338
2008-09-29,5.6475,5.4654
2008-09-30,5.79,5.4654
2008-10-01,5.8261,5.4436
2008-10-02,5.8661,5.4016
2008-10-03,5.9635,5.4335
2008-10-06,5.9939,5.4525
2008-10-07,6.1229,5.4525
2008-10-08,6.148,5.4138
2008-10-09,6.1157,5.444
2008-10-10,6.1131,5.4894
2008-10-13,6.1989,5.4099
2008-10-14,6.1797,5.4099
2008-10-15,6.1355,5.3969
2008-10-16,6.3145,5.3852
2008-10-17,6.5892,5.4177
2008-10-20,6.6361,5.3644
2008-10-21,6.5457,5.3644
2008-10-22,6.7461,5.3692
2008-10-23,7.0182,5.4592
2008-10-24,7.1468,5.395
2008-10-27,6.9863,5.4022
2008-10-28,7.0746,5.4022
2008-10-29,6.8258,5.3598
2008-10-30,6.6985,5.3659
2008-10-31,6.5362,5.3592
2008-11-03,6.6865,5.4285
2008-11-04,6.6136,5.4285
2008-11-05,6.6782,5.4168
2008-11-06,6.7288,5.3945
2008-11-07,6.8269,5.3482
2008-11-10,6.8368,5.2782
2008-11-11,6.7404,5.2782
2008-11-12,6.8597,5.3201
2008-11-13,7.0092,5.4009
2008-11-14,7.0794,5.4145
2008-11-17,6.9053,5.4604
2008-11-18,6.9447,5.4604
2008-11-19,7.0339,5.4819
2008-11-20,7.0207,5.5125
2008-11-21,7.0722,5.4075
2008-11-24,7.0838,5.412000000000001
2008-11-25,6.9976,5.412000000000001
2008-11-26,7.0888,5.4349
2008-11-27,6.9842,5.4143
2008-11-28,6.8837,5.4323
2008-12-01,7.0087,5.4909
2008-12-02,7.0523,5.4909
2008-12-03,7.0607,5.4969
2008-12-04,7.0546,5.5243
2008-12-05,7.1605,5.501
2008-12-08,7.2183,5.5284
2008-12-09,7.1005,5.5284
2008-12-10,7.1273,5.4727
2008-12-11,7.0627,5.4301
2008-12-12,6.9667,5.4509
2008-12-15,6.9048,5.4022
2008-12-16,6.9001,5.4022
2008-12-17,6.9503,5.4966
2008-12-18,6.7679,5.542999999999998
2008-12-19,6.7495,5.5674
2008-12-22,7.0542,5.5962
2008-12-23,7.0544,5.5962
2008-12-24,6.9824,5.5869
2008-12-25,7.0796,5.5506
2008-12-26,7.0796,5.5506
2008-12-29,7.0796,5.5081
2008-12-30,6.9692,5.5081
2008-12-31,6.9797,5.4274
2009-01-01,7.0058,5.4059
2009-01-02,7.0058,5.4059
2009-01-05,6.9919,5.3718
2009-01-06,6.9172,5.3718
2009-01-07,7.0395,5.3405
2009-01-08,6.9081,5.3444
2009-01-09,6.9637,5.3652
2009-01-12,6.9406,5.3465
2009-01-13,7.0278,5.3465
2009-01-14,7.1313,5.2856
2009-01-15,7.1593,5.2551
2009-01-16,7.2048,5.2620000000000005
2009-01-19,6.9424,5.4142
2009-01-20,6.9185,5.4142
2009-01-21,7.1087,5.4460000000000015
2009-01-22,7.0143,5.5424
2009-01-23,6.9547,5.5499
2009-01-26,7.0293,5.4805
2009-01-27,6.8464,5.4805
2009-01-28,6.7538,5.4566
2009-01-29,6.7021,5.4663
2009-01-30,6.7119,5.439
2009-02-02,6.9347,5.4311
2009-02-03,7.0074,5.4311
2009-02-04,7.0348,5.3909
2009-02-05,6.9371,5.4144
2009-02-06,6.8431,5.4531
2009-02-09,6.856,5.5392
2009-02-10,6.659,5.5392
2009-02-11,6.6638,5.5292
2009-02-12,6.7166,5.5195
