Date,HUF,YTD
2016-10-28,283.0,282.84
2016-10-31,283.34,284.95
2016-11-01,281.78,284.95
2016-11-02,279.12,281.29
2016-11-03,277.66,282.99
2016-11-04,278.27,285.6
2016-11-07,275.97,288.5
2016-11-08,276.67,288.5
2016-11-09,276.83,289.05
2016-11-10,276.67,291.8
2016-11-11,282.06,291.93
2016-11-14,283.61,291.12
2016-11-15,287.77,291.12
2016-11-16,287.94,290.07
2016-11-17,290.22,290.87
2016-11-18,288.66,292.07
2016-11-21,291.18,290.32
2016-11-22,290.78,290.32
2016-11-23,290.94,290.01
2016-11-24,292.44,292.66
2016-11-25,294.33,292.83
2016-11-28,292.04,294.26
2016-11-29,293.4,294.26
2016-11-30,294.52,294.97
2016-12-01,292.91,294.53
2016-12-02,295.44,292.92
2016-12-05,294.99,291.38
2016-12-06,293.38,291.38
2016-12-07,292.05,287.2
2016-12-08,291.69,288.51
2016-12-09,292.04,289.22
2016-12-12,297.8,289.33
2016-12-13,296.36,289.33
2016-12-14,296.24,289.19
2016-12-15,295.84,288.74
2016-12-16,300.58,287.99
2016-12-19,299.31,291.45
2016-12-20,299.17,291.45
2016-12-21,300.06,290.01
2016-12-22,297.74,289.01
2016-12-23,297.03,286.68
2016-12-26,296.46,288.58
2016-12-27,296.46,288.58
2016-12-28,295.96,288.58
2016-12-29,297.12,286.56
2016-12-30,296.65,286.94
2017-01-02,293.93,290.24
2017-01-03,295.7,290.24
2017-01-04,297.49,290.24
2017-01-05,295.44,289.4
2017-01-06,293.57,293.32
2017-01-09,290.15,290.57
2017-01-10,293.09,290.57
2017-01-11,292.14,290.52
2017-01-12,294.63,291.44
2017-01-13,287.62,293.24
2017-01-16,288.43,290.07
2017-01-17,290.15,290.07
2017-01-18,288.08,288.02
2017-01-19,288.75,289.59
2017-01-20,289.09,289.44
2017-01-23,290.72,288.64
2017-01-24,289.15,288.64
2017-01-25,288.68,288.86
2017-01-26,288.3,289.14
2017-01-27,290.64,288.58
2017-01-30,291.76,287.42
2017-01-31,292.38,287.42
2017-02-01,288.83,285.74
2017-02-02,287.1,286.53
2017-02-03,285.76,285.42
2017-02-06,288.11,277.07
2017-02-07,288.61,277.07
2017-02-08,290.13,276.69
2017-02-09,290.03,279.88
2017-02-10,288.77,277.28
2017-02-13,290.2,274.94
2017-02-14,289.79,274.94
2017-02-15,290.06,275.06
2017-02-16,292.2,276.6
2017-02-17,289.37,278.3
2017-02-20,289.5,279.22
2017-02-21,290.37,279.22
2017-02-22,291.26,278.58
2017-02-23,292.52,279.19
2017-02-24,291.51,279.61
2017-02-27,290.88,281.91
2017-02-28,290.63,281.91
2017-03-01,290.88,285.87
2017-03-02,292.37,285.27
2017-03-03,293.26,285.52
2017-03-06,293.12,283.41
2017-03-07,292.25,281.96
2017-03-08,292.66,282.69
2017-03-09,294.33,281.27
2017-03-10,294.89,282.17
2017-03-13,294.43,285.54
2017-03-14,293.0,279.78
2017-03-15,292.84,278.9
2017-03-16,292.63,279.53
2017-03-17,289.05,281.48
2017-03-20,287.37,274.11
2017-03-21,287.05,275.13
2017-03-22,285.4,275.48
2017-03-23,286.07,278.81
2017-03-24,286.69,280.9
2017-03-27,286.73,281.73
2017-03-28,284.88,281.73
2017-03-29,284.73,281.73
2017-03-30,288.07,280.67
2017-03-31,288.12,277.54
2017-04-03,287.74,275.91
2017-04-04,289.54,274.06
2017-04-05,290.47,274.42
2017-04-06,290.23,275.02
2017-04-07,290.42,275.52
2017-04-10,291.97,274.8
2017-04-11,294.34,275.17
2017-04-12,293.33,273.99
2017-04-13,294.17,273.24
2017-04-14,294.03,275.03
2017-04-17,294.03,276.62
2017-04-18,294.03,275.2
2017-04-19,292.62,274.48
2017-04-20,291.89,273.75
2017-04-21,291.76,271.6
2017-04-24,293.68,273.62
2017-04-25,287.12,275.33
2017-04-26,286.2,276.37
2017-04-27,286.36,276.6
2017-04-28,286.77,276.14
2017-05-01,285.8,273.55
2017-05-02,285.8,273.81
2017-05-03,286.03,270.46
2017-05-04,285.88,269.56
2017-05-05,285.58,271.69
2017-05-08,284.16,273.49
2017-05-09,284.55,274.51
2017-05-10,286.31,276.48
2017-05-11,285.42,276.48
2017-05-12,285.98,276.36
2017-05-15,285.25,276.5
2017-05-16,281.78,277.73
2017-05-17,279.9,278.61
2017-05-18,278.33,278.54
2017-05-19,279.17,280.21
2017-05-22,276.95,282.77
2017-05-23,274.53,282.36
2017-05-24,275.06,282.7
2017-05-25,275.27,282.95
2017-05-26,274.59,281.98
2017-05-29,274.56,281.51
2017-05-30,275.15,281.35
2017-05-31,276.23,281.72
2017-06-01,273.77,281.61
2017-06-02,274.13,281.11
2017-06-05,274.98,279.78
2017-06-06,273.11,280.11
2017-06-07,273.28,274.43
2017-06-08,275.17,273.6
2017-06-09,274.3,272.53
2017-06-12,274.98,274.57
2017-06-13,273.75,275.47
2017-06-14,273.66,277.22
2017-06-15,273.49,279.7
2017-06-16,275.65,279.48
2017-06-19,275.73,282.04
2017-06-20,274.21,279.24
2017-06-21,277.1,276.14
2017-06-22,277.32,277.6
2017-06-23,276.86,278.67
2017-06-26,276.68,275.95
2017-06-27,276.64,287.28
2017-06-28,274.34,289.46
2017-06-29,272.12,286.89
2017-06-30,271.67,285.8
2017-07-03,270.74,285.59
2017-07-04,272.01,284.26
2017-07-05,271.56,284.55
2017-07-06,272.01,283.81
2017-07-07,271.73,286.02
2017-07-10,270.22,284.77
2017-07-11,270.48,283.72
2017-07-12,270.17,283.35
2017-07-13,268.43,283.03
2017-07-14,269.13,283.05
2017-07-17,268.52,281.11
2017-07-18,267.01,283.02
2017-07-19,264.99,285.0
2017-07-20,265.69,285.21
2017-07-21,266.23,286.07
2017-07-24,262.3,285.62
2017-07-25,261.98,284.49
2017-07-26,261.24,284.68
2017-07-27,262.43,284.77
2017-07-28,260.6,285.29
2017-07-31,259.98,281.47
2017-08-01,259.76,280.92
2017-08-02,257.03,278.58
2017-08-03,256.88,277.94
2017-08-04,256.1,277.68
2017-08-07,256.45,279.44
2017-08-08,257.52,278.43
2017-08-09,257.74,280.53
2017-08-10,259.65,280.17
2017-08-11,260.29,277.55
2017-08-14,259.59,278.19
2017-08-15,258.03,277.85
2017-08-16,258.98,276.82
2017-08-17,259.65,274.38
2017-08-18,259.94,275.48
2017-08-21,258.57,274.2
2017-08-22,258.0,273.95
2017-08-23,258.01,274.32
2017-08-24,257.1,273.82
2017-08-25,257.64,275.11
2017-08-28,258.03,274.4
2017-08-29,254.94,273.25
2017-08-30,253.42,276.42
2017-08-31,256.53,276.66
2017-09-01,259.31,278.78
2017-09-04,255.95,278.17
2017-09-05,257.05,277.07
2017-09-06,257.69,277.28
2017-09-07,256.62,277.62
2017-09-08,255.36,274.67
2017-09-11,254.11,272.72
2017-09-12,255.3,273.88
2017-09-13,257.36,276.13
2017-09-14,257.13,275.45
2017-09-15,259.39,276.3
2017-09-18,258.22,275.68
2017-09-19,259.35,275.38
2017-09-20,257.98,275.65
2017-09-21,256.8,276.39
2017-09-22,260.91,276.73
2017-09-25,258.95,272.62
2017-09-26,261.44,272.44
2017-09-27,263.65,272.17
2017-09-28,265.01,273.57
2017-09-29,264.1,274.34
2017-10-02,263.15,275.06
2017-10-03,265.19,277.56
2017-10-04,265.51,274.28
2017-10-05,264.02,275.44
2017-10-06,265.22,272.81
2017-10-09,265.96,272.75
2017-10-10,265.89,272.76
2017-10-11,263.33,272.98
2017-10-12,261.99,274.78
2017-10-13,260.78,277.72
2017-10-16,261.34,277.66
2017-10-17,260.55,277.5
2017-10-18,261.37,279.18
2017-10-19,262.38,279.2
2017-10-20,260.7,279.7
2017-10-23,260.73,280.09
2017-10-24,262.4,283.21
2017-10-25,262.33,283.29
2017-10-26,263.18,283.44
2017-10-27,264.03,282.92
2017-10-30,268.19,283.0
2017-10-31,267.83,283.34
2017-11-01,267.78,281.78
2017-11-02,268.47,279.12
2017-11-03,266.98,277.66
2017-11-06,266.18,278.27
2017-11-07,268.46,275.97
2017-11-08,268.98,276.67
2017-11-09,269.07,276.83
2017-11-10,268.34,276.67
2017-11-13,267.72,282.06
2017-11-14,267.71,283.61
2017-11-15,265.62,287.77
2017-11-16,263.61,287.94
2017-11-17,265.5,290.22
2017-11-20,264.16,288.66
2017-11-21,265.21,291.18
2017-11-22,267.05,290.78
2017-11-23,266.87,290.94
2017-11-24,264.22,292.44
2017-11-27,262.55,294.33
2017-11-28,260.41,292.04
2017-11-29,261.6,293.4
2017-11-30,263.46,294.52
2017-12-01,263.96,292.91
2017-12-04,264.03,295.44
2017-12-05,263.87,294.99
2017-12-06,265.01,293.38
2017-12-07,266.1,292.05
2017-12-08,267.13,291.69
2017-12-11,267.84,292.04
2017-12-12,266.15,297.8
2017-12-13,267.15,296.36
2017-12-14,267.86,296.24
2017-12-15,265.15,295.84
2017-12-18,265.48,300.58
2017-12-19,265.93,299.31
2017-12-20,264.82,299.17
2017-12-21,264.04,300.06
2017-12-22,263.39,297.74
2017-12-25,263.07,297.03
2017-12-26,263.07,296.46
2017-12-27,263.07,296.46
2017-12-28,261.45,295.96
2017-12-29,260.01,297.12
2018-01-01,258.76,296.65
2018-01-02,258.76,293.93
2018-01-03,255.77,295.7
2018-01-04,257.25,297.49
2018-01-05,255.72,295.44
2018-01-08,256.35,293.57
2018-01-09,257.95,290.15
2018-01-10,259.27,293.09
2018-01-11,258.44,292.14
2018-01-12,257.49,294.63
2018-01-15,254.38,287.62
2018-01-16,251.61,288.43
2018-01-17,252.45,290.15
2018-01-18,253.03,288.08
2018-01-19,252.15,288.75
2018-01-22,252.31,289.09
2018-01-23,253.0,290.72
2018-01-24,253.19,289.15
2018-01-25,250.17,288.68
2018-01-26,249.34,288.3
2018-01-29,249.12,290.64
2018-01-30,249.89,291.76
2018-01-31,249.88,292.38
2018-02-01,249.38,288.83
2018-02-02,248.86,287.1
2018-02-05,247.75,285.76
2018-02-06,248.87,288.11
2018-02-07,251.97,288.61
2018-02-08,251.1,290.13
2018-02-09,253.8,290.03
2018-02-12,254.28,288.77
2018-02-13,254.4,290.2
2018-02-14,253.11,289.79
2018-02-15,253.34,290.06
2018-02-16,249.48,292.2
2018-02-19,249.74,289.37
2018-02-20,250.73,289.5
2018-02-21,252.66,290.37
2018-02-22,253.53,291.26
2018-02-23,254.72,292.52
2018-02-26,254.39,291.51
2018-02-27,254.54,290.88
2018-02-28,255.24,290.63
2018-03-01,257.02,290.88
2018-03-02,257.81,292.37
2018-03-05,254.94,293.26
2018-03-06,254.94,293.12
2018-03-07,252.28,292.25
2018-03-08,251.06,292.66
