Date,CHF,YTD
2008-04-02,1.0049,1.2199
2008-04-03,1.0116,1.214
2008-04-04,1.0205,1.2184
2008-04-07,1.0095,1.2195
2008-04-08,1.0143,1.2195
2008-04-09,1.014,1.2195
2008-04-10,1.0133,1.2195
2008-04-11,0.99118,1.2186
2008-04-14,0.99842,1.2181
2008-04-15,0.9942,1.2181
2008-04-16,0.99931,1.2091
2008-04-17,0.99799,1.2126
2008-04-18,1.0076,1.2109
2008-04-21,1.0227,1.2016
2008-04-22,1.0101,1.2016
2008-04-23,1.0084,1.2064
2008-04-24,1.0086,1.2114
2008-04-25,1.0245,1.2065
2008-04-28,1.0368,1.2086
2008-04-29,1.0354,1.2086
2008-04-30,1.0374,1.2044
2008-05-01,1.0391,1.2097
2008-05-02,1.0391,1.2097
2008-05-05,1.0505,1.2105
2008-05-06,1.0547,1.2105
2008-05-07,1.048,1.2152
2008-05-08,1.0564,1.2098
2008-05-09,1.0562,1.2162
2008-05-12,1.0406,1.2178
2008-05-13,1.0512,1.2178
2008-05-14,1.0487,1.219
2008-05-15,1.0564,1.2189
2008-05-16,1.056,1.2192
2008-05-19,1.0545,1.2248
2008-05-20,1.0469,1.2248
2008-05-21,1.0419,1.227
2008-05-22,1.0302,1.2319
2008-05-23,1.0279,1.2309
2008-05-26,1.0275,1.2275
2008-05-27,1.0251,1.2275
2008-05-28,1.0253,1.2275
2008-05-29,1.0383,1.2284
2008-05-30,1.0476,1.2217
2008-06-02,1.0495,1.2248
2008-06-03,1.0426,1.2248
2008-06-04,1.0332,1.2291
2008-06-05,1.0369,1.2242
2008-06-06,1.0484,1.2181
2008-06-09,1.0376,1.2232
2008-06-10,1.0202,1.2232
2008-06-11,1.0357,1.2342
2008-06-12,1.0388,1.238
2008-06-13,1.0451,1.2406
2008-06-16,1.0507,1.2439
2008-06-17,1.0433,1.2439
2008-06-18,1.0447,1.245
2008-06-19,1.0431,1.2399
2008-06-20,1.0462,1.2405
2008-06-23,1.0356,1.2401
2008-06-24,1.0452,1.2401
2008-06-25,1.0396,1.2332
2008-06-26,1.0397,1.2286
2008-06-27,1.0288,1.2293
2008-06-30,1.0194,1.2285
2008-07-01,1.0185,1.2285
2008-07-02,1.0177,1.2257
2008-07-03,1.0208,1.2136
2008-07-04,1.0133,1.2168
2008-07-07,1.0264,1.2136
2008-07-08,1.0318,1.2136
2008-07-09,1.0262,1.2201
2008-07-10,1.0325,1.2174
2008-07-11,1.0328,1.2113
2008-07-14,1.0229,1.2021
2008-07-15,1.0243,1.2021
2008-07-16,1.0047,1.2029
2008-07-17,1.0096,1.2014
2008-07-18,1.0187,1.2021
2008-07-21,1.0247,1.2001
2008-07-22,1.0228,1.2001
2008-07-23,1.016,1.2041
2008-07-24,1.0347,1.2035
2008-07-25,1.038,1.2033
2008-07-28,1.0339,1.2102
2008-07-29,1.0342,1.2102
2008-07-30,1.0379,1.2105
2008-07-31,1.0466,1.2034
2008-08-01,1.0476,1.2052
2008-08-04,1.0482,1.207
2008-08-05,1.0501,1.207
2008-08-06,1.0533,1.205
2008-08-07,1.0525,1.1858
2008-08-08,1.055,1.1923
2008-08-11,1.0772,1.1946
2008-08-12,1.0793,1.1946
2008-08-13,1.0877,1.1952
2008-08-14,1.0878,1.2009
2008-08-15,1.088,1.2082
2008-08-18,1.097,1.2161
2008-08-19,1.0997,1.2161
2008-08-20,1.0976,1.2074
2008-08-21,1.0979,1.2084
2008-08-22,1.0917,1.2028
2008-08-25,1.0959,1.2072
2008-08-26,1.098,1.2072
2008-08-27,1.1055,1.2018
2008-08-28,1.0924,1.2034
2008-08-29,1.0905,1.1977
2008-09-01,1.097,1.2051
2008-09-02,1.0987,1.2051
2008-09-03,1.1088,1.2004
2008-09-04,1.1114,1.2088
2008-09-05,1.1068,1.2125
2008-09-08,1.1152,1.2018
2008-09-09,1.1293,1.2018
2008-09-10,1.1309,1.2001
2008-09-11,1.1301,1.1872
2008-09-12,1.138,1.1864
2008-09-15,1.1374,1.1812
2008-09-16,1.1238,1.1812
2008-09-17,1.1091,1.1878
2008-09-18,1.1193,1.186
2008-09-19,1.0921,1.1884
2008-09-22,1.1222,1.1733
2008-09-23,1.0972,1.1733
2008-09-24,1.0811,1.1757
2008-09-25,1.0858,1.172
2008-09-26,1.0846,1.1689
2008-09-29,1.0846,1.169
2008-09-30,1.1043,1.169
2008-10-01,1.1028,1.1708
2008-10-02,1.1234,1.1666
2008-10-03,1.1316,1.1752
2008-10-06,1.1316,1.1784
2008-10-07,1.1394,1.1784
2008-10-08,1.1389,1.1759
2008-10-09,1.1318,1.1838
2008-10-10,1.1301,1.1875
2008-10-13,1.1175,1.1785
2008-10-14,1.1303,1.1785
2008-10-15,1.129,1.1856
2008-10-16,1.1321,1.1804
2008-10-17,1.1323,1.1840000000000002
2008-10-20,1.135,1.1677
2008-10-21,1.1397,1.1677
2008-10-22,1.1547,1.1698
2008-10-23,1.1673,1.1753
2008-10-24,1.1653,1.1721
2008-10-27,1.1564,1.1672
2008-10-28,1.1587,1.1672
2008-10-29,1.1592,1.1632
2008-10-30,1.1507,1.1657
2008-10-31,1.1354,1.1627
2008-11-03,1.1512,1.1603
2008-11-04,1.1568,1.1603
2008-11-05,1.1656,1.1555
2008-11-06,1.1695,1.1518
2008-11-07,1.1737,1.1451
2008-11-10,1.1746,1.1319
2008-11-11,1.1739,1.1319
2008-11-12,1.175,1.1226
2008-11-13,1.1866,1.1251
2008-11-14,1.1909999999999998,1.1252
2008-11-17,1.1913,1.124
2008-11-18,1.1967,1.124
2008-11-19,1.1986,1.1198
2008-11-20,1.2053,1.1177
2008-11-21,1.2191,1.1098
2008-11-24,1.2196,1.1027
2008-11-25,1.2086,1.1027
2008-11-26,1.2052,1.1022
2008-11-27,1.1949,1.1029
2008-11-28,1.1977,1.0976
2008-12-01,1.2143,1.1199
2008-12-02,1.2105,1.1199
2008-12-03,1.2059,1.1206
2008-12-04,1.2146,1.1297
2008-12-05,1.2151,1.118
2008-12-08,1.2144,1.1339
2008-12-09,1.2129,1.1339
2008-12-10,1.2146,1.1298
2008-12-11,1.206,1.1249
2008-12-12,1.1908,1.1348
2008-12-15,1.1804,1.1362
2008-12-16,1.1687,1.1362
2008-12-17,1.1551,1.1488
2008-12-18,1.1125,1.1542
2008-12-19,1.0515,1.1516
2008-12-22,1.1082,1.1571
2008-12-23,1.1,1.1571
2008-12-24,1.0856,1.1552
2008-12-25,1.0741,1.155
2008-12-26,1.0741,1.155
2008-12-29,1.0741,1.1492
2008-12-30,1.0463,1.1492
2008-12-31,1.0614,1.1301
2009-01-01,1.067,1.124
2009-01-02,1.067,1.124
2009-01-05,1.0727,1.1131
2009-01-06,1.1088,1.1131
2009-01-07,1.1265,1.114
2009-01-08,1.1038,1.1136
2009-01-09,1.0972,1.1172
2009-01-12,1.096,1.1113
2009-01-13,1.1203,1.1113
2009-01-14,1.1203,1.1028
2009-01-15,1.1205,1.092
2009-01-16,1.1253,1.0895
2009-01-19,1.12,1.0989
2009-01-20,1.1237,1.0989
2009-01-21,1.1452,1.1002
2009-01-22,1.1436,1.1042
2009-01-23,1.158,1.1032
2009-01-26,1.1688,1.0898
2009-01-27,1.1571,1.0898
2009-01-28,1.1399,1.0973
2009-01-29,1.1435,1.0907
2009-01-30,1.1489,1.0935
2009-02-02,1.1603,1.0794
2009-02-03,1.1655,1.0794
2009-02-04,1.1595,1.079
2009-02-05,1.1621,1.0896
2009-02-06,1.1629,1.1014
2009-02-09,1.1732,1.0972
2009-02-10,1.1577,1.0972
2009-02-11,1.1615,1.1034
2009-02-12,1.1572,1.1006
2009-02-13,1.1599,1.1034
2009-02-16,1.1644,1.1016
2009-02-17,1.1659,1.1016
2009-02-18,1.1725,1.0919
2009-02-19,1.1743,1.102
2009-02-20,1.1745,1.0937
2009-02-23,1.1851,1.0997
2009-02-24,1.1649,1.0997
2009-02-25,1.16,1.0843
2009-02-26,1.1605,1.0888
2009-02-27,1.1616,1.0867
2009-03-02,1.1738,1.0606
2009-03-03,1.1757,1.0473
2009-03-04,1.1753,1.0384
2009-03-05,1.1774,1.0373
2009-03-06,1.176,1.0402
2009-03-09,1.1563,1.0326
2009-03-10,1.1674,1.0206
2009-03-11,1.1474,1.0232
2009-03-12,1.1553,1.0267
2009-03-13,1.1911,1.022
2009-03-16,1.1902,1.0096
2009-03-17,1.1824,1.0116
2009-03-18,1.1843,0.98408
2009-03-19,1.1677,0.98979
2009-03-20,1.1254,0.99809
2009-03-23,1.1286,1.0136
2009-03-24,1.1286,1.0136
2009-03-25,1.1303,1.0136
2009-03-26,1.1286,1.0102
2009-03-27,1.1219,0.99835
2009-03-30,1.1425,0.99379
2009-03-31,1.149,0.99614
2009-04-01,1.1386,0.99532
2009-04-02,1.1404,1.0049
2009-04-03,1.1395,1.0116
2009-04-06,1.1349,1.0205
2009-04-07,1.1297,1.0095
2009-04-08,1.1444,1.0143
2009-04-09,1.1465,1.014
2009-04-10,1.1497,1.0133
2009-04-13,1.1497,0.99118
2009-04-14,1.1497,0.99842
2009-04-15,1.1412,0.9942
2009-04-16,1.1463,0.99931
2009-04-17,1.1463,0.99799
2009-04-20,1.1654,1.0076
2009-04-21,1.1703,1.0227
2009-04-22,1.1687,1.0101
2009-04-23,1.1679,1.0084
2009-04-24,1.1594,1.0086
2009-04-27,1.1413,1.0245
2009-04-28,1.1488,1.0368
2009-04-29,1.1575,1.0354
2009-04-30,1.1355,1.0374
2009-05-01,1.1349,1.0391
2009-05-04,1.1349,1.0391
2009-05-05,1.1414,1.0505
2009-05-06,1.1276,1.0547
2009-05-07,1.1326,1.048
2009-05-08,1.1349,1.0564
2009-05-11,1.1279,1.0562
2009-05-12,1.1093,1.0406
2009-05-13,1.1027,1.0512
2009-05-14,1.105,1.0487
2009-05-15,1.1099,1.0564
2009-05-18,1.1113,1.056
2009-05-19,1.1201,1.0545
2009-05-20,1.1127,1.0469
2009-05-21,1.1047,1.0419
2009-05-22,1.1019,1.0302
2009-05-25,1.0891,1.0279
2009-05-26,1.0834,1.0275
2009-05-27,1.0889,1.0251
2009-05-28,1.0888,1.0253
2009-05-29,1.091,1.0383
2009-06-01,1.0731,1.0476
2009-06-02,1.0647,1.0495
2009-06-03,1.0631,1.0426
2009-06-04,1.0681,1.0332
2009-06-05,1.0731,1.0369
2009-06-08,1.0715,1.0484
2009-06-09,1.0938,1.0376
2009-06-10,1.0859,1.0202
2009-06-11,1.0749,1.0357
2009-06-12,1.0824,1.0388
2009-06-15,1.0782,1.0451
2009-06-16,1.091,1.0507
2009-06-17,1.085,1.0433
2009-06-18,1.0908,1.0447
2009-06-19,1.0785,1.0431
2009-06-22,1.084,1.0462
2009-06-23,1.0877,1.0356
2009-06-24,1.0753,1.0452
2009-06-25,1.0823,1.0396
2009-06-26,1.0984,1.0397
2009-06-29,1.0836,1.0288
2009-06-30,1.0855,1.0194
2009-07-01,1.08,1.0185
2009-07-02,1.0812,1.0177
2009-07-03,1.0844,1.0208
2009-07-06,1.087,1.0133
2009-07-07,1.0936,1.0264
2009-07-08,1.0829,1.0318
2009-07-09,1.0907,1.0262
2009-07-10,1.0807,1.0325
2009-07-13,1.0891,1.0328
2009-07-14,1.0829,1.0229
2009-07-15,1.0835,1.0243
2009-07-16,1.0774,1.0047
2009-07-17,1.0725,1.0096
2009-07-20,1.0783,1.0187
2009-07-21,1.069,1.0247
2009-07-22,1.0677,1.0228
2009-07-23,1.0686,1.016
2009-07-24,1.0685,1.0347
2009-07-27,1.0696,1.038
2009-07-28,1.0678,1.0339
2009-07-29,1.0699,1.0342
2009-07-30,1.0825,1.0379
2009-07-31,1.0897,1.0466
2009-08-03,1.0834,1.0476
2009-08-04,1.0659,1.0482
2009-08-05,1.0627,1.0501
2009-08-06,1.0629,1.0533
2009-08-07,1.064,1.0525
2009-08-10,1.0648,1.055
2009-08-11,1.0805,1.0772
2009-08-12,1.0801,1.0793
2009-08-13,1.0781,1.0877
2009-08-14,1.0724,1.0878
2009-08-17,1.0681,1.088
2009-08-18,1.081,1.097
2009-08-19,1.0784,1.0997
2009-08-20,1.0737,1.0976
2009-08-21,1.065,1.0979
2009-08-24,1.0579,1.0917
2009-08-25,1.0601,1.0959
2009-08-26,1.0591,1.098
2009-08-27,1.0644,1.1055
2009-08-28,1.0677,1.0924
2009-08-31,1.0561,1.0905
2009-09-01,1.0628,1.097
2009-09-02,1.0586,1.0987
2009-09-03,1.0666,1.1088
2009-09-04,1.0564,1.1114
2009-09-07,1.0628,1.1068
2009-09-08,1.0594,1.1152
2009-09-09,1.0474,1.1293
2009-09-10,1.0448,1.1309
2009-09-11,1.0417,1.1301
2009-09-14,1.0372,1.138
2009-09-15,1.0393,1.1374
2009-09-16,1.0377,1.1238
2009-09-17,1.0358,1.1091
2009-09-18,1.0323,1.1193
2009-09-21,1.03,1.0921
2009-09-22,1.0357,1.1222
2009-09-23,1.025,1.0972
2009-09-24,1.023,1.0811
2009-09-25,1.0236,1.0858
2009-09-28,1.0305,1.0846
2009-09-29,1.0317,1.0846
2009-09-30,1.0395,1.1043
2009-10-01,1.0297,1.1028
2009-10-02,1.0431,1.1234
2009-10-05,1.0392,1.1316
2009-10-06,1.0333,1.1316
2009-10-07,1.0269,1.1394
2009-10-08,1.031,1.1389
2009-10-09,1.0273,1.1318
2009-10-12,1.0296,1.1301
2009-10-13,1.0278,1.1175
2009-10-14,1.0206,1.1303
2009-10-15,1.0192,1.129
2009-10-16,1.018,1.1321
2009-10-19,1.0209,1.1323
2009-10-20,1.0147,1.135
2009-10-21,1.01,1.1397
2009-10-22,1.0128,1.1547
2009-10-23,1.007,1.1673
2009-10-26,1.0075,1.1653
2009-10-27,1.0075,1.1564
2009-10-28,1.0182,1.1587
2009-10-29,1.0219,1.1592
2009-10-30,1.0217,1.1507
2009-11-02,1.0218,1.1354
2009-11-03,1.0217,1.1512
2009-11-04,1.0316,1.1568
2009-11-05,1.0238,1.1656
2009-11-06,1.0166,1.1695
2009-11-09,1.017,1.1737
2009-11-10,1.0079,1.1746
2009-11-11,1.01,1.1739
2009-11-12,1.0045,1.175
2009-11-13,1.0123,1.1866
2009-11-16,1.0155,1.1909999999999998
2009-11-17,1.0086,1.1913
2009-11-18,1.0159,1.1967
2009-11-19,1.0104,1.1986
2009-11-20,1.018,1.2053
2009-11-23,1.021,1.2191
2009-11-24,1.0094,1.2196
2009-11-25,1.0094,1.2086
2009-11-26,1.0008,1.2052
2009-11-27,1.0018,1.1949
2009-11-30,1.0098,1.1977
2009-12-01,1.0032,1.2143
2009-12-02,1.0003,1.2105
2009-12-03,0.99881,1.2059
2009-12-04,0.99755,1.2146
2009-12-07,0.99967,1.2151
2009-12-08,1.0227,1.2144
2009-12-09,1.0228,1.2129
2009-12-10,1.0234,1.2146
2009-12-11,1.026,1.206
2009-12-14,1.0249,1.1908
2009-12-15,1.0324,1.1804
2009-12-16,1.04,1.1687
2009-12-17,1.0389,1.1551
2009-12-18,1.0495,1.1125
2009-12-21,1.0433,1.0515
2009-12-22,1.0397,1.1082
2009-12-23,1.0496,1.1
2009-12-24,1.0434,1.0856
2009-12-25,1.0336,1.0741
2009-12-28,1.0336,1.0741
2009-12-29,1.0335,1.0741
2009-12-30,1.0311,1.0463
2009-12-31,1.0377,1.0614
2010-01-01,1.0298,1.067
2010-01-04,1.0298,1.067
2010-01-05,1.0336,1.0727
2010-01-06,1.0287,1.1088
2010-01-07,1.033,1.1265
2010-01-08,1.0369,1.1038
2010-01-11,1.038,1.0972
2010-01-12,1.0156,1.096
2010-01-13,1.0181,1.1203
2010-01-14,1.0155,1.1203
2010-01-15,1.022,1.1205
2010-01-18,1.0266,1.1253
2010-01-19,1.0262,1.12
2010-01-20,1.0337,1.1237
2010-01-21,1.0447,1.1452
2010-01-22,1.0469,1.1436
2010-01-25,1.0405,1.158
2010-01-26,1.0408,1.1688
2010-01-27,1.0453,1.1571
2010-01-28,1.0461,1.1399
2010-01-29,1.0519,1.1435
2010-02-01,1.0498,1.1489
2010-02-02,1.0584,1.1603
2010-02-03,1.0571,1.1655
2010-02-04,1.0539,1.1595
2010-02-05,1.0609,1.1621
2010-02-08,1.0724,1.1629
2010-02-09,1.072,1.1732
2010-02-10,1.0663,1.1577
2010-02-11,1.0668,1.1615
2010-02-12,1.0689,1.1572
2010-02-15,1.0794,1.1599
2010-02-16,1.0775,1.1644
2010-02-17,1.0754,1.1659
2010-02-18,1.0694,1.1725
2010-02-19,1.0799,1.1743
2010-02-22,1.0843,1.1745
2010-02-23,1.0751,1.1851
2010-02-24,1.0803,1.1649
2010-02-25,1.0808,1.16
2010-02-26,1.0848,1.1605
2010-03-01,1.0787,1.1616
2010-03-02,1.0827,1.1738
2010-03-03,1.0797,1.1757
2010-03-04,1.0724,1.1753
2010-03-05,1.0705,1.1774
2010-03-08,1.0773,1.176
2010-03-09,1.0707,1.1563
2010-03-10,1.0789,1.1674
2010-03-11,1.0741,1.1474
2010-03-12,1.0707,1.1553
2010-03-15,1.0604,1.1911
2010-03-16,1.06,1.1902
2010-03-17,1.0578,1.1824
2010-03-18,1.0549,1.1843
2010-03-19,1.0596,1.1677
2010-03-22,1.061,1.1254
2010-03-23,1.0651,1.1286
2010-03-24,1.0593,1.1286
2010-03-25,1.0708,1.1303
2010-03-26,1.0692,1.1286
2010-03-29,1.0699,1.1219
2010-03-30,1.0637,1.1425
2010-03-31,1.0619,1.149
2010-04-01,1.0591,1.1386
2010-04-02,1.0528,1.1404
2010-04-05,1.0528,1.1395
2010-04-06,1.0528,1.1349
2010-04-07,1.0693,1.1297
2010-04-08,1.0735,1.1444
2010-04-09,1.0773,1.1465
2010-04-12,1.0732,1.1497
2010-04-13,1.0595,1.1497
2010-04-14,1.0579,1.1497
2010-04-15,1.0553,1.1412
2010-04-16,1.0590000000000002,1.1463
2010-04-19,1.0593,1.1463
2010-04-20,1.068,1.1654
2010-04-21,1.0629,1.1703
2010-04-22,1.0715,1.1687
2010-04-23,1.0739,1.1679
2010-04-26,1.0784,1.1594
2010-04-27,1.0766,1.1413
2010-04-28,1.08,1.1488
2010-04-29,1.0827,1.1575
2010-04-30,1.0824,1.1355
2010-05-03,1.0771,1.1349
2010-05-04,1.0823,1.1349
2010-05-05,1.0944,1.1414
2010-05-06,1.1084,1.1276
2010-05-07,1.1104,1.1326
2010-05-10,1.1097,1.1349
2010-05-11,1.0986,1.1279
2010-05-12,1.11,1.1093
2010-05-13,1.1085,1.1027
2010-05-14,1.1131,1.105
2010-05-17,1.1223,1.1099
2010-05-18,1.1348,1.1113
2010-05-19,1.1287,1.1201
2010-05-20,1.1445,1.1127
2010-05-21,1.1496,1.1047
2010-05-24,1.1529,1.1019
2010-05-25,1.1601,1.0891
2010-05-26,1.1653,1.0834
2010-05-27,1.1541,1.0889
2010-05-28,1.1558,1.0888
2010-05-31,1.1513,1.091
2010-06-01,1.1563,1.0731
2010-06-02,1.1668,1.0647
2010-06-03,1.158,1.0631
2010-06-04,1.1533,1.0681
2010-06-07,1.1568,1.0731
2010-06-08,1.1632,1.0715
2010-06-09,1.155,1.0938
2010-06-10,1.1459,1.0859
2010-06-11,1.1447,1.0749
2010-06-14,1.1456,1.0824
2010-06-15,1.1356,1.0782
2010-06-16,1.1419,1.091
2010-06-17,1.1312,1.085
2010-06-18,1.1145,1.0908
2010-06-21,1.111,1.0785
2010-06-22,1.1087,1.084
2010-06-23,1.1113,1.0877
2010-06-24,1.1092,1.0753
2010-06-25,1.1054,1.0823
2010-06-28,1.1008,1.0984
2010-06-29,1.0849,1.0836
2010-06-30,1.0869,1.0855
2010-07-01,1.0825,1.08
2010-07-02,1.0689,1.0812
2010-07-05,1.0659999999999998,1.0844
2010-07-06,1.0634,1.087
2010-07-07,1.0631,1.0936
2010-07-08,1.0593,1.0829
2010-07-09,1.0522,1.0907
2010-07-12,1.0549,1.0807
2010-07-13,1.0618,1.0891
2010-07-14,1.0611,1.0829
2010-07-15,1.0571,1.0835
2010-07-16,1.0461,1.0774
2010-07-19,1.0418,1.0725
2010-07-20,1.0527,1.0783
2010-07-21,1.054,1.069
2010-07-22,1.0486,1.0677
2010-07-23,1.0442,1.0686
2010-07-26,1.0458,1.0685
2010-07-27,1.0497,1.0696
2010-07-28,1.0569,1.0678
2010-07-29,1.0591,1.0699
2010-07-30,1.0452,1.0825
2010-08-02,1.0394,1.0897
2010-08-03,1.0449,1.0834
2010-08-04,1.0371,1.0659
2010-08-05,1.0397,1.0627
2010-08-06,1.0482,1.0629
2010-08-09,1.0496,1.064
2010-08-10,1.0391,1.0648
2010-08-11,1.058,1.0805
2010-08-12,1.0522,1.0801
2010-08-13,1.0549,1.0781
2010-08-16,1.0538,1.0724
2010-08-17,1.0413,1.0681
2010-08-18,1.0428,1.081
2010-08-19,1.0422,1.0784
2010-08-20,1.0386,1.0737
2010-08-23,1.0346,1.065
2010-08-24,1.0359,1.0579
2010-08-25,1.0432,1.0601
2010-08-26,1.0302,1.0591
2010-08-27,1.0263,1.0644
2010-08-30,1.0229,1.0677
2010-08-31,1.028,1.0561
2010-09-01,1.0201,1.0628
2010-09-02,1.013,1.0586
2010-09-03,1.0105,1.0666
2010-09-06,1.0163,1.0564
2010-09-07,1.0152,1.0628
2010-09-08,1.0125,1.0594
2010-09-09,1.011,1.0474
2010-09-10,1.0113,1.0448
2010-09-13,1.0232,1.0417
2010-09-14,1.0148,1.0372
2010-09-15,1.0047,1.0393
2010-09-16,1.0023,1.0377
2010-09-17,1.0112,1.0358
2010-09-20,1.0115,1.0323
2010-09-21,1.0066,1.03
2010-09-22,1.0027,1.0357
2010-09-23,0.989,1.025
2010-09-24,0.98611,1.023
2010-09-27,0.98143,1.0236
2010-09-28,0.98368,1.0305
2010-09-29,0.98603,1.0317
2010-09-30,0.97678,1.0395
2010-10-01,0.97355,1.0297
2010-10-04,0.97793,1.0431
2010-10-05,0.97242,1.0392
2010-10-06,0.96865,1.0333
2010-10-07,0.96428,1.0269
2010-10-08,0.96027,1.031
2010-10-11,0.96728,1.0273
2010-10-12,0.9624,1.0296
2010-10-13,0.96132,1.0278
2010-10-14,0.95658,1.0206
2010-10-15,0.94929,1.0192
2010-10-18,0.95273,1.018
2010-10-19,0.96136,1.0209
2010-10-20,0.96724,1.0147
2010-10-21,0.96349,1.01
2010-10-22,0.96269,1.0128
2010-10-25,0.97122,1.007
2010-10-26,0.97057,1.0075
2010-10-27,0.97455,1.0075
2010-10-28,0.98812,1.0182
2010-10-29,0.98636,1.0219
2010-11-01,0.98925,1.0217
2010-11-02,0.98779,1.0218
2010-11-03,0.98202,1.0217
2010-11-04,0.98195,1.0316
2010-11-05,0.96757,1.0238
2010-11-08,0.9618,1.0166
2010-11-09,0.96537,1.017
2010-11-10,0.96235,1.0079
2010-11-11,0.97328,1.01
2010-11-12,0.96949,1.0045
2010-11-15,0.97418,1.0123
2010-11-16,0.98547,1.0155
2010-11-17,0.98501,1.0086
2010-11-18,0.99592,1.0159
2010-11-19,0.9874,1.0104
2010-11-22,0.9951,1.018
2010-11-23,0.98959,1.021
2010-11-24,0.98829,1.0094
2010-11-25,0.99528,1.0094
2010-11-26,1.0004,1.0008
2010-11-29,1.002,1.0018
2010-11-30,1.003,1.0098
2010-12-01,0.99938,1.0032
2010-12-02,1.0048,1.0003
2010-12-03,1.0004,0.99881
2010-12-06,0.99222,0.99755
2010-12-07,0.98524,0.99967
2010-12-08,0.97748,1.0227
2010-12-09,0.98939,1.0228
2010-12-10,0.98835,1.0234
2010-12-13,0.98143,1.026
2010-12-14,0.9789,1.0249
2010-12-15,0.96137,1.0324
2010-12-16,0.96003,1.04
2010-12-17,0.97061,1.0389
2010-12-20,0.96063,1.0495
2010-12-21,0.96585,1.0433
2010-12-22,0.9588,1.0397
2010-12-23,0.95348,1.0496
2010-12-24,0.96088,1.0434
2010-12-27,0.96328,1.0336
2010-12-28,0.96118,1.0336
2010-12-29,0.94831,1.0335
2010-12-30,0.95029,1.0311
2010-12-31,0.93938,1.0377
2011-01-03,0.93579,1.0298
2011-01-04,0.93385,1.0298
2011-01-05,0.94397,1.0336
2011-01-06,0.95489,1.0287
2011-01-07,0.96838,1.033
2011-01-10,0.96536,1.0369
2011-01-11,0.96559,1.038
2011-01-12,0.96833,1.0156
2011-01-13,0.97294,1.0181
2011-01-14,0.97151,1.0155
2011-01-17,0.96749,1.022
2011-01-18,0.96567,1.0266
2011-01-19,0.95819,1.0262
2011-01-20,0.95987,1.0337
2011-01-21,0.95554,1.0447
2011-01-24,0.96243,1.0469
2011-01-25,0.95711,1.0405
2011-01-26,0.94668,1.0408
2011-01-27,0.94452,1.0453
2011-01-28,0.94342,1.0461
2011-01-31,0.94398,1.0519
2011-02-01,0.9415,1.0498
2011-02-02,0.94177,1.0584
2011-02-03,0.93617,1.0571
2011-02-04,0.94485,1.0539
2011-02-07,0.95033,1.0609
2011-02-08,0.95573,1.0724
2011-02-09,0.95563,1.072
2011-02-10,0.96373,1.0663
2011-02-11,0.96332,1.0668
2011-02-14,0.97331,1.0689
2011-02-15,0.9721,1.0794
2011-02-16,0.97143,1.0775
2011-02-17,0.96765,1.0754
2011-02-18,0.95671,1.0694
2011-02-21,0.95201,1.0799
2011-02-22,0.9482,1.0843
2011-02-23,0.93978,1.0751
2011-02-24,0.93606,1.0803
2011-02-25,0.92558,1.0808
2011-02-28,0.93002,1.0848
2011-03-01,0.92815,1.0787
2011-03-02,0.9294,1.0827
2011-03-03,0.92686,1.0797
2011-03-04,0.92736,1.0724
2011-03-07,0.93143,1.0705
2011-03-08,0.92387,1.0773
2011-03-09,0.93172,1.0707
2011-03-10,0.92763,1.0789
2011-03-11,0.93465,1.0741
2011-03-14,0.9324,1.0707
2011-03-15,0.9278,1.0604
2011-03-16,0.91876,1.06
2011-03-17,0.91427,1.0578
2011-03-18,0.90153,1.0549
2011-03-21,0.9029,1.0596
2011-03-22,0.90433,1.061
2011-03-23,0.90374,1.0651
2011-03-24,0.90167,1.0593
2011-03-25,0.90721,1.0708
2011-03-28,0.91498,1.0692
2011-03-29,0.9199,1.0699
2011-03-30,0.92116,1.0637
2011-03-31,0.92214,1.0619
2011-04-01,0.91539,1.0591
2011-04-04,0.92348,1.0528
2011-04-05,0.92205,1.0528
2011-04-06,0.92411,1.0528
2011-04-07,0.91587,1.0693
2011-04-08,0.91843,1.0735
2011-04-11,0.91403,1.0773
2011-04-12,0.90959,1.0732
2011-04-13,0.89959,1.0595
2011-04-14,0.89664,1.0579
2011-04-15,0.89431,1.0553
2011-04-18,0.8925299999999999,1.0590000000000002
2011-04-19,0.8981399999999999,1.0593
2011-04-20,0.89792,1.068
2011-04-21,0.8917700000000001,1.0629
2011-04-22,0.8811700000000001,1.0715
2011-04-25,0.8811700000000001,1.0739
2011-04-26,0.8811700000000001,1.0784
2011-04-27,0.87775,1.0766
2011-04-28,0.87851,1.08
2011-04-29,0.8756299999999999,1.0827
2011-05-02,0.8658799999999999,1.0824
2011-05-03,0.8664799999999999,1.0771
2011-05-04,0.8646799999999999,1.0823
2011-05-05,0.86185,1.0944
2011-05-06,0.8593200000000001,1.1084
2011-05-09,0.87359,1.1104
2011-05-10,0.87636,1.1097
2011-05-11,0.8777,1.0986
2011-05-12,0.88187,1.11
2011-05-13,0.8891399999999999,1.1085
2011-05-16,0.8870399999999999,1.1131
2011-05-17,0.8868,1.1223
2011-05-18,0.88582,1.1348
2011-05-19,0.88177,1.1287
2011-05-20,0.8844,1.1445
2011-05-23,0.8763799999999999,1.1496
2011-05-24,0.88302,1.1529
2011-05-25,0.8804700000000001,1.1601
2011-05-26,0.87597,1.1653
2011-05-27,0.8711899999999999,1.1541
2011-05-30,0.8567100000000001,1.1558
2011-05-31,0.85111,1.1513
2011-06-01,0.8533200000000001,1.1563
