Date,KRW,YTD
2004-12-14,1061.8,1187.7
2004-12-15,1058.2,1185.1
2004-12-16,1061.1,1182.8
2004-12-17,1056.5,1189.6
2004-12-20,1060.1,1188.8
2004-12-21,1058.2,1188.8
2004-12-22,1055.6,1190.7
2004-12-23,1053.7,1194.5
2004-12-24,1050.5,1195.8
2004-12-27,1047.9,1199.6
2004-12-28,1046.6,1199.6
2004-12-29,1042.5,1199.6
2004-12-30,1041.1,1197.9
2004-12-31,1041.7,1197.3
2005-01-03,1035.2,1192.6
2005-01-04,1038.1,1192.6
2005-01-05,1038.5,1195.0
2005-01-06,1046.4,1192.1
2005-01-07,1058.9,1187.0
2005-01-10,1051.2,1182.4
2005-01-11,1053.7,1182.4
2005-01-12,1045.1,1181.6
2005-01-13,1042.0,1176.0
2005-01-14,1036.7,1179.5
2005-01-17,1043.5,1186.2
2005-01-18,1035.8,1186.2
2005-01-19,1035.9,1186.1
2005-01-20,1030.9,1185.2
2005-01-21,1033.2,1188.0
2005-01-24,1038.0,1188.5
2005-01-25,1032.3,1188.5
2005-01-26,1031.4,1186.0
2005-01-27,1031.7,1180.5
2005-01-28,1028.2,1177.0
2005-01-31,1023.8,1172.5
2005-02-01,1025.6,1172.5
2005-02-02,1027.9,1173.5
2005-02-03,1027.9,1170.5
2005-02-04,1025.1,1168.1
2005-02-07,1027.0,1166.0
2005-02-08,1026.3,1166.0
2005-02-09,1026.2,1168.0
2005-02-10,1036.5,1166.2
2005-02-11,1033.0,1162.0
2005-02-14,1033.2,1160.4
2005-02-15,1025.2,1160.4
2005-02-16,1026.8,1160.0
2005-02-17,1026.0,1158.6
2005-02-18,1025.7,1158.1
2005-02-21,1024.1,1164.2
2005-02-22,1023.2,1164.2
2005-02-23,1005.9,1167.3
2005-02-24,1004.1,1179.8
2005-02-25,1006.5,1176.0
2005-02-28,1008.4,1171.6
2005-03-01,1006.1,1175.5
2005-03-02,1004.5,1178.5
2005-03-03,1007.4,1173.5
2005-03-04,1006.3,1177.1
2005-03-07,1008.3,1170.2
2005-03-08,1004.7,1172.8
2005-03-09,1004.3,1173.4
2005-03-10,1001.1,1175.0
2005-03-11,1000.3,1172.8
2005-03-14,1000.4,1169.0
2005-03-15,1000.8,1180.7
2005-03-16,1003.9,1175.3
2005-03-17,1003.8,1170.8
2005-03-18,1000.8,1164.1
2005-03-21,1005.0,1159.9
2005-03-22,1009.1,1158.0
2005-03-23,1009.6,1160.5
2005-03-24,1008.5,1156.2
2005-03-25,1013.5,1154.7
2005-03-28,1013.5,1157.3
2005-03-29,1013.5,1157.6
2005-03-30,1019.2,1154.5
2005-03-31,1023.5,1153.4
2005-04-01,1015.5,1146.4
2005-04-04,1007.8,1141.2
2005-04-05,1013.4,1141.6
2005-04-06,1017.5,1143.0
2005-04-07,1013.4,1150.1
2005-04-08,1012.5,1143.2
2005-04-11,1015.2,1140.4
2005-04-12,1015.0,1140.4
2005-04-13,1013.4,1140.4
2005-04-14,1011.4,1141.1
2005-04-15,1016.6,1151.4
2005-04-18,1022.5,1157.5
2005-04-19,1019.7,1160.5
2005-04-20,1013.8,1153.7
2005-04-21,1008.9,1151.4
2005-04-22,1006.3,1155.0
2005-04-25,1004.1,1159.6
2005-04-26,999.0,1158.4
2005-04-27,998.77,1155.0
2005-04-28,1002.9,1152.0
2005-04-29,1002.6,1156.4
2005-05-02,997.07,1170.8
2005-05-03,1001.1,1173.3
2005-05-04,1002.5,1171.9
2005-05-05,999.69,1170.5
2005-05-06,999.69,1167.5
2005-05-09,998.07,1166.1
2005-05-10,1000.9,1171.0
2005-05-11,999.07,1190.0
2005-05-12,1000.0,1188.2
2005-05-13,999.61,1181.5
2005-05-16,1001.6,1185.6
2005-05-17,1009.2,1186.9
2005-05-18,1004.6,1182.5
2005-05-19,1005.2,1184.9
2005-05-20,1005.1,1172.7
2005-05-23,1004.4,1178.5
2005-05-24,1004.2,1175.2
2005-05-25,1000.9,1177.0
2005-05-26,1000.7,1177.7
2005-05-27,1001.8,1179.0
2005-05-30,1002.6,1169.8
2005-05-31,1002.6,1165.0
2005-06-01,1007.9,1160.0
2005-06-02,1010.8,1160.6
2005-06-03,1012.6,1164.1
2005-06-06,1007.5,1164.5
2005-06-07,1008.5,1163.7
2005-06-08,1004.5,1159.2
2005-06-09,1005.8,1157.9
2005-06-10,1004.2,1154.1
2005-06-13,1006.3,1159.1
2005-06-14,1012.1,1163.9
2005-06-15,1013.4,1162.5
2005-06-16,1012.2,1163.2
2005-06-17,1014.2,1156.3
2005-06-20,1009.3,1157.3
2005-06-21,1008.2,1160.0
2005-06-22,1013.5,1156.5
2005-06-23,1010.4,1158.4
2005-06-24,1009.0,1159.8
2005-06-27,1013.0,1155.7
2005-06-28,1012.3,1149.8
2005-06-29,1020.8,1152.4
2005-06-30,1031.4,1151.9
2005-07-01,1025.3,1155.4
2005-07-04,1031.4,1152.6
2005-07-05,1039.2,1155.1
2005-07-06,1051.9,1152.8
2005-07-07,1050.6,1154.8
2005-07-08,1048.9,1152.1
2005-07-11,1054.9,1150.5
2005-07-12,1043.6,1149.2
2005-07-13,1039.5,1147.6
2005-07-14,1037.5,1149.8
2005-07-15,1031.5,1153.0
2005-07-18,1042.5,1161.1
2005-07-19,1034.8,1164.7
2005-07-20,1042.5,1157.6
2005-07-21,1042.5,1160.7
2005-07-22,1035.4,1159.1
2005-07-25,1018.4,1162.4
2005-07-26,1024.8,1166.3
2005-07-27,1028.5,1161.5
2005-07-28,1029.5,1164.9
2005-07-29,1028.0,1167.4
2005-08-01,1027.0,1169.1
2005-08-02,1026.5,1170.1
2005-08-03,1020.5,1164.8
2005-08-04,1015.0,1165.1
2005-08-05,1011.5,1167.6
2005-08-08,1014.0,1163.3
2005-08-09,1015.0,1162.7
2005-08-10,1013.7,1156.3
2005-08-11,1014.6,1155.0
2005-08-12,1015.5,1154.2
2005-08-15,1013.7,1157.6
2005-08-16,1014.5,1162.3
2005-08-17,1016.4,1159.1
2005-08-18,1019.0,1157.6
2005-08-19,1019.1,1157.7
2005-08-22,1025.6,1155.1
2005-08-23,1022.7,1154.5
2005-08-24,1027.5,1153.1
2005-08-25,1028.7,1154.0
2005-08-26,1024.2,1155.9
2005-08-29,1027.1,1153.6
2005-08-30,1031.1,1151.5
2005-08-31,1034.6,1152.3
2005-09-01,1038.5,1151.8
2005-09-02,1033.8,1148.1
2005-09-05,1023.8,1150.4
2005-09-06,1022.7,1150.1
2005-09-07,1025.3,1152.8
2005-09-08,1025.3,1150.8
2005-09-09,1025.7,1149.7
2005-09-12,1027.2,1145.0
2005-09-13,1025.7,1145.9
2005-09-14,1026.0,1145.1
2005-09-15,1024.8,1145.2
2005-09-16,1024.8,1144.2
2005-09-19,1027.5,1145.8
2005-09-20,1030.2,1146.6
2005-09-21,1028.7,1146.3
2005-09-22,1029.0,1147.0
2005-09-23,1025.7,1144.3
2005-09-26,1030.9,1146.4
2005-09-27,1034.8,1149.4
2005-09-28,1035.7,1151.0
2005-09-29,1037.4,1155.0
2005-09-30,1037.1,1153.1
2005-10-03,1042.2,1151.9
2005-10-04,1043.5,1148.9
2005-10-05,1042.0,1149.7
2005-10-06,1038.0,1148.7
2005-10-07,1041.9,1152.5
2005-10-10,1037.2,1150.2
2005-10-11,1037.9,1148.0
2005-10-12,1039.5,1146.1
2005-10-13,1042.8,1145.9
2005-10-14,1047.6,1147.4
2005-10-17,1047.0,1144.6
2005-10-18,1049.0,1145.5
2005-10-19,1052.3,1143.7
2005-10-20,1054.9,1144.9
2005-10-21,1055.7,1142.9
2005-10-24,1055.8,1141.2
2005-10-25,1058.1,1140.6
2005-10-26,1052.8,1133.0
2005-10-27,1044.9,1133.5
2005-10-28,1041.9,1128.0
2005-10-31,1042.4,1127.5
2005-11-01,1040.2,1119.4
2005-11-02,1042.8,1119.0
2005-11-03,1039.6,1114.9
2005-11-04,1043.5,1116.2
2005-11-07,1047.9,1113.4
2005-11-08,1048.2,1110.6
2005-11-09,1048.5,1105.3
2005-11-10,1046.1,1103.6
2005-11-11,1044.8,1110.0
2005-11-14,1041.3,1112.0
2005-11-15,1036.9,1104.7
2005-11-16,1034.6,1092.2
2005-11-17,1037.4,1090.4
2005-11-18,1035.5,1079.0
2005-11-21,1036.3,1065.7
2005-11-22,1038.4,1068.8
2005-11-23,1044.4,1065.4
2005-11-24,1036.9,1065.8
2005-11-25,1037.8,1066.7
2005-11-28,1042.8,1057.2
2005-11-29,1038.6,1046.8
2005-11-30,1036.4,1047.1
2005-12-01,1033.5,1048.4
2005-12-02,1034.7,1046.1
2005-12-05,1038.4,1041.5
2005-12-06,1035.5,1045.4
2005-12-07,1034.3,1040.9
2005-12-08,1034.6,1041.9
2005-12-09,1034.6,1058.7
2005-12-12,1033.9,1055.4
2005-12-13,1033.1,1067.4
2005-12-14,1026.0,1061.8
2005-12-15,1016.5,1058.2
2005-12-16,1012.5,1061.1
2005-12-19,1016.1,1056.5
2005-12-20,1017.7,1060.1
2005-12-21,1016.6,1058.2
2005-12-22,1018.4,1055.6
2005-12-23,1017.6,1053.7
2005-12-26,1013.6,1050.5
2005-12-27,1013.6,1047.9
2005-12-28,1012.5,1046.6
2005-12-29,1012.8,1042.5
2005-12-30,1010.5,1041.1
2006-01-02,1004.0,1041.7
2006-01-03,1012.9,1035.2
2006-01-04,1005.5,1038.1
2006-01-05,998.34,1038.5
2006-01-06,987.34,1046.4
2006-01-09,990.82,1058.9
2006-01-10,977.48,1051.2
2006-01-11,982.1,1053.7
2006-01-12,981.97,1045.1
2006-01-13,974.08,1042.0
2006-01-16,987.62,1036.7
2006-01-17,982.41,1043.5
2006-01-18,989.07,1035.8
2006-01-19,992.16,1035.9
2006-01-20,983.52,1030.9
2006-01-23,986.74,1033.2
2006-01-24,981.51,1038.0
2006-01-25,975.64,1032.3
2006-01-26,968.68,1031.4
2006-01-27,968.99,1031.7
2006-01-30,970.83,1028.2
2006-01-31,970.78,1023.8
2006-02-01,964.68,1025.6
2006-02-02,962.12,1027.9
2006-02-03,972.4,1027.9
2006-02-06,970.15,1025.1
2006-02-07,963.11,1027.0
2006-02-08,968.26,1026.3
2006-02-09,971.71,1026.2
2006-02-10,972.77,1036.5
2006-02-13,967.84,1033.0
2006-02-14,976.78,1033.2
2006-02-15,969.91,1025.2
2006-02-16,974.13,1026.8
2006-02-17,974.53,1026.0
2006-02-20,972.77,1025.7
2006-02-21,967.73,1024.1
2006-02-22,968.59,1023.2
2006-02-23,974.57,1005.9
2006-02-24,965.54,1004.1
2006-02-27,966.38,1006.5
2006-02-28,968.87,1008.4
2006-03-01,971.03,1006.1
2006-03-02,968.55,1004.5
2006-03-03,969.21,1007.4
2006-03-06,971.3,1006.3
2006-03-07,974.95,1008.3
2006-03-08,976.66,1004.7
2006-03-09,982.12,1004.3
2006-03-10,982.05,1001.1
2006-03-13,980.12,1000.3
2006-03-14,980.71,1000.4
2006-03-15,976.98,1000.8
2006-03-16,974.89,1003.9
2006-03-17,975.06,1003.8
2006-03-20,971.28,1000.8
2006-03-21,967.06,1005.0
2006-03-22,968.38,1009.1
2006-03-23,973.57,1009.6
2006-03-24,975.53,1008.5
2006-03-27,979.53,1013.5
2006-03-28,975.63,1013.5
2006-03-29,976.75,1013.5
2006-03-30,975.19,1019.2
2006-03-31,976.11,1023.5
2006-04-03,971.66,1015.5
2006-04-04,970.82,1007.8
2006-04-05,962.51,1013.4
2006-04-06,957.35,1017.5
2006-04-07,952.0,1013.4
2006-04-10,953.03,1012.5
2006-04-11,954.95,1015.2
2006-04-12,954.81,1015.0
2006-04-13,960.99,1013.4
2006-04-14,961.63,1011.4
2006-04-17,961.63,1016.6
2006-04-18,961.63,1022.5
2006-04-19,953.8,1019.7
2006-04-20,945.57,1013.8
2006-04-21,948.57,1008.9
2006-04-24,948.52,1006.3
2006-04-25,939.67,1004.1
2006-04-26,945.11,999.0
2006-04-27,946.56,998.77
2006-04-28,944.9,1002.9
2006-05-01,943.21,1002.6
2006-05-02,943.21,997.07
2006-05-03,940.12,1001.1
2006-05-04,934.32,1002.5
2006-05-05,939.56,999.69
2006-05-08,939.63,999.69
2006-05-09,927.8,998.07
2006-05-10,932.03,1000.9
2006-05-11,929.18,999.07
2006-05-12,935.59,1000.0
2006-05-15,932.63,999.61
2006-05-16,943.47,1001.6
2006-05-17,944.99,1009.2
2006-05-18,936.97,1004.6
2006-05-19,947.06,1005.2
2006-05-22,946.27,1005.1
2006-05-23,952.4,1004.4
2006-05-24,943.77,1004.2
2006-05-25,949.58,1000.9
2006-05-26,949.12,1000.7
2006-05-29,945.53,1001.8
2006-05-30,947.48,1002.6
2006-05-31,945.79,1002.6
2006-06-01,945.68,1007.9
2006-06-02,947.24,1010.8
2006-06-05,948.03,1012.6
2006-06-06,942.97,1007.5
2006-06-07,942.94,1008.5
2006-06-08,948.16,1004.5
2006-06-09,953.44,1005.8
2006-06-12,954.5,1004.2
2006-06-13,956.81,1006.3
2006-06-14,961.66,1012.1
2006-06-15,962.11,1013.4
2006-06-16,959.64,1012.2
2006-06-19,955.73,1014.2
2006-06-20,961.24,1009.3
2006-06-21,956.64,1008.2
2006-06-22,955.83,1013.5
2006-06-23,955.17,1010.4
2006-06-26,956.01,1009.0
2006-06-27,959.48,1013.0
2006-06-28,958.78,1012.3
2006-06-29,957.68,1020.8
2006-06-30,960.57,1031.4
2006-07-03,948.71,1025.3
2006-07-04,944.88,1031.4
2006-07-05,943.4,1039.2
2006-07-06,946.77,1051.9
2006-07-07,949.82,1050.6
2006-07-10,947.88,1048.9
2006-07-11,941.97,1054.9
2006-07-12,946.77,1043.6
2006-07-13,948.75,1039.5
2006-07-14,949.26,1037.5
2006-07-17,953.89,1031.5
2006-07-18,953.83,1042.5
2006-07-19,958.66,1034.8
2006-07-20,957.86,1042.5
2006-07-21,951.99,1042.5
2006-07-24,949.92,1035.4
2006-07-25,951.79,1018.4
2006-07-26,952.52,1024.8
2006-07-27,954.56,1028.5
2006-07-28,952.27,1029.5
2006-07-31,953.81,1028.0
2006-08-01,955.51,1027.0
2006-08-02,955.95,1026.5
2006-08-03,962.26,1020.5
2006-08-04,965.73,1015.0
2006-08-07,964.74,1011.5
2006-08-08,962.57,1014.0
2006-08-09,963.63,1015.0
2006-08-10,959.47,1013.7
2006-08-11,957.84,1014.6
2006-08-14,961.72,1015.5
2006-08-15,965.72,1013.7
2006-08-16,965.66,1014.5
2006-08-17,965.14,1016.4
2006-08-18,960.87,1019.0
2006-08-21,958.6,1019.1
2006-08-22,956.58,1025.6
2006-08-23,956.37,1022.7
2006-08-24,955.59,1027.5
2006-08-25,959.24,1028.7
2006-08-28,961.92,1024.2
2006-08-29,964.06,1027.1
2006-08-30,961.12,1031.1
2006-08-31,961.3,1034.6
2006-09-01,961.33,1038.5
2006-09-04,960.52,1033.8
2006-09-05,957.91,1023.8
2006-09-06,956.67,1022.7
2006-09-07,957.09,1025.3
2006-09-08,956.33,1025.3
2006-09-11,956.34,1025.7
2006-09-12,957.52,1027.2
2006-09-13,959.4,1025.7
2006-09-14,959.06,1026.0
2006-09-15,957.64,1024.8
2006-09-18,956.21,1024.8
2006-09-19,956.42,1027.5
2006-09-20,952.11,1030.2
2006-09-21,950.85,1028.7
2006-09-22,944.23,1029.0
2006-09-25,946.87,1025.7
2006-09-26,944.16,1030.9
2006-09-27,944.15,1034.8
2006-09-28,943.63,1035.7
2006-09-29,944.78,1037.4
2006-10-02,946.29,1037.1
2006-10-03,947.97,1042.2
2006-10-04,947.95,1043.5
2006-10-05,949.23,1042.0
2006-10-06,949.22,1038.0
2006-10-09,949.15,1041.9
2006-10-10,963.82,1037.2
2006-10-11,959.64,1037.9
2006-10-12,958.22,1039.5
2006-10-13,957.86,1042.8
2006-10-16,954.18,1047.6
2006-10-17,955.49,1047.0
2006-10-18,954.33,1049.0
2006-10-19,955.43,1052.3
2006-10-20,957.33,1054.9
2006-10-23,957.36,1055.7
2006-10-24,959.54,1055.8
2006-10-25,958.46,1058.1
2006-10-26,955.88,1052.8
2006-10-27,949.81,1044.9
2006-10-30,947.33,1041.9
2006-10-31,944.48,1042.4
2006-11-01,942.27,1040.2
2006-11-02,939.41,1042.8
2006-11-03,938.98,1039.6
2006-11-06,937.23,1043.5
2006-11-07,942.37,1047.9
2006-11-08,938.38,1048.2
2006-11-09,935.11,1048.5
2006-11-10,936.62,1046.1
2006-11-13,934.08,1044.8
2006-11-14,935.07,1041.3
2006-11-15,937.07,1036.9
2006-11-16,941.45,1034.6
2006-11-17,937.52,1037.4
2006-11-20,938.94,1035.5
2006-11-21,935.44,1036.3
2006-11-22,935.46,1038.4
2006-11-23,934.04,1044.4
2006-11-24,930.44,1036.9
2006-11-27,932.1,1037.8
2006-11-28,930.61,1042.8
2006-11-29,930.86,1038.6
2006-11-30,930.61,1036.4
2006-12-01,929.32,1033.5
2006-12-04,928.57,1034.7
2006-12-05,927.49,1038.4
2006-12-06,924.31,1035.5
2006-12-07,916.23,1034.3
2006-12-08,913.89,1034.6
2006-12-11,920.23,1034.6
2006-12-12,925.86,1033.9
2006-12-13,922.61,1033.1
2006-12-14,922.58,1026.0
2006-12-15,920.94,1016.5
2006-12-18,923.32,1012.5
2006-12-19,927.15,1016.1
2006-12-20,932.06,1017.7
2006-12-21,926.0,1016.6
2006-12-22,927.53,1018.4
2006-12-25,928.59,1017.6
2006-12-26,928.59,1013.6
2006-12-27,928.59,1013.6
2006-12-28,930.47,1012.5
2006-12-29,929.7,1012.8
2007-01-01,929.99,1010.5
2007-01-02,929.99,1004.0
2007-01-03,925.62,1012.9
2007-01-04,926.08,1005.5
2007-01-05,931.33,998.34
2007-01-08,934.42,987.34
2007-01-09,938.11,990.82
2007-01-10,938.62,977.48
2007-01-11,937.87,982.1
2007-01-12,938.92,981.97
2007-01-15,940.04,974.08
2007-01-16,938.49,987.62
2007-01-17,935.54,982.41
2007-01-18,936.94,989.07
2007-01-19,936.7,992.16
2007-01-22,936.33,983.52
2007-01-23,940.01,986.74
2007-01-24,940.26,981.51
2007-01-25,935.79,975.64
2007-01-26,936.05,968.68
2007-01-29,940.62,968.99
2007-01-30,940.48,970.83
2007-01-31,942.72,970.78
2007-02-01,941.18,964.68
2007-02-02,937.02,962.12
2007-02-05,937.33,972.4
2007-02-06,935.78,970.15
2007-02-07,932.92,963.11
2007-02-08,933.63,968.26
2007-02-09,935.03,971.71
2007-02-12,934.5,972.77
2007-02-13,937.64,967.84
2007-02-14,939.56,976.78
2007-02-15,938.47,969.91
2007-02-16,934.76,974.13
2007-02-19,936.43,974.53
2007-02-20,936.49,972.77
2007-02-21,938.46,967.73
2007-02-22,938.53,968.59
2007-02-23,938.88,974.57
2007-02-26,938.02,965.54
2007-02-27,938.75,966.38
2007-02-28,938.93,968.87
2007-03-01,941.79,971.03
2007-03-02,941.78,968.55
2007-03-05,943.17,969.21
2007-03-06,951.16,971.3
2007-03-07,947.33,974.95
2007-03-08,949.22,976.66
2007-03-09,947.23,982.12
2007-03-12,945.72,982.05
2007-03-13,943.98,980.12
2007-03-14,944.47,980.71
2007-03-15,946.07,976.98
2007-03-16,944.96,974.89
2007-03-19,944.77,975.06
2007-03-20,943.47,971.28
2007-03-21,941.26,967.06
2007-03-22,938.99,968.38
2007-03-23,937.38,973.57
2007-03-26,936.82,975.53
2007-03-27,938.56,979.53
2007-03-28,940.74,975.63
2007-03-29,939.54,976.75
2007-03-30,940.83,975.19
2007-04-02,940.83,976.11
2007-04-03,937.38,971.66
2007-04-04,936.74,970.82
2007-04-05,936.34,962.51
2007-04-06,932.55,957.35
2007-04-09,932.55,952.0
2007-04-10,932.55,953.03
2007-04-11,934.23,954.95
2007-04-12,932.48,954.81
2007-04-13,931.24,960.99
2007-04-16,928.76,961.63
2007-04-17,930.55,961.63
2007-04-18,929.22,961.63
2007-04-19,929.0,953.8
2007-04-20,929.27,945.57
2007-04-23,927.46,948.57
2007-04-24,926.16,948.52
2007-04-25,927.26,939.67
2007-04-26,926.73,945.11
2007-04-27,928.95,946.56
2007-04-30,929.12,944.9
2007-05-01,930.91,943.21
2007-05-02,930.91,943.21
2007-05-03,930.09,940.12
2007-05-04,926.98,934.32
2007-05-07,927.66,939.56
2007-05-08,922.37,939.63
2007-05-09,922.92,927.8
2007-05-10,923.53,932.03
2007-05-11,925.11,929.18
2007-05-14,926.74,935.59
2007-05-15,924.2,932.63
2007-05-16,924.29,943.47
2007-05-17,923.97,944.99
2007-05-18,928.09,936.97
2007-05-21,934.04,947.06
2007-05-22,930.08,946.27
2007-05-23,930.36,952.4
2007-05-24,931.36,943.77
2007-05-25,931.44,949.58
2007-05-28,928.28,949.12
2007-05-29,928.79,945.53
2007-05-30,927.68,947.48
2007-05-31,931.0,945.79
2007-06-01,927.82,945.68
2007-06-04,928.4,947.24
2007-06-05,927.98,948.03
2007-06-06,926.99,942.97
2007-06-07,927.03,942.94
2007-06-08,926.73,948.16
2007-06-11,931.08,953.44
2007-06-12,932.61,954.5
2007-06-13,929.56,956.81
2007-06-14,931.44,961.66
2007-06-15,929.87,962.11
2007-06-18,928.35,959.64
2007-06-19,928.38,955.73
2007-06-20,927.78,961.24
2007-06-21,927.83,956.64
2007-06-22,927.0,955.83
2007-06-25,928.13,955.17
2007-06-26,926.53,956.01
2007-06-27,926.3,959.48
2007-06-28,927.82,958.78
2007-06-29,926.86,957.68
2007-07-02,923.88,960.57
2007-07-03,921.62,948.71
2007-07-04,917.95,944.88
2007-07-05,919.81,943.4
2007-07-06,922.07,946.77
2007-07-09,919.54,949.82
2007-07-10,921.0,947.88
2007-07-11,919.95,941.97
2007-07-12,919.22,946.77
2007-07-13,918.33,948.75
2007-07-16,916.92,949.26
2007-07-17,918.22,953.89
2007-07-18,918.16,953.83
2007-07-19,916.18,958.66
2007-07-20,915.92,957.86
2007-07-23,915.02,951.99
2007-07-24,915.27,949.92
2007-07-25,914.12,951.79
2007-07-26,913.92,952.52
2007-07-27,918.23,954.56
2007-07-30,921.76,952.27
2007-07-31,923.35,953.81
2007-08-01,919.31,955.51
2007-08-02,925.05,955.95
2007-08-03,922.72,962.26
2007-08-06,922.81,965.73
2007-08-07,923.43,964.74
2007-08-08,922.94,962.57
2007-08-09,924.17,963.63
2007-08-10,922.94,959.47
2007-08-13,931.87,957.84
2007-08-14,929.68,961.72
2007-08-15,932.38,965.72
2007-08-16,932.47,965.66
2007-08-17,946.36,965.14
2007-08-20,950.42,960.87
2007-08-21,942.94,958.6
2007-08-22,943.59,956.58
2007-08-23,944.12,956.37
2007-08-24,941.65,955.59
2007-08-27,941.76,959.24
2007-08-28,938.64,961.92
2007-08-29,939.92,964.06
2007-08-30,941.97,961.12
2007-08-31,940.48,961.3
2007-09-03,938.27,961.33
2007-09-04,937.35,960.52
2007-09-05,939.32,957.91
2007-09-06,938.03,956.67
2007-09-07,939.13,957.09
2007-09-10,938.23,956.33
2007-09-11,939.04,956.34
2007-09-12,936.41,957.52
2007-09-13,932.52,959.4
2007-09-14,931.57,959.06
2007-09-17,928.57,957.64
2007-09-18,928.59,956.21
2007-09-19,930.7,956.42
2007-09-20,926.65,952.11
2007-09-21,922.81,950.85
2007-09-24,921.28,944.23
2007-09-25,921.21,946.87
2007-09-26,921.03,944.16
2007-09-27,921.07,944.15
2007-09-28,920.17,943.63
2007-10-01,915.16,944.78
2007-10-02,913.72,946.29
2007-10-03,913.8,947.97
2007-10-04,913.91,947.95
2007-10-05,916.72,949.23
2007-10-08,916.88,949.22
2007-10-09,914.61,949.15
2007-10-10,918.57,963.82
2007-10-11,916.23,959.64
2007-10-12,917.39,958.22
2007-10-15,918.22,957.86
2007-10-16,917.33,954.18
2007-10-17,917.17,955.49
2007-10-18,918.59,954.33
2007-10-19,918.53,955.43
2007-10-22,916.08,957.33
2007-10-23,917.05,957.36
2007-10-24,918.27,959.54
2007-10-25,918.2,958.46
2007-10-26,916.98,955.88
2007-10-29,909.97,949.81
2007-10-30,907.09,947.33
2007-10-31,906.92,944.48
2007-11-01,900.81,942.27
2007-11-02,903.9,939.41
2007-11-05,907.11,938.98
2007-11-06,908.13,937.23
2007-11-07,908.09,942.37
2007-11-08,906.06,938.38
2007-11-09,908.7,935.11
2007-11-12,906.76,936.62
2007-11-13,911.59,934.08
2007-11-14,918.81,935.07
2007-11-15,913.33,937.07
2007-11-16,915.64,941.45
2007-11-19,917.62,937.52
2007-11-20,919.41,938.94
2007-11-21,922.22,935.44
2007-11-22,929.19,935.46
2007-11-23,933.58,934.04
2007-11-26,930.79,930.44
2007-11-27,929.67,932.1
2007-11-28,929.61,930.61
2007-11-29,931.78,930.86
2007-11-30,929.03,930.61
2007-12-03,921.14,929.32
2007-12-04,925.41,928.57
2007-12-05,922.87,927.49
2007-12-06,923.57,924.31
2007-12-07,922.29,916.23
2007-12-10,919.38,913.89
2007-12-11,923.77,920.23
2007-12-12,924.28,925.86
2007-12-13,926.81,922.61
2007-12-14,924.95,922.58
2007-12-17,930.39,920.94
2007-12-18,933.58,923.32
2007-12-19,939.44,927.15
2007-12-20,939.73,932.06
2007-12-21,944.04,926.0
2007-12-24,940.61,927.53
2007-12-25,939.64,928.59
2007-12-26,939.64,928.59
2007-12-27,939.64,928.59
2007-12-28,940.62,930.47
2007-12-31,936.43,929.7
2008-01-01,936.08,929.99
2008-01-02,936.08,929.99
2008-01-03,936.96,925.62
2008-01-04,936.83,926.08
2008-01-07,938.68,931.33
2008-01-08,940.43,934.42
2008-01-09,939.27,938.11
2008-01-10,937.4,938.62
2008-01-11,937.93,937.87
2008-01-14,937.53,938.92
2008-01-15,937.36,940.04
2008-01-16,935.51,938.49
2008-01-17,940.04,935.54
2008-01-18,945.82,936.94
2008-01-21,943.1,936.7
2008-01-22,948.49,936.33
2008-01-23,954.05,940.01
2008-01-24,953.07,940.26
2008-01-25,949.74,935.79
2008-01-28,946.89,936.05
2008-01-29,949.98,940.62
2008-01-30,944.7,940.48
2008-01-31,945.04,942.72
2008-02-01,944.18,941.18
2008-02-04,943.99,937.02
2008-02-05,942.68,937.33
2008-02-06,941.72,935.78
2008-02-07,943.57,932.92
2008-02-08,941.86,933.63
2008-02-11,941.71,935.03
2008-02-12,946.22,934.5
2008-02-13,945.52,937.64
2008-02-14,945.98,939.56
2008-02-15,944.62,938.47
2008-02-18,945.07,934.76
2008-02-19,944.93,936.43
2008-02-20,944.44,936.49
2008-02-21,946.3,938.46
2008-02-22,948.02,938.53
2008-02-25,948.68,938.88
2008-02-26,948.71,938.02
2008-02-27,947.49,938.75
2008-02-28,941.04,938.93
2008-02-29,936.64,938.93
2008-03-03,939.61,941.78
2008-03-04,947.58,941.78
2008-03-05,947.59,943.17
2008-03-06,948.34,951.16
2008-03-07,949.54,947.33
2008-03-10,959.01,947.23
2008-03-11,965.71,947.23
2008-03-12,967.49,945.72
2008-03-13,967.5,943.98
2008-03-14,982.73,944.47
2008-03-17,997.37,944.96
2008-03-18,1024.4,944.96
2008-03-19,1015.1,944.77
2008-03-20,1010.6,943.47
2008-03-21,1009.6,941.26
2008-03-24,1009.6,937.38
2008-03-25,1009.6,937.38
2008-03-26,977.97,936.82
2008-03-27,990.52,938.56
2008-03-28,987.27,940.74
2008-03-31,994.49,940.83
2008-04-01,991.02,940.83
2008-04-02,984.67,940.83
2008-04-03,975.31,937.38
2008-04-04,980.03,936.74
2008-04-07,976.02,932.55
2008-04-08,974.89,932.55
2008-04-09,977.89,932.55
2008-04-10,976.41,932.55
2008-04-11,976.82,934.23
2008-04-14,976.19,931.24
2008-04-15,980.28,931.24
2008-04-16,988.5,928.76
2008-04-17,989.7,930.55
2008-04-18,996.72,929.22
2008-04-21,999.75,929.27
2008-04-22,993.77,929.27
2008-04-23,999.25,927.46
2008-04-24,993.22,926.16
