Date,DKK,YTD
2016-12-07,6.9298,6.8431
2016-12-08,6.9318,6.9023
2016-12-09,6.9123,6.8604
2016-12-12,7.0432,6.818
2016-12-13,7.0188,6.818
2016-12-14,7.0094,6.8136
2016-12-15,6.9860000000000015,6.7932
2016-12-16,7.136,6.7893
2016-12-19,7.1214,6.8824
2016-12-20,7.1333,6.8824
2016-12-21,7.1732,6.8857
2016-12-22,7.1339,6.8638
2016-12-23,7.1182,6.8129
2016-12-26,7.1168,6.8172
2016-12-27,7.1168,6.8172
2016-12-28,7.1184,6.8172
2016-12-29,7.1484,6.8082
2016-12-30,7.1116,6.8142
2017-01-02,7.0528,6.8546
2017-01-03,7.1045,6.8546
2017-01-04,7.1585,6.8546
2017-01-05,7.122999999999998,6.8471
2017-01-06,7.0794,6.9426
2017-01-09,7.0208,6.8638
2017-01-10,7.0691,6.8638
2017-01-11,7.035,6.8684
2017-01-12,7.0778,6.8519
2017-01-13,6.9615,6.8856
2017-01-16,6.974,6.8506
2017-01-17,7.0192,6.8506
2017-01-18,6.9603,6.8381
2017-01-19,6.9731,6.8521
2017-01-20,6.9704,6.8668
2017-01-23,6.9939,6.8512
2017-01-24,6.94,6.8512
2017-01-25,6.9186,6.9042
2017-01-26,6.9223,6.9
2017-01-27,6.9502,6.8859
2017-01-30,6.9627,6.8445
2017-01-31,6.9967,6.8445
2017-02-01,6.9152,6.8341
2017-02-02,6.8925,6.8564
2017-02-03,6.8818,6.8347
2017-02-06,6.9245,6.6597
2017-02-07,6.9429,6.6597
2017-02-08,6.9652,6.6621
2017-02-09,6.9707,6.7229
2017-02-10,6.9535,6.6425
2017-02-13,6.9944,6.5778
2017-02-14,6.9959,6.5778
2017-02-15,6.9998,6.6201
2017-02-16,7.0436,6.676
2017-02-17,6.9791,6.6849
2017-02-20,6.9797,6.7336
2017-02-21,7.002000000000002,6.7336
2017-02-22,7.0545,6.7254
2017-02-23,7.0705,6.7676
2017-02-24,7.0306,6.7822
2017-02-27,7.0076,6.7668
2017-02-28,7.021,6.7668
2017-03-01,7.0144,6.8518
2017-03-02,7.0572,6.8608
2017-03-03,7.0702,6.8699
2017-03-06,7.0362,6.8402
2017-03-07,7.0182,6.8012
2017-03-08,7.0291,6.8114
2017-03-09,7.042000000000002,6.7659
2017-03-10,7.0455,6.7998
2017-03-13,7.0084,6.8699
2017-03-14,6.9718,6.7266
2017-03-15,6.9926,6.7079
2017-03-16,6.9986,6.7132
2017-03-17,6.9311,6.7394
2017-03-20,6.924,6.5912
2017-03-21,6.9146,6.6089
2017-03-22,6.8833,6.6138
2017-03-23,6.8818,6.6483
2017-03-24,6.8938,6.6728
2017-03-27,6.8837,6.6833
2017-03-28,6.832999999999998,6.6833
2017-03-29,6.852,6.6833
2017-03-30,6.9233,6.6597
2017-03-31,6.928,6.5817
2017-04-03,6.9572,6.5448
2017-04-04,6.9763,6.5171
2017-04-05,6.9829,6.542999999999998
2017-04-06,6.9633,6.5471
2017-04-07,6.9707,6.5642
2017-04-10,6.9956,6.5485
2017-04-11,7.03,6.5492
2017-04-12,7.0057,6.5342
2017-04-13,7.0126,6.5316
2017-04-14,6.9968,6.5878
2017-04-17,6.9968,6.6135
2017-04-18,6.9968,6.5946
2017-04-19,6.9632,6.5821
2017-04-20,6.9359,6.5611
2017-04-21,6.9224,6.541
2017-04-24,6.9517,6.5531
2017-04-25,6.8575,6.6069
2017-04-26,6.831,6.6067
2017-04-27,6.8296,6.5932
2017-04-28,6.8364,6.5848
2017-05-01,6.8054,6.5533
2017-05-02,6.8054,6.5281
2017-05-03,6.8136,6.4747
2017-05-04,6.8112,6.4331
2017-05-05,6.8056,6.4671
2017-05-08,6.7849,6.5042
2017-05-09,6.8008,6.51
2017-05-10,6.8328,6.5286
2017-05-11,6.8378,6.5403
2017-05-12,6.8509,6.522
2017-05-15,6.8409,6.5332
2017-05-16,6.7804,6.556
2017-05-17,6.727,6.5688
2017-05-18,6.6927,6.5724
2017-05-19,6.6865,6.5939
2017-05-22,6.6563,6.6416
2017-05-23,6.6203,6.6289
2017-05-24,6.6375,6.6314
2017-05-25,6.6484,6.6588
2017-05-26,6.6354,6.6723
2017-05-29,6.6466,6.6589
2017-05-30,6.6504,6.6589
2017-05-31,6.6586,6.6765
2017-06-01,6.6302,6.6681
2017-06-02,6.6311,6.657
2017-06-05,6.6321,6.6485
2017-06-06,6.6137,6.6686
2017-06-07,6.6072,6.5536
2017-06-08,6.6316,6.553
2017-06-09,6.6242,6.5358
2017-06-12,6.6552,6.5558
2017-06-13,6.6275,6.5778
2017-06-14,6.6297,6.5989
2017-06-15,6.6378,6.6243
2017-06-16,6.6595,6.6212
2017-06-19,6.659,6.6543
2017-06-20,6.6409,6.6076
2017-06-21,6.6671,6.5619
2017-06-22,6.6747,6.5722
2017-06-23,6.6602,6.5926
2017-06-26,6.6564,6.5323
2017-06-27,6.6474,6.7207
2017-06-28,6.5931,6.7621
2017-06-29,6.5377,6.7178
2017-06-30,6.516,6.7066
2017-07-03,6.5165,6.7009
2017-07-04,6.5411,6.6798
2017-07-05,6.5504,6.6807
2017-07-06,6.5645,6.675
2017-07-07,6.5322,6.7225
2017-07-10,6.5169,6.7158
2017-07-11,6.5308,6.722
2017-07-12,6.5204,6.7311
2017-07-13,6.4957,6.7056
2017-07-14,6.5137,6.7177
2017-07-17,6.5147,6.6665
2017-07-18,6.488,6.6836
2017-07-19,6.4363,6.73
2017-07-20,6.4484,6.7412
2017-07-21,6.4751,6.7542
2017-07-24,6.3879,6.7535
2017-07-25,6.384,6.7541
2017-07-26,6.3589,6.7741
2017-07-27,6.3868,6.7648
2017-07-28,6.359,6.7684
2017-07-31,6.3402,6.7086
2017-08-01,6.3413,6.6925
2017-08-02,6.2961,6.6633
2017-08-03,6.2883,6.6461
2017-08-04,6.2716,6.6417
2017-08-07,6.2679,6.6795
2017-08-08,6.3053,6.6666
2017-08-09,6.2964,6.7077
2017-08-10,6.3415,6.712999999999999
2017-08-11,6.34,6.6509
2017-08-14,6.3213,6.6696
2017-08-15,6.3038,6.6677
2017-08-16,6.3327,6.6552
2017-08-17,6.3507,6.5867
2017-08-18,6.3567,6.5992
2017-08-21,6.3342,6.5734
2017-08-22,6.3237,6.5705
2017-08-23,6.3187,6.5824
2017-08-24,6.3033,6.5635
2017-08-25,6.3001,6.6056
2017-08-28,6.3001,6.5935
2017-08-29,6.2384,6.5954
2017-08-30,6.1747,6.6653
2017-08-31,6.2429999999999986,6.6662
2017-09-01,6.2904,6.6863
2017-09-04,6.2398,6.6767
2017-09-05,6.247000000000001,6.6473
2017-09-06,6.2558,6.6697
2017-09-07,6.2353,6.6686
2017-09-08,6.2144,6.6246
2017-09-11,6.1693,6.589
2017-09-12,6.2013,6.6053
2017-09-13,6.2348,6.6305
2017-09-14,6.2112,6.6184
2017-09-15,6.2599,6.6359
2017-09-18,6.2199,6.6166
2017-09-19,6.2283,6.6338
2017-09-20,6.2157,6.6729
2017-09-21,6.1974,6.6631
2017-09-22,6.2501,6.6857
2017-09-25,6.2208,6.6331
2017-09-26,6.2697,6.6481
2017-09-27,6.3124,6.6186
2017-09-28,6.337999999999999,6.64
2017-09-29,6.317,6.638
2017-10-02,6.3038,6.6414
2017-10-03,6.3367,6.6762
2017-10-04,6.3323,6.6272
2017-10-05,6.3143,6.6677
2017-10-06,6.3383,6.6379
2017-10-09,6.3575,6.6529
2017-10-10,6.3366,6.6791
2017-10-11,6.3091,6.6675
2017-10-12,6.2916,6.7165
2017-10-13,6.2785,6.7513
2017-10-16,6.3031,6.7399
2017-10-17,6.3068,6.7622
2017-10-18,6.3304,6.7673
2017-10-19,6.3357,6.7686
2017-10-20,6.2903,6.7774
2017-10-23,6.2987,6.7762
2017-10-24,6.3405,6.8329
2017-10-25,6.3288,6.8308
2017-10-26,6.3156,6.8421
2017-10-27,6.332999999999998,6.8087
2017-10-30,6.4116,6.8066
2017-10-31,6.408,6.8103
2017-11-01,6.3939,6.7964
2017-11-02,6.4085,6.7473
2017-11-03,6.3906,6.7053
2017-11-06,6.3842,6.7251
2017-11-07,6.421,6.707999999999998
2017-11-08,6.4369,6.7265
2017-11-09,6.4223,6.742000000000001
2017-11-10,6.3991,6.7517
2017-11-13,6.3858,6.8301
2017-11-14,6.3844,6.8253
2017-11-15,6.3358,6.9059
2017-11-16,6.2860000000000005,6.9144
2017-11-17,6.3221,6.954
2017-11-20,6.3086,6.944
2017-11-21,6.3164,6.9996
2017-11-22,6.3504,6.9992
2017-11-23,6.3342,7.0075
2017-11-24,6.2812,7.0174
2017-11-27,6.266,7.0509
2017-11-28,6.2269,7.0223
2017-11-29,6.2603,7.0258
2017-11-30,6.2926,7.0339
2017-12-01,6.2804,6.9961
2017-12-04,6.2617,7.0011
2017-12-05,6.2721,6.9910000000000005
2017-12-06,6.2813,6.9516
2017-12-07,6.2978,6.9298
2017-12-08,6.3138,6.9318
2017-12-11,6.3377,6.9123
2017-12-12,6.31,7.0432
2017-12-13,6.3253,7.0188
2017-12-14,6.3421,7.0094
2017-12-15,6.2839,6.9860000000000015
2017-12-18,6.3055,7.136
2017-12-19,6.3111,7.1214
2017-12-20,6.2958,7.1333
2017-12-21,6.2848,7.1732
2017-12-22,6.2777,7.1339
2017-12-25,6.2805,7.1182
2017-12-26,6.2805,7.1168
2017-12-27,6.2805,7.1168
2017-12-28,6.2589,7.1184
2017-12-29,6.2389,7.1484
2018-01-01,6.2077,7.1116
2018-01-02,6.2077,7.0528
2018-01-03,6.1697,7.1045
2018-01-04,6.1916,7.1585
2018-01-05,6.1707,7.122999999999998
2018-01-08,6.1817,7.0794
2018-01-09,6.2196,7.0208
2018-01-10,6.2411,7.0691
2018-01-11,6.2099,7.035
2018-01-12,6.1974,7.0778
2018-01-15,6.1372,6.9615
2018-01-16,6.0679,6.974
2018-01-17,6.0909,7.0192
2018-01-18,6.1025,6.9603
2018-01-19,6.0870000000000015,6.9731
2018-01-22,6.0754,6.9704
2018-01-23,6.0824,6.9939
2018-01-24,6.0768,6.94
2018-01-25,6.0274,6.9186
2018-01-26,6.0002,6.9223
2018-01-29,5.9849,6.9502
2018-01-30,6.0124,6.9627
2018-01-31,5.9911,6.9967
2018-02-01,5.9741,6.9152
2018-02-02,5.9738,6.8925
2018-02-05,5.9581,6.8818
2018-02-06,5.9834,6.9245
2018-02-07,6.0369,6.9429
2018-02-08,6.0326,6.9652
2018-02-09,6.0743,6.9707
2018-02-12,6.0651,6.9535
2018-02-13,6.0718,6.9944
2018-02-14,6.0397,6.9959
2018-02-15,6.0324,6.9998
2018-02-16,5.9628,7.0436
2018-02-19,5.9757,6.9791
2018-02-20,6.0016,6.9797
2018-02-21,6.0351,7.002000000000002
2018-02-22,6.0482,7.0545
2018-02-23,6.0657,7.0705
2018-02-26,6.0549,7.0306
2018-02-27,6.0438,7.0076
2018-02-28,6.0532,7.021
2018-03-01,6.0967,7.0144
2018-03-02,6.1186,7.0572
2018-03-05,6.0493,7.0702
2018-03-06,6.0509,7.0362
2018-03-07,6.0023,7.0182
2018-03-08,6.0,7.0291
