Date,ZAR,YTD
2006-03-09,6.3068,5.8443
2006-03-10,6.2639999999999985,5.7948
2006-03-13,6.2682,5.8855
2006-03-14,6.2552,5.8403
2006-03-15,6.2811,5.9856
2006-03-16,6.207000000000002,5.9885
2006-03-17,6.2303,6.1014
2006-03-20,6.1888,6.1427
2006-03-21,6.2719,6.0547
2006-03-22,6.309,6.1475
2006-03-23,6.3682,6.0765
2006-03-24,6.266,6.1976
2006-03-27,6.3353,6.2059
2006-03-28,6.251,6.2059
2006-03-29,6.2802,6.2059
2006-03-30,6.3392,6.3623
2006-03-31,6.2272,6.3309
2006-04-03,6.2018,6.2402
2006-04-04,6.1665,6.1825
2006-04-05,6.053,6.2072
2006-04-06,6.0507,6.2447
2006-04-07,6.0354,6.1255
2006-04-10,6.0732,6.1237
2006-04-11,6.1452,6.2004
2006-04-12,6.1428,6.0715
2006-04-13,6.1307,6.1328
2006-04-14,6.1387,6.1272
2006-04-17,6.1387,6.1977
2006-04-18,6.1387,6.3095
2006-04-19,6.0589,6.2828
2006-04-20,5.9634,6.2402
2006-04-21,5.9825,6.1592
2006-04-24,6.035,6.0986
2006-04-25,6.0185,6.0626
2006-04-26,6.0415,6.0708
2006-04-27,6.1602,6.095
2006-04-28,6.1892,6.1139
2006-05-01,6.1267,6.1373
2006-05-02,6.1267,6.1023
2006-05-03,6.0543,6.0952
2006-05-04,6.0723,6.1295
2006-05-05,6.1115,6.033
2006-05-08,6.0515,5.9723
2006-05-09,6.0427,6.0158
2006-05-10,6.0819,6.108
2006-05-11,6.0473,6.1886
2006-05-12,6.0943,6.1678
2006-05-15,6.1789999999999985,6.2362
2006-05-16,6.4173,6.3407
2006-05-17,6.3838,6.3782
2006-05-18,6.2747,6.4201
2006-05-19,6.46,6.433
2006-05-22,6.4252,6.4062
2006-05-23,6.6177,6.4129999999999985
2006-05-24,6.4762,6.5624
2006-05-25,6.6448,6.5033
2006-05-26,6.6032,6.5587
2006-05-29,6.5665,6.6237
2006-05-30,6.4765,6.6352
2006-05-31,6.5675,6.6408
2006-06-01,6.6412,6.7188
2006-06-02,6.766,6.9238
2006-06-05,6.664,6.8639
2006-06-06,6.6114,6.8006
2006-06-07,6.7698,6.7583
2006-06-08,6.7597,6.6098
2006-06-09,6.8093,6.6728
2006-06-12,6.7012,6.8162
2006-06-13,6.7319,6.7248
2006-06-14,6.8477,6.8721
2006-06-15,6.8515,6.9264
2006-06-16,6.851,6.8698
2006-06-19,6.8903,6.7541
2006-06-20,6.9253,6.6741
2006-06-21,7.0925,6.7097
2006-06-22,7.2048,6.7518
2006-06-23,7.3935,6.752000000000002
2006-06-26,7.5092,6.7655
2006-06-27,7.3785,6.7164
2006-06-28,7.276,6.6791
2006-06-29,7.2472,6.6445
2006-06-30,7.3237,6.725
2006-07-03,7.2247,6.6370000000000005
2006-07-04,7.1022,6.6828
2006-07-05,7.0247,6.8593
2006-07-06,7.0828,6.9025
2006-07-07,7.1947,6.8347
2006-07-10,7.1517,6.8367
2006-07-11,7.1477,6.9253
2006-07-12,7.1255,6.8452
2006-07-13,7.1332,6.66
2006-07-14,7.2177,6.5423
2006-07-17,7.207999999999998,6.6773
2006-07-18,7.2342,6.6174
2006-07-19,7.1952,6.6653
2006-07-20,7.1926,6.7296
2006-07-21,7.028,6.6827
2006-07-24,7.0297,6.56
2006-07-25,7.0483,6.5978
2006-07-26,6.9822,6.6872
2006-07-27,7.0153,6.7103
2006-07-28,6.8975,6.6832
2006-07-31,6.9353,6.6301
2006-08-01,6.8897,6.6323
2006-08-02,6.9598,6.5543
2006-08-03,6.9257,6.5097
2006-08-04,6.896,6.4582
2006-08-07,6.8866,6.4785
2006-08-08,6.8068,6.4302
2006-08-09,6.7938,6.4748
2006-08-10,6.747999999999998,6.457000000000002
2006-08-11,6.7613,6.3865
2006-08-14,6.7832,6.3993
2006-08-15,6.8605,6.3563
2006-08-16,6.8847,6.4361
2006-08-17,6.8652,6.4592
2006-08-18,6.7688,6.4583
2006-08-21,6.8915,6.5232
2006-08-22,6.9942,6.5172
2006-08-23,7.131,6.4747
2006-08-24,7.0867,6.4860000000000015
2006-08-25,7.1313,6.4878
2006-08-28,7.1398,6.487
2006-08-29,7.171,6.4615
2006-08-30,7.1353,6.4632
2006-08-31,7.1057,6.5028
2006-09-01,7.1152,6.5086
2006-09-04,7.221,6.376
2006-09-05,7.1828,6.2517
2006-09-06,7.1913,6.2458
2006-09-07,7.2175,6.306
2006-09-08,7.3903,6.3673
2006-09-11,7.3467,6.33
2006-09-12,7.4347,6.3017
2006-09-13,7.3845,6.3828
2006-09-14,7.3547,6.39
2006-09-15,7.4079,6.3593
2006-09-18,7.4091,6.3965
2006-09-19,7.2823,6.3694
2006-09-20,7.3778,6.4398
2006-09-21,7.3958,6.3748
2006-09-22,7.4265,6.3647
2006-09-25,7.6665,6.3447
2006-09-26,7.5951,6.334
2006-09-27,7.6841,6.3958
2006-09-28,7.6313,6.3943
2006-09-29,7.654,6.4308
2006-10-02,7.7628,6.3729
2006-10-03,7.7516,6.3748
2006-10-04,7.6959,6.4032
2006-10-05,7.9447,6.4414
2006-10-06,7.8467,6.5336
2006-10-09,7.8156,6.5548
2006-10-10,7.8246,6.5631
2006-10-11,7.8022,6.5218
2006-10-12,7.7377,6.5195
2006-10-13,7.6583,6.5573
2006-10-16,7.4877,6.638
2006-10-17,7.4854,6.6007
2006-10-18,7.6252,6.5303
2006-10-19,7.5743,6.5878
2006-10-20,7.5281,6.5885
2006-10-23,7.5316,6.6053
2006-10-24,7.68,6.6153
2006-10-25,7.7526,6.6297
2006-10-26,7.6589,6.6559
2006-10-27,7.5114,6.6473
2006-10-30,7.5258,6.7195
2006-10-31,7.4747,6.6974
2006-11-01,7.396,6.7117
2006-11-02,7.3567,6.647
2006-11-03,7.4176,6.6767
2006-11-06,7.4424,6.6110000000000015
2006-11-07,7.4016,6.6507
2006-11-08,7.3293,6.7408
2006-11-09,7.386,6.749
2006-11-10,7.3073,6.7488
2006-11-13,7.2271,6.7568
2006-11-14,7.282,6.7847
2006-11-15,7.2598,6.7558
2006-11-16,7.3137,6.7945
2006-11-17,7.1712,6.7708
2006-11-20,7.2898,6.7123
2006-11-21,7.2855,6.7237
2006-11-22,7.2157,6.6347
2006-11-23,7.1812,6.6367
2006-11-24,7.1837,6.5939999999999985
2006-11-27,7.2122,6.5348
2006-11-28,7.089,6.541
2006-11-29,7.1887,6.5177
2006-11-30,7.1285,6.4751
2006-12-01,7.2333,6.4859
2006-12-04,7.1433,6.4773
2006-12-05,7.1642,6.4103
2006-12-06,7.1389999999999985,6.3655
2006-12-07,7.1161,6.3013
2006-12-08,7.0542,6.3124
2006-12-11,7.085,6.3678
2006-12-12,7.0827,6.3665
2006-12-13,6.9958,6.3409
2006-12-14,6.983,6.3432
2006-12-15,7.0197,6.3002
2006-12-18,7.0478,6.3909
2006-12-19,7.0047,6.4405
2006-12-20,7.0047,6.392
2006-12-21,7.0015,6.3369
2006-12-22,7.0026,6.3848
2006-12-25,6.9887,6.3853
2006-12-26,6.9887,6.3487
2006-12-27,6.9887,6.3487
2006-12-28,7.0065,6.3465
2006-12-29,7.0288,6.3407
2007-01-01,6.995,6.3422
2007-01-02,6.995,6.3272
2007-01-03,6.9555,6.3327
2007-01-04,6.9307,6.2983
2007-01-05,7.0383,6.1832
2007-01-08,7.1475,6.1553
2007-01-09,7.2428,6.1557
2007-01-10,7.2092,6.0768
2007-01-11,7.3733,6.1002
2007-01-12,7.2772,6.1073
2007-01-15,7.2549,6.0508
2007-01-16,7.21,6.0777
2007-01-17,7.2315,5.992000000000001
2007-01-18,7.2438,6.0248
2007-01-19,7.1625,6.0662
2007-01-22,7.1539,6.0103
2007-01-23,7.1072,6.0107
2007-01-24,7.1075,5.9673
2007-01-25,7.1314,6.0551
2007-01-26,7.1748,6.0347
2007-01-29,7.2696,6.0848
2007-01-30,7.3337,6.1227
2007-01-31,7.335,6.1571
2007-02-01,7.2693,6.1153
2007-02-02,7.1893,6.103
2007-02-05,7.1807,6.1185
2007-02-06,7.2342,6.0798
2007-02-07,7.1905,6.12
2007-02-08,7.1873,6.1102
2007-02-09,7.1614,6.2531
2007-02-12,7.1692,6.1458
2007-02-13,7.2863,6.113
2007-02-14,7.2401,6.1805
2007-02-15,7.2271,6.1636
2007-02-16,7.1789999999999985,6.1086
2007-02-19,7.1911,6.0961
2007-02-20,7.1302,6.0617
2007-02-21,7.1235,6.0323
2007-02-22,7.1236,6.0653
2007-02-23,7.0617,6.1329
2007-02-26,7.087999999999999,6.0739
2007-02-27,7.0978,6.1222
2007-02-28,7.1712,6.1569
2007-03-01,7.2552,6.1912
2007-03-02,7.3403,6.1613
2007-03-05,7.3448,6.1395
2007-03-06,7.501,6.1488
2007-03-07,7.3908,6.2255
2007-03-08,7.4244,6.3115
2007-03-09,7.3852,6.3068
2007-03-12,7.3936,6.2639999999999985
2007-03-13,7.359,6.2682
2007-03-14,7.4406,6.2552
2007-03-15,7.461,6.2811
2007-03-16,7.4417,6.207000000000002
2007-03-19,7.4364,6.2303
2007-03-20,7.4175,6.1888
2007-03-21,7.3782,6.2719
2007-03-22,7.3359,6.309
2007-03-23,7.2107,6.3682
2007-03-26,7.2245,6.266
2007-03-27,7.2148,6.3353
2007-03-28,7.2547,6.251
2007-03-29,7.2962,6.2802
2007-03-30,7.3206,6.3392
2007-04-02,7.2838,6.2272
2007-04-03,7.2667,6.2018
2007-04-04,7.2181,6.1665
2007-04-05,7.1809,6.053
2007-04-06,7.1479,6.0507
2007-04-09,7.1479,6.0354
2007-04-10,7.1479,6.0732
2007-04-11,7.1375,6.1452
2007-04-12,7.1285,6.1428
2007-04-13,7.1763,6.1307
2007-04-16,7.2006,6.1387
2007-04-17,7.1215,6.1387
2007-04-18,7.1086,6.1387
2007-04-19,7.0671,6.0589
2007-04-20,7.0998,5.9634
2007-04-23,7.0120000000000005,5.9825
2007-04-24,7.0471,6.035
2007-04-25,7.0708,6.0185
2007-04-26,7.0201,6.0415
2007-04-27,6.9979,6.1602
2007-04-30,7.0303,6.1892
2007-05-01,7.0523,6.1267
2007-05-02,7.0523,6.1267
2007-05-03,7.0422,6.0543
2007-05-04,6.973,6.0723
2007-05-07,6.9866,6.1115
2007-05-08,6.916,6.0515
2007-05-09,6.9273,6.0427
2007-05-10,6.9308,6.0819
2007-05-11,6.9645,6.0473
2007-05-14,7.0212,6.0943
2007-05-15,6.9528,6.1789999999999985
2007-05-16,6.9537,6.4173
2007-05-17,6.9193,6.3838
2007-05-18,6.9623,6.2747
2007-05-21,7.0619,6.46
2007-05-22,7.0028,6.4252
2007-05-23,7.0176,6.6177
2007-05-24,7.0336,6.4762
2007-05-25,7.1075,6.6448
2007-05-28,7.126,6.6032
2007-05-29,7.1058,6.5665
2007-05-30,7.1183,6.4765
2007-05-31,7.187,6.5675
2007-06-01,7.1441,6.6412
2007-06-04,7.1216,6.766
2007-06-05,7.1265,6.664
2007-06-06,7.1517,6.6114
2007-06-07,7.2071,6.7698
2007-06-08,7.1975,6.7597
2007-06-11,7.3043,6.8093
2007-06-12,7.2647,6.7012
2007-06-13,7.2055,6.7319
2007-06-14,7.2708,6.8477
2007-06-15,7.2202,6.8515
2007-06-18,7.1872,6.851
2007-06-19,7.1135,6.8903
2007-06-20,7.0944,6.9253
2007-06-21,7.0756,7.0925
2007-06-22,7.1682,7.2048
2007-06-25,7.1373,7.3935
2007-06-26,7.1504,7.5092
2007-06-27,7.1765,7.3785
2007-06-28,7.1988,7.276
2007-06-29,7.1077,7.2472
2007-07-02,7.0738,7.3237
2007-07-03,7.0152,7.2247
2007-07-04,6.9779,7.1022
2007-07-05,6.9775,7.0247
2007-07-06,7.0087,7.0828
2007-07-09,7.0341,7.1947
2007-07-10,6.9727,7.1517
2007-07-11,7.0108,7.1477
2007-07-12,7.053,7.1255
2007-07-13,7.0165,7.1332
2007-07-16,6.9602,7.2177
2007-07-17,6.9589,7.207999999999998
2007-07-18,6.9832,7.2342
2007-07-19,6.9753,7.1952
2007-07-20,6.8799,7.1926
2007-07-23,6.8898,7.028
2007-07-24,6.8177,7.0297
2007-07-25,6.8206,7.0483
2007-07-26,6.8289,6.9822
2007-07-27,6.9731,7.0153
2007-07-30,7.0957,6.8975
2007-07-31,7.174,6.9353
2007-08-01,7.1059,6.8897
2007-08-02,7.1446,6.9598
2007-08-03,7.0839,6.9257
2007-08-06,7.0698,6.896
2007-08-07,7.112,6.8866
2007-08-08,7.0552,6.8068
2007-08-09,7.032,6.7938
2007-08-10,7.0955,6.747999999999998
2007-08-13,7.2248,6.7613
2007-08-14,7.1695,6.7832
2007-08-15,7.2419,6.8605
2007-08-16,7.4236,6.8847
2007-08-17,7.4733,6.8652
2007-08-20,7.4476,6.7688
2007-08-21,7.3622,6.8915
2007-08-22,7.3828,6.9942
2007-08-23,7.3017,7.131
2007-08-24,7.2447,7.0867
2007-08-27,7.2575,7.1313
2007-08-28,7.1834,7.1398
2007-08-29,7.2448,7.171
2007-08-30,7.2618,7.1353
2007-08-31,7.1956,7.1057
2007-09-03,7.1354,7.1152
2007-09-04,7.2153,7.221
2007-09-05,7.269,7.1828
2007-09-06,7.2585,7.1913
2007-09-07,7.2361,7.2175
2007-09-10,7.1960000000000015,7.3903
2007-09-11,7.2275,7.3467
2007-09-12,7.1683,7.4347
2007-09-13,7.1948,7.3845
2007-09-14,7.1374,7.3547
2007-09-17,7.19,7.4079
2007-09-18,7.1995,7.4091
2007-09-19,7.1917,7.2823
2007-09-20,7.0844,7.3778
2007-09-21,7.0795,7.3958
2007-09-24,7.0375,7.4265
2007-09-25,6.988,7.6665
2007-09-26,7.01,7.5951
2007-09-27,6.9553,7.6841
2007-09-28,6.8667,7.6313
2007-10-01,6.8807,7.654
2007-10-02,6.8829,7.7628
2007-10-03,6.8993,7.7516
2007-10-04,6.9058,7.6959
2007-10-05,6.9303,7.9447
2007-10-08,6.88,7.8467
2007-10-09,6.8403,7.8156
2007-10-10,6.8773,7.8246
2007-10-11,6.8454,7.8022
2007-10-12,6.843,7.7377
2007-10-15,6.7653,7.6583
2007-10-16,6.7512,7.4877
2007-10-17,6.8833,7.4854
2007-10-18,6.8023,7.6252
2007-10-19,6.8387,7.5743
2007-10-22,6.7887,7.5281
2007-10-23,6.8816,7.5316
2007-10-24,6.7427,7.68
2007-10-25,6.6560000000000015,7.7526
2007-10-26,6.6,7.6589
2007-10-29,6.5093,7.5114
2007-10-30,6.5353,7.5258
2007-10-31,6.5887,7.4747
2007-11-01,6.5634,7.396
2007-11-02,6.5798,7.3567
2007-11-05,6.5475,7.4176
2007-11-06,6.5870000000000015,7.4424
2007-11-07,6.5097,7.4016
2007-11-08,6.4944,7.3293
2007-11-09,6.483,7.386
2007-11-12,6.5771,7.3073
2007-11-13,6.7429,7.2271
2007-11-14,6.7622,7.282
2007-11-15,6.692,7.2598
2007-11-16,6.6904,7.3137
2007-11-19,6.6741,7.1712
2007-11-20,6.7055,7.2898
2007-11-21,6.74,7.2855
2007-11-22,6.8138,7.2157
2007-11-23,6.7955,7.1812
2007-11-26,6.8242,7.1837
2007-11-27,6.8198,7.2122
2007-11-28,7.0391,7.089
2007-11-29,6.9397,7.1887
2007-11-30,6.8775,7.1285
2007-12-03,6.7448,7.2333
2007-12-04,6.8226,7.1433
2007-12-05,6.8367,7.1642
2007-12-06,6.8043,7.1389999999999985
2007-12-07,6.772,7.1161
2007-12-10,6.7078,7.0542
2007-12-11,6.6777,7.085
2007-12-12,6.7191,7.0827
2007-12-13,6.7462,6.9958
2007-12-14,6.7711,6.983
2007-12-17,6.8298,7.0197
2007-12-18,6.902,7.0478
2007-12-19,6.9124,7.0047
2007-12-20,6.9112,7.0047
2007-12-21,7.0033,7.0015
2007-12-24,7.0264,7.0026
2007-12-25,6.9926,6.9887
2007-12-26,6.9926,6.9887
2007-12-27,6.9926,6.9887
2007-12-28,6.8719,7.0065
2007-12-31,6.8071,7.0288
2008-01-01,6.8134,6.995
2008-01-02,6.8134,6.995
2008-01-03,6.8178,6.9555
2008-01-04,6.8359,6.9307
2008-01-07,6.8337,7.0383
2008-01-08,6.9048,7.1475
2008-01-09,6.8745,7.2428
2008-01-10,6.8488,7.2092
2008-01-11,6.8729,7.3733
2008-01-14,6.8279999999999985,7.2772
2008-01-15,6.7358,7.2549
2008-01-16,6.76,7.21
2008-01-17,6.9301,7.2315
2008-01-18,7.0322,7.2438
2008-01-21,7.0158,7.1625
2008-01-22,7.1882,7.1539
2008-01-23,7.2423,7.1072
2008-01-24,7.1641,7.1075
2008-01-25,7.0374,7.1314
2008-01-28,7.1125,7.1748
2008-01-29,7.1745,7.2696
2008-01-30,7.1705,7.3337
2008-01-31,7.2674,7.335
2008-02-01,7.4728,7.2693
2008-02-04,7.3826,7.1893
2008-02-05,7.3781,7.1807
2008-02-06,7.4592,7.2342
2008-02-07,7.6547,7.1905
2008-02-08,7.8036,7.1873
2008-02-11,7.8178,7.1614
2008-02-12,7.7871,7.1692
2008-02-13,7.7755,7.2863
2008-02-14,7.6827,7.2401
2008-02-15,7.673999999999999,7.2271
2008-02-18,7.6768,7.1789999999999985
2008-02-19,7.6537,7.1911
2008-02-20,7.6292,7.1302
2008-02-21,7.8746,7.1235
2008-02-22,7.7837,7.1236
2008-02-25,7.7155,7.0617
2008-02-26,7.7074,7.087999999999999
2008-02-27,7.6012,7.0978
2008-02-28,7.4561,7.1712
2008-02-29,7.5246,7.1712
2008-03-03,7.7346,7.3403
2008-03-04,7.8866,7.3403
2008-03-05,7.8568,7.3448
2008-03-06,7.7652,7.501
2008-03-07,7.7773,7.3908
2008-03-10,7.9977,7.3852
2008-03-11,7.9465,7.3852
2008-03-12,7.8698,7.3936
2008-03-13,7.8245,7.359
2008-03-14,7.9341,7.4406
2008-03-17,7.8626,7.4417
2008-03-18,8.1522,7.4417
2008-03-19,8.016,7.4364
2008-03-20,8.0143,7.4175
2008-03-21,8.1398,7.3782
2008-03-24,8.1398,7.2107
2008-03-25,8.1398,7.2107
2008-03-26,8.0853,7.2245
2008-03-27,8.0656,7.2148
2008-03-28,7.9881,7.2547
2008-03-31,8.0824,7.3206
2008-04-01,8.1027,7.3206
2008-04-02,8.0843,7.2838
2008-04-03,7.8742,7.2667
2008-04-04,7.785,7.2181
2008-04-07,7.8323,7.1479
2008-04-08,7.8188,7.1479
2008-04-09,7.7877,7.1479
2008-04-10,7.8227,7.1479
2008-04-11,7.9156,7.1375
2008-04-14,7.8482,7.1763
2008-04-15,7.8801,7.1763
2008-04-16,7.9214,7.2006
2008-04-17,7.9797,7.1215
2008-04-18,7.8629,7.1086
2008-04-21,7.7605,7.0998
2008-04-22,7.7878,7.0998
2008-04-23,7.6587,7.0120000000000005
2008-04-24,7.665,7.0471
2008-04-25,7.7487,7.0708
2008-04-28,7.6398,6.9979
2008-04-29,7.5486,6.9979
2008-04-30,7.5891,7.0303
2008-05-01,7.6062,7.0523
2008-05-02,7.6062,7.0523
2008-05-05,7.6051,6.973
2008-05-06,7.6151,6.973
2008-05-07,7.5303,6.9866
2008-05-08,7.5262,6.916
2008-05-09,7.6158,6.9273
2008-05-12,7.7047,6.9645
2008-05-13,7.6682,6.9645
2008-05-14,7.5893,7.0212
2008-05-15,7.6689,6.9528
2008-05-16,7.6244,6.9537
2008-05-19,7.5029,6.9623
2008-05-20,7.513,6.9623
2008-05-21,7.6322,7.0619
2008-05-22,7.6595,7.0028
2008-05-23,7.7093,7.0176
2008-05-26,7.6547,7.1075
2008-05-27,7.6988,7.1075
2008-05-28,7.7621,7.126
2008-05-29,7.6705,7.1058
2008-05-30,7.6458,7.1183
2008-06-02,7.6225,7.1441
2008-06-03,7.7237,7.1441
2008-06-04,7.7163,7.1216
2008-06-05,7.7848,7.1265
2008-06-06,7.8165,7.1517
2008-06-09,7.8239,7.1975
2008-06-10,7.8687,7.1975
2008-06-11,7.9557,7.3043
2008-06-12,7.9832,7.2647
2008-06-13,7.9678,7.2055
2008-06-16,8.1723,7.2202
2008-06-17,8.0846,7.2202
2008-06-18,8.0158,7.1872
2008-06-19,8.074,7.1135
2008-06-20,8.0059,7.0944
2008-06-23,7.9833,7.1682
2008-06-24,8.0575,7.1682
2008-06-25,8.0653,7.1373
2008-06-26,7.9903,7.1504
2008-06-27,7.8679,7.1765
2008-06-30,7.9299,7.1077
2008-07-01,7.8299,7.1077
2008-07-02,7.9043,7.0738
2008-07-03,7.8464,7.0152
2008-07-04,7.8332,6.9779
2008-07-07,7.7079,7.0087
2008-07-08,7.7439,7.0087
2008-07-09,7.7701,7.0341
2008-07-10,7.6627,6.9727
2008-07-11,7.6833,7.0108
2008-07-14,7.7524,7.0165
2008-07-15,7.6185,7.0165
2008-07-16,7.661,6.9602
2008-07-17,7.6309,6.9589
2008-07-18,7.5563,6.9832
2008-07-21,7.5348,6.8799
2008-07-22,7.593,6.8799
2008-07-23,7.5608,6.8898
2008-07-24,7.5091,6.8177
2008-07-25,7.5659,6.8206
2008-07-28,7.5937,6.9731
2008-07-29,7.5156,6.9731
2008-07-30,7.4976,7.0957
2008-07-31,7.4097,7.174
2008-08-01,7.3403,7.1059
2008-08-04,7.3289,7.0839
2008-08-05,7.2042,7.0839
2008-08-06,7.382999999999999,7.0698
2008-08-07,7.415,7.112
2008-08-08,7.4352,7.0552
2008-08-11,7.6821,7.0955
2008-08-12,7.6925,7.0955
2008-08-13,7.7621,7.2248
2008-08-14,7.8246,7.1695
2008-08-15,7.8124,7.2419
2008-08-18,7.9428,7.4733
2008-08-19,7.772,7.4733
2008-08-20,7.7557,7.4476
2008-08-21,7.7379,7.3622
2008-08-22,7.7163,7.3828
2008-08-25,7.6823,7.2447
2008-08-26,7.7172,7.2447
2008-08-27,7.8298,7.2575
2008-08-28,7.7727,7.1834
2008-08-29,7.7171,7.2448
2008-09-01,7.7095,7.1956
2008-09-02,7.7286,7.1956
2008-09-03,7.7914,7.1354
2008-09-04,7.8873,7.2153
2008-09-05,7.8879,7.269
2008-09-08,8.0473,7.2361
2008-09-09,7.8373,7.2361
2008-09-10,7.8945,7.1960000000000015
2008-09-11,8.0595,7.2275
2008-09-12,8.3106,7.1683
2008-09-15,8.1722,7.1374
2008-09-16,8.1697,7.1374
2008-09-17,8.165,7.19
2008-09-18,8.1503,7.1995
2008-09-19,8.1775,7.1917
2008-09-22,8.0711,7.0795
2008-09-23,8.0441,7.0795
2008-09-24,8.0748,7.0375
2008-09-25,8.1947,6.988
2008-09-26,8.1558,7.01
2008-09-29,8.1721,6.8667
2008-09-30,8.195,6.8667
2008-10-01,8.2689,6.8807
2008-10-02,8.2672,6.8829
2008-10-03,8.396,6.8993
2008-10-06,8.5348,6.9303
2008-10-07,8.6578,6.9303
2008-10-08,8.8058,6.88
2008-10-09,9.1486,6.8403
2008-10-10,9.0813,6.8773
2008-10-13,9.307,6.843
2008-10-14,9.2411,6.843
2008-10-15,8.8853,6.7653
2008-10-16,9.2565,6.7512
2008-10-17,10.08,6.8833
2008-10-20,10.268,6.8387
2008-10-21,10.072,6.8387
2008-10-22,10.407,6.7887
2008-10-23,10.973,6.8816
2008-10-24,11.61,6.7427
2008-10-27,11.123,6.6
2008-10-28,11.127,6.6
2008-10-29,10.577,6.5093
2008-10-30,10.124,6.5353
2008-10-31,9.9877,6.5887
2008-11-03,10.063,6.5798
2008-11-04,9.7777,6.5798
2008-11-05,9.8573,6.5475
2008-11-06,9.6752,6.5870000000000015
2008-11-07,9.8888,6.5097
2008-11-10,10.078,6.483
2008-11-11,9.8549,6.483
2008-11-12,10.095,6.5771
2008-11-13,10.44,6.7429
2008-11-14,10.378,6.7622
2008-11-17,10.222,6.6904
2008-11-18,10.059,6.6904
2008-11-19,10.265999999999998,6.6741
2008-11-20,10.451,6.7055
2008-11-21,10.55,6.74
2008-11-24,10.463,6.7955
2008-11-25,10.334,6.7955
2008-11-26,10.005,6.8242
2008-11-27,9.9946,6.8198
2008-11-28,9.8535,7.0391
2008-12-01,10.097,6.8775
2008-12-02,10.243,6.8775
2008-12-03,10.336,6.7448
2008-12-04,10.3,6.8226
2008-12-05,10.289,6.8367
2008-12-08,10.334,6.772
2008-12-09,10.211,6.772
2008-12-10,10.192,6.7078
2008-12-11,10.207,6.6777
2008-12-12,10.139,6.7191
2008-12-15,10.183,6.7711
2008-12-16,10.226,6.7711
2008-12-17,10.299,6.8298
2008-12-18,9.9851,6.902
2008-12-19,9.7626,6.9124
2008-12-22,9.7618,7.0033
2008-12-23,9.6671,7.0033
2008-12-24,9.7289,7.0264
2008-12-25,9.6208,6.9926
2008-12-26,9.6208,6.9926
2008-12-29,9.6208,6.8719
2008-12-30,9.5403,6.8719
2008-12-31,9.4999,6.8071
2009-01-01,9.3892,6.8134
2009-01-02,9.3892,6.8134
2009-01-05,9.4202,6.8359
2009-01-06,9.4728,6.8359
2009-01-07,9.3399,6.8337
2009-01-08,9.3527,6.9048
2009-01-09,9.6453,6.8745
2009-01-12,9.6697,6.8729
2009-01-13,10.022,6.8729
2009-01-14,10.08,6.8279999999999985
2009-01-15,10.05,6.7358
2009-01-16,10.187,6.76
2009-01-19,9.9148,7.0322
2009-01-20,10.068,7.0322
2009-01-21,10.334,7.0158
2009-01-22,10.228,7.1882
2009-01-23,10.062,7.2423
2009-01-26,10.323,7.0374
2009-01-27,10.09,7.0374
2009-01-28,10.002,7.1125
2009-01-29,9.8974,7.1745
2009-01-30,9.9138,7.1705
2009-02-02,10.254,7.4728
2009-02-03,10.24,7.4728
2009-02-04,10.119,7.3826
2009-02-05,10.09,7.3781
2009-02-06,9.9439,7.4592
2009-02-09,9.9289,7.8036
2009-02-10,9.5879,7.8036
2009-02-11,9.6923,7.8178
2009-02-12,9.9691,7.7871
2009-02-13,10.102,7.7755
2009-02-16,9.9696,7.673999999999999
2009-02-17,10.042,7.673999999999999
2009-02-18,10.189,7.6768
2009-02-19,10.19,7.6537
2009-02-20,9.985,7.6292
2009-02-23,10.198,7.7837
2009-02-24,9.9789,7.7837
2009-02-25,10.081,7.7155
2009-02-26,9.9429,7.7074
2009-02-27,9.885,7.6012
2009-03-02,10.135,7.5246
2009-03-03,10.373,7.7346
2009-03-04,10.488,7.8866
2009-03-05,10.469,7.8568
2009-03-06,10.52,7.7652
2009-03-09,10.527,7.7773
2009-03-10,10.644,7.9977
2009-03-11,10.4,7.9465
2009-03-12,10.17,7.8698
2009-03-13,10.129,7.8245
2009-03-16,9.9403,7.9341
2009-03-17,9.8942,7.8626
2009-03-18,9.9845,8.1522
2009-03-19,9.8401,8.016
2009-03-20,9.5677,8.0143
2009-03-23,9.645,8.1398
2009-03-24,9.4719,8.1398
2009-03-25,9.4699,8.1398
2009-03-26,9.5094,8.0853
2009-03-27,9.3702,8.0656
2009-03-30,9.575,7.9881
2009-03-31,9.7347,8.0824
2009-04-01,9.4785,8.1027
2009-04-02,9.4059,8.0843
2009-04-03,9.2563,7.8742
2009-04-06,9.1769,7.785
2009-04-07,8.9893,7.8323
2009-04-08,9.192,7.8188
2009-04-09,9.1943,7.7877
2009-04-10,9.0808,7.8227
2009-04-13,9.0808,7.9156
2009-04-14,9.0808,7.8482
2009-04-15,9.0057,7.8801
2009-04-16,9.2242,7.9214
2009-04-17,9.0255,7.9797
2009-04-20,8.9585,7.8629
2009-04-21,9.0784,7.7605
2009-04-22,9.1486,7.7878
2009-04-23,8.955,7.6587
2009-04-24,8.9142,7.665
2009-04-27,8.8528,7.7487
2009-04-28,8.8236,7.6398
2009-04-29,8.8254,7.5486
2009-04-30,8.5271,7.5891
2009-05-01,8.4693,7.6062
2009-05-04,8.4693,7.6062
2009-05-05,8.3657,7.6051
2009-05-06,8.3086,7.6151
2009-05-07,8.5002,7.5303
2009-05-08,8.3499,7.5262
