Date,AUD,YTD
2004-06-11,1.4416,1.5188
2004-06-14,1.4438,1.5081
2004-06-15,1.4556,1.5081
2004-06-16,1.4628,1.5046
2004-06-17,1.4454,1.4957
2004-06-18,1.4528,1.4953
2004-06-21,1.4552,1.4951
2004-06-22,1.4469999999999998,1.4951
2004-06-23,1.4563,1.4903
2004-06-24,1.4569,1.5052
2004-06-25,1.4364,1.5029
2004-06-28,1.4318,1.5023
2004-06-29,1.43,1.5023
2004-06-30,1.4378,1.5041
2004-07-01,1.4442,1.4979
2004-07-02,1.4204,1.4798
2004-07-05,1.4243,1.4719
2004-07-06,1.4023,1.4719
2004-07-07,1.3948,1.4707
2004-07-08,1.386,1.4679
2004-07-09,1.392,1.4966
2004-07-12,1.3899,1.5303
2004-07-13,1.3771,1.5303
2004-07-14,1.3768,1.5196
2004-07-15,1.3786,1.5148
2004-07-16,1.3821,1.5169
2004-07-19,1.38,1.5272
2004-07-20,1.3643,1.5272
2004-07-21,1.3716,1.5442
2004-07-22,1.385,1.5434
2004-07-23,1.3955,1.5315
2004-07-26,1.4088,1.5071
2004-07-27,1.4071,1.5071
2004-07-28,1.4036,1.5081
2004-07-29,1.4348,1.5077
2004-07-30,1.4371,1.5058
2004-08-02,1.4258,1.5422
2004-08-03,1.4223,1.5422
2004-08-04,1.4293,1.5452
2004-08-05,1.4253,1.5366
2004-08-06,1.421,1.5512
2004-08-09,1.4222,1.5438
2004-08-10,1.3968,1.5438
2004-08-11,1.3966,1.5349
2004-08-12,1.4033,1.524
2004-08-13,1.3978,1.5201
2004-08-16,1.4102,1.5244
2004-08-17,1.3947,1.5244
2004-08-18,1.395,1.5194
2004-08-19,1.3977,1.5164
2004-08-20,1.3855,1.5296
2004-08-23,1.3851,1.5184
2004-08-24,1.3882,1.5184
2004-08-25,1.4104,1.5383
2004-08-26,1.4173,1.5359
2004-08-27,1.4166,1.5541
2004-08-30,1.4145,1.5646
2004-08-31,1.4267,1.5646
2004-09-01,1.4283,1.5569
2004-09-02,1.4222,1.5487
2004-09-03,1.4326,1.5596
2004-09-06,1.4333,1.5662
2004-09-07,1.4453,1.5662
2004-09-08,1.4449,1.5557
2004-09-09,1.4492,1.5472
2004-09-10,1.4443,1.5301
2004-09-13,1.4464,1.5178
2004-09-14,1.4339,1.5178
2004-09-15,1.4293,1.5158
2004-09-16,1.4301,1.5073
2004-09-17,1.4352,1.5075
2004-09-20,1.4283,1.4978
2004-09-21,1.4309,1.4978
2004-09-22,1.4208,1.4937
2004-09-23,1.4205,1.4732
2004-09-24,1.4014,1.4768
2004-09-27,1.399,1.4663
2004-09-28,1.4028,1.4663
2004-09-29,1.3936,1.4815
2004-09-30,1.3959,1.4915
2004-10-01,1.3871,1.4676
2004-10-04,1.3817,1.4652
2004-10-05,1.3868,1.4652
2004-10-06,1.3828,1.4617
2004-10-07,1.3863,1.4693
2004-10-08,1.3753,1.4506
2004-10-11,1.3759,1.4455
2004-10-12,1.3622,1.4455
2004-10-13,1.3692,1.4469
2004-10-14,1.3847,1.45
2004-10-15,1.3725,1.4609
2004-10-18,1.3707,1.4535
2004-10-19,1.3711,1.4535
2004-10-20,1.3730000000000002,1.452
2004-10-21,1.3614,1.4451
2004-10-22,1.3585,1.444
2004-10-25,1.357,1.4309
2004-10-26,1.3389,1.4309
2004-10-27,1.3394,1.4286
2004-10-28,1.3352,1.421
2004-10-29,1.3474,1.4223
2004-11-01,1.3416,1.4101
2004-11-02,1.3397,1.4101
2004-11-03,1.3417,1.4166
2004-11-04,1.3283,1.4135
2004-11-05,1.3199,1.4274
2004-11-08,1.3198,1.408
2004-11-09,1.3185,1.408
2004-11-10,1.3205,1.4134
2004-11-11,1.3104,1.4002
2004-11-12,1.3168,1.4013
2004-11-15,1.3049,1.3908
2004-11-16,1.2942,1.3908
2004-11-17,1.2937,1.3901
2004-11-18,1.2827,1.3953
2004-11-19,1.2811,1.3934
2004-11-22,1.2784,1.3824
2004-11-23,1.2781,1.3824
2004-11-24,1.2705,1.3825
2004-11-25,1.2694,1.3865
2004-11-26,1.2641,1.3944
2004-11-29,1.2707,1.3844
2004-11-30,1.275,1.3844
2004-12-01,1.2897,1.3826
2004-12-02,1.2965,1.3757
2004-12-03,1.2822,1.3732
2004-12-06,1.2935,1.36
2004-12-07,1.2884,1.36
2004-12-08,1.2871,1.3614
2004-12-09,1.3223,1.3501
2004-12-10,1.3257,1.348
2004-12-13,1.3349,1.3546
2004-12-14,1.3193,1.3546
2004-12-15,1.3137,1.3459
2004-12-16,1.3122,1.3512
2004-12-17,1.3071,1.3429
2004-12-20,1.3178,1.3577
2004-12-21,1.3093,1.3577
2004-12-22,1.3048,1.3557
2004-12-23,1.3032,1.3608
2004-12-24,1.3065,1.362
2004-12-27,1.2987,1.3482
2004-12-28,1.2956,1.3482
2004-12-29,1.2833,1.3482
2004-12-30,1.2843,1.3442
2004-12-31,1.2893,1.3398
2005-01-03,1.2818,1.3303
2005-01-04,1.283,1.3303
2005-01-05,1.2944,1.3249
2005-01-06,1.3123,1.3069
2005-01-07,1.3134,1.2966
2005-01-10,1.3107,1.2978
2005-01-11,1.317,1.2978
2005-01-12,1.3132,1.291
2005-01-13,1.3187,1.2863
2005-01-14,1.3062,1.283
2005-01-17,1.3171,1.2947
2005-01-18,1.3178,1.2947
2005-01-19,1.3235,1.3013
2005-01-20,1.3105,1.3192
2005-01-21,1.3203,1.3062
2005-01-24,1.3098,1.2847
2005-01-25,1.3008,1.2847
2005-01-26,1.3043,1.2882
2005-01-27,1.2979,1.2926
2005-01-28,1.2933,1.294
2005-01-31,1.2924,1.2992
2005-02-01,1.2908,1.2992
2005-02-02,1.297,1.324
2005-02-03,1.2912,1.3153
2005-02-04,1.2922,1.3047
2005-02-07,1.2992,1.3090000000000002
2005-02-08,1.2935,1.3090000000000002
2005-02-09,1.3090000000000002,1.3136
2005-02-10,1.3044,1.2866
2005-02-11,1.2896,1.2767
2005-02-14,1.2787,1.2716
2005-02-15,1.2702,1.2716
2005-02-16,1.2734,1.2636
2005-02-17,1.275,1.2655
2005-02-18,1.2727,1.2552
2005-02-21,1.2723,1.2638
2005-02-22,1.2683,1.2638
2005-02-23,1.2612,1.2728
2005-02-24,1.2645,1.2939
2005-02-25,1.2682,1.2909
2005-02-28,1.2779,1.2997
2005-03-01,1.262,1.3013
2005-03-02,1.269,1.2935
2005-03-03,1.2817,1.2958
2005-03-04,1.274,1.3334
2005-03-07,1.2745,1.3319
2005-03-08,1.2641,1.3328
2005-03-09,1.2574,1.321
2005-03-10,1.2629,1.314
2005-03-11,1.2632,1.3321
2005-03-14,1.263,1.3569
2005-03-15,1.2709,1.3689
2005-03-16,1.2636,1.3624
2005-03-17,1.2642,1.3487
2005-03-18,1.2615,1.3530000000000002
2005-03-21,1.2653,1.3475
2005-03-22,1.2691,1.3366
2005-03-23,1.2682,1.33
2005-03-24,1.2866,1.3323
2005-03-25,1.2943,1.3395
2005-03-28,1.2943,1.3521
2005-03-29,1.2943,1.3402
2005-03-30,1.2948,1.3439
2005-03-31,1.2972,1.3276
2005-04-01,1.293,1.3132
2005-04-04,1.2966,1.3088
2005-04-05,1.3023,1.3066
2005-04-06,1.3082,1.3265
2005-04-07,1.3067,1.3177
2005-04-08,1.2999,1.3115
2005-04-11,1.3041,1.3157
2005-04-12,1.291,1.3157
2005-04-13,1.289,1.3157
2005-04-14,1.2845,1.3178
2005-04-15,1.2947,1.3473
2005-04-18,1.2991,1.3563
2005-04-19,1.3033,1.3569
2005-04-20,1.304,1.3373
2005-04-21,1.2905,1.3516
2005-04-22,1.2921,1.3733
2005-04-25,1.2826,1.3676
2005-04-26,1.2831,1.3653
2005-04-27,1.2835,1.3622
2005-04-28,1.289,1.3638
2005-04-29,1.2856,1.3693
2005-05-02,1.2785,1.3973
2005-05-03,1.2813,1.3875
2005-05-04,1.2932,1.3893
2005-05-05,1.2856,1.3772
2005-05-06,1.2806,1.3721
2005-05-09,1.2838,1.3697
2005-05-10,1.2935,1.39
2005-05-11,1.2926,1.4384
2005-05-12,1.2842,1.4409999999999998
2005-05-13,1.2971,1.4317
2005-05-16,1.3123,1.4594
2005-05-17,1.3236,1.4573
2005-05-18,1.3217,1.4447
2005-05-19,1.3224,1.454
2005-05-20,1.3185,1.4361
2005-05-23,1.3196,1.4409
2005-05-24,1.3228,1.4278
2005-05-25,1.3099,1.4301
2005-05-26,1.3155,1.4211
2005-05-27,1.3154,1.4133
2005-05-30,1.3126,1.402
2005-05-31,1.3138,1.4016
2005-06-01,1.3226,1.3963
2005-06-02,1.3368,1.3988
2005-06-03,1.3296,1.4259
2005-06-06,1.3216,1.4383
2005-06-07,1.3123,1.4478
2005-06-08,1.3032,1.4223
2005-06-09,1.2993,1.4240000000000002
2005-06-10,1.3029,1.4347
2005-06-13,1.3044,1.4416
2005-06-14,1.3149,1.4438
2005-06-15,1.3072,1.4556
2005-06-16,1.3056,1.4628
2005-06-17,1.2991,1.4454
2005-06-20,1.2869,1.4528
2005-06-21,1.2854,1.4552
2005-06-22,1.2915,1.4469999999999998
2005-06-23,1.2882,1.4563
2005-06-24,1.2923,1.4569
2005-06-27,1.2951,1.4364
2005-06-28,1.3001,1.4318
2005-06-29,1.3055,1.43
2005-06-30,1.3131,1.4378
2005-07-01,1.3137,1.4442
2005-07-04,1.3204,1.4204
2005-07-05,1.3348,1.4243
2005-07-06,1.3497,1.4023
2005-07-07,1.3473,1.3948
2005-07-08,1.346,1.386
2005-07-11,1.3516,1.392
2005-07-12,1.3434,1.3899
2005-07-13,1.3269,1.3771
2005-07-14,1.3276,1.3768
2005-07-15,1.3311,1.3786
2005-07-18,1.3325,1.3821
2005-07-19,1.3363,1.38
2005-07-20,1.336,1.3643
2005-07-21,1.3265,1.3716
2005-07-22,1.3081,1.385
2005-07-25,1.306,1.3955
2005-07-26,1.3143,1.4088
2005-07-27,1.3193,1.4071
2005-07-28,1.3252,1.4036
2005-07-29,1.3203,1.4348
2005-08-01,1.3151,1.4371
2005-08-02,1.3141,1.4258
2005-08-03,1.3079,1.4223
2005-08-04,1.3,1.4293
2005-08-05,1.298,1.4253
2005-08-08,1.2974,1.421
2005-08-09,1.3052,1.4222
2005-08-10,1.3137,1.3968
2005-08-11,1.3094,1.3966
2005-08-12,1.2981,1.4033
2005-08-15,1.2928,1.3978
2005-08-16,1.2959,1.4102
2005-08-17,1.3027,1.3947
2005-08-18,1.3096,1.395
2005-08-19,1.3239,1.3977
2005-08-22,1.3296,1.3855
2005-08-23,1.3226,1.3851
2005-08-24,1.3238,1.3882
2005-08-25,1.325,1.4104
2005-08-26,1.3179,1.4173
2005-08-29,1.3171,1.4166
2005-08-30,1.3257,1.4145
2005-08-31,1.3381,1.4267
2005-09-01,1.3398,1.4283
2005-09-02,1.3218,1.4222
2005-09-05,1.3086,1.4326
2005-09-06,1.3024,1.4333
2005-09-07,1.3035,1.4453
2005-09-08,1.3030000000000002,1.4449
2005-09-09,1.2988,1.4492
2005-09-12,1.2944,1.4443
2005-09-13,1.295,1.4464
2005-09-14,1.3024,1.4339
2005-09-15,1.2955,1.4293
2005-09-16,1.3,1.4301
2005-09-19,1.3014,1.4352
2005-09-20,1.3088,1.4283
2005-09-21,1.2974,1.4309
2005-09-22,1.2952,1.4208
2005-09-23,1.3015,1.4205
2005-09-26,1.315,1.4014
2005-09-27,1.3232,1.399
2005-09-28,1.325,1.4028
2005-09-29,1.3174,1.3936
2005-09-30,1.3124,1.3959
2005-10-03,1.3144,1.3871
2005-10-04,1.3117,1.3817
2005-10-05,1.3090000000000002,1.3868
2005-10-06,1.3163,1.3828
2005-10-07,1.3207,1.3863
2005-10-10,1.3188,1.3753
2005-10-11,1.3178,1.3759
2005-10-12,1.325,1.3622
2005-10-13,1.3264,1.3692
2005-10-14,1.335,1.3847
2005-10-17,1.3319,1.3725
2005-10-18,1.3329,1.3707
2005-10-19,1.3401,1.3711
2005-10-20,1.3356,1.3730000000000002
2005-10-21,1.3318,1.3614
2005-10-24,1.3324,1.3585
2005-10-25,1.337,1.357
2005-10-26,1.3294,1.3389
2005-10-27,1.3252,1.3394
2005-10-28,1.3176,1.3352
2005-10-31,1.3276,1.3474
2005-11-01,1.3339,1.3416
2005-11-02,1.3399,1.3397
2005-11-03,1.3502,1.3417
2005-11-04,1.3472,1.3283
2005-11-07,1.3582,1.3199
2005-11-08,1.3649,1.3198
2005-11-09,1.3674,1.3185
2005-11-10,1.3627,1.3205
2005-11-11,1.3638,1.3104
2005-11-14,1.3669,1.3168
2005-11-15,1.372,1.3049
2005-11-16,1.3731,1.2942
2005-11-17,1.3724,1.2937
2005-11-18,1.3637,1.2827
2005-11-21,1.3671,1.2811
2005-11-22,1.3565,1.2784
2005-11-23,1.3644,1.2781
2005-11-24,1.3577,1.2705
2005-11-25,1.3527,1.2694
2005-11-28,1.3581,1.2641
2005-11-29,1.3601,1.2707
2005-11-30,1.3511,1.275
2005-12-01,1.3531,1.2897
2005-12-02,1.3497,1.2965
2005-12-05,1.3439,1.2822
2005-12-06,1.3341,1.2935
2005-12-07,1.3277,1.2884
2005-12-08,1.3395,1.2871
2005-12-09,1.3399,1.3223
2005-12-12,1.3330000000000002,1.3257
2005-12-13,1.3275,1.3349
2005-12-14,1.3268,1.3193
2005-12-15,1.3221,1.3137
2005-12-16,1.3356,1.3122
2005-12-19,1.3454,1.3071
2005-12-20,1.3451,1.3178
2005-12-21,1.3535,1.3093
2005-12-22,1.3632,1.3048
2005-12-23,1.3679,1.3032
2005-12-26,1.372,1.3065
2005-12-27,1.372,1.2987
2005-12-28,1.372,1.2956
2005-12-29,1.3696,1.2833
2005-12-30,1.3697,1.2843
2006-01-02,1.3655,1.2893
2006-01-03,1.3635,1.2818
2006-01-04,1.3596,1.283
2006-01-05,1.3443,1.2944
2006-01-06,1.3407,1.3123
2006-01-09,1.3375,1.3134
2006-01-10,1.3311,1.3107
2006-01-11,1.33,1.317
2006-01-12,1.3287,1.3132
2006-01-13,1.3258,1.3187
2006-01-16,1.3323,1.3062
2006-01-17,1.3265,1.3171
2006-01-18,1.3288,1.3178
2006-01-19,1.3345,1.3235
2006-01-20,1.3432,1.3105
2006-01-23,1.3365,1.3203
2006-01-24,1.3266,1.3098
2006-01-25,1.3334,1.3008
2006-01-26,1.3237,1.3043
2006-01-27,1.3239,1.2979
2006-01-30,1.3299,1.2933
2006-01-31,1.3341,1.2924
2006-02-01,1.3261,1.2908
2006-02-02,1.3267,1.297
2006-02-03,1.3284,1.2912
2006-02-06,1.3297,1.2922
2006-02-07,1.3397,1.2992
2006-02-08,1.3466,1.2935
2006-02-09,1.3555,1.3090000000000002
2006-02-10,1.3542,1.3044
2006-02-13,1.3484,1.2896
2006-02-14,1.3564,1.2787
2006-02-15,1.3564,1.2702
2006-02-16,1.3476,1.2734
2006-02-17,1.3569,1.275
2006-02-20,1.3588,1.2727
2006-02-21,1.35,1.2723
2006-02-22,1.3536,1.2683
2006-02-23,1.361,1.2612
2006-02-24,1.3482,1.2645
2006-02-27,1.3502,1.2682
2006-02-28,1.3561,1.2779
2006-03-01,1.3517,1.262
2006-03-02,1.3424,1.269
2006-03-03,1.34,1.2817
2006-03-06,1.3413,1.274
2006-03-07,1.3455,1.2745
2006-03-08,1.3582,1.2641
2006-03-09,1.362,1.2574
2006-03-10,1.3586,1.2629
2006-03-13,1.3606,1.2632
2006-03-14,1.3659,1.263
2006-03-15,1.3643,1.2709
2006-03-16,1.3535,1.2636
2006-03-17,1.3579,1.2642
2006-03-20,1.368,1.2615
2006-03-21,1.3899,1.2653
2006-03-22,1.3919,1.2691
2006-03-23,1.3969,1.2682
2006-03-24,1.3922,1.2866
2006-03-27,1.4115,1.2943
2006-03-28,1.4136,1.2943
2006-03-29,1.4062,1.2943
2006-03-30,1.4202,1.2948
2006-03-31,1.4023,1.2972
2006-04-03,1.4042,1.293
2006-04-04,1.395,1.2966
2006-04-05,1.3875,1.3023
2006-04-06,1.38,1.3082
2006-04-07,1.3644,1.3067
2006-04-10,1.3674,1.2999
2006-04-11,1.3733,1.3041
2006-04-12,1.368,1.291
2006-04-13,1.3676,1.289
2006-04-14,1.3754,1.2845
2006-04-17,1.3754,1.2947
2006-04-18,1.3754,1.2991
2006-04-19,1.3549,1.3033
2006-04-20,1.3442,1.304
2006-04-21,1.3441,1.2905
2006-04-24,1.3498,1.2921
2006-04-25,1.3394,1.2826
2006-04-26,1.3389,1.2831
2006-04-27,1.3379,1.2835
2006-04-28,1.3329,1.289
2006-05-01,1.324,1.2856
2006-05-02,1.324,1.2785
2006-05-03,1.3138,1.2813
2006-05-04,1.3007,1.2932
2006-05-05,1.3019,1.2856
2006-05-08,1.2990000000000002,1.2806
2006-05-09,1.2947,1.2838
2006-05-10,1.3007,1.2935
2006-05-11,1.2899,1.2926
2006-05-12,1.2963,1.2842
2006-05-15,1.2861,1.2971
2006-05-16,1.3091,1.3123
2006-05-17,1.3125,1.3236
2006-05-18,1.2972,1.3217
2006-05-19,1.3108,1.3224
2006-05-22,1.3149,1.3185
2006-05-23,1.3323,1.3196
2006-05-24,1.3236,1.3228
2006-05-25,1.3246,1.3099
2006-05-26,1.3219999999999998,1.3155
2006-05-29,1.3194,1.3154
2006-05-30,1.3178,1.3126
2006-05-31,1.3123,1.3138
2006-06-01,1.3175,1.3226
2006-06-02,1.3412,1.3368
2006-06-05,1.3384,1.3296
2006-06-06,1.3315,1.3216
2006-06-07,1.3430000000000002,1.3123
2006-06-08,1.3496,1.3032
2006-06-09,1.3428,1.2993
2006-06-12,1.3352,1.3029
2006-06-13,1.3408,1.3044
2006-06-14,1.3499,1.3149
2006-06-15,1.3535,1.3072
2006-06-16,1.3543,1.3056
2006-06-19,1.348,1.2991
2006-06-20,1.3549,1.2869
2006-06-21,1.3564,1.2854
2006-06-22,1.3601,1.2915
2006-06-23,1.36,1.2882
2006-06-26,1.3675,1.2923
2006-06-27,1.3659,1.2951
2006-06-28,1.3663,1.3001
2006-06-29,1.3706,1.3055
2006-06-30,1.3712,1.3131
2006-07-03,1.3464,1.3137
2006-07-04,1.3459,1.3204
2006-07-05,1.3408,1.3348
2006-07-06,1.3422,1.3497
2006-07-07,1.3472,1.3473
2006-07-10,1.3378,1.346
2006-07-11,1.3362,1.3516
2006-07-12,1.3305,1.3434
2006-07-13,1.3268,1.3269
2006-07-14,1.3258,1.3276
2006-07-17,1.3269,1.3311
2006-07-18,1.3359,1.3325
2006-07-19,1.3314,1.3363
2006-07-20,1.3432,1.336
2006-07-21,1.3311,1.3265
2006-07-24,1.3275,1.3081
2006-07-25,1.3277,1.306
2006-07-26,1.3238,1.3143
2006-07-27,1.3187,1.3193
2006-07-28,1.3089,1.3252
2006-07-31,1.3149,1.3203
2006-08-01,1.3059,1.3151
2006-08-02,1.3131,1.3141
2006-08-03,1.3058,1.3079
2006-08-04,1.3123,1.3
2006-08-07,1.3146,1.298
2006-08-08,1.3123,1.2974
2006-08-09,1.3158,1.3052
2006-08-10,1.308,1.3137
2006-08-11,1.2994,1.3094
2006-08-14,1.3024,1.2981
2006-08-15,1.3125,1.2928
2006-08-16,1.3126,1.2959
2006-08-17,1.308,1.3027
2006-08-18,1.3051,1.3096
2006-08-21,1.3185,1.3239
2006-08-22,1.3097,1.3296
2006-08-23,1.3116,1.3226
2006-08-24,1.3062,1.3238
2006-08-25,1.3089,1.325
2006-08-28,1.3162,1.3179
2006-08-29,1.3199,1.3171
2006-08-30,1.3096,1.3257
2006-08-31,1.3099,1.3381
2006-09-01,1.3081,1.3398
2006-09-04,1.3071,1.3218
2006-09-05,1.2979,1.3086
2006-09-06,1.2995,1.3024
2006-09-07,1.3032,1.3035
2006-09-08,1.314,1.3030000000000002
2006-09-11,1.3197,1.2988
2006-09-12,1.3271,1.2944
2006-09-13,1.3274,1.295
2006-09-14,1.3319,1.3024
2006-09-15,1.3235,1.2955
2006-09-18,1.3296,1.3
2006-09-19,1.3281,1.3014
2006-09-20,1.3278,1.3088
2006-09-21,1.3288,1.2974
2006-09-22,1.324,1.2952
2006-09-25,1.3274,1.3015
2006-09-26,1.3304,1.315
2006-09-27,1.328,1.3232
2006-09-28,1.3336,1.325
2006-09-29,1.334,1.3174
2006-10-02,1.3422,1.3124
2006-10-03,1.3435,1.3144
2006-10-04,1.3388,1.3117
2006-10-05,1.3441,1.3090000000000002
2006-10-06,1.3379,1.3163
2006-10-09,1.3399,1.3207
2006-10-10,1.3431,1.3188
2006-10-11,1.3442,1.3178
2006-10-12,1.3418,1.325
2006-10-13,1.3345,1.3264
2006-10-16,1.3298,1.335
2006-10-17,1.3282,1.3319
2006-10-18,1.3267,1.3329
2006-10-19,1.3249,1.3401
2006-10-20,1.3218,1.3356
2006-10-23,1.3161,1.3318
2006-10-24,1.3185,1.3324
2006-10-25,1.3213,1.337
2006-10-26,1.3165,1.3294
2006-10-27,1.3119,1.3252
2006-10-30,1.3058,1.3176
2006-10-31,1.3008,1.3276
2006-11-01,1.3003,1.3339
2006-11-02,1.2918,1.3399
2006-11-03,1.2933,1.3502
2006-11-06,1.2952,1.3472
2006-11-07,1.2996,1.3582
2006-11-08,1.2936,1.3649
2006-11-09,1.2994,1.3674
2006-11-10,1.3042,1.3627
2006-11-13,1.3025,1.3638
2006-11-14,1.3091,1.3669
2006-11-15,1.3073,1.372
2006-11-16,1.3081,1.3731
2006-11-17,1.3027,1.3724
2006-11-20,1.3078,1.3637
2006-11-21,1.2995,1.3671
2006-11-22,1.2990000000000002,1.3565
2006-11-23,1.2936,1.3644
2006-11-24,1.2912,1.3577
2006-11-27,1.2859,1.3527
2006-11-28,1.2847,1.3581
2006-11-29,1.2825,1.3601
2006-11-30,1.2769,1.3511
2006-12-01,1.2692,1.3531
2006-12-04,1.2668,1.3497
2006-12-05,1.2701,1.3439
2006-12-06,1.2712,1.3341
2006-12-07,1.2726,1.3277
2006-12-08,1.2655,1.3395
2006-12-11,1.2672,1.3399
2006-12-12,1.2776,1.3330000000000002
2006-12-13,1.2723,1.3275
2006-12-14,1.2673,1.3268
2006-12-15,1.2771,1.3221
2006-12-18,1.2821,1.3356
2006-12-19,1.2813,1.3454
2006-12-20,1.2786,1.3451
2006-12-21,1.274,1.3535
2006-12-22,1.2737,1.3632
2006-12-25,1.2729,1.3679
2006-12-26,1.2729,1.372
2006-12-27,1.2729,1.372
2006-12-28,1.274,1.372
2006-12-29,1.2677,1.3696
2007-01-01,1.2674,1.3697
2007-01-02,1.2674,1.3655
2007-01-03,1.258,1.3635
2007-01-04,1.258,1.3596
2007-01-05,1.2728,1.3443
2007-01-08,1.2761,1.3407
2007-01-09,1.2821,1.3375
2007-01-10,1.2809,1.3311
2007-01-11,1.283,1.33
2007-01-12,1.2764,1.3287
2007-01-15,1.2832,1.3258
2007-01-16,1.2752,1.3323
2007-01-17,1.2747,1.3265
2007-01-18,1.2727,1.3288
2007-01-19,1.2709,1.3345
2007-01-22,1.2697,1.3432
2007-01-23,1.2664,1.3365
2007-01-24,1.2604,1.3266
2007-01-25,1.2788,1.3334
2007-01-26,1.2821,1.3237
2007-01-29,1.2932,1.3239
2007-01-30,1.2946,1.3299
2007-01-31,1.2943,1.3341
2007-02-01,1.2958,1.3261
2007-02-02,1.2889,1.3267
2007-02-05,1.2919,1.3284
2007-02-06,1.2908,1.3297
2007-02-07,1.2871,1.3397
2007-02-08,1.2855,1.3466
2007-02-09,1.2831,1.3555
2007-02-12,1.2878,1.3542
2007-02-13,1.2925,1.3484
2007-02-14,1.291,1.3564
2007-02-15,1.2792,1.3564
2007-02-16,1.2728,1.3476
2007-02-19,1.2733,1.3569
2007-02-20,1.2731,1.3588
2007-02-21,1.2711,1.35
2007-02-22,1.2659,1.3536
2007-02-23,1.2674,1.361
2007-02-26,1.2662,1.3482
2007-02-27,1.2625,1.3502
2007-02-28,1.2619,1.3561
2007-03-01,1.2687,1.3517
2007-03-02,1.2714,1.3424
2007-03-05,1.2768,1.34
2007-03-06,1.2915,1.3413
2007-03-07,1.294,1.3455
2007-03-08,1.2841,1.3582
2007-03-09,1.2842,1.362
2007-03-12,1.2838,1.3586
2007-03-13,1.2795,1.3606
2007-03-14,1.2705,1.3659
2007-03-15,1.2773,1.3643
2007-03-16,1.2695,1.3535
2007-03-19,1.2576,1.3579
2007-03-20,1.2503,1.368
2007-03-21,1.25,1.3899
2007-03-22,1.248,1.3919
2007-03-23,1.239,1.3969
2007-03-26,1.2395,1.3922
2007-03-27,1.2406,1.4115
2007-03-28,1.2355,1.4136
2007-03-29,1.2385,1.4062
2007-03-30,1.2362,1.4202
2007-04-02,1.2377,1.4023
2007-04-03,1.2248,1.4042
2007-04-04,1.2284,1.395
2007-04-05,1.2293,1.3875
2007-04-06,1.2227,1.38
2007-04-09,1.2227,1.3644
2007-04-10,1.2227,1.3674
2007-04-11,1.2128,1.3733
2007-04-12,1.212,1.368
2007-04-13,1.2107,1.3676
2007-04-16,1.2008,1.3754
2007-04-17,1.1992,1.3754
2007-04-18,1.1968,1.3754
2007-04-19,1.1999,1.3549
2007-04-20,1.2011,1.3442
2007-04-23,1.1973,1.3441
2007-04-24,1.2006,1.3498
2007-04-25,1.2092,1.3394
2007-04-26,1.2019,1.3389
2007-04-27,1.2069,1.3379
2007-04-30,1.2038,1.3329
2007-05-01,1.2074,1.324
2007-05-02,1.2074,1.324
2007-05-03,1.2106,1.3138
2007-05-04,1.2118,1.3007
2007-05-07,1.2213,1.3019
2007-05-08,1.2107,1.2990000000000002
2007-05-09,1.2063,1.2947
2007-05-10,1.2066,1.3007
2007-05-11,1.2019,1.2899
2007-05-14,1.2042,1.2963
2007-05-15,1.2013,1.2861
2007-05-16,1.2025,1.3091
2007-05-17,1.2052,1.3125
2007-05-18,1.2149,1.2972
2007-05-21,1.217,1.3108
2007-05-22,1.2205,1.3149
2007-05-23,1.2162,1.3323
2007-05-24,1.211,1.3236
2007-05-25,1.2159,1.3246
2007-05-28,1.2201,1.3219999999999998
2007-05-29,1.22,1.3194
2007-05-30,1.2194,1.3178
2007-05-31,1.2213,1.3123
2007-06-01,1.2093,1.3175
2007-06-04,1.2068,1.3412
2007-06-05,1.1999,1.3384
2007-06-06,1.1914,1.3315
2007-06-07,1.188,1.3430000000000002
2007-06-08,1.1823,1.3496
2007-06-11,1.1889,1.3428
2007-06-12,1.1867,1.3352
2007-06-13,1.1873,1.3408
2007-06-14,1.1913,1.3499
2007-06-15,1.1979,1.3535
2007-06-18,1.1959,1.3543
2007-06-19,1.1885,1.348
2007-06-20,1.1845,1.3549
2007-06-21,1.1805,1.3564
2007-06-22,1.1808,1.3601
2007-06-25,1.179,1.36
2007-06-26,1.1775,1.3675
2007-06-27,1.1775,1.3659
2007-06-28,1.188,1.3663
2007-06-29,1.182,1.3706
2007-07-02,1.1762,1.3712
2007-07-03,1.1671,1.3464
2007-07-04,1.1692,1.3459
2007-07-05,1.1657,1.3408
2007-07-06,1.1623,1.3422
2007-07-09,1.1676,1.3472
2007-07-10,1.1623,1.3378
2007-07-11,1.1617,1.3362
2007-07-12,1.1607,1.3305
2007-07-13,1.158,1.3268
2007-07-16,1.1522,1.3258
2007-07-17,1.1446,1.3269
2007-07-18,1.1441,1.3359
2007-07-19,1.1396,1.3314
2007-07-20,1.1376,1.3432
2007-07-23,1.1357,1.3311
2007-07-24,1.132,1.3275
2007-07-25,1.13,1.3277
2007-07-26,1.1305,1.3238
2007-07-27,1.134,1.3187
2007-07-30,1.1603,1.3089
2007-07-31,1.1802,1.3149
2007-08-01,1.1637,1.3059
2007-08-02,1.1746,1.3131
2007-08-03,1.168,1.3058
2007-08-06,1.1673,1.3123
2007-08-07,1.1673,1.3146
2007-08-08,1.1701,1.3123
2007-08-09,1.1628,1.3158
2007-08-10,1.1696,1.308
