Date,HKD,YTD
2017-08-30,7.8244,7.7562
2017-08-31,7.8264,7.7571
2017-09-01,7.8246,7.7575
2017-09-04,7.8248,7.7573
2017-09-05,7.8244,7.7562
2017-09-06,7.8253,7.7552
2017-09-07,7.8252,7.7554
2017-09-08,7.815,7.7552
2017-09-11,7.8076,7.7563
2017-09-12,7.8129,7.7559
2017-09-13,7.8132,7.757999999999999
2017-09-14,7.8125,7.757999999999999
2017-09-15,7.8118,7.7588
2017-09-18,7.8163,7.7582
2017-09-19,7.8164,7.7587
2017-09-20,7.8042,7.7578
2017-09-21,7.8011,7.7569
2017-09-22,7.8043,7.7553
2017-09-25,7.8099,7.7556
2017-09-26,7.8148,7.7563
2017-09-27,7.8123,7.7555
2017-09-28,7.8114,7.7545
2017-09-29,7.8092,7.7542
2017-10-02,7.8108,7.7552
2017-10-03,7.8116,7.7544
2017-10-04,7.8115,7.7559
2017-10-05,7.8058,7.756
2017-10-06,7.8097,7.7565
2017-10-09,7.8062,7.7572
2017-10-10,7.8056,7.7582
2017-10-11,7.8043,7.7588
2017-10-12,7.8059,7.7604
2017-10-13,7.8081,7.7581
2017-10-16,7.8078,7.7584
2017-10-17,7.809,7.7589
2017-10-18,7.8077,7.7591
2017-10-19,7.8081,7.7589
2017-10-20,7.8024,7.757999999999999
2017-10-23,7.803,7.7578
2017-10-24,7.803,7.7583
2017-10-25,7.8057,7.7567
2017-10-26,7.8041,7.7567
2017-10-27,7.8023,7.7558
2017-10-30,7.8036,7.7552
2017-10-31,7.8006,7.7538
2017-11-01,7.7994,7.7551
2017-11-02,7.8017,7.7555
2017-11-03,7.8017,7.7548
2017-11-06,7.8024,7.7558
2017-11-07,7.8029,7.7557
2017-11-08,7.8032,7.7563
2017-11-09,7.7966,7.7548
2017-11-10,7.7989,7.7542
2017-11-13,7.8025,7.7554
2017-11-14,7.7991,7.757999999999999
2017-11-15,7.8029,7.7579
2017-11-16,7.807,7.7570000000000014
2017-11-17,7.8089,7.7574
2017-11-20,7.8121,7.7571
2017-11-21,7.8122,7.7571
2017-11-22,7.8123,7.7563
2017-11-23,7.8113,7.7556
2017-11-24,7.8096,7.7563
2017-11-27,7.8087,7.7568
2017-11-28,7.802,7.7561
2017-11-29,7.8016,7.7557
2017-11-30,7.8067,7.7557
2017-12-01,7.8086,7.7564
2017-12-04,7.8126,7.7559
2017-12-05,7.8147,7.7555
2017-12-06,7.8132,7.7553
2017-12-07,7.8127,7.7557
2017-12-08,7.8093,7.7567
2017-12-11,7.8063,7.7565
2017-12-12,7.8071,7.7596
2017-12-13,7.8062,7.7587
2017-12-14,7.8061,7.7571
2017-12-15,7.8091,7.7566
2017-12-18,7.8115,7.76
2017-12-19,7.8164,7.7624
2017-12-20,7.8192,7.7668
2017-12-21,7.8241,7.7667
2017-12-22,7.8217,7.7619
2017-12-25,7.8164,7.7636
2017-12-26,7.8164,7.7608
2017-12-27,7.8164,7.7608
2017-12-28,7.8145,7.758999999999999
2017-12-29,7.8158,7.7583
2018-01-01,7.8146,7.7562
2018-01-02,7.8146,7.7555
2018-01-03,7.8146,7.7573
2018-01-04,7.8171,7.7568
2018-01-05,7.8179,7.7559
2018-01-08,7.8197,7.7546
2018-01-09,7.8223,7.7553
2018-01-10,7.8212,7.756
2018-01-11,7.8226,7.755
2018-01-12,7.8224,7.7551
2018-01-15,7.8242,7.755
2018-01-16,7.8236,7.7546
2018-01-17,7.8234,7.7552
2018-01-18,7.819,7.7555
2018-01-19,7.8176,7.7566
2018-01-22,7.8184,7.757999999999999
2018-01-23,7.8184,7.7584
2018-01-24,7.8178,7.7577
2018-01-25,7.817,7.7574
2018-01-26,7.8178,7.7579
2018-01-29,7.8178,7.7576
2018-01-30,7.8183,7.7589
2018-01-31,7.8188,7.7588
2018-02-01,7.8199,7.7579
2018-02-02,7.82,7.758999999999999
2018-02-05,7.8204,7.7593
2018-02-06,7.8206,7.7593
2018-02-07,7.8192,7.7581
2018-02-08,7.8184,7.7586
2018-02-09,7.8187,7.7586
2018-02-12,7.8208,7.7583
2018-02-13,7.8196,7.7592
2018-02-14,7.8219,7.7591
2018-02-15,7.8219,7.7588
2018-02-16,7.8222,7.7615
2018-02-19,7.8208,7.7615
2018-02-20,7.8223,7.7614
2018-02-21,7.8241,7.7611
2018-02-22,7.825,7.7615
2018-02-23,7.8249,7.7604
2018-02-26,7.8233,7.7591
2018-02-27,7.8236,7.7614
2018-02-28,7.8264,7.7608
2018-03-01,7.8267,7.7618
2018-03-02,7.827000000000001,7.7635
2018-03-05,7.8295,7.7632
2018-03-06,7.8328,7.7644
2018-03-07,7.8332,7.7639
2018-03-08,7.8356,7.7648
