Date,CZK,YTD
2012-11-23,19.718,18.829
2012-11-26,19.629,19.213
2012-11-27,19.51,19.213
2012-11-28,19.523,19.677
2012-11-29,19.599,19.297
2012-11-30,19.414,19.157
2012-12-03,19.453,18.736
2012-12-04,19.343,18.736
2012-12-05,19.281,18.653
2012-12-06,19.302,18.707
2012-12-07,19.274,18.837
2012-12-10,19.534,18.814
2012-12-11,19.524,18.814
2012-12-12,19.464,19.034
2012-12-13,19.375,19.303
2012-12-14,19.339,19.447
2012-12-17,19.288,19.613
2012-12-18,19.166,19.613
2012-12-19,19.123,19.399
2012-12-20,18.985,19.397
2012-12-21,19.046,19.497
2012-12-24,19.07,19.641
2012-12-25,19.01,19.641
2012-12-26,19.01,19.789
2012-12-27,19.01,19.789
2012-12-28,18.932,19.73
2012-12-31,19.07,20.102
2013-01-01,19.062,20.102
2013-01-02,19.062,19.93
2013-01-03,19.015,19.718
2013-01-04,19.279,19.739
2013-01-07,19.486,20.195
2013-01-08,19.587,20.195
2013-01-09,19.553,20.234
2013-01-10,19.553,20.284
2013-01-11,19.545,20.132
2013-01-14,19.296,20.086
2013-01-15,19.199,20.086
2013-01-16,19.219,19.928
2013-01-17,19.266,20.203
2013-01-18,19.11,20.055
2013-01-21,19.24,19.594
2013-01-22,19.234,19.594
2013-01-23,19.233,19.738
2013-01-24,19.203,19.474
2013-01-25,19.175,19.551
2013-01-28,19.01,19.165
2013-01-29,19.109,19.165
2013-01-30,19.101,19.137
2013-01-31,18.944000000000006,19.275
2013-02-01,18.907,19.117
2013-02-04,18.791,19.208
2013-02-05,18.941,19.208
2013-02-06,18.946,19.046
2013-02-07,19.037,19.154
2013-02-08,18.659,19.065
2013-02-11,18.875,18.803
2013-02-12,18.848,18.803
2013-02-13,18.838,19.141
2013-02-14,18.86,18.896
2013-02-15,19.046,19.058
2013-02-18,19.051,19.464
2013-02-19,19.014,19.464
2013-02-20,19.053,18.999
2013-02-21,18.993,18.775
2013-02-22,19.336,18.841
2013-02-25,19.333,18.853
2013-02-26,19.182,18.853
2013-02-27,19.547,18.665
2013-02-28,19.575,18.724
2013-03-01,19.527,18.48
2013-03-04,19.752,18.697
2013-03-05,19.728,18.699
2013-03-06,19.663,18.744
2013-03-07,19.613,18.905
2013-03-08,19.608,18.957
2013-03-11,19.437,18.703
2013-03-12,19.657,18.736
2013-03-13,19.66,18.723
2013-03-14,19.746,18.829
2013-03-15,19.8,18.845
2013-03-18,19.544,18.808
2013-03-19,19.816,18.688
2013-03-20,19.814,18.656
2013-03-21,19.83,18.536
2013-03-22,19.995,18.623
2013-03-25,19.951,18.786
2013-03-26,19.898,18.672
2013-03-27,20.065,18.552
2013-03-28,20.207,18.453
2013-03-29,20.102,18.447
2013-04-01,20.102,18.669
2013-04-02,20.102,18.516
2013-04-03,20.157,18.6
2013-04-04,20.134,18.491
2013-04-05,20.141,18.715
2013-04-08,19.903,18.904
2013-04-09,19.755,18.904
2013-04-10,19.756,18.904
2013-04-11,19.765,18.907
2013-04-12,19.774,18.904
2013-04-15,19.821,18.857
2013-04-16,19.772,18.824
2013-04-17,19.703,19.033
2013-04-18,19.692,18.884
2013-04-19,19.835,18.954
2013-04-22,19.716,18.984
2013-04-23,19.89,18.889
2013-04-24,19.945,19.072
2013-04-25,19.921,18.993
2013-04-26,19.8,18.782
2013-04-29,19.805,18.735
2013-04-30,19.597,18.8
2013-05-01,19.736,18.819000000000006
2013-05-02,19.736,18.819000000000006
2013-05-03,19.445,18.965
2013-05-06,19.552,18.999
2013-05-07,19.603,19.055
2013-05-08,19.644,19.201
2013-05-09,19.689,19.296
2013-05-10,19.626,19.493
2013-05-13,19.871,19.414
2013-05-14,19.921,19.509
2013-05-15,19.948,19.743
2013-05-16,20.214,19.867
2013-05-17,20.155,19.987
2013-05-20,20.195,20.119
2013-05-21,20.323,19.914
2013-05-22,20.284,19.784
2013-05-23,20.173,19.81
2013-05-24,20.247,20.14
2013-05-27,20.089,20.22
2013-05-28,20.07,20.264
2013-05-29,20.01,20.141
2013-05-30,19.996,20.372
2013-05-31,19.928,20.629
2013-06-03,19.769,20.715
2013-06-04,19.798,20.928
2013-06-05,19.688,20.691
2013-06-06,19.78,20.694000000000006
2013-06-07,19.651,20.477
2013-06-10,19.283,20.107
2013-06-11,19.431,20.437
2013-06-12,19.297,20.245
2013-06-13,19.327,20.559
2013-06-14,19.323,20.407
2013-06-17,19.332,20.349
2013-06-18,19.288,20.318
2013-06-19,19.201,20.204
2013-06-20,19.16,20.204
2013-06-21,19.55,20.035
2013-06-24,19.594,20.271
2013-06-25,19.765,20.556
2013-06-26,19.635,20.67
2013-06-27,19.854,20.812
2013-06-28,19.866,20.769
2013-07-01,19.839,20.784
2013-07-02,19.928,20.365
2013-07-03,19.961,20.261
2013-07-04,20.079,20.322
2013-07-05,20.063,20.303
2013-07-08,20.085,20.487
2013-07-09,20.185,20.764
2013-07-10,20.125,20.773000000000003
2013-07-11,20.236,20.701
2013-07-12,19.854,20.714
2013-07-15,19.91,20.893
2013-07-16,19.989,20.841
2013-07-17,19.79,20.849
2013-07-18,19.769,20.633000000000006
2013-07-19,19.801,20.662
2013-07-22,19.76,20.616
2013-07-23,19.73,20.959
2013-07-24,19.709,21.131
2013-07-25,19.576,21.126
2013-07-26,19.663,21.065
2013-07-29,19.569000000000006,20.803
2013-07-30,19.528,20.549
2013-07-31,19.464,20.626
2013-08-01,19.478,20.559
2013-08-02,19.609,20.62
2013-08-05,19.661,20.46
2013-08-06,19.565,20.649
2013-08-07,19.518,20.323
2013-08-08,19.525,20.195
2013-08-09,19.323,20.406
2013-08-12,19.386,20.433
2013-08-13,19.488,20.555
2013-08-14,19.469,20.378
2013-08-15,19.499,20.272
2013-08-16,19.414,20.334
2013-08-19,19.34,20.288
2013-08-20,19.376,20.28
2013-08-21,19.245,20.248
2013-08-22,19.258,19.941
2013-08-23,19.318,20.058
2013-08-26,19.218,19.84
2013-08-27,19.18,19.914
2013-08-28,19.312,19.828
2013-08-29,19.265,19.786
2013-08-30,19.356,19.777
2013-09-02,19.445,19.864
2013-09-03,19.447,19.697
2013-09-04,19.53,19.807
2013-09-05,19.579,19.779
2013-09-06,19.495,19.712
2013-09-09,19.642,19.547
2013-09-10,19.579,19.351
2013-09-11,19.509,19.2
2013-09-12,19.432,19.198
2013-09-13,19.428,18.952
2013-09-16,19.387,18.964
2013-09-17,19.293,18.658
2013-09-18,19.256,18.726
2013-09-19,19.333,19.009
2013-09-20,19.0,19.128
2013-09-23,19.112,19.225
2013-09-24,19.192,19.097
2013-09-25,19.248,19.309
2013-09-26,19.165,19.271
2013-09-27,19.119,19.45
2013-09-30,18.978,19.309
2013-10-01,19.052,19.444000000000006
2013-10-02,18.922,19.477
2013-10-03,18.946,19.381
2013-10-04,18.801,19.399
2013-10-07,18.799,19.27
2013-10-08,18.798,19.162
2013-10-09,18.796,19.216
2013-10-10,18.94,19.251
2013-10-11,18.866,19.358
2013-10-14,18.822,19.306
2013-10-15,18.844,19.237
2013-10-16,18.984,19.221
2013-10-17,18.937,19.067
2013-10-18,18.814,18.898
2013-10-21,18.841,18.872
2013-10-22,18.88,19.043
2013-10-23,18.815,19.061
2013-10-24,18.773,19.153
2013-10-25,18.669,19.296
2013-10-28,18.691,19.165
2013-10-29,18.668,19.29
2013-10-30,18.712,19.399
2013-10-31,18.715,19.304
2013-11-01,18.862,19.29
2013-11-04,19.144,19.442
2013-11-05,19.129,19.636
2013-11-06,19.144,19.75
2013-11-07,19.075,19.77
2013-11-08,20.09,19.924
2013-11-11,20.077,19.962
2013-11-12,20.155,20.006
2013-11-13,20.109,19.918
2013-11-14,20.168,20.042
2013-11-15,20.226,20.038
2013-11-18,20.175,20.042
2013-11-19,20.061,20.035
2013-11-20,20.27,19.917
2013-11-21,20.203,19.829
2013-11-22,20.188,19.902
2013-11-25,20.164,19.718
2013-11-26,20.178,19.629
2013-11-27,20.173,19.51
2013-11-28,20.11,19.523
2013-11-29,20.122,19.599
2013-12-02,20.124,19.414
2013-12-03,20.247,19.453
2013-12-04,20.23,19.343
2013-12-05,20.202,19.281
2013-12-06,20.193,19.302
2013-12-09,20.116,19.274
2013-12-10,20.039,19.534
2013-12-11,19.966,19.524
2013-12-12,19.927,19.464
2013-12-13,19.946,19.375
2013-12-16,20.058,19.339
2013-12-17,20.035,19.288
2013-12-18,20.116,19.166
2013-12-19,20.172,19.123
2013-12-20,20.236,18.985
2013-12-23,20.256,19.046
2013-12-24,20.124,19.07
2013-12-25,20.123,19.01
2013-12-26,20.123,19.01
2013-12-27,20.123,19.01
2013-12-30,19.868,18.932
2013-12-31,19.938,19.07
2014-01-01,19.888,19.062
2014-01-02,19.888,19.062
2014-01-03,20.121,19.015
2014-01-06,20.188,19.279
2014-01-07,20.207,19.486
2014-01-08,20.126,19.587
2014-01-09,20.191,19.553
2014-01-10,20.154,19.553
2014-01-13,20.16,19.545
2014-01-14,20.075,19.296
2014-01-15,20.055,19.199
2014-01-16,20.168,19.219
2014-01-17,20.218,19.266
2014-01-20,20.213,19.11
2014-01-21,20.289,19.24
2014-01-22,20.372,19.234
2014-01-23,20.297,19.233
2014-01-24,20.155,19.203
2014-01-27,20.11,19.175
2014-01-28,20.116,19.01
2014-01-29,20.153,19.109
2014-01-30,20.238,19.101
2014-01-31,20.329,18.944000000000006
2014-02-03,20.346,18.907
2014-02-04,20.393,18.791
2014-02-05,20.364,18.941
2014-02-06,20.332,18.946
2014-02-07,20.396,19.037
2014-02-10,20.262,18.659
2014-02-11,20.199,18.875
2014-02-12,20.13,18.848
2014-02-13,20.285,18.838
2014-02-14,20.132,18.86
2014-02-17,20.016,19.046
2014-02-18,19.999,19.051
2014-02-19,19.949,19.014
2014-02-20,19.956,19.053
2014-02-21,19.978,18.993
2014-02-24,19.966,19.336
2014-02-25,19.921,19.333
2014-02-26,19.882,19.182
2014-02-27,19.907,19.547
2014-02-28,20.02,19.575
2014-03-03,19.796,19.527
2014-03-04,19.868,19.752
2014-03-05,19.879,19.728
2014-03-06,19.919,19.663
2014-03-07,19.908,19.613
2014-03-10,19.673,19.608
2014-03-11,19.702,19.437
2014-03-12,19.747,19.657
2014-03-13,19.697,19.66
2014-03-14,19.621,19.746
2014-03-17,19.705,19.8
2014-03-18,19.712,19.544
2014-03-19,19.717,19.816
2014-03-20,19.737,19.814
2014-03-21,19.974,19.83
2014-03-24,19.926,19.995
2014-03-25,19.901,19.951
2014-03-26,19.867,19.898
2014-03-27,19.911,20.065
2014-03-28,19.923,20.207
2014-03-31,19.931,20.102
2014-04-01,19.903,20.102
2014-04-02,19.905,20.102
2014-04-03,19.908,20.157
2014-04-04,19.92,20.134
2014-04-07,20.021,20.141
2014-04-08,19.999,19.903
2014-04-09,19.903,19.755
2014-04-10,19.868,19.756
2014-04-11,19.779,19.765
2014-04-14,19.79,19.774
2014-04-15,19.864,19.821
2014-04-16,19.894,19.772
2014-04-17,19.843,19.703
2014-04-18,19.85,19.692
2014-04-21,19.85,19.835
2014-04-22,19.85,19.716
2014-04-23,19.889,19.89
2014-04-24,19.849,19.945
2014-04-25,19.857,19.921
2014-04-28,19.854,19.8
2014-04-29,19.81,19.805
2014-04-30,19.842,19.597
2014-05-01,19.822,19.736
2014-05-02,19.822,19.736
2014-05-05,19.798,19.445
2014-05-06,19.775,19.552
2014-05-07,19.676,19.603
2014-05-08,19.683,19.644
2014-05-09,19.64,19.689
2014-05-12,19.877,19.626
2014-05-13,19.903,19.871
2014-05-14,19.999,19.921
2014-05-15,19.994,19.948
2014-05-16,20.089,20.214
2014-05-19,20.037,20.155
2014-05-20,20.032,20.195
2014-05-21,20.055,20.323
2014-05-22,20.084,20.284
2014-05-23,20.078,20.173
2014-05-26,20.131,20.247
2014-05-27,20.111,20.089
2014-05-28,20.115,20.07
2014-05-29,20.166,20.01
2014-05-30,20.184,19.996
2014-06-02,20.189,19.928
2014-06-03,20.191,19.769
2014-06-04,20.127,19.798
2014-06-05,20.151,19.688
2014-06-06,20.233,19.78
2014-06-09,20.13,19.651
2014-06-10,20.173,19.283
2014-06-11,20.264,19.431
2014-06-12,20.259,19.297
2014-06-13,20.269,19.327
2014-06-16,20.275,19.323
2014-06-17,20.276,19.332
2014-06-18,20.228,19.288
2014-06-19,20.262,19.201
2014-06-20,20.143,19.16
2014-06-23,20.189,19.55
2014-06-24,20.196,19.594
2014-06-25,20.152,19.765
2014-06-26,20.151,19.635
2014-06-27,20.173,19.854
2014-06-30,20.161,19.866
2014-07-01,20.1,19.839
2014-07-02,20.042,19.928
2014-07-03,20.088,19.961
2014-07-04,20.108,20.079
2014-07-07,20.197,20.063
2014-07-08,20.184,20.085
2014-07-09,20.191,20.185
2014-07-10,20.167,20.125
2014-07-11,20.171,20.236
2014-07-14,20.184,19.854
2014-07-15,20.136,19.91
2014-07-16,20.151,19.989
2014-07-17,20.282,19.79
2014-07-18,20.288,19.769
2014-07-21,20.283,19.801
2014-07-22,20.32,19.76
2014-07-23,20.388,19.73
2014-07-24,20.389,19.709
2014-07-25,20.398,19.576
2014-07-28,20.448,19.663
2014-07-29,20.458,19.569000000000006
2014-07-30,20.471,19.528
2014-07-31,20.528,19.464
2014-08-01,20.607,19.478
2014-08-04,20.633000000000006,19.609
2014-08-05,20.597,19.661
2014-08-06,20.676,19.565
2014-08-07,20.857,19.518
2014-08-08,20.836,19.525
2014-08-11,20.784,19.323
2014-08-12,20.807,19.386
2014-08-13,20.864,19.488
2014-08-14,20.838,19.469
2014-08-15,20.822,19.499
2014-08-18,20.826,19.414
2014-08-19,20.847,19.34
2014-08-20,20.97,19.376
2014-08-21,21.024,19.245
2014-08-22,20.973000000000006,19.258
2014-08-25,20.983,19.318
2014-08-26,21.086,19.218
2014-08-27,21.104,19.18
2014-08-28,21.059,19.312
2014-08-29,21.077,19.265
2014-09-01,21.023000000000003,19.356
2014-09-02,21.121,19.445
2014-09-03,21.185,19.447
2014-09-04,21.031,19.53
2014-09-05,21.254,19.579
2014-09-08,21.313,19.495
2014-09-09,21.346,19.642
2014-09-10,21.452,19.579
2014-09-11,21.443,19.509
2014-09-12,21.376,19.432
2014-09-15,21.344,19.428
2014-09-16,21.361,19.387
2014-09-17,21.28,19.293
2014-09-18,21.25,19.256
2014-09-19,21.378,19.333
2014-09-22,21.455,19.0
2014-09-23,21.443,19.112
2014-09-24,21.344,19.192
2014-09-25,21.438,19.248
2014-09-26,21.69,19.165
2014-09-29,21.626,19.119
2014-09-30,21.683000000000003,18.978
2014-10-01,21.855,19.052
2014-10-02,21.822,18.922
2014-10-03,21.768,18.946
2014-10-06,21.781,18.801
2014-10-07,21.871,18.799
2014-10-08,21.789,18.798
2014-10-09,21.732,18.796
2014-10-10,21.523000000000003,18.94
2014-10-13,21.754,18.866
2014-10-14,21.725,18.822
2014-10-15,21.782,18.844
2014-10-16,21.747,18.984
2014-10-17,21.606,18.937
2014-10-20,21.44,18.814
2014-10-21,21.578000000000007,18.841
2014-10-22,21.637,18.88
2014-10-23,21.81,18.815
2014-10-24,21.857,18.773
2014-10-27,21.878,18.669
2014-10-28,21.851,18.691
2014-10-29,21.767,18.668
2014-10-30,21.814,18.712
2014-10-31,22.011,18.715
2014-11-03,22.173,18.862
2014-11-04,22.243,19.144
2014-11-05,22.206,19.129
2014-11-06,22.294,19.144
2014-11-07,22.185,19.075
2014-11-10,22.355,20.09
2014-11-11,22.093000000000004,20.077
2014-11-12,22.209,20.155
2014-11-13,22.141,20.109
2014-11-14,22.193,20.168
2014-11-17,22.236,20.226
2014-11-18,22.168000000000006,20.175
2014-11-19,22.117,20.061
2014-11-20,22.085,20.27
2014-11-21,22.057,20.203
2014-11-24,22.267,20.188
2014-11-25,22.234,20.164
2014-11-26,22.201,20.178
2014-11-27,22.107,20.173
2014-11-28,22.123,20.11
2014-12-01,22.152,20.122
2014-12-02,22.156,20.124
2014-12-03,22.219,20.247
2014-12-04,22.401,20.23
2014-12-05,22.432,20.202
2014-12-08,22.355,20.193
2014-12-09,22.525,20.116
2014-12-10,22.328000000000007,20.039
2014-12-11,22.287,19.966
2014-12-12,22.234,19.927
2014-12-15,22.161,19.946
2014-12-16,22.183000000000003,20.058
2014-12-17,22.02,20.035
2014-12-18,22.193,20.116
2014-12-19,22.471,20.172
2014-12-22,22.507,20.236
2014-12-23,22.529,20.256
2014-12-24,22.648000000000003,20.124
2014-12-25,22.733,20.123
2014-12-26,22.733,20.123
2014-12-29,22.733,20.123
2014-12-30,22.724,19.868
2014-12-31,22.803,19.938
2015-01-01,22.844,19.888
2015-01-02,22.844,19.888
2015-01-05,22.995,20.121
2015-01-06,23.228,20.188
2015-01-07,23.246,20.207
2015-01-08,23.483,20.126
2015-01-09,23.679,20.191
2015-01-12,23.755,20.154
2015-01-13,23.964,20.16
2015-01-14,24.109,20.075
2015-01-15,23.974,20.055
2015-01-16,23.779,20.168
2015-01-19,23.986,20.218
2015-01-20,24.025,20.213
2015-01-21,24.051,20.289
2015-01-22,24.1,20.372
2015-01-23,24.014,20.297
2015-01-26,24.854,20.155
2015-01-27,24.683000000000003,20.11
2015-01-28,24.652,20.116
2015-01-29,24.547,20.153
2015-01-30,24.562,20.238
2015-02-02,24.588,20.329
2015-02-03,24.535,20.346
2015-02-04,24.392,20.393
2015-02-05,24.262,20.364
2015-02-06,24.284,20.332
2015-02-09,24.197,20.396
2015-02-10,24.585,20.262
2015-02-11,24.544,20.199
2015-02-12,24.465,20.13
2015-02-13,24.454,20.285
2015-02-16,24.286,20.132
2015-02-17,24.227,20.016
2015-02-18,24.195,19.999
2015-02-19,24.255,19.949
2015-02-20,24.039,19.956
2015-02-23,24.348000000000006,19.978
2015-02-24,24.291,19.966
2015-02-25,24.265,19.921
2015-02-26,24.166,19.882
2015-02-27,24.313,19.907
2015-03-02,24.411,20.02
2015-03-03,24.484,19.796
2015-03-04,24.582,19.868
2015-03-05,24.689,19.879
2015-03-06,24.774,19.919
2015-03-09,24.899,19.908
2015-03-10,25.093000000000004,19.673
2015-03-11,25.41,19.702
2015-03-12,25.802,19.747
2015-03-13,25.726,19.697
2015-03-16,25.837,19.621
2015-03-17,25.867,19.705
2015-03-18,25.56,19.712
2015-03-19,25.791,19.717
2015-03-20,25.686,19.737
2015-03-23,25.5,19.974
2015-03-24,25.086,19.926
2015-03-25,25.014,19.901
2015-03-26,24.923,19.867
2015-03-27,24.949,19.911
2015-03-30,25.353,19.923
2015-03-31,25.332,19.931
2015-04-01,25.591,19.903
2015-04-02,25.609,19.905
2015-04-03,25.457,19.908
2015-04-06,25.457,19.92
2015-04-07,25.457,20.021
2015-04-08,25.311,19.999
2015-04-09,25.205,19.903
2015-04-10,25.411,19.868
2015-04-13,25.906,19.779
2015-04-14,25.959,19.79
2015-04-15,25.885,19.864
2015-04-16,25.915,19.894
2015-04-17,25.677,19.843
2015-04-20,25.417,19.85
2015-04-21,25.568,19.85
2015-04-22,25.624,19.85
2015-04-23,25.569000000000006,19.889
2015-04-24,25.435,19.849
2015-04-27,25.364,19.857
2015-04-28,25.357,19.854
2015-04-29,25.14,19.81
2015-04-30,24.936,19.842
2015-05-01,24.458,19.822
2015-05-04,24.458,19.822
2015-05-05,24.537,19.798
2015-05-06,24.613000000000003,19.775
2015-05-07,24.412,19.676
2015-05-08,24.241,19.683
2015-05-11,24.428,19.64
2015-05-12,24.592,19.877
2015-05-13,24.374,19.903
2015-05-14,24.463,19.999
2015-05-15,24.046,19.994
2015-05-18,24.189,20.089
2015-05-19,24.059,20.037
2015-05-20,24.47,20.032
2015-05-21,24.582,20.055
2015-05-22,24.568,20.084
2015-05-25,24.539,20.078
2015-05-26,24.934,20.131
2015-05-27,25.084,20.111
2015-05-28,25.227,20.115
2015-05-29,25.205,20.166
2015-06-01,24.978,20.184
2015-06-02,25.073,20.189
2015-06-03,24.879,20.191
2015-06-04,24.663,20.127
2015-06-05,24.271,20.151
2015-06-08,24.421,20.233
2015-06-09,24.575,20.13
2015-06-10,24.319000000000006,20.173
2015-06-11,24.22,20.264
2015-06-12,24.322,20.259
2015-06-15,24.332,20.269
2015-06-16,24.317,20.275
2015-06-17,24.301,20.276
2015-06-18,24.151,20.228
2015-06-19,23.917,20.262
2015-06-22,24.083,20.143
2015-06-23,23.981,20.189
2015-06-24,24.267,20.196
2015-06-25,24.263,20.152
2015-06-26,24.304,20.151
2015-06-29,24.308000000000003,20.173
2015-06-30,24.473000000000006,20.161
2015-07-01,24.357,20.1
2015-07-02,24.546,20.042
2015-07-03,24.639,20.088
2015-07-06,24.464,20.108
2015-07-07,24.65,20.197
2015-07-08,24.792,20.184
2015-07-09,24.597,20.191
2015-07-10,24.525,20.167
2015-07-13,24.249,20.171
2015-07-14,24.529,20.184
2015-07-15,24.549,20.136
2015-07-16,24.596,20.151
2015-07-17,24.953000000000007,20.282
2015-07-20,24.845,20.288
2015-07-21,24.947,20.283
2015-07-22,24.912,20.32
2015-07-23,24.828000000000007,20.388
2015-07-24,24.583,20.389
2015-07-27,24.721,20.398
2015-07-28,24.443,20.448
2015-07-29,24.511,20.458
2015-07-30,24.539,20.471
2015-07-31,24.695,20.528
2015-08-03,24.648000000000003,20.607
2015-08-04,24.693,20.633000000000006
2015-08-05,24.656,20.597
2015-08-06,24.843000000000004,20.676
2015-08-07,24.831,20.857
2015-08-10,24.7,20.836
2015-08-11,24.666,20.784
2015-08-12,24.447,20.807
2015-08-13,24.223000000000006,20.864
2015-08-14,24.326,20.838
2015-08-17,24.195,20.822
2015-08-18,24.343000000000004,20.826
2015-08-19,24.431,20.847
2015-08-20,24.474,20.97
2015-08-21,24.164,21.024
2015-08-24,23.953000000000007,20.973000000000006
2015-08-25,23.544,20.983
2015-08-26,23.561,21.086
2015-08-27,23.755,21.104
2015-08-28,24.015,21.059
2015-08-31,24.004,21.077
2015-09-01,24.094,21.023000000000003
2015-09-02,24.049,21.121
2015-09-03,24.01,21.185
2015-09-04,24.064,21.031
2015-09-07,24.268,21.254
2015-09-08,24.247,21.313
2015-09-09,24.231,21.346
2015-09-10,24.29,21.452
2015-09-11,24.173,21.443
2015-09-14,24.027,21.376
2015-09-15,23.986,21.344
2015-09-16,23.929,21.361
2015-09-17,24.105,21.28
2015-09-18,23.967,21.25
2015-09-21,23.707,21.378
2015-09-22,24.047,21.455
2015-09-23,24.255,21.443
2015-09-24,24.296,21.344
2015-09-25,24.163,21.438
2015-09-28,24.386,21.69
2015-09-29,24.369,21.626
2015-09-30,24.284,21.683000000000003
2015-10-01,24.268,21.855
2015-10-02,24.364,21.822
2015-10-05,24.34,21.768
2015-10-06,24.138,21.781
2015-10-07,24.153,21.871
2015-10-08,24.054,21.789
2015-10-09,24.095,21.732
2015-10-12,23.859,21.523000000000003
2015-10-13,23.835,21.754
2015-10-14,23.854,21.725
2015-10-15,23.762,21.782
2015-10-16,23.677,21.747
2015-10-19,23.839,21.606
2015-10-20,23.897,21.44
2015-10-21,23.811,21.578000000000007
2015-10-22,23.85,21.637
2015-10-23,23.927,21.81
2015-10-26,24.426,21.857
2015-10-27,24.601,21.878
2015-10-28,24.499,21.851
2015-10-29,24.478,21.767
2015-10-30,24.806,21.814
2015-11-02,24.589,22.011
2015-11-03,24.562,22.173
2015-11-04,24.69,22.243
2015-11-05,24.759,22.206
2015-11-06,24.85,22.294
2015-11-09,24.877,22.185
2015-11-10,25.095,22.355
2015-11-11,25.249,22.093000000000004
2015-11-12,25.216,22.209
2015-11-13,25.201,22.141
2015-11-16,25.113000000000003,22.193
2015-11-17,25.208,22.236
2015-11-18,25.334,22.168000000000006
2015-11-19,25.341,22.117
2015-11-20,25.288,22.085
2015-11-23,25.291,22.057
2015-11-24,25.421,22.267
2015-11-25,25.381,22.234
2015-11-26,25.529,22.201
2015-11-27,25.473000000000006,22.107
2015-11-30,25.543000000000006,22.123
2015-12-01,25.551,22.152
2015-12-02,25.493,22.156
2015-12-03,25.466,22.219
2015-12-04,25.336,22.401
2015-12-07,24.798,22.432
2015-12-08,25.0,22.355
2015-12-09,24.848000000000006,22.525
2015-12-10,24.697,22.328000000000007
2015-12-11,24.692,22.287
2015-12-14,24.679,22.234
2015-12-15,24.605,22.161
2015-12-16,24.588,22.183000000000003
2015-12-17,24.723000000000006,22.02
2015-12-18,24.934,22.193
2015-12-21,24.945,22.471
2015-12-22,24.865,22.507
2015-12-23,24.679,22.529
2015-12-24,24.765,22.648000000000003
2015-12-25,24.69,22.733
2015-12-28,24.69,22.733
2015-12-29,24.651,22.733
2015-12-30,24.679,22.724
2015-12-31,24.738000000000003,22.803
2016-01-01,24.821,22.844
2016-01-04,24.821,22.844
2016-01-05,24.796,22.995
2016-01-06,25.146,23.228
2016-01-07,25.159,23.246
2016-01-08,24.871,23.483
2016-01-11,24.88,23.679
2016-01-12,24.817,23.755
2016-01-13,24.936,23.964
2016-01-14,24.982,24.109
2016-01-15,24.806,23.974
2016-01-18,24.758000000000006,23.779
2016-01-19,24.823,23.986
2016-01-20,24.865,24.025
2016-01-21,24.793000000000006,24.051
2016-01-22,24.845,24.1
2016-01-25,25.006,24.014
2016-01-26,24.985,24.854
2016-01-27,24.934,24.683000000000003
2016-01-28,24.821,24.652
2016-01-29,24.783,24.547
2016-02-01,24.749,24.562
2016-02-02,24.826,24.588
2016-02-03,24.751,24.535
2016-02-04,24.719,24.392
2016-02-05,24.113000000000003,24.262
2016-02-08,24.136,24.284
2016-02-09,24.378,24.197
2016-02-10,24.082,24.585
2016-02-11,24.013,24.544
2016-02-12,23.856,24.465
2016-02-15,24.003,24.454
2016-02-16,24.183000000000003,24.286
2016-02-17,24.207,24.227
2016-02-18,24.285,24.195
2016-02-19,24.387,24.255
2016-02-22,24.354,24.039
2016-02-23,24.508000000000006,24.348000000000006
2016-02-24,24.566,24.291
2016-02-25,24.631,24.265
2016-02-26,24.533,24.166
2016-02-29,24.59,24.313
2016-03-01,24.85,24.313
2016-03-02,24.886,24.411
2016-03-03,24.913,24.484
2016-03-04,24.821,24.582
2016-03-07,24.665,24.774
2016-03-08,24.702,24.774
2016-03-09,24.536,24.899
2016-03-10,24.649,25.093000000000004
2016-03-11,24.903,25.41
2016-03-14,24.399,25.726
2016-03-15,24.328000000000007,25.726
2016-03-16,24.343000000000004,25.837
2016-03-17,24.449,25.867
2016-03-18,23.909,25.56
2016-03-21,23.969,25.686
2016-03-22,23.986,25.686
2016-03-23,24.114,25.5
2016-03-24,24.204,25.086
2016-03-25,24.264,25.014
2016-03-28,24.264,24.949
2016-03-29,24.264,24.949
2016-03-30,24.185,25.353
2016-03-31,23.909,25.332
2016-04-01,23.76,25.591
2016-04-04,23.644,25.457
2016-04-05,23.766,25.457
2016-04-06,23.785,25.457
2016-04-07,23.844,25.457
2016-04-08,23.781,25.311
2016-04-11,23.781,25.411
2016-04-12,23.728,25.411
2016-04-13,23.719,25.906
2016-04-14,23.93,25.959
2016-04-15,24.021,25.885
2016-04-18,23.95,25.677
2016-04-19,23.901,25.677
2016-04-20,23.822,25.417
2016-04-21,23.746,25.568
2016-04-22,23.799,25.624
2016-04-25,24.013,25.435
2016-04-26,24.012,25.435
2016-04-27,23.945,25.364
2016-04-28,23.918000000000006,25.357
2016-04-29,23.811,25.14
2016-05-02,23.711,24.458
2016-05-03,23.534,24.458
2016-05-04,23.37,24.458
2016-05-05,23.495,24.537
2016-05-06,23.628,24.613000000000003
2016-05-09,23.647,24.241
2016-05-10,23.714,24.241
2016-05-11,23.756,24.428
2016-05-12,23.685,24.592
2016-05-13,23.727,24.374
2016-05-16,23.811,24.046
2016-05-17,23.863000000000003,24.046
2016-05-18,23.875,24.189
2016-05-19,23.958,24.059
2016-05-20,24.134,24.47
2016-05-23,24.089,24.568
2016-05-24,24.104,24.568
2016-05-25,24.199,24.539
2016-05-26,24.249,24.934
