Date,SEK,YTD
2010-11-24,6.955,6.88
2010-11-25,6.9663,6.8902
2010-11-26,6.9593,6.8667
2010-11-29,7.0374,6.9372
2010-11-30,7.0139,6.9929
2010-12-01,7.0561,6.957999999999998
2010-12-02,6.9798,6.9112
2010-12-03,6.9579,6.8529
2010-12-06,6.89,6.8228
2010-12-07,6.8611,6.8835
2010-12-08,6.8084,7.0542
2010-12-09,6.9306,7.0963
2010-12-10,6.9101,7.11
2010-12-13,6.8768,7.0855
2010-12-14,6.8941,7.0807
2010-12-15,6.7945,7.1155
2010-12-16,6.7963,7.1962
2010-12-17,6.8274,7.1573
2010-12-20,6.8041,7.2774
2010-12-21,6.835,7.2944
2010-12-22,6.8259,7.2411
2010-12-23,6.8496,7.3044
2010-12-24,6.8608,7.3207
2010-12-27,6.862,7.2607
2010-12-28,6.834,7.2607
2010-12-29,6.8183,7.2169
2010-12-30,6.8426,7.1745
2010-12-31,6.7871,7.1802
2011-01-03,6.7097,7.1165
2011-01-04,6.6954,7.1165
2011-01-05,6.6720000000000015,7.0839
2011-01-06,6.7581,7.0710000000000015
2011-01-07,6.8146,7.099
2011-01-10,6.8959,7.1393
2011-01-11,6.9135,7.1646
2011-01-12,6.8536,7.0209
2011-01-13,6.8169,7.0589
2011-01-14,6.7433,7.0027
2011-01-17,6.7245,7.022
2011-01-18,6.6982,7.0565
2011-01-19,6.6714,7.0499
2011-01-20,6.6137,7.1097
2011-01-21,6.6427,7.1582
2011-01-24,6.626,7.2085
2011-01-25,6.5972,7.226
2011-01-26,6.5515,7.2136
2011-01-27,6.475,7.2929
2011-01-28,6.4488,7.2804
2011-01-31,6.4573,7.2877
2011-02-01,6.476,7.3314
2011-02-02,6.4013,7.2896
2011-02-03,6.42,7.2634
2011-02-04,6.4605,7.2268
2011-02-07,6.4694,7.3178
2011-02-08,6.4967,7.4794
2011-02-09,6.4331,7.4311
2011-02-10,6.4399,7.3561
2011-02-11,6.4859,7.3028
2011-02-14,6.5086,7.2604
2011-02-15,6.515,7.305
2011-02-16,6.4585,7.2613
2011-02-17,6.4637,7.2364
2011-02-18,6.4476,7.1531
2011-02-21,6.4085,7.217
2011-02-22,6.4106,7.2831
2011-02-23,6.4294,7.1987
2011-02-24,6.4041,7.2117
2011-02-25,6.3882,7.223
2011-02-28,6.4177,7.2278
2011-03-01,6.3210000000000015,7.1673
2011-03-02,6.2995,7.2199
2011-03-03,6.3241,7.1831
2011-03-04,6.3232,7.1802
2011-03-07,6.3302,7.1283
2011-03-08,6.327000000000001,7.1549
2011-03-09,6.3657,7.0849
2011-03-10,6.3222,7.1756
2011-03-11,6.3773,7.1403
2011-03-14,6.3988,7.1235
2011-03-15,6.3382,7.0678
2011-03-16,6.4672,7.0881
2011-03-17,6.4318,7.0861
2011-03-18,6.42,7.0808
2011-03-21,6.3033,7.1188
2011-03-22,6.2707,7.1431
2011-03-23,6.2853,7.2441
2011-03-24,6.3179,7.1962
2011-03-25,6.3318,7.2666
2011-03-28,6.3707,7.2364
2011-03-29,6.3946,7.2705
2011-03-30,6.3877,7.2571
2011-03-31,6.3297,7.2543
2011-04-01,6.2877,7.2064
2011-04-04,6.3208,7.2236
2011-04-05,6.3118,7.2236
2011-04-06,6.3458,7.2236
2011-04-07,6.3024,7.2133
2011-04-08,6.3331,7.252999999999999
2011-04-11,6.2423,7.2793
2011-04-12,6.2439,7.2431
2011-04-13,6.2766,7.1741
2011-04-14,6.2306,7.1836
2011-04-15,6.2699,7.1485
2011-04-18,6.2048,7.1669
2011-04-19,6.2593,7.157
2011-04-20,6.2376,7.2201
2011-04-21,6.1323,7.1519
2011-04-22,6.0947,7.1752
2011-04-25,6.0947,7.2083
2011-04-26,6.0947,7.2053
2011-04-27,6.1064,7.1826
2011-04-28,6.0924,7.2062
2011-04-29,6.0349,7.2675
2011-05-02,5.9987,7.2621
2011-05-03,6.0165,7.2262
2011-05-04,6.061,7.258999999999999
2011-05-05,6.0546,7.3265
2011-05-06,6.1214,7.4605
2011-05-09,6.2213,7.631
2011-05-10,6.2368,7.6599
2011-05-11,6.238,7.4687
2011-05-12,6.2311,7.6046
2011-05-13,6.3284,7.5501
2011-05-16,6.2991,7.5718
2011-05-17,6.3699,7.6645
2011-05-18,6.3521,7.7767
2011-05-19,6.3148,7.6879
2011-05-20,6.2839,7.8301
2011-05-23,6.2741,7.8959
2011-05-24,6.3591,7.8667
2011-05-25,6.3312,7.9256
2011-05-26,6.3366,8.0402
2011-05-27,6.2825,7.8796
2011-05-30,6.2466,7.8874
2011-05-31,6.23,7.7988
2011-06-01,6.1823,7.8191
2011-06-02,6.1695,7.9114
2011-06-03,6.1969,7.8301
2011-06-06,6.21,7.7608
2011-06-07,6.1637,7.9183
2011-06-08,6.1481,8.065
2011-06-09,6.1913,8.0888
2011-06-10,6.1999,8.0081
2011-06-13,6.274,7.9514
2011-06-14,6.3567,7.9006
2011-06-15,6.3111,7.8104
2011-06-16,6.4009,7.8492
2011-06-17,6.5328,7.8206
2011-06-20,6.4392,7.7441
2011-06-21,6.4424,7.727
2011-06-22,6.3706,7.6812
2011-06-23,6.359,7.7974
2011-06-24,6.4488,7.7516
2011-06-27,6.4558,7.8079
2011-06-28,6.4716,7.777
2011-06-29,6.4845,7.7465
2011-06-30,6.3811,7.8079
2011-07-01,6.3474,7.7629
2011-07-04,6.3004,7.7886
2011-07-05,6.2753,7.6124
2011-07-06,6.2794,7.6606
2011-07-07,6.3488,7.6516
2011-07-08,6.3838,7.6518
2011-07-11,6.3782,7.5414
2011-07-12,6.5253,7.4992
2011-07-13,6.5896,7.5215
2011-07-14,6.5561,7.4813
2011-07-15,6.4762,7.4091
2011-07-18,6.5122,7.3403
2011-07-19,6.5884,7.2931
2011-07-20,6.5184,7.356
2011-07-21,6.4555,7.397
2011-07-22,6.3991,7.3804
2011-07-25,6.3086,7.3537
2011-07-26,6.334,7.3203
2011-07-27,6.2696,7.336
2011-07-28,6.2738,7.2596
2011-07-29,6.3629,7.2964
2011-08-01,6.3597,7.2465
2011-08-02,6.2484,7.2408
2011-08-03,6.3606,7.1575
2011-08-04,6.3549,7.0834
2011-08-05,6.4301,7.1061
2011-08-08,6.5044,7.1164
2011-08-09,6.4857,7.119
2011-08-10,6.4573,7.0882
2011-08-11,6.426,7.1598
2011-08-12,6.5719,7.2826
2011-08-15,6.4825,7.4105
2011-08-16,6.4889,7.4241
2011-08-17,6.4414,7.4059
2011-08-18,6.3331,7.3351
2011-08-19,6.3741,7.3333
2011-08-22,6.4097,7.3535
2011-08-23,6.3417,7.455
2011-08-24,6.2955,7.3945
2011-08-25,6.3212,7.4669
2011-08-26,6.3158,7.5089
2011-08-29,6.3243,7.4291
2011-08-30,6.2923,7.3739
2011-08-31,6.3811,7.3915
2011-09-01,6.3419,7.4046
2011-09-02,6.3675,7.3039
2011-09-05,6.4004,7.2699
2011-09-06,6.4403,7.2566
2011-09-07,6.4464,7.2249
2011-09-08,6.3928,7.3121
2011-09-09,6.3768,7.3017
2011-09-12,6.4374,7.2739
2011-09-13,6.5836,7.2314
2011-09-14,6.6882,7.1744
2011-09-15,6.6807,7.1798
2011-09-16,6.6647,7.0791
2011-09-19,6.6577,7.0485
2011-09-20,6.7212,7.067
2011-09-21,6.6519,7.02
2011-09-22,6.686,6.971
2011-09-23,6.8978,6.83
2011-09-26,6.9343,6.9094
2011-09-27,6.85,6.8647
2011-09-28,6.7585,6.8049
2011-09-29,6.7442,6.8529
2011-09-30,6.7658,6.7258
2011-10-03,6.8563,6.6985
2011-10-04,6.8727,6.7159
2011-10-05,6.9515,6.7419
2011-10-06,6.8374,6.7218
2011-10-07,6.9071,6.7114
2011-10-10,6.7984,6.6720000000000015
2011-10-11,6.7129,6.7154
2011-10-12,6.7026,6.6529
2011-10-13,6.6229,6.684
2011-10-14,6.6565,6.6386
2011-10-17,6.6195,6.5485
2011-10-18,6.6479,6.5462
2011-10-19,6.6971,6.6833
2011-10-20,6.5986,6.7357
2011-10-21,6.5893,6.7178
2011-10-24,6.5974,6.6121
2011-10-25,6.5722,6.6431
2011-10-26,6.5462,6.5562
2011-10-27,6.5317,6.6869
2011-10-28,6.4311,6.7606
2011-10-31,6.3688,6.7232
2011-11-01,6.4345,6.7554
2011-11-02,6.6504,6.6613
2011-11-03,6.5704,6.6507
2011-11-04,6.5543,6.6533
2011-11-07,6.6153,6.4975
2011-11-08,6.6108,6.5968
2011-11-09,6.5532,6.6782
2011-11-10,6.6569,6.675
2011-11-11,6.6571,6.752000000000002
2011-11-14,6.6619,6.7958
2011-11-15,6.672999999999999,6.8253
2011-11-16,6.7424,6.8758
2011-11-17,6.772,6.8875
2011-11-18,6.8062,6.9713
2011-11-21,6.7476,6.8567
2011-11-22,6.8209,6.8703
2011-11-23,6.7998,6.8773
2011-11-24,6.8841,6.955
2011-11-25,6.9124,6.9663
2011-11-28,6.9926,6.9593
2011-11-29,6.9371,7.0374
2011-11-30,6.9132,7.0139
2011-12-01,6.8162,7.0561
2011-12-02,6.7639,6.9798
2011-12-05,6.723,6.9579
2011-12-06,6.7297,6.89
2011-12-07,6.7606,6.8611
2011-12-08,6.7391,6.8084
2011-12-09,6.7218,6.9306
2011-12-12,6.7383,6.9101
2011-12-13,6.8316,6.8768
2011-12-14,6.8739,6.8941
2011-12-15,6.9924,6.7945
2011-12-16,6.9674,6.7963
2011-12-19,6.915,6.8274
2011-12-20,6.8945,6.8041
2011-12-21,6.8671,6.835
2011-12-22,6.896,6.8259
2011-12-23,6.8945,6.8496
2011-12-26,6.8659,6.8608
2011-12-27,6.8659,6.862
2011-12-28,6.8662,6.834
2011-12-29,6.8598,6.8183
2011-12-30,6.9372,6.8426
2012-01-02,6.8877,6.7871
2012-01-03,6.9018,6.7097
2012-01-04,6.8605,6.6954
2012-01-05,6.8725,6.6720000000000015
2012-01-06,6.8938,6.7581
2012-01-09,6.9183,6.8146
2012-01-10,6.9408,6.8959
2012-01-11,6.8801,6.9135
2012-01-12,6.9262,6.8536
2012-01-13,6.95,6.8169
2012-01-16,6.9605,6.7433
2012-01-17,7.0051,6.7245
2012-01-18,6.9098,6.6982
2012-01-19,6.8768,6.6714
2012-01-20,6.7853,6.6137
2012-01-23,6.8055,6.6427
2012-01-24,6.7443,6.626
2012-01-25,6.7631,6.5972
2012-01-26,6.8387,6.5515
2012-01-27,6.7535,6.475
2012-01-30,6.768,6.4488
2012-01-31,6.7884,6.4573
2012-02-01,6.7522,6.476
2012-02-02,6.7473,6.4013
2012-02-03,6.7638,6.42
2012-02-06,6.7234,6.4605
2012-02-07,6.7493,6.4694
2012-02-08,6.7273,6.4967
2012-02-09,6.651,6.4331
2012-02-10,6.6259,6.4399
2012-02-13,6.6772,6.4859
2012-02-14,6.6469,6.5086
2012-02-15,6.6682,6.515
2012-02-16,6.711,6.4585
2012-02-17,6.7836,6.4637
2012-02-20,6.7115,6.4476
2012-02-21,6.6418,6.4085
2012-02-22,6.6637,6.4106
2012-02-23,6.6576,6.4294
2012-02-24,6.6297,6.4041
2012-02-27,6.5781,6.3882
2012-02-28,6.598,6.4177
2012-02-29,6.5612,6.4177
2012-03-01,6.5527,6.3210000000000015
2012-03-02,6.6207,6.2995
2012-03-05,6.682,6.3232
2012-03-06,6.6855,6.3232
2012-03-07,6.7594,6.3302
2012-03-08,6.8018,6.327000000000001
2012-03-09,6.712999999999999,6.3657
2012-03-12,6.7527,6.3773
2012-03-13,6.8078,6.3773
2012-03-14,6.8078,6.3988
2012-03-15,6.8006,6.3382
2012-03-16,6.8285,6.4672
2012-03-19,6.7521,6.42
2012-03-20,6.7506,6.42
2012-03-21,6.7525,6.3033
2012-03-22,6.7437,6.2707
2012-03-23,6.7794,6.2853
2012-03-26,6.7392,6.3318
2012-03-27,6.7247,6.3318
2012-03-28,6.6703,6.3707
2012-03-29,6.6582,6.3946
2012-03-30,6.6644,6.3877
2012-04-02,6.6229,6.2877
2012-04-03,6.6110000000000015,6.2877
2012-04-04,6.6044,6.3208
2012-04-05,6.7102,6.3118
2012-04-06,6.7443,6.3458
2012-04-09,6.7443,6.3331
2012-04-10,6.7443,6.3331
2012-04-11,6.7661,6.2423
2012-04-12,6.7832,6.2439
2012-04-13,6.7598,6.2766
2012-04-16,6.7649,6.2699
2012-04-17,6.8199,6.2699
2012-04-18,6.7638,6.2048
2012-04-19,6.7593,6.2593
2012-04-20,6.7565,6.2376
2012-04-23,6.7007,6.0947
2012-04-24,6.7488,6.0947
2012-04-25,6.7533,6.0947
2012-04-26,6.7362,6.0947
2012-04-27,6.7166,6.1064
2012-04-30,6.7295,6.0349
2012-05-01,6.7493,6.0349
2012-05-02,6.7493,5.9987
2012-05-03,6.769,6.0165
2012-05-04,6.7601,6.061
2012-05-07,6.7805,6.1214
2012-05-08,6.8369,6.1214
2012-05-09,6.8242,6.2213
2012-05-10,6.8801,6.2368
2012-05-11,6.9013,6.238
2012-05-14,6.9407,6.3284
2012-05-15,6.9984,6.3284
2012-05-16,7.0417,6.2991
2012-05-17,7.1416,6.3699
2012-05-18,7.2036,6.3521
2012-05-21,7.1532,6.2839
2012-05-22,7.1522,6.2839
2012-05-23,7.1186,6.2741
2012-05-24,7.1574,6.3591
2012-05-25,7.1482,6.3312
2012-05-28,7.167999999999998,6.2825
2012-05-29,7.1608,6.2825
2012-05-30,7.176,6.2466
2012-05-31,7.2001,6.23
2012-06-01,7.2363,6.1823
2012-06-04,7.2997,6.1969
2012-06-05,7.2421,6.1969
2012-06-06,7.2162,6.21
2012-06-07,7.2219,6.1637
2012-06-08,7.119,6.1481
2012-06-11,7.2009,6.1999
2012-06-12,7.0663,6.1999
2012-06-13,7.0957,6.274
2012-06-14,7.0464,6.3567
2012-06-15,7.0411,6.3111
2012-06-18,7.0144,6.5328
2012-06-19,7.0068,6.5328
2012-06-20,7.0052,6.4392
2012-06-21,6.9611,6.4424
2012-06-22,6.974,6.3706
2012-06-25,7.0187,6.4488
2012-06-26,7.06,6.4488
2012-06-27,7.0705,6.4558
2012-06-28,7.0718,6.4716
2012-06-29,7.0872,6.4845
2012-07-02,6.9681,6.3474
2012-07-03,6.9435,6.3474
2012-07-04,6.9427,6.3004
2012-07-05,6.9169,6.2753
2012-07-06,6.9352,6.2794
2012-07-09,6.9949,6.3838
2012-07-10,7.0142,6.3838
2012-07-11,6.9788,6.3782
2012-07-12,6.9644,6.5253
2012-07-13,7.0461,6.5896
2012-07-16,7.037000000000001,6.4762
2012-07-17,7.0777,6.4762
2012-07-18,7.0064,6.5122
2012-07-19,6.9419,6.5884
2012-07-20,6.9215,6.5184
2012-07-23,6.9295,6.3991
2012-07-24,6.9812,6.3991
2012-07-25,6.9663,6.3086
2012-07-26,6.9715,6.334
2012-07-27,6.8927,6.2696
2012-07-30,6.9017,6.3629
2012-07-31,6.8176,6.3629
2012-08-01,6.8048,6.3597
2012-08-02,6.7644,6.2484
2012-08-03,6.7504,6.3606
2012-08-06,6.7617,6.4301
2012-08-07,6.7373,6.4301
2012-08-08,6.6919,6.5044
2012-08-09,6.7096,6.4857
2012-08-10,6.7205,6.4573
2012-08-13,6.6936,6.5719
2012-08-14,6.6709,6.5719
2012-08-15,6.6777,6.4825
2012-08-16,6.7001,6.4889
2012-08-17,6.7063,6.4414
2012-08-20,6.7088,6.3741
2012-08-21,6.6942,6.3741
2012-08-22,6.6459,6.4097
2012-08-23,6.7008,6.3417
2012-08-24,6.6194,6.2955
2012-08-27,6.5916,6.3158
2012-08-28,6.5760000000000005,6.3158
2012-08-29,6.5672,6.3243
2012-08-30,6.6461,6.2923
2012-08-31,6.6548,6.3811
2012-09-03,6.6103,6.3675
2012-09-04,6.6965,6.3675
2012-09-05,6.6838,6.4004
2012-09-06,6.7113,6.4403
2012-09-07,6.7278,6.4464
2012-09-10,6.6791,6.3768
2012-09-11,6.648,6.3768
2012-09-12,6.6296,6.4374
2012-09-13,6.5706,6.5836
2012-09-14,6.5909,6.6882
2012-09-17,6.5585,6.6647
2012-09-18,6.5905,6.6647
2012-09-19,6.5639,6.6577
2012-09-20,6.5539,6.7212
2012-09-21,6.5528,6.6519
2012-09-24,6.5411,6.8978
2012-09-25,6.5754,6.8978
2012-09-26,6.5516,6.9343
2012-09-27,6.6172,6.85
2012-09-28,6.5636,6.7585
2012-10-01,6.535,6.7658
2012-10-02,6.58,6.7658
2012-10-03,6.5991,6.8563
2012-10-04,6.6716,6.8727
2012-10-05,6.6481,6.9515
2012-10-08,6.5934,6.9071
2012-10-09,6.6412,6.9071
2012-10-10,6.6484,6.7984
2012-10-11,6.6776,6.7129
2012-10-12,6.7059,6.7026
2012-10-15,6.6947,6.6565
2012-10-16,6.6757,6.6565
2012-10-17,6.6131,6.6195
2012-10-18,6.5996,6.6479
2012-10-19,6.5439,6.6971
2012-10-22,6.5759,6.5893
2012-10-23,6.5777,6.5893
2012-10-24,6.6262,6.5974
2012-10-25,6.6881,6.5722
2012-10-26,6.6869,6.5462
2012-10-29,6.7191,6.4311
2012-10-30,6.6847,6.4311
2012-10-31,6.6467,6.3688
2012-11-01,6.6189,6.4345
2012-11-02,6.6588,6.6504
2012-11-05,6.6891,6.5543
2012-11-06,6.7066,6.5543
2012-11-07,6.697,6.6153
2012-11-08,6.7117,6.6108
2012-11-09,6.6822,6.5532
2012-11-12,6.7548,6.6571
2012-11-13,6.738,6.6571
2012-11-14,6.7799,6.6619
2012-11-15,6.7782,6.672999999999999
2012-11-16,6.7796,6.7424
2012-11-19,6.7864,6.8062
2012-11-20,6.7716,6.8062
2012-11-21,6.7502,6.7476
2012-11-22,6.7333,6.8209
2012-11-23,6.6753,6.7998
2012-11-26,6.6526,6.9124
2012-11-27,6.6155,6.9124
2012-11-28,6.6677,6.9926
2012-11-29,6.6848,6.9371
2012-11-30,6.647,6.9132
2012-12-03,6.6706,6.7639
2012-12-04,6.6292,6.7639
2012-12-05,6.5891,6.723
2012-12-06,6.6215,6.7297
2012-12-07,6.6014,6.7606
2012-12-10,6.678,6.7218
2012-12-11,6.6772,6.7218
2012-12-12,6.6535,6.7383
2012-12-13,6.6162,6.8316
2012-12-14,6.6693,6.8739
2012-12-17,6.7077,6.9674
2012-12-18,6.652,6.9674
2012-12-19,6.6306,6.915
2012-12-20,6.515,6.8945
2012-12-21,6.5189,6.8671
2012-12-24,6.5065,6.8945
2012-12-25,6.5307,6.8945
2012-12-26,6.5307,6.8659
2012-12-27,6.5307,6.8659
2012-12-28,6.5033,6.8662
2012-12-31,6.4943,6.9372
2013-01-01,6.5045,6.9372
2013-01-02,6.5045,6.8877
2013-01-03,6.4624,6.9018
2013-01-04,6.5179,6.8605
2013-01-07,6.5563,6.8938
2013-01-08,6.5299,6.8938
2013-01-09,6.5539999999999985,6.9183
2013-01-10,6.5835,6.9408
2013-01-11,6.5329,6.8801
2013-01-14,6.4975,6.95
2013-01-15,6.4596,6.95
2013-01-16,6.4784,6.9605
2013-01-17,6.5031,7.0051
2013-01-18,6.4654,6.9098
2013-01-21,6.5027,6.7853
2013-01-22,6.5253,6.7853
2013-01-23,6.5262,6.8055
2013-01-24,6.5198,6.7443
2013-01-25,6.5083,6.7631
2013-01-28,6.4510000000000005,6.7535
2013-01-29,6.4403,6.7535
2013-01-30,6.4103,6.768
2013-01-31,6.3597,6.7884
2013-02-01,6.3708,6.7522
2013-02-04,6.3047,6.7638
2013-02-05,6.3329,6.7638
2013-02-06,6.3258,6.7234
2013-02-07,6.3546,6.7493
2013-02-08,6.3738,6.7273
2013-02-11,6.4266,6.6259
2013-02-12,6.4039,6.6259
2013-02-13,6.3775,6.6772
2013-02-14,6.2884,6.6469
2013-02-15,6.3399,6.6682
2013-02-18,6.3457,6.7836
2013-02-19,6.336,6.7836
2013-02-20,6.3288,6.7115
2013-02-21,6.3049,6.6418
2013-02-22,6.417000000000002,6.6637
2013-02-25,6.4138,6.6297
2013-02-26,6.3695,6.6297
2013-02-27,6.4689,6.5781
2013-02-28,6.4406,6.598
2013-03-01,6.4342,6.5527
2013-03-04,6.4354,6.6207
2013-03-05,6.4428,6.682
2013-03-06,6.3974,6.6855
2013-03-07,6.3797,6.7594
2013-03-08,6.3751,6.8018
2013-03-11,6.359,6.712999999999999
2013-03-12,6.4076,6.7527
2013-03-13,6.3726,6.8078
2013-03-14,6.3886,6.8078
2013-03-15,6.4763,6.8006
2013-03-18,6.3820000000000014,6.8285
2013-03-19,6.4483,6.7521
2013-03-20,6.4448,6.7506
2013-03-21,6.4406,6.7525
2013-03-22,6.4798,6.7437
2013-03-25,6.5054,6.7794
2013-03-26,6.5219,6.7392
2013-03-27,6.4972,6.7247
2013-03-28,6.5022,6.6703
2013-03-29,6.525,6.6582
2013-04-01,6.525,6.6644
2013-04-02,6.525,6.6229
2013-04-03,6.4727,6.6110000000000015
2013-04-04,6.4903,6.6044
2013-04-05,6.5583,6.7102
2013-04-08,6.4883,6.7443
2013-04-09,6.4187,6.7443
2013-04-10,6.4237,6.7443
2013-04-11,6.3696,6.7661
2013-04-12,6.3372,6.7832
2013-04-15,6.3878,6.7598
2013-04-16,6.3989,6.7649
2013-04-17,6.3846,6.8199
2013-04-18,6.4534,6.7638
2013-04-19,6.5165,6.7593
2013-04-22,6.4895,6.7565
2013-04-23,6.5306,6.7007
2013-04-24,6.6148,6.7488
2013-04-25,6.6035,6.7533
2013-04-26,6.5719,6.7362
2013-04-29,6.5835,6.7166
2013-04-30,6.5205,6.7295
2013-05-01,6.5346,6.7493
2013-05-02,6.5346,6.7493
2013-05-03,6.4819,6.769
2013-05-06,6.505,6.7601
2013-05-07,6.5265,6.7805
2013-05-08,6.5070000000000014,6.8369
2013-05-09,6.5019,6.8242
2013-05-10,6.4979,6.8801
2013-05-13,6.5838,6.9013
2013-05-14,6.6062,6.9407
2013-05-15,6.6528,6.9984
2013-05-16,6.6822,7.0417
2013-05-17,6.6635,7.1416
2013-05-20,6.6767,7.2036
2013-05-21,6.6719,7.1532
2013-05-22,6.6532,7.1522
2013-05-23,6.6123,7.1186
2013-05-24,6.6685,7.1574
2013-05-27,6.645,7.1482
2013-05-28,6.6438,7.167999999999998
2013-05-29,6.6373,7.1608
2013-05-30,6.6462,7.176
2013-05-31,6.6224,7.2001
2013-06-03,6.5991,7.2363
2013-06-04,6.59,7.2997
2013-06-05,6.5463,7.2421
2013-06-06,6.601,7.2162
2013-06-07,6.5614,7.2219
2013-06-10,6.5544,7.119
2013-06-11,6.5973,7.2009
2013-06-12,6.5889,7.0663
2013-06-13,6.5382,7.0957
2013-06-14,6.5163,7.0464
2013-06-17,6.4719,7.0411
2013-06-18,6.4574,7.0144
2013-06-19,6.4867,7.0068
2013-06-20,6.3964,7.0052
2013-06-21,6.57,6.9611
2013-06-24,6.5954,6.974
2013-06-25,6.7923,7.0187
2013-06-26,6.676,7.06
2013-06-27,6.7272,7.0705
2013-06-28,6.7188,7.0718
2013-07-01,6.7105,7.0872
2013-07-02,6.6701,6.9681
2013-07-03,6.6842,6.9435
2013-07-04,6.7199,6.9427
2013-07-05,6.7067,6.9169
2013-07-08,6.7191,6.9352
2013-07-09,6.8403,6.9949
2013-07-10,6.7818,7.0142
2013-07-11,6.7718,6.9788
2013-07-12,6.6739,6.9644
2013-07-15,6.6787,7.0461
2013-07-16,6.7137,7.037000000000001
2013-07-17,6.6301,7.0777
2013-07-18,6.5694,7.0064
2013-07-19,6.5846,6.9419
2013-07-22,6.5483,6.9215
2013-07-23,6.4998,6.9295
2013-07-24,6.489,6.9812
2013-07-25,6.4564,6.9663
2013-07-26,6.5206,6.9715
2013-07-29,6.4946,6.8927
2013-07-30,6.4666,6.9017
2013-07-31,6.5355,6.8176
2013-08-01,6.5633,6.8048
2013-08-02,6.5665,6.7644
2013-08-05,6.6435,6.7504
2013-08-06,6.6092,6.7617
2013-08-07,6.5596,6.7373
2013-08-08,6.5585,6.6919
2013-08-09,6.4991,6.7096
2013-08-12,6.4867,6.7205
2013-08-13,6.5355,6.6936
2013-08-14,6.518,6.6709
2013-08-15,6.5237,6.6777
2013-08-16,6.5018,6.7001
2013-08-19,6.527,6.7063
2013-08-20,6.5288,6.7088
2013-08-21,6.501,6.6942
2013-08-22,6.521,6.6459
2013-08-23,6.5218,6.7008
2013-08-26,6.5249,6.6194
2013-08-27,6.5325,6.5916
2013-08-28,6.5148,6.5760000000000005
2013-08-29,6.509,6.5672
2013-08-30,6.5715,6.6461
2013-09-02,6.6115,6.6548
2013-09-03,6.6042,6.6103
2013-09-04,6.6073,6.6965
2013-09-05,6.6179,6.6838
2013-09-06,6.6468,6.7113
2013-09-09,6.6515,6.7278
2013-09-10,6.6312,6.6791
2013-09-11,6.5625,6.648
2013-09-12,6.5358,6.6296
2013-09-13,6.5406,6.5706
2013-09-16,6.5474,6.5909
2013-09-17,6.5092,6.5585
2013-09-18,6.4654,6.5905
2013-09-19,6.4607,6.5639
2013-09-20,6.3272,6.5539
2013-09-23,6.3615,6.5528
2013-09-24,6.3671,6.5411
2013-09-25,6.4065,6.5754
2013-09-26,6.4337,6.5516
2013-09-27,6.4119,6.6172
2013-09-30,6.4167,6.5636
2013-10-01,6.4106,6.535
2013-10-02,6.3693,6.58
2013-10-03,6.404,6.5991
2013-10-04,6.3421,6.6716
2013-10-07,6.3806,6.6481
2013-10-08,6.4416,6.5934
2013-10-09,6.4101,6.6412
2013-10-10,6.4702,6.6484
2013-10-11,6.5191,6.6776
2013-10-14,6.4617,6.7059
2013-10-15,6.4869,6.6947
2013-10-16,6.4935,6.6757
2013-10-17,6.4978,6.6131
2013-10-18,6.4252,6.5996
2013-10-21,6.4079,6.5439
2013-10-22,6.4279,6.5759
2013-10-23,6.4082,6.5777
2013-10-24,6.3813,6.6262
2013-10-25,6.3474,6.6881
2013-10-28,6.3403,6.6869
2013-10-29,6.3453,6.7191
2013-10-30,6.3695,6.6847
2013-10-31,6.3846,6.6467
2013-11-01,6.455,6.6189
2013-11-04,6.5202,6.6588
2013-11-05,6.495,6.6891
2013-11-06,6.517,6.7066
2013-11-07,6.501,6.697
2013-11-08,6.5178,6.7117
2013-11-11,6.5799,6.6822
2013-11-12,6.5676,6.7548
2013-11-13,6.6336,6.738
2013-11-14,6.7035,6.7799
2013-11-15,6.6791,6.7782
2013-11-18,6.6447,6.7796
2013-11-19,6.5958,6.7864
2013-11-20,6.6370000000000005,6.7716
2013-11-21,6.5938,6.7502
2013-11-22,6.6325,6.7333
2013-11-25,6.58,6.6753
2013-11-26,6.5795,6.6526
2013-11-27,6.5654,6.6155
2013-11-28,6.5534,6.6677
2013-11-29,6.5701,6.6848
2013-12-02,6.5443,6.647
2013-12-03,6.568,6.6706
2013-12-04,6.5309,6.6292
2013-12-05,6.5025,6.5891
2013-12-06,6.5199,6.6215
2013-12-09,6.534,6.6014
2013-12-10,6.5263,6.678
2013-12-11,6.5379999999999985,6.6772
2013-12-12,6.5464,6.6535
2013-12-13,6.5774,6.6162
2013-12-16,6.582000000000002,6.6693
2013-12-17,6.5524,6.7077
2013-12-18,6.5759,6.652
2013-12-19,6.5381,6.6306
2013-12-20,6.5515,6.515
2013-12-23,6.584,6.5189
2013-12-24,6.5591,6.5065
2013-12-25,6.5781,6.5307
2013-12-26,6.5781,6.5307
2013-12-27,6.5781,6.5307
2013-12-30,6.4996,6.5033
2013-12-31,6.4778,6.4943
2014-01-01,6.4238,6.5045
2014-01-02,6.4238,6.5045
2014-01-03,6.504,6.4624
2014-01-06,6.4956,6.5179
2014-01-07,6.5201,6.5563
2014-01-08,6.4931,6.5299
2014-01-09,6.5444,6.5539999999999985
2014-01-10,6.5574,6.5835
2014-01-13,6.5371,6.5329
2014-01-14,6.4972,6.4975
2014-01-15,6.4534,6.4596
2014-01-16,6.4644,6.4784
2014-01-17,6.4848,6.5031
2014-01-20,6.4736,6.4654
