Date,JPY,YTD
2006-01-27,115.76,103.4
2006-01-30,116.82,103.47
2006-01-31,117.52,103.33
2006-02-01,117.32,103.54
2006-02-02,117.61,103.75
2006-02-03,118.55,103.59
2006-02-06,118.61,104.25
2006-02-07,118.75,103.96
2006-02-08,117.97,104.31
2006-02-09,118.44,105.65
2006-02-10,118.53,105.67
2006-02-13,117.6,106.41
2006-02-14,118.06,105.88
2006-02-15,117.31,105.04
2006-02-16,117.57,104.81
2006-02-17,118.16,105.06
2006-02-20,118.66,105.67
2006-02-21,118.26,105.55
2006-02-22,118.94,105.52
2006-02-23,118.66,104.16
2006-02-24,116.99,104.86
2006-02-27,116.94,104.88
2006-02-28,116.24,105.39
2006-03-01,116.36,104.13
2006-03-02,115.91,104.34
2006-03-03,116.37,104.9
2006-03-06,116.44,104.86
2006-03-07,117.37,105.47
2006-03-08,117.8,105.24
2006-03-09,117.8,104.89
2006-03-10,117.53,104.29
2006-03-13,118.39,104.12
2006-03-14,119.06,104.11
2006-03-15,118.27,104.79
2006-03-16,117.5,104.42
2006-03-17,117.71,104.19
2006-03-20,116.1,104.44
2006-03-21,115.88,104.89
2006-03-22,116.61,105.38
2006-03-23,117.11,105.09
2006-03-24,117.06,105.52
2006-03-27,118.24,106.38
2006-03-28,116.55,106.38
2006-03-29,116.76,106.38
2006-03-30,117.87,107.23
2006-03-31,117.31,107.49
2006-04-03,117.66,106.79
2006-04-04,118.35,107.32
2006-04-05,117.61,108.03
2006-04-06,117.57,108.63
2006-04-07,117.62,108.67
2006-04-10,117.88,108.21
2006-04-11,118.37,108.79
2006-04-12,118.74,107.75
2006-04-13,118.12,107.79
2006-04-14,118.64,107.34
2006-04-17,118.64,108.14
2006-04-18,118.64,108.08
2006-04-19,117.96,107.66
2006-04-20,117.12,107.37
2006-04-21,117.67,106.9
2006-04-24,117.22,107.42
2006-04-25,114.98,106.26
2006-04-26,114.37,105.9
2006-04-27,114.99,105.95
2006-04-28,114.96,106.31
2006-05-01,114.29,105.87
2006-05-02,114.29,105.15
2006-05-03,113.49,105.37
2006-05-04,113.6,105.19
2006-05-05,114.06,104.39
2006-05-08,113.9,104.43
2006-05-09,111.23,104.82
2006-05-10,111.54,105.63
2006-05-11,110.55,105.69
2006-05-12,111.21,105.34
2006-05-15,109.62,106.23
2006-05-16,110.18,107.0
2006-05-17,110.27,107.51
2006-05-18,109.36,107.25
2006-05-19,111.15,107.31
2006-05-22,111.73,107.28
2006-05-23,112.56,107.86
2006-05-24,111.39,107.95
2006-05-25,111.94,107.31
2006-05-26,112.18,107.71
2006-05-29,112.14,108.26
2006-05-30,112.27,107.78
2006-05-31,112.2,107.99
2006-06-01,112.15,108.24
2006-06-02,113.21,108.64
2006-06-05,112.83,108.23
2006-06-06,111.64,107.88
2006-06-07,112.66,107.11
2006-06-08,113.29,106.74
2006-06-09,114.38,106.86
2006-06-12,113.95,107.34
2006-06-13,114.45,107.47
2006-06-14,114.66,109.22
2006-06-15,115.16,109.27
2006-06-16,114.86,109.42
2006-06-19,114.94,109.17
2006-06-20,115.5,108.79
2006-06-21,115.12,109.0
2006-06-22,114.96,109.33
2006-06-23,115.63,108.82
2006-06-26,116.38,108.47
2006-06-27,116.34,109.19
2006-06-28,116.51,109.27
2006-06-29,116.25,109.91
2006-06-30,116.53,110.36
2006-07-03,114.65,110.78
2006-07-04,114.67,111.06
2006-07-05,114.59,111.54
2006-07-06,114.69,111.95
2006-07-07,115.5,111.84
2006-07-10,114.72,111.68
2006-07-11,113.84,112.43
2006-07-12,114.39,111.94
2006-07-13,115.2,111.24
2006-07-14,115.29,111.35
2006-07-17,115.92,112.07
2006-07-18,116.94,112.11
2006-07-19,117.0,112.24
2006-07-20,117.7,112.89
2006-07-21,116.81,113.03
2006-07-24,115.9,110.95
2006-07-25,116.62,111.16
2006-07-26,116.75,111.79
2006-07-27,116.87,112.25
2006-07-28,115.61,112.53
2006-07-31,115.74,112.4
2006-08-01,114.22,112.39
2006-08-02,114.76,111.85
2006-08-03,114.77,111.38
2006-08-04,114.89,111.16
2006-08-07,115.43,111.48
2006-08-08,115.07,111.52
2006-08-09,115.04,111.67
2006-08-10,115.05,112.1
2006-08-11,114.82,111.01
2006-08-14,116.02,110.39
2006-08-15,116.64,109.43
2006-08-16,116.59,109.54
2006-08-17,116.24,109.34
2006-08-18,115.35,109.67
2006-08-21,115.86,110.39
2006-08-22,115.67,110.41
2006-08-23,116.43,109.5
2006-08-24,116.37,110.04
2006-08-25,116.34,110.37
2006-08-28,117.25,110.02
2006-08-29,117.07,109.64
2006-08-30,116.76,110.45
2006-08-31,117.09,111.49
2006-09-01,117.16,111.54
2006-09-04,117.27,110.55
2006-09-05,116.11,109.77
2006-09-06,115.9,109.02
2006-09-07,116.65,109.55
2006-09-08,116.29,110.01
2006-09-11,116.35,110.45
2006-09-12,117.31,110.05
2006-09-13,117.63,109.8
2006-09-14,117.72,110.92
2006-09-15,117.57,109.97
2006-09-18,117.63,110.36
2006-09-19,118.02,110.9
2006-09-20,117.6,111.47
2006-09-21,117.31,111.43
2006-09-22,116.91,111.21
2006-09-25,116.17,111.17
2006-09-26,116.53,111.46
2006-09-27,116.45,112.38
2006-09-28,117.39,113.29
2006-09-29,117.65,113.05
2006-10-02,117.96,112.68
2006-10-03,118.24,113.15
2006-10-04,117.66,114.03
2006-10-05,118.1,114.29
2006-10-06,117.48,113.89
2006-10-09,118.03,113.84
2006-10-10,119.09,113.49
2006-10-11,119.61,114.08
2006-10-12,119.56,114.14
2006-10-13,119.6,114.5
2006-10-16,119.39,114.81
2006-10-17,119.16,114.73
2006-10-18,118.71,114.79
2006-10-19,118.66,115.85
2006-10-20,118.68,115.54
2006-10-23,118.32,115.61
2006-10-24,119.23,115.61
2006-10-25,119.59,115.66
2006-10-26,119.18,115.49
2006-10-27,118.87,115.82
2006-10-30,118.47,115.33
2006-10-31,117.3,115.36
2006-11-01,117.82,116.14
2006-11-02,116.99,116.61
2006-11-03,117.02,116.96
2006-11-06,117.26,116.9
2006-11-07,118.45,117.76
2006-11-08,117.89,117.75
2006-11-09,117.68,117.72
2006-11-10,118.13,117.29
2006-11-13,117.51,117.68
2006-11-14,117.91,118.07
2006-11-15,117.65,118.72
2006-11-16,118.05,119.23
2006-11-17,118.06,119.38
2006-11-20,118.34,118.73
2006-11-21,118.04,119.25
2006-11-22,118.03,118.88
2006-11-23,116.99,119.41
2006-11-24,116.27,118.7
2006-11-27,115.74,118.84
2006-11-28,116.09,119.39
2006-11-29,116.37,119.73
2006-11-30,116.3,119.2
2006-12-01,116.13,119.64
2006-12-04,116.11,120.2
2006-12-05,115.63,120.85
2006-12-06,114.58,120.84
2006-12-07,115.01,121.06
2006-12-08,114.97,120.99
2006-12-11,115.61,120.55
2006-12-12,117.12,120.5
2006-12-13,116.99,120.3
2006-12-14,117.11,120.31
2006-12-15,117.53,118.33
2006-12-18,118.3,116.08
2006-12-19,117.86,116.23
2006-12-20,118.16,116.26
2006-12-21,118.15,116.57
2006-12-22,118.27,117.23
2006-12-25,118.45,117.44
2006-12-26,118.45,116.65
2006-12-27,118.45,116.65
2006-12-28,118.63,116.95
2006-12-29,118.89,117.16
2007-01-01,119.16,117.91
2007-01-02,119.16,117.74
2007-01-03,118.88,118.01
2007-01-04,119.24,117.43
2007-01-05,119.11,116.02
2007-01-08,118.12,116.07
2007-01-09,118.73,115.94
2007-01-10,119.27,114.13
2007-01-11,119.33,114.49
2007-01-12,120.27,114.42
2007-01-15,120.41,113.51
2007-01-16,120.55,114.74
2007-01-17,120.64,114.95
2007-01-18,120.65,115.3
2007-01-19,121.34,115.06
2007-01-22,121.26,115.18
2007-01-23,121.78,115.3
2007-01-24,121.18,114.32
2007-01-25,121.54,114.45
2007-01-26,120.88,114.79
2007-01-29,121.47,115.76
2007-01-30,122.05,116.82
2007-01-31,121.79,117.52
2007-02-01,121.41,117.32
2007-02-02,120.47,117.61
2007-02-05,121.07,118.55
2007-02-06,120.58,118.61
2007-02-07,120.08,118.75
2007-02-08,120.69,117.97
2007-02-09,121.38,118.44
2007-02-12,121.52,118.53
2007-02-13,121.9,117.6
2007-02-14,121.33,118.06
2007-02-15,121.2,117.31
2007-02-16,120.1,117.57
2007-02-19,119.12,118.16
2007-02-20,119.56,118.66
2007-02-21,120.21,118.26
2007-02-22,120.89,118.94
2007-02-23,121.32,118.66
2007-02-26,121.33,116.99
2007-02-27,120.59,116.94
2007-02-28,119.18,116.24
2007-03-01,118.42,116.36
2007-03-02,117.52,115.91
2007-03-05,116.93,116.37
2007-03-06,115.36,116.44
2007-03-07,116.56,117.37
2007-03-08,116.34,117.8
2007-03-09,117.11,117.8
2007-03-12,117.28,117.53
2007-03-13,117.39,118.39
2007-03-14,116.61,119.06
2007-03-15,116.56,118.27
2007-03-16,117.26,117.5
2007-03-19,116.79,117.71
2007-03-20,117.39,116.1
2007-03-21,117.44,115.88
2007-03-22,117.84,116.61
2007-03-23,117.8,117.11
2007-03-26,117.54,117.06
2007-03-27,118.39,118.24
2007-03-28,118.31,116.55
2007-03-29,117.16,116.76
2007-03-30,117.4,117.87
2007-04-02,118.13,117.31
2007-04-03,117.72,117.66
2007-04-04,118.68,118.35
2007-04-05,118.86,117.61
2007-04-06,118.9,117.57
2007-04-09,118.9,117.62
2007-04-10,118.9,117.88
2007-04-11,119.21,118.37
2007-04-12,119.24,118.74
2007-04-13,119.27,118.12
2007-04-16,118.64,118.64
2007-04-17,119.53,118.64
2007-04-18,119.43,118.64
2007-04-19,118.41,117.96
2007-04-20,117.73,117.12
2007-04-23,118.66,117.67
2007-04-24,118.69,117.22
2007-04-25,118.83,114.98
2007-04-26,118.65,114.37
2007-04-27,119.34,114.99
2007-04-30,119.3,114.96
2007-05-01,119.68,114.29
2007-05-02,119.68,114.29
2007-05-03,120.16,113.49
2007-05-04,120.08,113.6
2007-05-07,120.31,114.06
2007-05-08,119.95,113.9
2007-05-09,119.7,111.23
2007-05-10,119.95,111.54
2007-05-11,120.4,110.55
2007-05-14,119.72,111.21
2007-05-15,120.35,109.62
2007-05-16,120.46,110.18
2007-05-17,120.55,110.27
2007-05-18,121.17,109.36
2007-05-21,120.95,111.15
2007-05-22,121.48,111.73
2007-05-23,121.5,112.56
2007-05-24,121.46,111.39
2007-05-25,121.36,111.94
2007-05-28,121.64,112.18
2007-05-29,121.69,112.14
2007-05-30,121.57,112.27
2007-05-31,121.65,112.2
2007-06-01,121.58,112.15
2007-06-04,121.92,113.21
2007-06-05,121.9,112.83
2007-06-06,121.5,111.64
2007-06-07,121.12,112.66
2007-06-08,121.33,113.29
2007-06-11,121.66,114.38
2007-06-12,121.71,113.95
2007-06-13,121.81,114.45
2007-06-14,122.32,114.66
2007-06-15,122.94,115.16
2007-06-18,123.49,114.86
2007-06-19,123.44,114.94
2007-06-20,123.45,115.5
2007-06-21,123.54,115.12
2007-06-22,123.54,114.96
2007-06-25,124.06,115.63
2007-06-26,123.48,116.38
2007-06-27,123.16,116.34
2007-06-28,122.56,116.51
2007-06-29,122.97,116.25
2007-07-02,123.38,116.53
2007-07-03,122.65,114.65
2007-07-04,122.51,114.67
2007-07-05,122.54,114.59
2007-07-06,122.51,114.69
2007-07-09,123.25,115.5
2007-07-10,123.43,114.72
2007-07-11,122.83,113.84
2007-07-12,121.71,114.39
2007-07-13,122.13,115.2
2007-07-16,122.39,115.29
2007-07-17,121.79,115.92
2007-07-18,122.05,116.94
2007-07-19,122.14,117.0
2007-07-20,122.04,117.7
2007-07-23,122.05,116.81
2007-07-24,121.25,115.9
2007-07-25,120.88,116.62
2007-07-26,120.46,116.75
2007-07-27,119.9,116.87
2007-07-30,118.76,115.61
2007-07-31,118.3,115.74
2007-08-01,119.35,114.22
2007-08-02,118.5,114.76
2007-08-03,119.15,114.77
2007-08-06,119.21,114.89
2007-08-07,117.88,115.43
2007-08-08,118.65,115.07
2007-08-09,119.25,115.04
2007-08-10,118.49,115.05
2007-08-13,117.49,114.82
2007-08-14,118.28,116.02
2007-08-15,118.27,116.64
2007-08-16,116.79,116.59
2007-08-17,114.28,116.24
2007-08-20,113.53,115.35
2007-08-21,115.12,115.86
2007-08-22,114.73,115.67
2007-08-23,115.11,116.43
2007-08-24,116.59,116.37
2007-08-27,115.83,116.34
2007-08-28,116.14,117.25
2007-08-29,115.3,117.07
2007-08-30,114.8,116.76
2007-08-31,115.6,117.09
2007-09-03,116.2,117.16
2007-09-04,115.8,117.27
2007-09-05,115.49,116.11
2007-09-06,115.62,115.9
2007-09-07,115.09,116.65
2007-09-10,115.21,116.29
2007-09-11,113.55,116.35
2007-09-12,113.79,117.31
2007-09-13,113.89,117.63
2007-09-14,114.79,117.72
2007-09-17,114.86,117.57
2007-09-18,114.9,117.63
2007-09-19,115.5,118.02
2007-09-20,115.78,117.6
2007-09-21,115.06,117.31
2007-09-24,115.64,116.91
2007-09-25,115.04,116.17
2007-09-26,114.31,116.53
2007-09-27,115.33,116.45
2007-09-28,115.16,117.39
2007-10-01,115.35,117.65
2007-10-02,115.77,117.96
2007-10-03,115.72,118.24
2007-10-04,116.14,117.66
2007-10-05,116.6,118.1
2007-10-08,116.44,117.48
2007-10-09,117.46,118.03
2007-10-10,117.22,119.09
2007-10-11,117.38,119.61
2007-10-12,117.59,119.56
2007-10-15,117.48,119.6
2007-10-16,117.76,119.39
2007-10-17,116.73,119.16
2007-10-18,117.09,118.71
2007-10-19,115.39,118.66
2007-10-22,115.38,118.68
2007-10-23,113.93,118.32
2007-10-24,114.7,119.23
2007-10-25,114.31,119.59
2007-10-26,114.36,119.18
2007-10-29,114.36,118.87
2007-10-30,114.77,118.47
2007-10-31,114.81,117.3
2007-11-01,115.24,117.82
2007-11-02,115.3,116.99
2007-11-05,115.26,117.02
2007-11-06,114.16,117.26
2007-11-07,114.73,118.45
2007-11-08,112.8,117.89
2007-11-09,113.12,117.68
2007-11-12,111.16,118.13
2007-11-13,109.44,117.51
2007-11-14,110.19,117.91
2007-11-15,111.06,117.65
2007-11-16,110.65,118.05
2007-11-19,110.56,118.06
2007-11-20,110.26,118.34
2007-11-21,110.15,118.04
2007-11-22,108.63,118.03
2007-11-23,108.72,116.99
2007-11-26,107.95,116.27
2007-11-27,108.43,115.74
2007-11-28,107.64,116.09
2007-11-29,109.87,116.37
2007-11-30,110.1,116.3
2007-12-03,110.72,116.13
2007-12-04,110.34,116.11
2007-12-05,109.8,115.63
2007-12-06,110.28,114.58
2007-12-07,111.0,115.01
2007-12-10,111.53,114.97
2007-12-11,111.79,115.61
2007-12-12,111.94,117.12
2007-12-13,111.35,116.99
2007-12-14,111.84,117.11
2007-12-17,113.03,117.53
2007-12-18,113.33,118.3
2007-12-19,113.37,117.86
2007-12-20,112.99,118.16
2007-12-21,113.11,118.15
2007-12-24,113.54,118.27
2007-12-25,114.08,118.45
2007-12-26,114.08,118.45
2007-12-27,114.08,118.45
2007-12-28,114.51,118.63
2007-12-31,113.08,118.89
2008-01-01,112.04,119.16
2008-01-02,112.04,119.16
2008-01-03,111.54,118.88
2008-01-04,108.91,119.24
2008-01-07,109.23,119.11
2008-01-08,109.11,118.12
2008-01-09,109.64,118.73
2008-01-10,109.41,119.27
2008-01-11,109.86,119.33
2008-01-14,108.96,120.27
2008-01-15,107.79,120.41
2008-01-16,107.5,120.55
2008-01-17,106.33,120.64
2008-01-18,106.92,120.65
2008-01-21,107.47,121.34
2008-01-22,106.24,121.26
2008-01-23,106.34,121.78
2008-01-24,105.32,121.18
2008-01-25,106.59,121.54
2008-01-28,107.68,120.88
2008-01-29,106.86,121.47
2008-01-30,106.97,122.05
2008-01-31,106.95,121.79
2008-02-01,106.21,121.41
2008-02-04,106.46,120.47
2008-02-05,106.89,121.07
2008-02-06,107.43,120.58
2008-02-07,106.41,120.08
2008-02-08,106.11,120.69
2008-02-11,107.41,121.38
2008-02-12,106.88,121.52
2008-02-13,107.43,121.9
2008-02-14,107.52,121.33
2008-02-15,108.18,121.2
2008-02-18,107.52,120.1
2008-02-19,108.2,119.12
2008-02-20,107.61,119.56
2008-02-21,108.02,120.21
2008-02-22,108.08,120.89
2008-02-25,106.92,121.32
2008-02-26,107.79,121.33
2008-02-27,107.87,120.59
2008-02-28,106.32,119.18
2008-02-29,106.19,119.18
2008-03-03,104.19,117.52
2008-03-04,103.13,117.52
2008-03-05,103.1,116.93
2008-03-06,103.74,115.36
2008-03-07,103.5,116.56
2008-03-10,102.14,117.11
2008-03-11,102.26,117.11
2008-03-12,102.98,117.28
2008-03-13,102.38,117.39
2008-03-14,100.44,116.61
2008-03-17,100.94,117.26
2008-03-18,96.703,117.26
2008-03-19,97.914,116.79
2008-03-20,99.516,117.39
2008-03-21,99.332,117.44
2008-03-24,99.332,117.8
2008-03-25,99.332,117.8
2008-03-26,100.13,117.54
2008-03-27,99.23,118.39
2008-03-28,99.791,118.31
2008-03-31,99.937,117.4
2008-04-01,99.526,117.4
2008-04-02,100.61,118.13
2008-04-03,101.97,117.72
2008-04-04,102.89,118.68
2008-04-07,102.33,118.9
2008-04-08,102.68,118.9
2008-04-09,102.43,118.9
2008-04-10,102.61,118.9
2008-04-11,100.27,119.21
2008-04-14,100.95,119.27
2008-04-15,100.43,119.27
2008-04-16,101.0,118.64
2008-04-17,101.34,119.53
2008-04-18,102.53,119.43
2008-04-21,103.92,117.73
2008-04-22,103.43,117.73
2008-04-23,103.21,118.66
2008-04-24,103.07,118.69
2008-04-25,103.41,118.83
2008-04-28,104.52,119.34
2008-04-29,104.65,119.34
2008-04-30,103.87,119.3
2008-05-01,104.65,119.68
2008-05-02,104.65,119.68
2008-05-05,104.76,120.08
2008-05-06,105.26,120.08
2008-05-07,104.49,120.31
2008-05-08,105.35,119.95
2008-05-09,104.35,119.7
2008-05-12,102.74,120.4
2008-05-13,103.97,120.4
2008-05-14,103.86,119.72
2008-05-15,105.24,120.35
2008-05-16,105.09,120.46
2008-05-19,104.72,121.17
2008-05-20,104.03,121.17
2008-05-21,104.12,120.95
2008-05-22,103.36,121.48
2008-05-23,103.28,121.5
2008-05-26,103.53,121.36
2008-05-27,103.4,121.36
2008-05-28,103.84,121.64
2008-05-29,104.8,121.69
2008-05-30,105.31,121.57
2008-06-02,105.58,121.58
2008-06-03,104.79,121.58
2008-06-04,104.53,121.92
2008-06-05,104.63,121.9
2008-06-06,106.13,121.5
2008-06-09,106.27,121.33
2008-06-10,105.65,121.33
2008-06-11,106.77,121.66
2008-06-12,107.23,121.71
2008-06-13,107.73,121.81
2008-06-16,108.27,122.94
2008-06-17,108.2,122.94
2008-06-18,108.28,123.49
2008-06-19,108.19,123.44
2008-06-20,107.84,123.45
2008-06-23,107.51,123.54
2008-06-24,107.89,123.54
2008-06-25,107.91,124.06
2008-06-26,107.96,123.48
2008-06-27,107.58,123.16
2008-06-30,106.1,122.97
2008-07-01,105.58,122.97
2008-07-02,105.59,123.38
2008-07-03,106.55,122.65
2008-07-04,106.15,122.51
2008-07-07,106.76,122.51
2008-07-08,107.64,122.51
2008-07-09,107.07,123.25
2008-07-10,107.46,123.43
2008-07-11,107.27,122.83
2008-07-14,106.32,122.13
2008-07-15,106.8,122.13
2008-07-16,104.74,122.39
2008-07-17,104.27,121.79
2008-07-18,105.64,122.05
2008-07-21,106.87,122.04
2008-07-22,106.98,122.04
2008-07-23,106.33,122.05
2008-07-24,107.84,121.25
2008-07-25,107.75,120.88
2008-07-28,107.26,119.9
2008-07-29,107.73,119.9
2008-07-30,107.82,118.76
2008-07-31,107.9,118.3
2008-08-01,108.27,119.35
2008-08-04,107.51,119.15
2008-08-05,108.18,119.15
2008-08-06,107.87,119.21
2008-08-07,108.64,117.88
2008-08-08,109.34,118.65
2008-08-11,109.86,118.49
2008-08-12,109.73,118.49
2008-08-13,110.0,117.49
2008-08-14,108.74,118.28
2008-08-15,109.59,118.27
2008-08-18,110.46,114.28
2008-08-19,110.31,114.28
2008-08-20,109.77,113.53
2008-08-21,110.1,115.12
2008-08-22,108.24,114.73
2008-08-25,109.77,116.59
2008-08-26,109.92,116.59
2008-08-27,109.73,115.83
2008-08-28,109.01,116.14
2008-08-29,109.3,115.3
2008-09-01,108.73,115.6
2008-09-02,107.87,115.6
2008-09-03,108.85,116.2
2008-09-04,108.55,115.8
2008-09-05,108.2,115.49
2008-09-08,106.37,115.09
2008-09-09,108.64,115.09
2008-09-10,108.1,115.21
2008-09-11,106.8,113.55
2008-09-12,106.71,113.79
2008-09-15,107.29,114.79
2008-09-16,105.91,114.79
2008-09-17,103.78,114.86
2008-09-18,105.64,114.9
2008-09-19,104.79,115.5
2008-09-22,107.5,115.06
2008-09-23,106.51,115.06
2008-09-24,105.51,115.64
2008-09-25,105.9,115.04
2008-09-26,106.06,114.31
2008-09-29,105.28,115.16
2008-09-30,106.14,115.16
2008-10-01,105.2,115.35
2008-10-02,106.21,115.77
2008-10-03,105.34,115.72
2008-10-06,104.88,116.6
2008-10-07,103.26,116.6
2008-10-08,102.34,116.44
2008-10-09,100.81,117.46
2008-10-10,100.75,117.22
2008-10-13,99.183,117.59
2008-10-14,100.18,117.59
2008-10-15,102.71,117.48
2008-10-16,101.42,117.76
2008-10-17,100.62,116.73
2008-10-20,101.14,115.39
2008-10-21,101.65,115.39
2008-10-22,100.93,115.38
2008-10-23,98.793,113.93
2008-10-24,97.119,114.7
2008-10-27,93.204,114.36
2008-10-28,92.897,114.36
2008-10-29,95.338,114.36
2008-10-30,97.103,114.77
2008-10-31,98.757,114.81
2008-11-03,97.962,115.3
2008-11-04,98.565,115.3
2008-11-05,99.337,115.26
2008-11-06,98.99,114.16
2008-11-07,97.776,114.73
2008-11-10,97.437,113.12
2008-11-11,99.209,113.12
2008-11-12,97.882,111.16
2008-11-13,97.215,109.44
2008-11-14,96.08,110.19
2008-11-17,96.387,110.65
2008-11-18,96.311,110.65
2008-11-19,96.357,110.56
2008-11-20,96.62,110.26
2008-11-21,95.575,110.15
2008-11-24,94.668,108.72
2008-11-25,95.921,108.72
2008-11-26,96.074,107.95
2008-11-27,95.168,108.43
2008-11-28,95.38,107.64
2008-12-01,95.435,110.1
2008-12-02,93.924,110.1
2008-12-03,93.376,110.72
2008-12-04,92.997,110.34
2008-12-05,92.789,109.8
2008-12-08,92.31,111.0
2008-12-09,93.434,111.0
2008-12-10,92.577,111.53
2008-12-11,92.665,111.79
2008-12-12,91.313,111.94
2008-12-15,90.112,111.84
2008-12-16,90.614,111.84
2008-12-17,89.993,113.03
2008-12-18,88.449,113.33
2008-12-19,88.41,113.37
2008-12-22,89.484,113.11
2008-12-23,89.95,113.11
2008-12-24,90.163,113.54
2008-12-25,90.432,114.08
2008-12-26,90.432,114.08
2008-12-29,90.432,114.51
2008-12-30,90.385,114.51
2008-12-31,90.367,113.08
2009-01-01,90.637,112.04
2009-01-02,90.637,112.04
2009-01-05,91.331,108.91
2009-01-06,93.366,108.91
2009-01-07,94.389,109.23
2009-01-08,93.248,109.11
2009-01-09,91.312,109.64
2009-01-12,90.909,109.86
2009-01-13,89.95100000000002,109.86
2009-01-14,89.383,108.96
2009-01-15,89.319,107.79
2009-01-16,89.39200000000002,107.5
2009-01-19,90.512,106.92
2009-01-20,90.396,106.92
2009-01-21,90.41,107.47
2009-01-22,89.93799999999997,106.24
2009-01-23,88.555,106.34
2009-01-26,88.824,106.59
2009-01-27,89.161,106.59
2009-01-28,89.259,107.68
2009-01-29,89.419,106.86
2009-01-30,90.054,106.97
2009-02-02,89.71600000000002,106.21
2009-02-03,89.37299999999998,106.21
2009-02-04,89.51700000000002,106.46
2009-02-05,89.156,106.89
2009-02-06,89.67200000000003,107.43
2009-02-09,91.2,106.11
2009-02-10,91.644,106.11
2009-02-11,91.301,107.41
2009-02-12,90.045,106.88
2009-02-13,89.971,107.43
2009-02-16,91.702,108.18
2009-02-17,91.915,108.18
2009-02-18,91.974,107.52
2009-02-19,92.752,108.2
2009-02-20,93.656,107.61
2009-02-23,94.21,108.08
2009-02-24,94.616,108.08
2009-02-25,95.902,106.92
2009-02-26,96.725,107.79
2009-02-27,98.052,107.87
2009-03-02,97.461,106.19
2009-03-03,97.269,104.19
2009-03-04,98.01,103.13
2009-03-05,99.299,103.1
2009-03-06,99.331,103.74
2009-03-09,96.8,103.5
2009-03-10,99.005,102.14
2009-03-11,98.138,102.26
2009-03-12,98.037,102.98
2009-03-13,97.246,102.38
2009-03-16,98.435,100.44
2009-03-17,98.536,100.94
2009-03-18,98.98,96.703
2009-03-19,98.203,97.914
2009-03-20,94.85,99.516
2009-03-23,95.852,99.332
2009-03-24,96.71,99.332
2009-03-25,98.231,99.332
2009-03-26,97.999,100.13
2009-03-27,98.207,99.23
2009-03-30,97.713,99.791
2009-03-31,96.968,99.937
2009-04-01,98.565,99.526
2009-04-02,98.792,100.61
2009-04-03,99.671,101.97
2009-04-06,99.873,102.89
2009-04-07,100.79,102.33
2009-04-08,100.19,102.68
2009-04-09,100.05,102.43
2009-04-10,100.24,102.61
2009-04-13,100.24,100.27
2009-04-14,100.24,100.95
2009-04-15,99.857,100.43
2009-04-16,99.218,101.0
2009-04-17,98.894,101.34
2009-04-20,99.303,102.53
2009-04-21,98.565,103.92
2009-04-22,98.067,103.43
2009-04-23,97.976,103.21
2009-04-24,98.299,103.07
2009-04-27,96.962,103.41
2009-04-28,96.625,104.52
2009-04-29,96.275,104.65
2009-04-30,96.887,103.87
2009-05-01,98.185,104.65
2009-05-04,98.185,104.65
2009-05-05,99.463,104.76
2009-05-06,98.926,105.26
2009-05-07,98.461,104.49
2009-05-08,99.319,105.35
2009-05-11,99.337,104.35
2009-05-12,97.849,102.74
2009-05-13,97.128,103.97
2009-05-14,96.087,103.86
2009-05-15,95.414,105.24
2009-05-18,95.184,105.09
2009-05-19,95.806,104.72
2009-05-20,96.172,104.03
2009-05-21,95.734,104.12
2009-05-22,95.011,103.36
2009-05-25,94.052,103.28
2009-05-26,95.089,103.53
2009-05-27,94.953,103.4
2009-05-28,95.302,103.84
2009-05-29,96.983,104.8
2009-06-01,95.914,105.31
2009-06-02,94.859,105.58
2009-06-03,95.582,104.79
2009-06-04,95.96,104.53
2009-06-05,96.715,104.63
2009-06-08,96.974,106.13
2009-06-09,98.464,106.27
2009-06-10,98.001,105.65
2009-06-11,97.88,106.77
2009-06-12,98.353,107.23
2009-06-15,98.222,107.73
2009-06-16,98.253,108.27
2009-06-17,97.034,108.2
2009-06-18,96.301,108.28
2009-06-19,95.955,108.19
2009-06-22,96.784,107.84
2009-06-23,95.988,107.51
2009-06-24,95.5,107.89
2009-06-25,95.352,107.91
2009-06-26,96.37,107.96
2009-06-29,95.417,107.58
2009-06-30,95.341,106.1
2009-07-01,95.875,105.58
2009-07-02,96.857,105.59
2009-07-03,96.768,106.55
2009-07-06,95.881,106.15
2009-07-07,95.301,106.76
2009-07-08,95.306,107.64
2009-07-09,94.252,107.07
2009-07-10,92.959,107.46
2009-07-13,92.231,107.27
2009-07-14,92.329,106.32
2009-07-15,93.16,106.8
2009-07-16,93.385,104.74
2009-07-17,93.864,104.27
2009-07-20,93.726,105.64
2009-07-21,94.563,106.87
2009-07-22,94.284,106.98
2009-07-23,93.362,106.33
2009-07-24,94.336,107.84
2009-07-27,94.834,107.75
2009-07-28,95.038,107.26
2009-07-29,94.546,107.73
2009-07-30,94.909,107.82
2009-07-31,95.275,107.9
2009-08-03,95.721,108.27
2009-08-04,94.987,107.51
2009-08-05,94.702,108.18
2009-08-06,95.337,107.87
2009-08-07,95.553,108.64
2009-08-10,95.347,109.34
2009-08-11,97.176,109.86
2009-08-12,96.513,109.73
2009-08-13,95.815,110.0
2009-08-14,96.215,108.74
2009-08-17,94.872,109.59
2009-08-18,94.471,110.46
2009-08-19,95.114,110.31
2009-08-20,93.927,109.77
