Date,EEK,YTD
2009-12-15,10.683,11.729
2009-12-16,10.761,11.582
2009-12-17,10.747,11.43
2009-12-18,10.909,11.13
2009-12-21,10.914,10.705
2009-12-22,10.89,11.225
2009-12-23,10.958,11.2
2009-12-24,10.96,11.194
2009-12-25,10.867,11.172
2009-12-28,10.867,11.172
2009-12-29,10.862,11.172
2009-12-30,10.841,10.965
2009-12-31,10.913,11.099
2010-01-01,10.861,11.243
2010-01-04,10.861,11.243
2010-01-05,10.874,11.284
2010-01-06,10.834,11.52
2010-01-07,10.904,11.736
2010-01-08,10.939,11.509
2010-01-11,10.963,11.491
2010-01-12,10.77,11.435
2010-01-13,10.805,11.682
2010-01-14,10.744,11.798
2010-01-15,10.801,11.878
2010-01-18,10.886,11.958
2010-01-19,10.889,11.791
2010-01-20,10.958,11.87
2010-01-21,11.072,12.101
2010-01-22,11.126,12.12
2010-01-25,11.07,12.051
2010-01-26,11.057,12.229
2010-01-27,11.109,12.045
2010-01-28,11.119,11.877
2010-01-29,11.177,11.8
2010-02-01,11.204,11.934
2010-02-02,11.246,12.209
2010-02-03,11.227,12.263
2010-02-04,11.189,12.178
2010-02-05,11.3,12.207
2010-02-08,11.429,12.197
2010-02-09,11.442,12.228
2010-02-10,11.371,12.029
2010-02-11,11.388,12.067
2010-02-12,11.406,12.094
2010-02-15,11.529,12.193
2010-02-16,11.499,12.202
2010-02-17,11.464,12.258
2010-02-18,11.4,12.385
2010-02-19,11.533,12.422
2010-02-22,11.574,12.316
2010-02-23,11.483,12.427
2010-02-24,11.525,12.226
2010-02-25,11.55,12.26
2010-02-26,11.6,12.229
2010-03-01,11.531,12.241
2010-03-02,11.569,12.375
2010-03-03,11.549,12.422
2010-03-04,11.471,12.403
2010-03-05,11.448,12.463
2010-03-08,11.52,12.463
2010-03-09,11.453,12.361
2010-03-10,11.542,12.453
2010-03-11,11.497,12.24
2010-03-12,11.457,12.238
2010-03-15,11.367,12.241
2010-03-16,11.417,12.125
2010-03-17,11.402,11.997
2010-03-18,11.375,12.09
2010-03-19,11.455,11.917
2010-03-22,11.549,11.445
2010-03-23,11.615,11.548
2010-03-24,11.574,11.541
2010-03-25,11.731,11.584
2010-03-26,11.715,11.596
2010-03-29,11.718,11.499
2010-03-30,11.615,11.769
2010-03-31,11.606,11.86
2010-04-01,11.608,11.758
2010-04-02,11.618,11.813
2010-04-05,11.618,11.684
2010-04-06,11.618,11.655
2010-04-07,11.68,11.594
2010-04-08,11.729,11.805
2010-04-09,11.768,11.826
2010-04-12,11.691,11.789
2010-04-13,11.518,11.789
2010-04-14,11.52,11.789
2010-04-15,11.492,11.786
2010-04-16,11.553,11.878
2010-04-19,11.56,11.857
2010-04-20,11.649,11.983
2010-04-21,11.602,12.068
2010-04-22,11.7,12.099
2010-04-23,11.73,12.085
2010-04-26,11.755,11.99
2010-04-27,11.746,11.825
2010-04-28,11.774,11.922
2010-04-29,11.814,12.044
2010-04-30,11.804,11.795
2010-05-03,11.751,11.787
2010-05-04,11.82,11.787
2010-05-05,11.954,11.833
2010-05-06,12.107,11.674
2010-05-07,12.294,11.745
2010-05-10,12.276,11.709
2010-05-11,12.065,11.655
2010-05-12,12.322,11.527
2010-05-13,12.334,11.435
2010-05-14,12.431,11.486
2010-05-17,12.526,11.537
2010-05-18,12.671,11.575
2010-05-19,12.59,11.596
2010-05-20,12.752,11.495
2010-05-21,12.686,11.43
2010-05-24,12.521,11.362
2010-05-25,12.659,11.199
2010-05-26,12.801,11.168
2010-05-27,12.712,11.25
2010-05-28,12.768,11.256
2010-05-31,12.635,11.293
2010-06-01,12.714,11.099
2010-06-02,12.873,11.004
2010-06-03,12.807,10.99
2010-06-04,12.754,11.014
2010-06-07,12.974,11.101
2010-06-08,13.084,11.037
2010-06-09,13.102,11.284
2010-06-10,13.028,11.209
2010-06-11,12.99,11.096
2010-06-14,12.903,11.201
2010-06-15,12.774,11.173
2010-06-16,12.765,11.297
2010-06-17,12.745,11.265
2010-06-18,12.656,11.306
2010-06-21,12.647,11.241
2010-06-22,12.628,11.231
2010-06-23,12.765,11.291
2010-06-24,12.751,11.194
2010-06-25,12.761,11.153
2010-06-28,12.727,11.225
2010-06-29,12.681,11.1
2010-06-30,12.828,11.13
2010-07-01,12.751,11.07
2010-07-02,12.692,11.1
2010-07-05,12.47,11.137
2010-07-06,12.487,11.169
2010-07-07,12.439,11.259
2010-07-08,12.451,11.161
2010-07-09,12.359,11.256
2010-07-12,12.382,11.184
2010-07-13,12.446,11.256
2010-07-14,12.449,11.196
2010-07-15,12.318,11.184
2010-07-16,12.198,11.106
2010-07-19,12.036,11.074
2010-07-20,12.076,11.105
2010-07-21,12.182,11.006
2010-07-22,12.208,11.001
2010-07-23,12.177,11.026
2010-07-26,12.132,10.997
2010-07-27,12.1,10.998
2010-07-28,12.006,10.966
2010-07-29,12.044,10.997
2010-07-30,11.973,11.094
2010-08-02,12.01,11.134
2010-08-03,11.969,11.067
2010-08-04,11.835,10.94
2010-08-05,11.848,10.878
2010-08-06,11.868,10.858
2010-08-09,11.875,10.889
2010-08-10,11.806,10.899
2010-08-11,11.914,11.017
2010-08-12,12.021,11.045
2010-08-13,12.234,11.042
2010-08-16,12.225,10.947
2010-08-17,12.205,10.947
2010-08-18,12.167,11.119
2010-08-19,12.148,11.096
2010-08-20,12.19,11.088
2010-08-23,12.31,10.986
2010-08-24,12.317,10.919
2010-08-25,12.407,10.924
2010-08-26,12.405,10.924
2010-08-27,12.327,10.965
2010-08-30,12.308,10.966
2010-08-31,12.32,10.893
2010-09-01,12.34,10.963
2010-09-02,12.224,10.931
2010-09-03,12.207,11.004
2010-09-06,12.192,10.915
2010-09-07,12.154,10.971
2010-09-08,12.278,10.919
2010-09-09,12.323,10.811
2010-09-10,12.306,10.775
2010-09-13,12.296,10.758
2010-09-14,12.223,10.722
2010-09-15,12.177,10.746
2010-09-16,12.046,10.709
2010-09-17,11.964,10.665
2010-09-20,11.981,10.636
2010-09-21,11.968,10.641
2010-09-22,11.926,10.675
2010-09-23,11.708,10.587
2010-09-24,11.744,10.584
2010-09-27,11.666,10.595
2010-09-28,11.61,10.666
2010-09-29,11.625,10.681
2010-09-30,11.496,10.755
2010-10-01,11.465,10.686
2010-10-04,11.4,10.762
2010-10-05,11.417,10.764
2010-10-06,11.355,10.705
2010-10-07,11.293,10.628
2010-10-08,11.2,10.649
2010-10-11,11.278,10.599
2010-10-12,11.228,10.608
2010-10-13,11.311,10.597
2010-10-14,11.21,10.527
2010-10-15,11.096,10.515
2010-10-18,11.106,10.527
2010-10-19,11.26,10.523
2010-10-20,11.29,10.489
2010-10-21,11.289,10.452
2010-10-22,11.164,10.487
2010-10-25,11.229,10.431
2010-10-26,11.152,10.417
2010-10-27,11.247,10.418
2010-10-28,11.336,10.52
2010-10-29,11.292,10.583
2010-11-01,11.292,10.581
2010-11-02,11.236,10.572
2010-11-03,11.162,10.592
2010-11-04,11.165,10.675
2010-11-05,10.985,10.6
2010-11-08,11.11,10.525
2010-11-09,11.243,10.528
2010-11-10,11.221,10.442
2010-11-11,11.363,10.455
2010-11-12,11.421,10.406
2010-11-15,11.412,10.486
2010-11-16,11.483,10.524
2010-11-17,11.495,10.456
2010-11-18,11.607,10.519
2010-11-19,11.466,10.461
2010-11-22,11.443,10.527
2010-11-23,11.466,10.562
2010-11-24,11.594,10.454
2010-11-25,11.73,10.453
2010-11-26,11.746,10.374
2010-11-29,11.831,10.382
2010-11-30,11.902,10.489
2010-12-01,12.038,10.415
2010-12-02,11.931,10.38
2010-12-03,11.894,10.369
2010-12-06,11.813,10.349
2010-12-07,11.782,10.384
2010-12-08,11.709,10.582
2010-12-09,11.854,10.591
2010-12-10,11.841,10.595
2010-12-13,11.814,10.623
2010-12-14,11.794,10.603
2010-12-15,11.646,10.683
2010-12-16,11.712,10.761
2010-12-17,11.82,10.747
2010-12-20,11.8,10.909
2010-12-21,11.902,10.914
2010-12-22,11.894,10.89
2010-12-23,11.933,10.958
2010-12-24,11.977,10.96
2010-12-27,11.945,10.867
2010-12-28,11.912,10.867
2010-12-29,11.858,10.862
2010-12-30,11.912,10.841
2010-12-31,11.782,10.913
2011-01-03,11.71,10.861
2011-01-04,?,10.861
2011-01-05,?,10.874
2011-01-06,?,10.834
2011-01-07,?,10.904
2011-01-10,?,10.939
2011-01-11,?,10.963
2011-01-12,?,10.77
2011-01-13,?,10.805
2011-01-14,?,10.744
2011-01-17,?,10.801
2011-01-18,?,10.886
2011-01-19,?,10.889
2011-01-20,?,10.958
2011-01-21,?,11.072
2011-01-24,?,11.126
2011-01-25,?,11.07
2011-01-26,?,11.057
2011-01-27,?,11.109
2011-01-28,?,11.119
2011-01-31,?,11.177
2011-02-01,?,11.204
2011-02-02,?,11.246
2011-02-03,?,11.227
2011-02-04,?,11.189
2011-02-07,?,11.3
2011-02-08,?,11.429
2011-02-09,?,11.442
2011-02-10,?,11.371
2011-02-11,?,11.388
2011-02-14,?,11.406
2011-02-15,?,11.529
2011-02-16,?,11.499
2011-02-17,?,11.464
2011-02-18,?,11.4
2011-02-21,?,11.533
2011-02-22,?,11.574
2011-02-23,?,11.483
2011-02-24,?,11.525
2011-02-25,?,11.55
2011-02-28,?,11.6
2011-03-01,?,11.531
2011-03-02,?,11.569
2011-03-03,?,11.549
2011-03-04,?,11.471
2011-03-07,?,11.448
2011-03-08,?,11.52
2011-03-09,?,11.453
2011-03-10,?,11.542
2011-03-11,?,11.497
2011-03-14,?,11.457
2011-03-15,?,11.367
2011-03-16,?,11.417
2011-03-17,?,11.402
2011-03-18,?,11.375
2011-03-21,?,11.455
2011-03-22,?,11.549
2011-03-23,?,11.615
2011-03-24,?,11.574
2011-03-25,?,11.731
2011-03-28,?,11.715
2011-03-29,?,11.718
2011-03-30,?,11.615
2011-03-31,?,11.606
2011-04-01,?,11.608
2011-04-04,?,11.618
2011-04-05,?,11.618
2011-04-06,?,11.618
2011-04-07,?,11.68
2011-04-08,?,11.729
2011-04-11,?,11.768
2011-04-12,?,11.691
2011-04-13,?,11.518
2011-04-14,?,11.52
2011-04-15,?,11.492
2011-04-18,?,11.553
2011-04-19,?,11.56
2011-04-20,?,11.649
2011-04-21,?,11.602
2011-04-22,?,11.7
2011-04-25,?,11.73
2011-04-26,?,11.755
2011-04-27,?,11.746
2011-04-28,?,11.774
2011-04-29,?,11.814
2011-05-02,?,11.804
2011-05-03,?,11.751
2011-05-04,?,11.82
2011-05-05,?,11.954
2011-05-06,?,12.107
2011-05-09,?,12.294
2011-05-10,?,12.276
2011-05-11,?,12.065
2011-05-12,?,12.322
2011-05-13,?,12.334
2011-05-16,?,12.431
2011-05-17,?,12.526
2011-05-18,?,12.671
2011-05-19,?,12.59
2011-05-20,?,12.752
2011-05-23,?,12.686
2011-05-24,?,12.521
2011-05-25,?,12.659
2011-05-26,?,12.801
2011-05-27,?,12.712
2011-05-30,?,12.768
2011-05-31,?,12.635
2011-06-01,?,12.714
2011-06-02,?,12.873
2011-06-03,?,12.807
2011-06-06,?,12.754
2011-06-07,?,12.974
2011-06-08,?,13.084
2011-06-09,?,13.102
2011-06-10,?,13.028
2011-06-13,?,12.99
2011-06-14,?,12.903
2011-06-15,?,12.774
2011-06-16,?,12.765
2011-06-17,?,12.745
2011-06-20,?,12.656
2011-06-21,?,12.647
2011-06-22,?,12.628
2011-06-23,?,12.765
2011-06-24,?,12.751
2011-06-27,?,12.761
2011-06-28,?,12.727
2011-06-29,?,12.681
2011-06-30,?,12.828
2011-07-01,?,12.751
2011-07-04,?,12.692
2011-07-05,?,12.47
2011-07-06,?,12.487
2011-07-07,?,12.439
2011-07-08,?,12.451
2011-07-11,?,12.359
2011-07-12,?,12.382
2011-07-13,?,12.446
2011-07-14,?,12.449
2011-07-15,?,12.318
2011-07-18,?,12.198
2011-07-19,?,12.036
2011-07-20,?,12.076
2011-07-21,?,12.182
2011-07-22,?,12.208
2011-07-25,?,12.177
2011-07-26,?,12.132
2011-07-27,?,12.1
2011-07-28,?,12.006
2011-07-29,?,12.044
2011-08-01,?,11.973
2011-08-02,?,12.01
2011-08-03,?,11.969
2011-08-04,?,11.835
2011-08-05,?,11.848
2011-08-08,?,11.868
2011-08-09,?,11.875
2011-08-10,?,11.806
2011-08-11,?,11.914
2011-08-12,?,12.021
2011-08-15,?,12.234
2011-08-16,?,12.225
2011-08-17,?,12.205
2011-08-18,?,12.167
2011-08-19,?,12.148
2011-08-22,?,12.19
2011-08-23,?,12.31
2011-08-24,?,12.317
2011-08-25,?,12.407
2011-08-26,?,12.405
2011-08-29,?,12.327
2011-08-30,?,12.308
2011-08-31,?,12.32
2011-09-01,?,12.34
2011-09-02,?,12.224
2011-09-05,?,12.207
2011-09-06,?,12.192
2011-09-07,?,12.154
2011-09-08,?,12.278
2011-09-09,?,12.323
2011-09-12,?,12.306
2011-09-13,?,12.296
2011-09-14,?,12.223
2011-09-15,?,12.177
2011-09-16,?,12.046
2011-09-19,?,11.964
2011-09-20,?,11.981
2011-09-21,?,11.968
2011-09-22,?,11.926
2011-09-23,?,11.708
2011-09-26,?,11.744
2011-09-27,?,11.666
2011-09-28,?,11.61
2011-09-29,?,11.625
2011-09-30,?,11.496
2011-10-03,?,11.465
2011-10-04,?,11.4
2011-10-05,?,11.417
2011-10-06,?,11.355
2011-10-07,?,11.293
2011-10-10,?,11.2
2011-10-11,?,11.278
2011-10-12,?,11.228
2011-10-13,?,11.311
2011-10-14,?,11.21
2011-10-17,?,11.096
2011-10-18,?,11.106
2011-10-19,?,11.26
2011-10-20,?,11.29
2011-10-21,?,11.289
2011-10-24,?,11.164
2011-10-25,?,11.229
2011-10-26,?,11.152
2011-10-27,?,11.247
2011-10-28,?,11.336
2011-10-31,?,11.292
2011-11-01,?,11.292
2011-11-02,?,11.236
2011-11-03,?,11.162
2011-11-04,?,11.165
2011-11-07,?,10.985
2011-11-08,?,11.11
2011-11-09,?,11.243
2011-11-10,?,11.221
2011-11-11,?,11.363
2011-11-14,?,11.421
2011-11-15,?,11.412
2011-11-16,?,11.483
2011-11-17,?,11.495
2011-11-18,?,11.607
2011-11-21,?,11.466
2011-11-22,?,11.443
2011-11-23,?,11.466
2011-11-24,?,11.594
2011-11-25,?,11.73
2011-11-28,?,11.746
2011-11-29,?,11.831
2011-11-30,?,11.902
2011-12-01,?,12.038
2011-12-02,?,11.931
2011-12-05,?,11.894
2011-12-06,?,11.813
2011-12-07,?,11.782
2011-12-08,?,11.709
2011-12-09,?,11.854
2011-12-12,?,11.841
2011-12-13,?,11.814
2011-12-14,?,11.794
2011-12-15,?,11.646
2011-12-16,?,11.712
2011-12-19,?,11.82
2011-12-20,?,11.8
2011-12-21,?,11.902
2011-12-22,?,11.894
2011-12-23,?,11.933
2011-12-26,?,11.977
2011-12-27,?,11.945
2011-12-28,?,11.912
2011-12-29,?,11.858
2011-12-30,?,11.912
2012-01-02,?,11.782
2012-01-03,?,11.71
2012-01-04,?,?
2012-01-05,?,?
2012-01-06,?,?
2012-01-09,?,?
2012-01-10,?,?
2012-01-11,?,?
2012-01-12,?,?
2012-01-13,?,?
2012-01-16,?,?
2012-01-17,?,?
2012-01-18,?,?
2012-01-19,?,?
2012-01-20,?,?
2012-01-23,?,?
2012-01-24,?,?
2012-01-25,?,?
2012-01-26,?,?
2012-01-27,?,?
2012-01-30,?,?
2012-01-31,?,?
2012-02-01,?,?
2012-02-02,?,?
2012-02-03,?,?
2012-02-06,?,?
2012-02-07,?,?
2012-02-08,?,?
2012-02-09,?,?
2012-02-10,?,?
2012-02-13,?,?
2012-02-14,?,?
2012-02-15,?,?
2012-02-16,?,?
2012-02-17,?,?
2012-02-20,?,?
2012-02-21,?,?
2012-02-22,?,?
2012-02-23,?,?
2012-02-24,?,?
2012-02-27,?,?
2012-02-28,?,?
2012-02-29,?,?
2012-03-01,?,?
2012-03-02,?,?
2012-03-05,?,?
2012-03-06,?,?
2012-03-07,?,?
2012-03-08,?,?
2012-03-09,?,?
2012-03-12,?,?
2012-03-13,?,?
2012-03-14,?,?
2012-03-15,?,?
2012-03-16,?,?
2012-03-19,?,?
2012-03-20,?,?
2012-03-21,?,?
2012-03-22,?,?
2012-03-23,?,?
2012-03-26,?,?
2012-03-27,?,?
2012-03-28,?,?
2012-03-29,?,?
2012-03-30,?,?
2012-04-02,?,?
2012-04-03,?,?
2012-04-04,?,?
2012-04-05,?,?
2012-04-06,?,?
2012-04-09,?,?
2012-04-10,?,?
2012-04-11,?,?
2012-04-12,?,?
2012-04-13,?,?
2012-04-16,?,?
2012-04-17,?,?
2012-04-18,?,?
2012-04-19,?,?
2012-04-20,?,?
2012-04-23,?,?
2012-04-24,?,?
2012-04-25,?,?
2012-04-26,?,?
2012-04-27,?,?
2012-04-30,?,?
2012-05-01,?,?
2012-05-02,?,?
2012-05-03,?,?
2012-05-04,?,?
2012-05-07,?,?
2012-05-08,?,?
2012-05-09,?,?
2012-05-10,?,?
2012-05-11,?,?
2012-05-14,?,?
2012-05-15,?,?
2012-05-16,?,?
2012-05-17,?,?
2012-05-18,?,?
2012-05-21,?,?
2012-05-22,?,?
2012-05-23,?,?
2012-05-24,?,?
2012-05-25,?,?
2012-05-28,?,?
2012-05-29,?,?
2012-05-30,?,?
2012-05-31,?,?
2012-06-01,?,?
2012-06-04,?,?
2012-06-05,?,?
2012-06-06,?,?
2012-06-07,?,?
2012-06-08,?,?
2012-06-11,?,?
2012-06-12,?,?
2012-06-13,?,?
2012-06-14,?,?
2012-06-15,?,?
2012-06-18,?,?
2012-06-19,?,?
2012-06-20,?,?
2012-06-21,?,?
2012-06-22,?,?
2012-06-25,?,?
2012-06-26,?,?
2012-06-27,?,?
2012-06-28,?,?
2012-06-29,?,?
2012-07-02,?,?
2012-07-03,?,?
2012-07-04,?,?
2012-07-05,?,?
2012-07-06,?,?
2012-07-09,?,?
2012-07-10,?,?
2012-07-11,?,?
2012-07-12,?,?
2012-07-13,?,?
2012-07-16,?,?
2012-07-17,?,?
2012-07-18,?,?
2012-07-19,?,?
2012-07-20,?,?
2012-07-23,?,?
2012-07-24,?,?
2012-07-25,?,?
2012-07-26,?,?
2012-07-27,?,?
2012-07-30,?,?
2012-07-31,?,?
2012-08-01,?,?
2012-08-02,?,?
2012-08-03,?,?
2012-08-06,?,?
2012-08-07,?,?
2012-08-08,?,?
2012-08-09,?,?
2012-08-10,?,?
2012-08-13,?,?
2012-08-14,?,?
2012-08-15,?,?
2012-08-16,?,?
2012-08-17,?,?
2012-08-20,?,?
2012-08-21,?,?
2012-08-22,?,?
2012-08-23,?,?
2012-08-24,?,?
2012-08-27,?,?
2012-08-28,?,?
2012-08-29,?,?
2012-08-30,?,?
2012-08-31,?,?
2012-09-03,?,?
2012-09-04,?,?
2012-09-05,?,?
2012-09-06,?,?
2012-09-07,?,?
2012-09-10,?,?
2012-09-11,?,?
2012-09-12,?,?
2012-09-13,?,?
2012-09-14,?,?
2012-09-17,?,?
2012-09-18,?,?
2012-09-19,?,?
2012-09-20,?,?
2012-09-21,?,?
2012-09-24,?,?
2012-09-25,?,?
2012-09-26,?,?
2012-09-27,?,?
2012-09-28,?,?
2012-10-01,?,?
2012-10-02,?,?
2012-10-03,?,?
2012-10-04,?,?
2012-10-05,?,?
2012-10-08,?,?
2012-10-09,?,?
2012-10-10,?,?
2012-10-11,?,?
2012-10-12,?,?
2012-10-15,?,?
2012-10-16,?,?
2012-10-17,?,?
2012-10-18,?,?
2012-10-19,?,?
2012-10-22,?,?
2012-10-23,?,?
2012-10-24,?,?
2012-10-25,?,?
2012-10-26,?,?
2012-10-29,?,?
2012-10-30,?,?
2012-10-31,?,?
2012-11-01,?,?
2012-11-02,?,?
2012-11-05,?,?
2012-11-06,?,?
2012-11-07,?,?
2012-11-08,?,?
2012-11-09,?,?
2012-11-12,?,?
2012-11-13,?,?
2012-11-14,?,?
2012-11-15,?,?
2012-11-16,?,?
2012-11-19,?,?
2012-11-20,?,?
2012-11-21,?,?
2012-11-22,?,?
2012-11-23,?,?
2012-11-26,?,?
2012-11-27,?,?
2012-11-28,?,?
2012-11-29,?,?
2012-11-30,?,?
2012-12-03,?,?
2012-12-04,?,?
2012-12-05,?,?
2012-12-06,?,?
2012-12-07,?,?
2012-12-10,?,?
2012-12-11,?,?
2012-12-12,?,?
2012-12-13,?,?
2012-12-14,?,?
2012-12-17,?,?
2012-12-18,?,?
2012-12-19,?,?
2012-12-20,?,?
2012-12-21,?,?
2012-12-24,?,?
2012-12-25,?,?
2012-12-26,?,?
2012-12-27,?,?
2012-12-28,?,?
2012-12-31,?,?
2013-01-01,?,?
2013-01-02,?,?
2013-01-03,?,?
2013-01-04,?,?
2013-01-07,?,?
2013-01-08,?,?
2013-01-09,?,?
2013-01-10,?,?
2013-01-11,?,?
2013-01-14,?,?
2013-01-15,?,?
2013-01-16,?,?
2013-01-17,?,?
2013-01-18,?,?
2013-01-21,?,?
2013-01-22,?,?
2013-01-23,?,?
2013-01-24,?,?
2013-01-25,?,?
2013-01-28,?,?
2013-01-29,?,?
2013-01-30,?,?
2013-01-31,?,?
2013-02-01,?,?
2013-02-04,?,?
2013-02-05,?,?
2013-02-06,?,?
2013-02-07,?,?
2013-02-08,?,?
2013-02-11,?,?
2013-02-12,?,?
2013-02-13,?,?
2013-02-14,?,?
2013-02-15,?,?
2013-02-18,?,?
2013-02-19,?,?
2013-02-20,?,?
2013-02-21,?,?
2013-02-22,?,?
2013-02-25,?,?
2013-02-26,?,?
2013-02-27,?,?
2013-02-28,?,?
2013-03-01,?,?
2013-03-04,?,?
2013-03-05,?,?
2013-03-06,?,?
2013-03-07,?,?
2013-03-08,?,?
2013-03-11,?,?
2013-03-12,?,?
2013-03-13,?,?
2013-03-14,?,?
2013-03-15,?,?
2013-03-18,?,?
2013-03-19,?,?
2013-03-20,?,?
2013-03-21,?,?
2013-03-22,?,?
2013-03-25,?,?
2013-03-26,?,?
2013-03-27,?,?
2013-03-28,?,?
2013-03-29,?,?
2013-04-01,?,?
2013-04-02,?,?
2013-04-03,?,?
2013-04-04,?,?
2013-04-05,?,?
2013-04-08,?,?
2013-04-09,?,?
2013-04-10,?,?
2013-04-11,?,?
2013-04-12,?,?
2013-04-15,?,?
2013-04-16,?,?
2013-04-17,?,?
2013-04-18,?,?
2013-04-19,?,?
2013-04-22,?,?
2013-04-23,?,?
2013-04-24,?,?
2013-04-25,?,?
2013-04-26,?,?
2013-04-29,?,?
2013-04-30,?,?
2013-05-01,?,?
2013-05-02,?,?
2013-05-03,?,?
2013-05-06,?,?
2013-05-07,?,?
2013-05-08,?,?
2013-05-09,?,?
2013-05-10,?,?
2013-05-13,?,?
2013-05-14,?,?
2013-05-15,?,?
2013-05-16,?,?
2013-05-17,?,?
2013-05-20,?,?
2013-05-21,?,?
2013-05-22,?,?
2013-05-23,?,?
2013-05-24,?,?
2013-05-27,?,?
2013-05-28,?,?
2013-05-29,?,?
2013-05-30,?,?
2013-05-31,?,?
2013-06-03,?,?
2013-06-04,?,?
2013-06-05,?,?
2013-06-06,?,?
2013-06-07,?,?
2013-06-10,?,?
2013-06-11,?,?
2013-06-12,?,?
2013-06-13,?,?
2013-06-14,?,?
2013-06-17,?,?
2013-06-18,?,?
2013-06-19,?,?
2013-06-20,?,?
2013-06-21,?,?
2013-06-24,?,?
2013-06-25,?,?
2013-06-26,?,?
2013-06-27,?,?
2013-06-28,?,?
2013-07-01,?,?
2013-07-02,?,?
2013-07-03,?,?
2013-07-04,?,?
2013-07-05,?,?
2013-07-08,?,?
2013-07-09,?,?
2013-07-10,?,?
2013-07-11,?,?
2013-07-12,?,?
2013-07-15,?,?
2013-07-16,?,?
2013-07-17,?,?
2013-07-18,?,?
2013-07-19,?,?
2013-07-22,?,?
2013-07-23,?,?
2013-07-24,?,?
2013-07-25,?,?
2013-07-26,?,?
2013-07-29,?,?
2013-07-30,?,?
2013-07-31,?,?
2013-08-01,?,?
2013-08-02,?,?
2013-08-05,?,?
2013-08-06,?,?
2013-08-07,?,?
2013-08-08,?,?
2013-08-09,?,?
2013-08-12,?,?
2013-08-13,?,?
2013-08-14,?,?
2013-08-15,?,?
2013-08-16,?,?
2013-08-19,?,?
2013-08-20,?,?
2013-08-21,?,?
2013-08-22,?,?
2013-08-23,?,?
2013-08-26,?,?
2013-08-27,?,?
2013-08-28,?,?
2013-08-29,?,?
2013-08-30,?,?
2013-09-02,?,?
2013-09-03,?,?
2013-09-04,?,?
2013-09-05,?,?
2013-09-06,?,?
2013-09-09,?,?
2013-09-10,?,?
2013-09-11,?,?
2013-09-12,?,?
2013-09-13,?,?
2013-09-16,?,?
2013-09-17,?,?
2013-09-18,?,?
2013-09-19,?,?
2013-09-20,?,?
2013-09-23,?,?
2013-09-24,?,?
2013-09-25,?,?
2013-09-26,?,?
2013-09-27,?,?
2013-09-30,?,?
2013-10-01,?,?
2013-10-02,?,?
2013-10-03,?,?
2013-10-04,?,?
2013-10-07,?,?
2013-10-08,?,?
2013-10-09,?,?
2013-10-10,?,?
2013-10-11,?,?
2013-10-14,?,?
2013-10-15,?,?
2013-10-16,?,?
2013-10-17,?,?
2013-10-18,?,?
2013-10-21,?,?
2013-10-22,?,?
2013-10-23,?,?
2013-10-24,?,?
2013-10-25,?,?
2013-10-28,?,?
2013-10-29,?,?
2013-10-30,?,?
2013-10-31,?,?
2013-11-01,?,?
2013-11-04,?,?
2013-11-05,?,?
2013-11-06,?,?
2013-11-07,?,?
2013-11-08,?,?
2013-11-11,?,?
2013-11-12,?,?
2013-11-13,?,?
2013-11-14,?,?
2013-11-15,?,?
2013-11-18,?,?
2013-11-19,?,?
2013-11-20,?,?
2013-11-21,?,?
2013-11-22,?,?
2013-11-25,?,?
2013-11-26,?,?
2013-11-27,?,?
2013-11-28,?,?
2013-11-29,?,?
2013-12-02,?,?
2013-12-03,?,?
2013-12-04,?,?
2013-12-05,?,?
2013-12-06,?,?
2013-12-09,?,?
2013-12-10,?,?
2013-12-11,?,?
2013-12-12,?,?
2013-12-13,?,?
2013-12-16,?,?
2013-12-17,?,?
2013-12-18,?,?
2013-12-19,?,?
2013-12-20,?,?
2013-12-23,?,?
2013-12-24,?,?
2013-12-25,?,?
2013-12-26,?,?
2013-12-27,?,?
2013-12-30,?,?
2013-12-31,?,?
2014-01-01,?,?
2014-01-02,?,?
2014-01-03,?,?
2014-01-06,?,?
2014-01-07,?,?
2014-01-08,?,?
2014-01-09,?,?
2014-01-10,?,?
2014-01-13,?,?
2014-01-14,?,?
2014-01-15,?,?
2014-01-16,?,?
2014-01-17,?,?
2014-01-20,?,?
2014-01-21,?,?
2014-01-22,?,?
2014-01-23,?,?
2014-01-24,?,?
2014-01-27,?,?
2014-01-28,?,?
2014-01-29,?,?
2014-01-30,?,?
2014-01-31,?,?
2014-02-03,?,?
2014-02-04,?,?
2014-02-05,?,?
2014-02-06,?,?
2014-02-07,?,?
2014-02-10,?,?
2014-02-11,?,?
2014-02-12,?,?
2014-02-13,?,?
2014-02-14,?,?
2014-02-17,?,?
2014-02-18,?,?
2014-02-19,?,?
2014-02-20,?,?
2014-02-21,?,?
2014-02-24,?,?
2014-02-25,?,?
2014-02-26,?,?
2014-02-27,?,?
2014-02-28,?,?
2014-03-03,?,?
2014-03-04,?,?
2014-03-05,?,?
2014-03-06,?,?
2014-03-07,?,?
2014-03-10,?,?
2014-03-11,?,?
2014-03-12,?,?
2014-03-13,?,?
2014-03-14,?,?
2014-03-17,?,?
2014-03-18,?,?
2014-03-19,?,?
2014-03-20,?,?
2014-03-21,?,?
2014-03-24,?,?
2014-03-25,?,?
2014-03-26,?,?
2014-03-27,?,?
2014-03-28,?,?
2014-03-31,?,?
2014-04-01,?,?
2014-04-02,?,?
2014-04-03,?,?
2014-04-04,?,?
