Date,LTL,YTD
2002-05-22,3.7471,4.001
2002-05-23,3.7281,4.0006
2002-05-24,3.7472,4.0013
2002-05-27,3.7575,4.001
2002-05-28,3.7568,4.001
2002-05-29,3.7306,4.001
2002-05-30,3.7042,4.0011
2002-05-31,3.6825,4.0011
2002-06-03,3.6779,4.0008
2002-06-04,3.7071,4.0011
2002-06-05,3.6597,4.0011
2002-06-06,3.6842,4.0009
2002-06-07,3.6786,4.0
2002-06-10,3.653,4.0
2002-06-11,3.6507,4.0004
2002-06-12,3.6662,3.9992
2002-06-13,3.6528,3.9995
2002-06-14,3.6665,3.9987
2002-06-17,3.6425,3.9985
2002-06-18,3.6625,3.9992
2002-06-19,3.6399,3.999
2002-06-20,3.6108,3.9989
2002-06-21,3.5987,3.9988
2002-06-24,3.5834,3.9989
2002-06-25,3.5294,3.9991
2002-06-26,3.5543,3.9991
2002-06-27,3.4811,4.001
2002-06-28,3.514,4.001
2002-07-01,3.461,4.0007
2002-07-02,3.4829,4.0007
2002-07-03,3.5094,4.0009
2002-07-04,3.5304,4.0001
2002-07-05,3.5273,4.0009
2002-07-08,3.5507,4.0002
2002-07-09,3.5137,4.0008
2002-07-10,3.4776,3.9986
2002-07-11,3.4889,3.9996
2002-07-12,3.5103,3.9995
2002-07-15,3.4974,4.0009
2002-07-16,3.4449,4.0006
2002-07-17,3.41,3.999
2002-07-18,3.4313,3.9986
2002-07-19,3.4334,3.9998
2002-07-22,3.4028,4.0005
2002-07-23,3.4236,4.001
2002-07-24,3.4838,4.0002
2002-07-25,3.4822,4.0008
2002-07-26,3.4477,4.001
2002-07-29,3.4497,4.0007
2002-07-30,3.5154,4.0007
2002-07-31,3.5101,4.0018
2002-08-01,3.5288,4.0002
2002-08-02,3.5373,4.0
2002-08-05,3.4971,4.0
2002-08-06,3.5098,4.0011
2002-08-07,3.5631,4.0007
2002-08-08,3.56,4.0002
2002-08-09,3.5638,4.0
2002-08-12,3.5485,3.9998
2002-08-13,3.5304,4.0001
2002-08-14,3.524,4.0008
2002-08-15,3.5032,4.0004
2002-08-16,3.5319,4.0005
2002-08-19,3.5145,4.0
2002-08-20,3.5233,3.9995
2002-08-21,3.5258,3.999
2002-08-22,3.5362,3.9991
2002-08-23,3.5339,3.9985
2002-08-26,3.5609,3.9982
2002-08-27,3.5589,3.999
2002-08-28,3.5323,3.9982
2002-08-29,3.5136,3.9982
2002-08-30,3.5075,4.0
2002-09-02,3.511,4.0002
2002-09-03,3.5153,4.0002
2002-09-04,3.4842,4.001
2002-09-05,3.4712,4.0
2002-09-06,3.4613,4.0002
2002-09-09,3.4821,4.0
2002-09-10,3.526,4.0
2002-09-11,3.5379,4.0002
2002-09-12,3.5414,3.9992
2002-09-13,3.5388,3.999
2002-09-16,3.5193,3.9991
2002-09-17,3.5654,3.9991
2002-09-18,3.578,3.9992
2002-09-19,3.5498,3.9988
2002-09-20,3.5179,3.9991
2002-09-23,3.5266,3.999
2002-09-24,3.5119,3.999
2002-09-25,3.5128,3.999
2002-09-26,3.5333,3.9977
2002-09-27,3.524,3.9975
2002-09-30,3.5302,3.9975
2002-10-01,3.5012,3.9982
2002-10-02,3.501,3.999
2002-10-03,3.5103,3.9983
2002-10-04,3.4915,3.999
2002-10-07,3.5004,3.9982
2002-10-08,3.5206,3.9974
2002-10-09,3.5238,3.9983
2002-10-10,3.5187,3.9983
2002-10-11,3.4965,3.999
2002-10-14,3.5025,3.999
2002-10-15,3.4968,3.999
2002-10-16,3.5191,3.9982
2002-10-17,3.5147,3.9983
2002-10-18,3.5364,3.9983
2002-10-21,3.5465,3.999
2002-10-22,3.5418,3.999
2002-10-23,3.5345,3.9982
2002-10-24,3.5319,3.9992
2002-10-25,3.5452,3.9997
2002-10-28,3.5361,3.9993
2002-10-29,3.5426,3.9984
2002-10-30,3.5156,3.9982
2002-10-31,3.5141,3.999
2002-11-01,3.5004,3.9998
2002-11-04,3.4619,3.9954
2002-11-05,3.4725,3.9946
2002-11-06,3.445,3.9993
2002-11-07,3.4689,3.997
2002-11-08,3.449,3.9988
2002-11-11,3.4167,3.9996
2002-11-12,3.4107,3.9992
2002-11-13,3.4257,3.9997
2002-11-14,3.4301,4.0
2002-11-15,3.4206,3.9995
2002-11-18,3.4425,4.0
2002-11-19,3.4304,3.9997
2002-11-20,3.4096,3.9987
2002-11-21,3.4459,3.9995
2002-11-22,3.4405,3.9987
2002-11-25,3.4445,4.0003
2002-11-26,3.4855,3.998
2002-11-27,3.4836,3.9963
2002-11-28,3.4771,3.9987
2002-11-29,3.4753,3.9988
2002-12-02,3.4778,3.998
2002-12-03,3.4972,3.9988
2002-12-04,3.464,4.0
2002-12-05,3.4463,3.9988
2002-12-06,3.4554,3.9988
2002-12-09,3.4499,3.9989
2002-12-10,3.4206,3.9984
2002-12-11,3.4142,3.9986
2002-12-12,3.4295,3.9988
2002-12-13,3.3993,3.9992
2002-12-16,3.3776,3.998
2002-12-17,3.3807,3.9987
2002-12-18,3.3494,3.9996
2002-12-19,3.3713,3.9982
2002-12-20,3.3605,4.0002
2002-12-23,3.3665,4.0001
2002-12-24,3.3576,4.0001
2002-12-25,3.3529,4.0015
2002-12-26,3.3529,4.0015
2002-12-27,3.3529,4.0015
2002-12-30,3.3271,3.9994
2002-12-31,3.3126,3.9973
2003-01-01,3.2922,3.9973
2003-01-02,3.2922,3.9973
2003-01-03,3.3059,3.999
2003-01-06,3.3228,4.0006
2003-01-07,3.292,4.0003
2003-01-08,3.3126,3.9996
2003-01-09,3.328,3.9996
2003-01-10,3.2867,3.9996
2003-01-13,3.288,3.9989
2003-01-14,3.2735,3.9927
2003-01-15,3.2647,3.9988
2003-01-16,3.2803,3.9988
2003-01-17,3.2684,3.9988
2003-01-20,3.2411,3.9995
2003-01-21,3.2414,3.9985
2003-01-22,3.2415,3.998
2003-01-23,3.2218,3.9995
2003-01-24,3.2095,3.9992
2003-01-27,3.2015,3.9995
2003-01-28,3.1761,3.9983
2003-01-29,3.1942,3.9983
2003-01-30,3.1767,3.9974
2003-01-31,3.2121,3.998
2003-02-03,3.192,3.9988
2003-02-04,3.2175,4.0
2003-02-05,3.1901,3.9944
2003-02-06,3.1644,3.977
2003-02-07,3.1927,3.9857
2003-02-10,3.1998,3.9855
2003-02-11,3.1944,3.9506
2003-02-12,3.2246,3.9265
2003-02-13,3.2172,3.9449
2003-02-14,3.2091,3.9549
2003-02-17,3.1986,3.9716
2003-02-18,3.2215,3.9661
2003-02-19,3.2223,3.9616
2003-02-20,3.2212,3.972
2003-02-21,3.2077,3.9488
2003-02-24,3.1856,3.9679
2003-02-25,3.2201,3.9471
2003-02-26,3.2044,3.9574
2003-02-27,3.2111,3.9765
2003-02-28,3.1909,3.9912
2003-03-03,3.2027,3.9909
2003-03-04,3.1975,3.978
2003-03-05,3.1627,3.9917
2003-03-06,3.1493,3.9764
2003-03-07,3.1501,3.9626
2003-03-10,3.1283,3.9394
2003-03-11,3.1276,3.9247
2003-03-12,3.1166,3.9495
2003-03-13,3.1313,3.9534
2003-03-14,3.178,3.9525
2003-03-17,3.2039,3.9216
2003-03-18,3.1962,3.8995
2003-03-19,3.2612,3.9269
2003-03-20,3.2661,3.9102
2003-03-21,3.2593,3.9167
2003-03-24,3.2653,3.9153
2003-03-25,3.2465,3.9252
2003-03-26,3.2292,3.9415
2003-03-27,3.2365,3.9515
2003-03-28,3.2202,3.9477
2003-03-31,3.2181,3.9577
2003-04-01,3.1696,3.9577
2003-04-02,3.17,3.9577
2003-04-03,3.1878,3.9295
2003-04-04,3.2265,3.9225
2003-04-07,3.2204,3.9164
2003-04-08,3.2626,3.9303
2003-04-09,3.2392,3.934
2003-04-10,3.2147,3.9404
2003-04-11,3.1961,3.9242
2003-04-14,3.2161,3.9257
2003-04-15,3.2163,3.9217
2003-04-16,3.2022,3.9222
2003-04-17,3.1871,3.9225
2003-04-18,3.1624,3.8884
2003-04-21,3.1624,3.8821
2003-04-22,3.1624,3.8862
2003-04-23,3.1475,3.888
2003-04-24,3.1555,3.8916
2003-04-25,3.1371,3.8827
2003-04-28,3.1471,3.8493
2003-04-29,3.1321,3.8485
2003-04-30,3.152,3.8201
2003-05-01,3.1024,3.8328
2003-05-02,3.1024,3.8328
2003-05-05,3.0725,3.8223
2003-05-06,3.0782,3.8011
2003-05-07,3.0441,3.7756
2003-05-08,3.022,3.7835
2003-05-09,3.0199,3.7989
2003-05-12,3.0119,3.8097
2003-05-13,2.9776,3.7864
2003-05-14,2.9978,3.7862
2003-05-15,3.0027,3.8098
2003-05-16,3.0135,3.823
2003-05-19,3.0047,3.7843
2003-05-20,2.9631,3.7724
2003-05-21,2.9655,3.7518
2003-05-22,2.9535,3.7471
2003-05-23,2.9457,3.7281
2003-05-26,2.9282,3.7472
2003-05-27,2.9226,3.7575
2003-05-28,2.9008,3.7568
2003-05-29,2.941,3.7306
2003-05-30,2.937,3.7042
2003-06-02,2.9202,3.6825
2003-06-03,2.9578,3.6779
2003-06-04,2.945,3.7071
2003-06-05,2.9536,3.6597
2003-06-06,2.9329,3.6842
2003-06-09,2.9232,3.6786
2003-06-10,2.9445,3.653
2003-06-11,2.9513,3.6507
2003-06-12,2.9388,3.6662
2003-06-13,2.9421,3.6528
2003-06-16,2.9379,3.6665
2003-06-17,2.9125,3.6425
2003-06-18,2.9264,3.6625
2003-06-19,2.9509,3.6399
2003-06-20,2.9625,3.6108
2003-06-23,2.9623,3.5987
2003-06-24,2.9925,3.5834
2003-06-25,2.9856,3.5294
2003-06-26,2.9893,3.5543
2003-06-27,3.02,3.4811
2003-06-30,3.0253,3.514
2003-07-01,3.0216,3.461
2003-07-02,2.9913,3.4829
2003-07-03,2.9937,3.5094
2003-07-04,3.014,3.5304
2003-07-07,3.0116,3.5273
2003-07-08,3.04,3.5507
2003-07-09,3.0489,3.5137
2003-07-10,3.0404,3.4776
2003-07-11,3.044,3.4889
2003-07-14,3.0512,3.5103
2003-07-15,3.0555,3.4974
2003-07-16,3.05,3.4449
2003-07-17,3.0996,3.41
2003-07-18,3.074,3.4313
2003-07-21,3.0811,3.4334
2003-07-22,3.0595,3.4028
2003-07-23,3.0436,3.4236
2003-07-24,3.0283,3.4838
2003-07-25,3.0111,3.4822
2003-07-28,3.0087,3.4477
2003-07-29,3.0058,3.4497
2003-07-30,3.0128,3.5154
2003-07-31,3.0238,3.5101
2003-08-01,3.0505,3.5288
2003-08-04,3.0913,3.5373
2003-08-05,3.0534,3.4971
2003-08-06,3.0465,3.5098
2003-08-07,3.0308,3.5631
2003-08-08,3.0412,3.56
2003-08-11,3.049,3.5638
2003-08-12,3.0574,3.5485
2003-08-13,3.0528,3.5304
2003-08-14,3.0623,3.524
2003-08-15,3.0634,3.5032
2003-08-18,3.0697,3.5319
2003-08-19,3.0858,3.5145
2003-08-20,3.1201,3.5233
2003-08-21,3.108,3.5258
2003-08-22,3.1365,3.5362
2003-08-25,3.1696,3.5339
2003-08-26,3.1713,3.5609
2003-08-27,3.1919,3.5589
2003-08-28,3.1654,3.5323
2003-08-29,3.1884,3.5136
2003-09-01,3.1594,3.5075
2003-09-02,3.1487,3.511
2003-09-03,3.1827,3.5153
2003-09-04,3.2025,3.4842
2003-09-05,3.192,3.4712
2003-09-08,3.1615,3.4613
2003-09-09,3.1192,3.4821
2003-09-10,3.1011,3.526
2003-09-11,3.0909,3.5379
2003-09-12,3.0785,3.5414
2003-09-15,3.0909,3.5388
2003-09-16,3.0609,3.5193
2003-09-17,3.0733,3.5654
2003-09-18,3.0799,3.578
2003-09-19,3.0585,3.5498
2003-09-22,3.0527,3.5179
2003-09-23,3.0113,3.5266
2003-09-24,3.0124,3.5119
2003-09-25,3.0113,3.5128
2003-09-26,3.0043,3.5333
2003-09-29,3.0055,3.524
2003-09-30,3.025,3.5302
2003-10-01,2.9629,3.5012
2003-10-02,2.9581,3.501
2003-10-03,2.9528,3.5103
2003-10-06,2.9543,3.4915
2003-10-07,2.9816,3.5004
2003-10-08,2.9339,3.5206
2003-10-09,2.9305,3.5238
2003-10-10,2.9288,3.5187
2003-10-13,2.9287,3.4965
2003-10-14,2.9538,3.5025
2003-10-15,2.9675,3.4968
2003-10-16,2.9586,3.5191
2003-10-17,2.9724,3.5147
2003-10-20,2.9829,3.5364
2003-10-21,2.9694,3.5465
2003-10-22,2.9703,3.5418
2003-10-23,2.9523,3.5345
2003-10-24,2.9293,3.5319
2003-10-27,2.9305,3.5452
2003-10-28,2.9387,3.5361
2003-10-29,2.9575,3.5426
2003-10-30,2.955,3.5156
2003-10-31,2.9419,3.5141
2003-11-03,2.9707,3.5004
2003-11-04,2.9789,3.4619
2003-11-05,3.0104,3.4725
2003-11-06,3.0099,3.445
2003-11-07,3.0162,3.4689
2003-11-10,3.0228,3.449
2003-11-11,3.0071,3.4167
2003-11-12,3.0034,3.4107
2003-11-13,2.9766,3.4257
2003-11-14,2.9561,3.4301
2003-11-17,2.9346,3.4206
2003-11-18,2.9254,3.4425
2003-11-19,2.9315,3.4304
2003-11-20,2.8992,3.4096
2003-11-21,2.8994,3.4459
2003-11-24,2.902,3.4405
2003-11-25,2.9205,3.4445
2003-11-26,2.9346,3.4855
2003-11-27,2.919,3.4836
2003-11-28,2.9009,3.4771
2003-12-01,2.8785,3.4753
2003-12-02,2.8725,3.4778
2003-12-03,2.883,3.4972
2003-12-04,2.8531,3.464
2003-12-05,2.8599,3.4463
2003-12-08,2.857,3.4554
2003-12-09,2.8262,3.4499
2003-12-10,2.8168,3.4206
2003-12-11,2.821,3.4142
2003-12-12,2.8329,3.4295
2003-12-15,2.8174,3.3993
2003-12-16,2.823,3.3776
2003-12-17,2.7979,3.3807
2003-12-18,2.7984,3.3494
2003-12-19,2.7834,3.3713
2003-12-22,2.7801,3.3605
2003-12-23,2.7766,3.3665
2003-12-24,2.786,3.3576
2003-12-25,2.7824,3.3529
2003-12-26,2.7824,3.3529
2003-12-29,2.7824,3.3529
2003-12-30,2.7621,3.3271
2003-12-31,2.7627,3.3126
2004-01-01,2.7335,3.2922
2004-01-02,2.7335,3.2922
2004-01-05,2.7418,3.3059
2004-01-06,2.7284,3.3228
2004-01-07,2.7077,3.292
2004-01-08,2.7238,3.3126
2004-01-09,2.7334,3.328
2004-01-12,2.7112,3.2867
2004-01-13,2.6921,3.288
2004-01-14,2.7085,3.2735
2004-01-15,2.7208,3.2647
2004-01-16,2.733,3.2803
2004-01-19,2.7639,3.2684
2004-01-20,2.7905,3.2411
2004-01-21,2.7539,3.2414
2004-01-22,2.7389,3.2415
2004-01-23,2.717,3.2218
2004-01-26,2.7208,3.2095
2004-01-27,2.7454,3.2015
2004-01-28,2.7586,3.1761
2004-01-29,2.7489,3.1942
2004-01-30,2.7697,3.1767
2004-02-02,2.7887,3.2121
2004-02-03,2.7714,3.192
2004-02-04,2.744,3.2175
2004-02-05,2.7574,3.1901
2004-02-06,2.7444,3.1644
2004-02-09,2.7563,3.1927
2004-02-10,2.7165,3.1998
2004-02-11,2.7056,3.1944
2004-02-12,2.7233,3.2246
2004-02-13,2.6975,3.2172
2004-02-16,2.6945,3.2091
2004-02-17,2.7103,3.1986
2004-02-18,2.6857,3.2215
2004-02-19,2.6929,3.2223
2004-02-20,2.714,3.2212
2004-02-23,2.7271,3.2077
2004-02-24,2.7459,3.1856
2004-02-25,2.7417,3.2201
2004-02-26,2.7337,3.2044
2004-02-27,2.7746,3.2111
2004-03-01,2.7804,3.1909
2004-03-02,2.7655,3.1909
2004-03-03,2.7838,3.2027
2004-03-04,2.8435,3.1975
2004-03-05,2.8426,3.1627
2004-03-08,2.8321,3.1501
2004-03-09,2.7944,3.1501
2004-03-10,2.7931,3.1283
2004-03-11,2.8071,3.1276
2004-03-12,2.8169,3.1166
2004-03-15,2.8217,3.178
2004-03-16,2.8115,3.178
2004-03-17,2.7959,3.2039
2004-03-18,2.8188,3.1962
2004-03-19,2.8165,3.2612
2004-03-22,2.7976,3.2593
2004-03-23,2.7952,3.2593
2004-03-24,2.8126,3.2653
2004-03-25,2.8313,3.2465
2004-03-26,2.8459,3.2292
2004-03-29,2.8363,3.2202
2004-03-30,2.8494,3.2202
2004-03-31,2.8333,3.2181
2004-04-01,2.8247,3.1696
2004-04-02,2.804,3.17
2004-04-05,2.8027,3.2265
2004-04-06,2.8635,3.2265
2004-04-07,2.8558,3.2204
2004-04-08,2.8532,3.2626
2004-04-09,2.8543,3.2392
2004-04-12,2.8543,3.1961
2004-04-13,2.8543,3.1961
2004-04-14,2.8833,3.2161
2004-04-15,2.8956,3.2163
2004-04-16,2.8986,3.2022
2004-04-19,2.8936,3.1624
2004-04-20,2.8669,3.1624
2004-04-21,2.8953,3.1624
2004-04-22,2.9172,3.1624
2004-04-23,2.9082,3.1475
2004-04-26,2.9051,3.1371
2004-04-27,2.9134,3.1371
2004-04-28,2.9048,3.1471
2004-04-29,2.8999,3.1321
2004-04-30,2.9197,3.152
2004-05-03,2.8901,3.1024
2004-05-04,2.8886,3.1024
2004-05-05,2.8627,3.0725
2004-05-06,2.8475,3.0782
2004-05-07,2.8497,3.0441
2004-05-10,2.8599,3.0199
2004-05-11,2.9155,3.0199
2004-05-12,2.925,3.0119
2004-05-13,2.912,2.9776
2004-05-14,2.9205,2.9978
2004-05-17,2.9258,3.0135
2004-05-18,2.8718,3.0135
2004-05-19,2.8813,3.0047
2004-05-20,2.8801,2.9631
2004-05-21,2.8965,2.9655
2004-05-24,2.87,2.9457
2004-05-25,2.8849,2.9457
2004-05-26,2.8624,2.9282
2004-05-27,2.8522,2.9226
2004-05-28,2.8384,2.9008
2004-05-31,2.8194,2.937
2004-06-01,2.8306,2.937
2004-06-02,2.823,2.9202
2004-06-03,2.8127,2.9578
2004-06-04,2.8241,2.945
2004-06-07,2.8296,2.9329
2004-06-08,2.8028,2.9329
2004-06-09,2.8084,2.9232
2004-06-10,2.8403,2.9445
2004-06-11,2.8649,2.9513
2004-06-14,2.8758,2.9421
2004-06-15,2.8771,2.9421
2004-06-16,2.8652,2.9379
2004-06-17,2.8636,2.9125
2004-06-18,2.8667,2.9264
2004-06-21,2.8673,2.9625
2004-06-22,2.8506,2.9625
2004-06-23,2.8556,2.9623
2004-06-24,2.8567,2.9925
2004-06-25,2.8484,2.9856
2004-06-28,2.8446,3.02
2004-06-29,2.8281,3.02
2004-06-30,2.8373,3.0253
2004-07-01,2.8407,3.0216
2004-07-02,2.8377,2.9913
2004-07-05,2.8423,3.014
2004-07-06,2.81,3.014
2004-07-07,2.8051,3.0116
2004-07-08,2.7942,3.04
2004-07-09,2.7962,3.0489
2004-07-12,2.7908,3.044
2004-07-13,2.7852,3.044
2004-07-14,2.7908,3.0512
2004-07-15,2.7888,3.0555
2004-07-16,2.7904,3.05
2004-07-19,2.7951,3.074
2004-07-20,2.7818,3.074
2004-07-21,2.7879,3.0811
2004-07-22,2.8081,3.0595
2004-07-23,2.8145,3.0436
2004-07-26,2.8323,3.0111
2004-07-27,2.8388,3.0111
2004-07-28,2.8376,3.0087
2004-07-29,2.8692,3.0058
2004-07-30,2.8711,3.0128
2004-08-02,2.868,3.0505
2004-08-03,2.8642,3.0505
2004-08-04,2.8721,3.0913
2004-08-05,2.8814,3.0534
2004-08-06,2.8673,3.0465
2004-08-09,2.8621,3.0412
2004-08-10,2.8193,3.0412
2004-08-11,2.812,3.049
2004-08-12,2.8225,3.0574
2004-08-13,2.8172,3.0528
2004-08-16,2.8258,3.0634
2004-08-17,2.7987,3.0634
2004-08-18,2.7985,3.0697
2004-08-19,2.8001,3.0858
2004-08-20,2.7938,3.1201
2004-08-23,2.8088,3.1365
2004-08-24,2.8186,3.1365
2004-08-25,2.8444,3.1696
2004-08-26,2.858,3.1713
2004-08-27,2.8536,3.1919
2004-08-30,2.8571,3.1884
2004-08-31,2.8661,3.1884
2004-09-01,2.851,3.1594
2004-09-02,2.8376,3.1487
2004-09-03,2.8367,3.1827
2004-09-06,2.836,3.192
2004-09-07,2.8604,3.192
2004-09-08,2.8585,3.1615
2004-09-09,2.868,3.1192
2004-09-10,2.8323,3.1011
2004-09-13,2.8258,3.0785
2004-09-14,2.8218,3.0785
2004-09-15,2.8216,3.0909
2004-09-16,2.8214,3.0609
2004-09-17,2.8399,3.0733
2004-09-20,2.8276,3.0585
2004-09-21,2.846,3.0585
2004-09-22,2.8126,3.0527
2004-09-23,2.8198,3.0113
2004-09-24,2.8037,3.0124
2004-09-27,2.8051,3.0043
2004-09-28,2.8177,3.0043
2004-09-29,2.7992,3.0055
2004-09-30,2.8019,3.025
2004-10-01,2.7825,2.9629
2004-10-04,2.7816,2.9528
2004-10-05,2.806,2.9528
2004-10-06,2.8062,2.9543
2004-10-07,2.8113,2.9816
2004-10-08,2.8069,2.9339
2004-10-11,2.8037,2.9288
2004-10-12,2.7863,2.9288
2004-10-13,2.8044,2.9287
2004-10-14,2.8147,2.9538
2004-10-15,2.7897,2.9675
2004-10-18,2.7814,2.9724
2004-10-19,2.768,2.9724
2004-10-20,2.7603,2.9829
2004-10-21,2.7425,2.9694
2004-10-22,2.739,2.9703
2004-10-25,2.739,2.9293
2004-10-26,2.6992,2.9293
2004-10-27,2.7009,2.9305
2004-10-28,2.6992,2.9387
2004-10-29,2.7164,2.9575
2004-11-01,2.7108,2.9419
2004-11-02,2.7085,2.9419
2004-11-03,2.7177,2.9707
2004-11-04,2.7072,2.9789
2004-11-05,2.682,3.0104
2004-11-08,2.6857,3.0162
2004-11-09,2.6731,3.0162
2004-11-10,2.6743,3.0228
2004-11-11,2.6607,3.0071
2004-11-12,2.6787,3.0034
2004-11-15,2.6722,2.9561
2004-11-16,2.6652,2.9561
2004-11-17,2.6619,2.9346
2004-11-18,2.6507,2.9254
2004-11-19,2.6511,2.9315
2004-11-22,2.6519,2.8994
2004-11-23,2.6493,2.8994
2004-11-24,2.6379,2.902
2004-11-25,2.6265,2.9205
2004-11-26,2.6132,2.9346
2004-11-29,2.6082,2.9009
2004-11-30,2.6065,2.9009
2004-12-01,2.5971,2.8785
2004-12-02,2.5973,2.8725
2004-12-03,2.5934,2.883
2004-12-06,2.5961,2.8599
2004-12-07,2.57,2.8599
2004-12-08,2.566,2.857
2004-12-09,2.5961,2.8262
2004-12-10,2.5951,2.8168
2004-12-13,2.6175,2.8329
2004-12-14,2.6024,2.8329
2004-12-15,2.5928,2.8174
2004-12-16,2.58,2.823
2004-12-17,2.5765,2.7979
2004-12-20,2.6031,2.7834
2004-12-21,2.581,2.7834
2004-12-22,2.5779,2.7801
2004-12-23,2.5798,2.7766
2004-12-24,2.566,2.786
2004-12-27,2.5497,2.7824
2004-12-28,2.5525,2.7824
2004-12-29,2.5327,2.7824
2004-12-30,2.5373,2.7621
2004-12-31,2.5381,2.7627
2005-01-03,2.5349,2.7335
2005-01-04,2.5563,2.7335
2005-01-05,2.5835,2.7418
2005-01-06,2.611,2.7284
2005-01-07,2.6191,2.7077
2005-01-10,2.6158,2.7334
2005-01-11,2.6351,2.7334
2005-01-12,2.6271,2.7112
2005-01-13,2.6279,2.6921
2005-01-14,2.6094,2.7085
2005-01-17,2.6375,2.733
2005-01-18,2.6387,2.733
2005-01-19,2.6438,2.7639
2005-01-20,2.6392,2.7905
2005-01-21,2.6691,2.7539
2005-01-24,2.6636,2.717
2005-01-25,2.6428,2.717
2005-01-26,2.6509,2.7208
2005-01-27,2.655,2.7454
2005-01-28,2.6507,2.7586
2005-01-31,2.6489,2.7697
2005-02-01,2.6489,2.7697
2005-02-02,2.6505,2.7887
2005-02-03,2.6436,2.7714
2005-02-04,2.6558,2.744
2005-02-07,2.6646,2.7444
2005-02-08,2.6883,2.7444
2005-02-09,2.7051,2.7563
2005-02-10,2.7055,2.7165
2005-02-11,2.7024,2.7056
2005-02-14,2.686,2.6975
2005-02-15,2.6628,2.6975
2005-02-16,2.6527,2.6945
2005-02-17,2.6479,2.7103
2005-02-18,2.6476,2.6857
2005-02-21,2.6481,2.714
2005-02-22,2.6448,2.714
2005-02-23,2.6171,2.7271
2005-02-24,2.6152,2.7459
2005-02-25,2.6039,2.7417
2005-02-28,2.6227,2.7746
2005-03-01,2.6045,2.7804
2005-03-02,2.6126,2.7655
2005-03-03,2.6355,2.7838
2005-03-04,2.6269,2.8435
2005-03-07,2.6327,2.8426
2005-03-08,2.6164,2.8321
2005-03-09,2.6067,2.7944
2005-03-10,2.5871,2.7931
2005-03-11,2.575,2.8071
2005-03-14,2.5736,2.8169
2005-03-15,2.5821,2.8217
2005-03-16,2.58,2.8115
2005-03-17,2.5819,2.7959
2005-03-18,2.581,2.8188
2005-03-21,2.6002,2.8165
2005-03-22,2.616,2.7976
2005-03-23,2.6207,2.7952
2005-03-24,2.6458,2.8126
2005-03-25,2.6597,2.8313
2005-03-28,2.6597,2.8459
2005-03-29,2.6597,2.8363
2005-03-30,2.6712,2.8494
2005-03-31,2.6677,2.8333
2005-04-01,2.6634,2.8247
2005-04-04,2.6644,2.804
2005-04-05,2.6801,2.8027
2005-04-06,2.6954,2.8635
2005-04-07,2.6849,2.8558
2005-04-08,2.6718,2.8532
2005-04-11,2.6935,2.8543
2005-04-12,2.6619,2.8543
2005-04-13,2.6591,2.8543
2005-04-14,2.672,2.8833
2005-04-15,2.6933,2.8956
2005-04-18,2.6832,2.8986
2005-04-19,2.6628,2.8936
2005-04-20,2.6568,2.8669
2005-04-21,2.646,2.8953
2005-04-22,2.6442,2.9172
2005-04-25,2.6404,2.9082
2005-04-26,2.663,2.9051
2005-04-27,2.6599,2.9134
2005-04-28,2.6724,2.9048
2005-04-29,2.6756,2.8999
2005-05-02,2.6648,2.9197
2005-05-03,2.6843,2.8901
2005-05-04,2.6857,2.8886
2005-05-05,2.6656,2.8627
2005-05-06,2.6654,2.8475
2005-05-09,2.6669,2.8497
2005-05-10,2.6925,2.8599
2005-05-11,2.6862,2.9155
2005-05-12,2.6803,2.925
2005-05-13,2.7036,2.912
2005-05-16,2.7327,2.9205
2005-05-17,2.7368,2.9258
2005-05-18,2.7325,2.8718
2005-05-19,2.7358,2.8813
2005-05-20,2.7312,2.8801
2005-05-23,2.7388,2.8965
2005-05-24,2.7517,2.87
2005-05-25,2.7366,2.8849
2005-05-26,2.7482,2.8624
2005-05-27,2.7572,2.8522
2005-05-30,2.751,2.8384
2005-05-31,2.7684,2.8194
2005-06-01,2.8001,2.8306
2005-06-02,2.8237,2.823
2005-06-03,2.8156,2.8127
2005-06-06,2.8097,2.8241
2005-06-07,2.8136,2.8296
2005-06-08,2.8106,2.8028
2005-06-09,2.8017,2.8084
2005-06-10,2.8211,2.8403
2005-06-13,2.8235,2.8649
2005-06-14,2.8625,2.8758
2005-06-15,2.8512,2.8771
2005-06-16,2.8609,2.8652
2005-06-17,2.85,2.8636
2005-06-20,2.8355,2.8667
2005-06-21,2.8278,2.8673
2005-06-22,2.8554,2.8506
2005-06-23,2.851,2.8556
2005-06-24,2.8616,2.8567
2005-06-27,2.8578,2.8484
2005-06-28,2.8385,2.8446
2005-06-29,2.8547,2.8281
2005-06-30,2.8644,2.8373
2005-07-01,2.8554,2.8407
2005-07-04,2.8566,2.8377
2005-07-05,2.903,2.8423
2005-07-06,2.9057,2.81
2005-07-07,2.8983,2.8051
2005-07-08,2.8877,2.7942
2005-07-11,2.9005,2.7962
2005-07-12,2.8759,2.7908
2005-07-13,2.8381,2.7852
2005-07-14,2.8339,2.7908
2005-07-15,2.8614,2.7888
2005-07-18,2.8599,2.7904
2005-07-19,2.8644,2.7951
2005-07-20,2.8858,2.7818
2005-07-21,2.8623,2.7879
2005-07-22,2.8332,2.8081
2005-07-25,2.8434,2.8145
2005-07-26,2.8618,2.8323
2005-07-27,2.8805,2.8388
2005-07-28,2.8797,2.8376
2005-07-29,2.8536,2.8692
2005-08-01,2.8552,2.8711
