Date,CAD,YTD
2011-09-30,1.0319,1.027
2011-10-03,1.0446,1.0311
2011-10-04,1.048,1.0262
2011-10-05,1.0563,1.0214
2011-10-06,1.0516,1.021
2011-10-07,1.0468,1.0117
2011-10-10,1.0355,1.0107
2011-10-11,1.0289,1.0212
2011-10-12,1.028,1.0118
2011-10-13,1.0167,1.0137
2011-10-14,1.0221,1.0029
2011-10-17,1.0147,0.99908
2011-10-18,1.013,1.0054
2011-10-19,1.025,1.0213
2011-10-20,1.0111,1.0258
2011-10-21,1.0151,1.0288
2011-10-24,1.0115,1.0203
2011-10-25,1.0059,1.0262
2011-10-26,1.0006,1.0185
2011-10-27,1.0134,1.0239
2011-10-28,0.99473,1.0295
2011-10-31,0.99379,1.0244
2011-11-01,0.99493,1.0211
2011-11-02,1.0167,1.0168
2011-11-03,1.0122,1.0107
2011-11-04,1.0073,1.0087
2011-11-07,1.0194,1.0018
2011-11-08,1.0174,1.0011
2011-11-09,1.0135,1.0031
2011-11-10,1.0202,0.999
2011-11-11,1.0203,1.0045
2011-11-14,1.0188,1.0031
2011-11-15,1.0166,1.0102
2011-11-16,1.0247,1.009
2011-11-17,1.0257,1.0151
2011-11-18,1.0253,1.022
2011-11-21,1.0223,1.0182
2011-11-22,1.0356,1.0207
2011-11-23,1.0387,1.016
2011-11-24,1.0431,1.0225
2011-11-25,1.0442,1.0163
2011-11-28,1.0516,1.01
2011-11-29,1.034,1.0225
2011-11-30,1.0286,1.0215
2011-12-01,1.0194,1.0237
2011-12-02,1.0181,1.0187
2011-12-05,1.0136,1.0103
2011-12-06,1.015,1.0017
2011-12-07,1.0184,1.0065
2011-12-08,1.0105,1.0017
2011-12-09,1.0084,1.0122
2011-12-12,1.0217,1.0106
2011-12-13,1.0245,1.0096
2011-12-14,1.0263,1.0069
2011-12-15,1.0371,1.0071
2011-12-16,1.0354,1.006
2011-12-19,1.0331,1.0045
2011-12-20,1.0357,1.0074
2011-12-21,1.0332,1.0129
2011-12-22,1.0282,1.0194
2011-12-23,1.0247,1.016
2011-12-26,1.0193,1.016
2011-12-27,1.0193,1.0105
2011-12-28,1.0194,1.0079
2011-12-29,1.0149,1.002
2011-12-30,1.0233,1.0014
2012-01-02,1.0213,0.99962
2012-01-03,1.0201,0.99701
2012-01-04,1.012,0.99131
2012-01-05,1.0158,0.99322
2012-01-06,1.0161,1.0004
2012-01-09,1.0215,0.99389
2012-01-10,1.0281,0.99275
2012-01-11,1.0166,0.99589
2012-01-12,1.0165,0.99158
2012-01-13,1.0165,0.98543
2012-01-16,1.0194,0.98886
2012-01-17,1.0205,0.99633
2012-01-18,1.0124,0.98708
2012-01-19,1.0133,0.98586
2012-01-20,1.0078,0.99126
2012-01-23,1.0135,0.99933
2012-01-24,1.0086,0.9966
2012-01-25,1.0124,0.99462
2012-01-26,1.0133,0.99993
2012-01-27,1.0016,0.99627
2012-01-30,0.99878,0.99526
2012-01-31,1.0057,0.99519
2012-02-01,0.99681,0.99905
2012-02-02,0.99894,0.99724
2012-02-03,1.0002,0.98884
2012-02-06,1.0022,0.98916
2012-02-07,0.99824,0.98657
2012-02-08,0.99809,0.98724
2012-02-09,0.99435,0.99025
2012-02-10,0.99481,0.99458
2012-02-13,1.0027,0.99765
2012-02-14,0.99759,0.99556
2012-02-15,0.99947,0.9881
2012-02-16,0.99702,0.98571
2012-02-17,1.0034,0.98653
2012-02-20,0.99498,0.98282
2012-02-21,0.99193,0.9832
2012-02-22,0.99622,0.98361
2012-02-23,0.99849,0.98712
2012-02-24,0.99692,0.99257
2012-02-27,0.99858,0.98381
2012-02-28,1.0033,0.98002
2012-02-29,0.99569,0.98002
2012-03-01,0.98802,0.97839
2012-03-02,0.98558,0.96984
2012-03-05,0.98691,0.97249
2012-03-06,0.99312,0.97249
2012-03-07,0.99878,0.97263
2012-03-08,1.0015,0.97063
2012-03-09,0.99517,0.97417
2012-03-12,0.99242,0.97098
2012-03-13,0.99291,0.97098
2012-03-14,0.99203,0.97931
2012-03-15,0.98966,0.97484
2012-03-16,0.99257,0.99244
2012-03-19,0.99039,0.986
2012-03-20,0.99141,0.986
2012-03-21,0.99242,0.9833
2012-03-22,0.99002,0.97647
2012-03-23,0.99878,0.97889
2012-03-26,1.0016,0.97792
2012-03-27,0.99601,0.97792
2012-03-28,0.9925,0.97612
2012-03-29,0.9964,0.97869
2012-03-30,0.99992,0.97661
2012-04-02,0.99663,0.9703
2012-04-03,0.99857,0.9703
2012-04-04,0.99181,0.96782
2012-04-05,0.99521,0.96341
2012-04-06,0.99801,0.96541
2012-04-09,0.99801,0.95883
2012-04-10,0.99801,0.95883
2012-04-11,0.99832,0.95417
2012-04-12,1.0027,0.95691
2012-04-13,0.9984,0.95812
2012-04-16,0.99392,0.96563
2012-04-17,1.0004,0.96563
2012-04-18,0.99619,0.96429
2012-04-19,0.9903,0.96469
2012-04-20,0.99121,0.95749
2012-04-23,0.99113,0.94803
2012-04-24,0.99718,0.94803
2012-04-25,0.98929,0.94803
2012-04-26,0.98561,0.94803
2012-04-27,0.98131,0.95293
2012-04-30,0.98239,0.95072
2012-05-01,0.98267,0.95072
2012-05-02,0.98267,0.94899
2012-05-03,0.98827,0.94952
2012-05-04,0.9843,0.95372
2012-05-07,0.98888,0.96551
2012-05-08,0.99616,0.96551
2012-05-09,0.99562,0.96393
2012-05-10,1.0044,0.96437
2012-05-11,0.99877,0.95953
2012-05-14,1.0041,0.96637
2012-05-15,1.0037,0.96637
2012-05-16,1.0009,0.9631
2012-05-17,1.0074,0.9744
2012-05-18,1.0139,0.97509
2012-05-21,1.0171,0.96768
2012-05-22,1.0233,0.96768
2012-05-23,1.0164,0.96924
2012-05-24,1.0222,0.97896
2012-05-25,1.0255,0.97807
2012-05-28,1.0274,0.97791
2012-05-29,1.0243,0.97791
2012-05-30,1.0249,0.97617
2012-05-31,1.0278,0.97583
2012-06-01,1.0289,0.97219
2012-06-04,1.0383,0.97752
2012-06-05,1.0391,0.97752
2012-06-06,1.0403,0.97853
2012-06-07,1.034,0.98089
2012-06-08,1.0236,0.97577
2012-06-11,1.0342,0.97838
2012-06-12,1.0248,0.97838
2012-06-13,1.0288,0.97163
2012-06-14,1.026,0.9775
2012-06-15,1.0266,0.97411
2012-06-18,1.0242,0.98871
2012-06-19,1.0258,0.98871
2012-06-20,1.0214,0.97877
2012-06-21,1.0169,0.98377
2012-06-22,1.0187,0.97565
2012-06-25,1.0282,0.97418
2012-06-26,1.0299,0.97418
2012-06-27,1.028,0.98179
2012-06-28,1.0255,0.98951
2012-06-29,1.0279,0.98661
2012-07-02,1.0223,0.96527
2012-07-03,1.0171,0.96527
2012-07-04,1.0164,0.96383
2012-07-05,1.0132,0.95993
2012-07-06,1.0124,0.96321
2012-07-09,1.0147,0.96427
2012-07-10,1.0212,0.96427
2012-07-11,1.0183,0.95808
2012-07-12,1.019,0.96948
2012-07-13,1.0232,0.97202
2012-07-16,1.0169,0.95761
2012-07-17,1.0156,0.95761
2012-07-18,1.0148,0.9578
2012-07-19,1.0135,0.9592
2012-07-20,1.0072,0.95579
2012-07-23,1.0101,0.94551
2012-07-24,1.0173,0.94551
2012-07-25,1.018,0.94907
2012-07-26,1.0186,0.94569
2012-07-27,1.0078,0.9414
2012-07-30,1.0073,0.94818
2012-07-31,1.0042,0.94818
2012-08-01,1.0023,0.95063
2012-08-02,1.0018,0.9513
2012-08-03,1.0022,0.96119
2012-08-06,1.003,0.97189
2012-08-07,1.0005,0.97189
2012-08-08,0.99783,0.98191
2012-08-09,0.99781,0.98622
2012-08-10,0.99423,0.99131
2012-08-13,0.99429,0.99632
2012-08-14,0.99157,0.99632
2012-08-15,0.99182,0.98688
2012-08-16,0.99177,0.98623
2012-08-17,0.9886,0.98642
2012-08-20,0.98849,0.9865
2012-08-21,0.98919,0.9865
2012-08-22,0.98568,0.98637
2012-08-23,0.99253,0.98481
2012-08-24,0.99092,0.98603
2012-08-27,0.99336,0.98579
2012-08-28,0.98986,0.98579
2012-08-29,0.98733,0.98882
2012-08-30,0.9886,0.97722
2012-08-31,0.99123,0.9791
2012-09-03,0.99017,0.97683
2012-09-04,0.98663,0.97683
2012-09-05,0.98497,0.97818
2012-09-06,0.9876,0.98881
2012-09-07,0.98671,0.99241
2012-09-10,0.98158,0.98441
2012-09-11,0.9773,0.98441
2012-09-12,0.972,0.99283
2012-09-13,0.97441,1.0009
2012-09-14,0.97591,0.99267
2012-09-17,0.96434,0.9884
2012-09-18,0.97302,0.9884
2012-09-19,0.97533,0.98561
2012-09-20,0.97462,0.98402
2012-09-21,0.97869,0.99052
2012-09-24,0.97428,1.0332
2012-09-25,0.9808,1.0332
2012-09-26,0.98028,1.0317
2012-09-27,0.9835,1.0288
2012-09-28,0.98322,1.0194
2012-10-01,0.98097,1.0319
2012-10-02,0.98369,1.0319
2012-10-03,0.98167,1.0446
2012-10-04,0.98628,1.048
2012-10-05,0.98703,1.0563
2012-10-08,0.98062,1.0468
2012-10-09,0.97878,1.0468
2012-10-10,0.97522,1.0355
2012-10-11,0.97711,1.0289
2012-10-12,0.97887,1.028
2012-10-15,0.97749,1.0221
2012-10-16,0.97772,1.0221
2012-10-17,0.98651,1.0147
2012-10-18,0.98438,1.013
2012-10-19,0.97904,1.025
2012-10-22,0.98849,1.0151
2012-10-23,0.99418,1.0151
2012-10-24,0.99662,1.0115
2012-10-25,0.98957,1.0059
2012-10-26,0.99161,1.0006
2012-10-29,0.99667,0.99473
2012-10-30,0.99977,0.99473
2012-10-31,0.99992,0.99379
2012-11-01,1.0009,0.99493
2012-11-02,0.99954,1.0167
2012-11-05,0.99479,1.0073
2012-11-06,0.99648,1.0073
2012-11-07,0.99391,1.0194
2012-11-08,0.99341,1.0174
2012-11-09,0.99639,1.0135
2012-11-12,1.0028,1.0203
2012-11-13,0.99921,1.0203
2012-11-14,1.001,1.0188
2012-11-15,1.0012,1.0166
2012-11-16,1.002,1.0247
2012-11-19,1.0006,1.0253
2012-11-20,0.99859,1.0253
2012-11-21,0.99578,1.0223
2012-11-22,0.99758,1.0356
2012-11-23,0.99597,1.0387
2012-11-26,0.99659,1.0442
2012-11-27,0.99383,1.0442
2012-11-28,0.99113,1.0516
2012-11-29,0.99473,1.034
2012-11-30,0.99169,1.0286
2012-12-03,0.99369,1.0181
2012-12-04,0.99288,1.0181
2012-12-05,0.99397,1.0136
2012-12-06,0.99196,1.015
2012-12-07,0.99151,1.0184
2012-12-10,0.99233,1.0084
2012-12-11,0.98693,1.0084
2012-12-12,0.98669,1.0217
2012-12-13,0.98543,1.0245
2012-12-14,0.98279,1.0263
2012-12-17,0.98448,1.0354
2012-12-18,0.98708,1.0354
2012-12-19,0.98437,1.0331
2012-12-20,0.98677,1.0357
2012-12-21,0.98943,1.0332
2012-12-24,0.99099,1.0247
2012-12-25,0.99289,1.0247
2012-12-26,0.99289,1.0193
2012-12-27,0.99289,1.0193
2012-12-28,0.99171,1.0194
2012-12-31,0.99537,1.0233
2013-01-01,0.99568,1.0233
2013-01-02,0.99568,1.0213
2013-01-03,0.98477,1.0201
2013-01-04,0.98634,1.012
2013-01-07,0.99116,1.0161
2013-01-08,0.98712,1.0161
2013-01-09,0.98571,1.0215
2013-01-10,0.98752,1.0281
2013-01-11,0.98589,1.0166
2013-01-14,0.98388,1.0165
2013-01-15,0.98628,1.0165
2013-01-16,0.98612,1.0194
2013-01-17,0.98682,1.0205
2013-01-18,0.98691,1.0124
2013-01-21,0.99009,1.0078
2013-01-22,0.99302,1.0078
2013-01-23,0.99437,1.0135
2013-01-24,0.9919,1.0086
2013-01-25,1.0019,1.0124
2013-01-28,1.0062,1.0016
2013-01-29,1.0088,1.0016
2013-01-30,1.0057,0.99878
2013-01-31,1.0024,1.0057
2013-02-01,1.002,0.99681
2013-02-04,0.99949,1.0002
2013-02-05,0.99683,1.0002
2013-02-06,0.99808,1.0022
2013-02-07,0.99822,0.99824
2013-02-08,0.99572,0.99809
2013-02-11,0.99903,0.99481
2013-02-12,1.0077,0.99481
2013-02-13,1.0055,1.0027
2013-02-14,1.0028,0.99759
2013-02-15,1.0012,0.99947
2013-02-18,1.0026,1.0034
2013-02-19,1.0065,1.0034
2013-02-20,1.0116,0.99498
2013-02-21,1.0147,0.99193
2013-02-22,1.019,0.99622
2013-02-25,1.0206,0.99692
2013-02-26,1.0224,0.99692
2013-02-27,1.0261,0.99858
2013-02-28,1.0257,1.0033
2013-03-01,1.0253,0.98802
2013-03-04,1.0336,0.98558
2013-03-05,1.0287,0.98691
2013-03-06,1.0265,0.99312
2013-03-07,1.0286,0.99878
2013-03-08,1.0317,1.0015
2013-03-11,1.029,0.99517
2013-03-12,1.0279,0.99242
2013-03-13,1.026,0.99291
2013-03-14,1.0249,0.99203
2013-03-15,1.0264,0.98966
2013-03-18,1.0203,0.99257
2013-03-19,1.0218,0.99039
2013-03-20,1.0248,0.99141
2013-03-21,1.0252,0.99242
2013-03-22,1.0233,0.99002
2013-03-25,1.024,0.99878
2013-03-26,1.0204,1.0016
2013-03-27,1.0188,0.99601
2013-03-28,1.0169,0.9925
2013-03-29,1.0169,0.9964
2013-04-01,1.0169,0.99992
2013-04-02,1.0169,0.99663
2013-04-03,1.0129,0.99857
2013-04-04,1.0142,0.99181
2013-04-05,1.0151,0.99521
2013-04-08,1.0147,0.99801
2013-04-09,1.017,0.99801
2013-04-10,1.0149,0.99801
2013-04-11,1.0156,0.99832
2013-04-12,1.0094,1.0027
2013-04-15,1.0119,0.9984
2013-04-16,1.0206,0.99392
2013-04-17,1.0215,1.0004
2013-04-18,1.0259,0.99619
2013-04-19,1.0243,0.9903
2013-04-22,1.025,0.99121
2013-04-23,1.0259,0.99113
2013-04-24,1.0277,0.99718
2013-04-25,1.0261,0.98929
2013-04-26,1.0225,0.98561
2013-04-29,1.0198,0.98131
2013-04-30,1.0137,0.98239
2013-05-01,1.0108,0.98267
2013-05-02,1.0108,0.98267
2013-05-03,1.0071,0.98827
2013-05-06,1.0114,0.9843
2013-05-07,1.0084,0.98888
2013-05-08,1.0052,0.99616
2013-05-09,1.0042,0.99562
2013-05-10,1.0036,1.0044
2013-05-13,1.0096,0.99877
2013-05-14,1.0092,1.0041
2013-05-15,1.0139,1.0037
2013-05-16,1.0209,1.0009
2013-05-17,1.0194,1.0074
2013-05-20,1.0273,1.0139
2013-05-21,1.0279,1.0171
2013-05-22,1.0269,1.0233
2013-05-23,1.0303,1.0164
2013-05-24,1.035,1.0222
2013-05-27,1.0332,1.0255
2013-05-28,1.0323,1.0274
2013-05-29,1.0344,1.0243
2013-05-30,1.0372,1.0249
2013-05-31,1.0378,1.0278
2013-06-03,1.0329,1.0289
2013-06-04,1.0344,1.0383
2013-06-05,1.0319,1.0391
2013-06-06,1.0338,1.0403
2013-06-07,1.0313,1.034
2013-06-10,1.0232,1.0236
2013-06-11,1.0186,1.0342
2013-06-12,1.0242,1.0248
2013-06-13,1.016,1.0288
2013-06-14,1.017,1.026
2013-06-17,1.0166,1.0266
2013-06-18,1.0158,1.0242
2013-06-19,1.0195,1.0258
2013-06-20,1.0199,1.0214
2013-06-21,1.0342,1.0169
2013-06-24,1.0398,1.0187
2013-06-25,1.0543,1.0282
2013-06-26,1.0484,1.0299
2013-06-27,1.048,1.028
2013-06-28,1.0435,1.0255
2013-07-01,1.0485,1.0279
2013-07-02,1.0519,1.0223
2013-07-03,1.0568,1.0171
2013-07-04,1.0544,1.0164
2013-07-05,1.0544,1.0132
2013-07-08,1.0521,1.0124
2013-07-09,1.0558,1.0147
2013-07-10,1.0545,1.0212
2013-07-11,1.0517,1.0183
2013-07-12,1.0405,1.019
2013-07-15,1.0386,1.0232
2013-07-16,1.0427,1.0169
2013-07-17,1.0411,1.0156
2013-07-18,1.0396,1.0148
2013-07-19,1.0418,1.0135
2013-07-22,1.0377,1.0072
2013-07-23,1.0343,1.0101
2013-07-24,1.0334,1.0173
2013-07-25,1.027,1.018
2013-07-26,1.0296,1.0186
2013-07-29,1.0285,1.0078
2013-07-30,1.0276,1.0073
2013-07-31,1.026,1.0042
2013-08-01,1.0297,1.0023
2013-08-02,1.0298,1.0018
2013-08-05,1.0402,1.0022
2013-08-06,1.0396,1.003
2013-08-07,1.0375,1.0005
2013-08-08,1.0423,0.99783
2013-08-09,1.0411,0.99781
2013-08-12,1.0291,0.99423
2013-08-13,1.0311,0.99429
2013-08-14,1.032,0.99157
2013-08-15,1.0337,0.99182
2013-08-16,1.0327,0.99177
2013-08-19,1.0323,0.9886
2013-08-20,1.0331,0.98849
2013-08-21,1.0377,0.98919
2013-08-22,1.0435,0.98568
2013-08-23,1.0496,0.99253
2013-08-26,1.0568,0.99092
2013-08-27,1.0526,0.99336
2013-08-28,1.0526,0.98986
2013-08-29,1.0490000000000002,0.98733
2013-08-30,1.0495,0.9886
2013-09-02,1.053,0.99123
2013-09-03,1.053,0.99017
2013-09-04,1.0525,0.98663
2013-09-05,1.0488,0.98497
2013-09-06,1.0481,0.9876
2013-09-09,1.0431,0.98671
2013-09-10,1.0383,0.98158
2013-09-11,1.0335,0.9773
2013-09-12,1.0338,0.972
2013-09-13,1.032,0.97441
2013-09-16,1.0334,0.97591
2013-09-17,1.0301,0.96434
2013-09-18,1.0313,0.97302
2013-09-19,1.0307,0.97533
2013-09-20,1.021,0.97462
2013-09-23,1.0284,0.97869
2013-09-24,1.0297,0.97428
2013-09-25,1.0285,0.9808
2013-09-26,1.0311,0.98028
2013-09-27,1.0304,0.9835
2013-09-30,1.0318,0.98322
2013-10-01,1.0301,0.98097
2013-10-02,1.0301,0.98369
2013-10-03,1.035,0.98167
2013-10-04,1.0338,0.98628
2013-10-07,1.033,0.98703
2013-10-08,1.0323,0.98062
2013-10-09,1.0308,0.97878
2013-10-10,1.038,0.97522
2013-10-11,1.0385,0.97711
2013-10-14,1.0389,0.97887
2013-10-15,1.0352,0.97749
2013-10-16,1.0357,0.97772
2013-10-17,1.0373,0.98651
2013-10-18,1.0298,0.98438
2013-10-21,1.0296,0.97904
2013-10-22,1.0294,0.98849
2013-10-23,1.03,0.99418
2013-10-24,1.0318,0.99662
2013-10-25,1.0401,0.98957
2013-10-28,1.0438,0.99161
2013-10-29,1.0444,0.99667
2013-10-30,1.0444,0.99977
2013-10-31,1.0443,0.99992
2013-11-01,1.0447,1.0009
2013-11-04,1.0427,0.99954
2013-11-05,1.0401,0.99479
2013-11-06,1.0429,0.99648
2013-11-07,1.044,0.99391
2013-11-08,1.043,0.99341
2013-11-11,1.0455,0.99639
2013-11-12,1.0472,1.0028
2013-11-13,1.0495,0.99921
2013-11-14,1.0489,1.001
2013-11-15,1.0499,1.0012
2013-11-18,1.0464,1.002
2013-11-19,1.0417,1.0006
2013-11-20,1.0437,0.99859
2013-11-21,1.0457,0.99578
2013-11-22,1.0473,0.99758
2013-11-25,1.0541,0.99597
2013-11-26,1.0561,0.99659
2013-11-27,1.0525,0.99383
2013-11-28,1.0578,0.99113
2013-11-29,1.0577,0.99473
2013-12-02,1.0575,0.99169
2013-12-03,1.0629,0.99369
2013-12-04,1.0653,0.99288
2013-12-05,1.0656,0.99397
2013-12-06,1.0657,0.99196
2013-12-09,1.0649,0.99151
2013-12-10,1.0664,0.99233
2013-12-11,1.0621,0.98693
2013-12-12,1.0591,0.98669
2013-12-13,1.0578,0.98543
2013-12-16,1.0655,0.98279
2013-12-17,1.0583,0.98448
2013-12-18,1.0588,0.98708
2013-12-19,1.0634,0.98437
2013-12-20,1.0719,0.98677
2013-12-23,1.0692,0.98943
2013-12-24,1.06,0.99099
2013-12-25,1.061,0.99289
2013-12-26,1.061,0.99289
2013-12-27,1.061,0.99289
2013-12-30,1.0664,0.99171
2013-12-31,1.0712,0.99537
2014-01-01,1.0638,0.99568
2014-01-02,1.0638,0.99568
2014-01-03,1.0631,0.98477
2014-01-06,1.0612,0.98634
2014-01-07,1.0657,0.99116
2014-01-08,1.0692,0.98712
2014-01-09,1.0808,0.98571
2014-01-10,1.0858,0.98752
2014-01-13,1.0876,0.98589
2014-01-14,1.091,0.98388
2014-01-15,1.089,0.98628
2014-01-16,1.0955,0.98612
2014-01-17,1.0922,0.98682
2014-01-20,1.0969,0.98691
2014-01-21,1.0938,0.99009
2014-01-22,1.0999,0.99302
2014-01-23,1.0966,0.99437
2014-01-24,1.1144,0.9919
2014-01-27,1.1062,1.0019
2014-01-28,1.1041,1.0062
2014-01-29,1.1144,1.0088
2014-01-30,1.115,1.0057
2014-01-31,1.118,1.0024
2014-02-03,1.1195,1.002
2014-02-04,1.1076,0.99949
2014-02-05,1.1073,0.99683
2014-02-06,1.1058,0.99808
2014-02-07,1.106,0.99822
2014-02-10,1.1069,0.99572
2014-02-11,1.1045,0.99903
2014-02-12,1.1036,1.0077
2014-02-13,1.1,1.0055
2014-02-14,1.1003,1.0028
2014-02-17,1.0956,1.0012
2014-02-18,1.0961,1.0026
2014-02-19,1.0967,1.0065
2014-02-20,1.095,1.0116
2014-02-21,1.1082,1.0147
2014-02-24,1.1165,1.019
2014-02-25,1.1098,1.0206
2014-02-26,1.1075,1.0224
2014-02-27,1.1096,1.0261
2014-02-28,1.1131,1.0257
2014-03-03,1.1118,1.0253
2014-03-04,1.1097,1.0336
2014-03-05,1.1072,1.0287
2014-03-06,1.1062,1.0265
2014-03-07,1.1031,1.0286
2014-03-10,1.0984,1.0317
2014-03-11,1.1108,1.029
2014-03-12,1.1112,1.0279
2014-03-13,1.1136,1.026
2014-03-14,1.1066,1.0249
2014-03-17,1.1087,1.0264
2014-03-18,1.1069,1.0203
2014-03-19,1.1045,1.0218
2014-03-20,1.1173,1.0248
2014-03-21,1.1268,1.0252
2014-03-24,1.1201,1.0233
2014-03-25,1.1215,1.024
2014-03-26,1.1178,1.0204
2014-03-27,1.1165,1.0188
2014-03-28,1.1093,1.0169
2014-03-31,1.1038,1.0169
2014-04-01,1.1042,1.0169
2014-04-02,1.1052,1.0169
2014-04-03,1.1012,1.0129
2014-04-04,1.1017,1.0142
2014-04-07,1.1022,1.0151
2014-04-08,1.0992,1.0147
2014-04-09,1.093,1.017
2014-04-10,1.0934,1.0149
2014-04-11,1.0902,1.0156
2014-04-14,1.0969,1.0094
2014-04-15,1.0966,1.0119
2014-04-16,1.0991,1.0206
2014-04-17,1.0983,1.0215
2014-04-18,1.1009,1.0259
2014-04-21,1.1009,1.0243
2014-04-22,1.1009,1.025
2014-04-23,1.1014,1.0259
2014-04-24,1.1023,1.0277
2014-04-25,1.1025,1.0261
2014-04-28,1.1018,1.0225
2014-04-29,1.1024,1.0198
2014-04-30,1.097,1.0137
2014-05-01,1.0968,1.0108
2014-05-02,1.0968,1.0108
2014-05-05,1.0965,1.0071
2014-05-06,1.0986,1.0114
2014-05-07,1.0923,1.0084
2014-05-08,1.0888,1.0052
2014-05-09,1.0876,1.0042
2014-05-12,1.083,1.0036
2014-05-13,1.088,1.0096
2014-05-14,1.0899,1.0092
2014-05-15,1.0903,1.0139
2014-05-16,1.0868,1.0209
2014-05-19,1.0877,1.0194
2014-05-20,1.0867,1.0273
2014-05-21,1.089,1.0279
2014-05-22,1.0901,1.0269
2014-05-23,1.0912,1.0303
2014-05-26,1.0901,1.035
2014-05-27,1.0863,1.0332
2014-05-28,1.0849,1.0323
2014-05-29,1.0862,1.0344
2014-05-30,1.0854,1.0372
2014-06-02,1.0836,1.0378
2014-06-03,1.0863,1.0329
2014-06-04,1.0911,1.0344
2014-06-05,1.0929,1.0319
2014-06-06,1.094,1.0338
2014-06-09,1.0924,1.0313
2014-06-10,1.0921,1.0232
2014-06-11,1.0913,1.0186
2014-06-12,1.0887,1.0242
2014-06-13,1.0859,1.016
2014-06-16,1.0849,1.017
2014-06-17,1.0881,1.0166
2014-06-18,1.0865,1.0158
2014-06-19,1.0869,1.0195
2014-06-20,1.0829,1.0199
2014-06-23,1.0814,1.0342
2014-06-24,1.0734,1.0398
2014-06-25,1.0732,1.0543
2014-06-26,1.0738,1.0484
2014-06-27,1.0714,1.048
2014-06-30,1.0687,1.0435
2014-07-01,1.0682,1.0485
2014-07-02,1.0657,1.0519
2014-07-03,1.0644,1.0568
2014-07-04,1.0648,1.0544
2014-07-07,1.0635,1.0544
2014-07-08,1.0643,1.0521
2014-07-09,1.0676,1.0558
2014-07-10,1.0664,1.0545
2014-07-11,1.067,1.0517
2014-07-14,1.0641,1.0405
2014-07-15,1.0728,1.0386
2014-07-16,1.0733,1.0427
2014-07-17,1.0763,1.0411
2014-07-18,1.0748,1.0396
2014-07-21,1.0745,1.0418
2014-07-22,1.0744,1.0377
2014-07-23,1.0757,1.0343
2014-07-24,1.0721,1.0334
2014-07-25,1.0725,1.027
2014-07-28,1.0768,1.0296
2014-07-29,1.0809,1.0285
2014-07-30,1.0819,1.0276
2014-07-31,1.0874,1.026
2014-08-01,1.092,1.0297
2014-08-04,1.0926,1.0298
2014-08-05,1.0922,1.0402
2014-08-06,1.0951,1.0396
2014-08-07,1.0973,1.0375
2014-08-08,1.0933,1.0423
2014-08-11,1.0916,1.0411
2014-08-12,1.0954,1.0291
2014-08-13,1.095,1.0311
2014-08-14,1.0923,1.032
2014-08-15,1.0891,1.0337
2014-08-18,1.09,1.0327
2014-08-19,1.0879,1.0323
2014-08-20,1.0909,1.0331
2014-08-21,1.0952,1.0377
2014-08-22,1.0964,1.0435
2014-08-25,1.0957,1.0496
2014-08-26,1.0952,1.0568
2014-08-27,1.0965,1.0526
2014-08-28,1.0907,1.0526
2014-08-29,1.0844,1.0490000000000002
2014-09-01,1.0854,1.0495
2014-09-02,1.0863,1.053
2014-09-03,1.0909,1.053
2014-09-04,1.0901,1.0525
2014-09-05,1.088,1.0488
2014-09-08,1.0878,1.0481
2014-09-09,1.0905,1.0431
2014-09-10,1.0977,1.0383
2014-09-11,1.0993,1.0335
2014-09-12,1.1012,1.0338
2014-09-15,1.1059,1.032
2014-09-16,1.1086,1.0334
2014-09-17,1.1041,1.0301
2014-09-18,1.0974,1.0313
2014-09-19,1.1,1.0307
2014-09-22,1.0978,1.021
2014-09-23,1.1004,1.0284
2014-09-24,1.1003,1.0297
2014-09-25,1.1077,1.0285
2014-09-26,1.112,1.0311
2014-09-29,1.1112,1.0304
2014-09-30,1.1158,1.0318
2014-10-01,1.1172,1.0301
2014-10-02,1.1219,1.0301
2014-10-03,1.1137,1.035
2014-10-06,1.1183,1.0338
2014-10-07,1.1204,1.033
2014-10-08,1.1148,1.0323
2014-10-09,1.1175,1.0308
2014-10-10,1.111,1.038
2014-10-13,1.1197,1.0385
2014-10-14,1.1212,1.0389
2014-10-15,1.1247,1.0352
2014-10-16,1.1373,1.0357
2014-10-17,1.1331,1.0373
2014-10-20,1.1242,1.0298
2014-10-21,1.1259,1.0296
2014-10-22,1.1249,1.0294
2014-10-23,1.122,1.03
2014-10-24,1.1215,1.0318
2014-10-27,1.121,1.0401
2014-10-28,1.1248,1.0438
2014-10-29,1.1207,1.0444
2014-10-30,1.1142,1.0444
2014-10-31,1.1172,1.0443
2014-11-03,1.1274,1.0447
2014-11-04,1.1286,1.0427
2014-11-05,1.1416,1.0401
2014-11-06,1.1443,1.0429
2014-11-07,1.1409,1.044
2014-11-10,1.1432,1.043
2014-11-11,1.1312,1.0455
2014-11-12,1.1389,1.0472
2014-11-13,1.1317,1.0495
2014-11-14,1.1329,1.0489
2014-11-17,1.1382,1.0499
2014-11-18,1.131,1.0464
2014-11-19,1.1291,1.0417
2014-11-20,1.1349,1.0437
2014-11-21,1.1325,1.0457
2014-11-24,1.126,1.0473
2014-11-25,1.125,1.0541
2014-11-26,1.1271,1.0561
2014-11-27,1.1268,1.0525
2014-11-28,1.1249,1.0578
2014-12-01,1.1397,1.0577
2014-12-02,1.1399,1.0575
2014-12-03,1.1369,1.0629
