Date,PLN,YTD
2011-10-25,3.1567,2.8492
2011-10-26,3.1481,2.8021
2011-10-27,3.1391,2.8286
2011-10-28,3.093,2.8618
2011-10-31,3.0544,2.8611
2011-11-01,3.1031,2.8736
2011-11-02,3.2857,2.8509
2011-11-03,3.1664,2.8212
2011-11-04,3.1557,2.8063
2011-11-07,3.1664,2.735
2011-11-08,3.1752,2.7798
2011-11-09,3.1582,2.8162
2011-11-10,3.2253,2.8124
2011-11-11,3.2186,2.8208
2011-11-14,3.2407,2.8707
2011-11-15,3.2181,2.8655
2011-11-16,3.2623,2.8842
2011-11-17,3.2836,2.8924
2011-11-18,3.2929,2.9404
2011-11-21,3.2557,2.8852
2011-11-22,3.3043,2.8774
2011-11-23,3.2979,2.8827
2011-11-24,3.3402,2.93
2011-11-25,3.3579,2.9795
2011-11-28,3.4124,2.9869
2011-11-29,3.3828,3.0454
2011-11-30,3.3946,3.079
2011-12-01,3.3597,3.1306
2011-12-02,3.339,3.0653
2011-12-05,3.3103,3.0448
2011-12-06,3.3244,3.0162
2011-12-07,3.326,3.0264
2011-12-08,3.3427,3.0021
2011-12-09,3.338,3.0783
2011-12-12,3.3734,3.0502
2011-12-13,3.4258,3.0426
2011-12-14,3.4601,3.0268
2011-12-15,3.5101,2.9699
2011-12-16,3.4834,2.9778
2011-12-19,3.4362,3.0057
2011-12-20,3.442,3.0014
2011-12-21,3.4106,3.0399
2011-12-22,3.4141,3.0361
2011-12-23,3.3994,3.0451
2011-12-26,3.4002,3.0464
2011-12-27,3.4002,3.0273
2011-12-28,3.3698,3.027
2011-12-29,3.3614,3.018
2011-12-30,3.4457,3.0197
2012-01-02,3.4454,2.9857
2012-01-03,3.4583,2.9749
2012-01-04,3.4381,2.9651
2012-01-05,3.4673,2.9359
2012-01-06,3.5111,2.9496
2012-01-09,3.5201,2.945
2012-01-10,3.5214,2.9911
2012-01-11,3.4842,3.0262
2012-01-12,3.5075,3.0029
2012-01-13,3.4856,2.9619
2012-01-16,3.45,2.9287
2012-01-17,3.4673,2.9066
2012-01-18,3.4165,2.9096
2012-01-19,3.3885,2.8948
2012-01-20,3.3499,2.8623
2012-01-23,3.3480000000000003,2.9047
2012-01-24,3.2921,2.8658
2012-01-25,3.3057,2.8568
2012-01-26,3.3199,2.8505
2012-01-27,3.2309,2.8309
2012-01-30,3.2109,2.8423
2012-01-31,3.2452,2.8564
2012-02-01,3.2061,2.8748
2012-02-02,3.1882,2.8454
2012-02-03,3.2073,2.8347
2012-02-06,3.1863,2.8481
2012-02-07,3.2027,2.8617
2012-02-08,3.1864,2.8584
2012-02-09,3.147,2.8497
2012-02-10,3.1586,2.8536
2012-02-13,3.1987,2.8916
2012-02-14,3.1645,2.898
2012-02-15,3.1825,2.9342
2012-02-16,3.1985,2.908
2012-02-17,3.263,2.8936
2012-02-20,3.1777,2.8816
2012-02-21,3.1419,2.8726
2012-02-22,3.1642,2.8736
2012-02-23,3.1645,2.9015
2012-02-24,3.1431,2.8827
2012-02-27,3.1065,2.9024
2012-02-28,3.1176,2.8854
2012-02-29,3.0779,2.8854
2012-03-01,3.0657,2.8588
2012-03-02,3.0913,2.8734
2012-03-05,3.1077,2.8755
2012-03-06,3.1210000000000004,2.8755
2012-03-07,3.1548,2.8588
2012-03-08,3.1741,2.8323
2012-03-09,3.1064,2.8672
2012-03-12,3.1076,2.8888
2012-03-13,3.1325,2.8888
2012-03-14,3.1587,2.9341
2012-03-15,3.1806,2.8904
2012-03-16,3.1702,2.9231
2012-03-19,3.1488,2.9127
2012-03-20,3.1373,2.9127
2012-03-21,3.127,2.8725
2012-03-22,3.1399,2.8488
2012-03-23,3.1628,2.8385
2012-03-26,3.1477,2.8452
2012-03-27,3.1166,2.8452
2012-03-28,3.1026,2.8406
2012-03-29,3.1167,2.8511
2012-03-30,3.1353,2.8405
2012-04-02,3.1089,2.823
2012-04-03,3.1117,2.823
2012-04-04,3.1060000000000003,2.8568
2012-04-05,3.1615,2.8318
2012-04-06,3.1915,2.8335
2012-04-09,3.1915,2.7834
2012-04-10,3.1915,2.7834
2012-04-11,3.1803,2.747
2012-04-12,3.1937,2.7556
2012-04-13,3.1781,2.7459
2012-04-16,3.1798,2.7447
2012-04-17,3.2202,2.7447
2012-04-18,3.1911,2.7313
2012-04-19,3.1929,2.7799
2012-04-20,3.1996,2.7818
2012-04-23,3.1777,2.708
2012-04-24,3.202,2.708
2012-04-25,3.1915,2.708
2012-04-26,3.1605,2.708
2012-04-27,3.1646,2.6914
2012-04-30,3.1588,2.6628
2012-05-01,3.1564,2.6628
2012-05-02,3.1564,2.6485
2012-05-03,3.1752,2.6486
2012-05-04,3.1722,2.6687
2012-05-07,3.1867,2.6647
2012-05-08,3.2194,2.6647
2012-05-09,3.2173,2.725
2012-05-10,3.2551,2.7355
2012-05-11,3.263,2.7382
2012-05-14,3.2783,2.7662
2012-05-15,3.3445,2.7662
2012-05-16,3.3656,2.7432
2012-05-17,3.415,2.779
2012-05-18,3.4288,2.7724
2012-05-21,3.4085,2.7505
2012-05-22,3.3984,2.7505
2012-05-23,3.391,2.758
2012-05-24,3.4497,2.8163
2012-05-25,3.4628,2.8017
2012-05-28,3.4696,2.8003
2012-05-29,3.4533,2.8003
2012-05-30,3.4824,2.7886
2012-05-31,3.5273,2.7852
2012-06-01,3.5407,2.7499
2012-06-04,3.5810000000000004,2.7429
2012-06-05,3.537,2.7429
2012-06-06,3.5253,2.7312
2012-06-07,3.484,2.7139
2012-06-08,3.3902,2.695
2012-06-11,3.4456,2.7069
2012-06-12,3.4242,2.7069
2012-06-13,3.4649,2.7167
2012-06-14,3.4498,2.7401
2012-06-15,3.438,2.7202
2012-06-18,3.4125,2.8280000000000003
2012-06-19,3.3925,2.8280000000000003
2012-06-20,3.3703,2.7841
2012-06-21,3.337,2.8028
2012-06-22,3.3573,2.7664
2012-06-25,3.3944,2.8139
2012-06-26,3.4071,2.8139
2012-06-27,3.4052,2.8072
2012-06-28,3.4072,2.8176
2012-06-29,3.4524,2.8141
2012-07-02,3.3747,2.7609
2012-07-03,3.3515,2.7609
2012-07-04,3.3479,2.7387
2012-07-05,3.3492,2.719
2012-07-06,3.3848,2.7315
2012-07-09,3.4046,2.7701
2012-07-10,3.4437,2.7701
2012-07-11,3.4173,2.7665
2012-07-12,3.4011,2.8325
2012-07-13,3.4555,2.8848
2012-07-16,3.4561,2.8383
2012-07-17,3.4363,2.8383
2012-07-18,3.3959,2.8523
2012-07-19,3.4163,2.8793
2012-07-20,3.3844,2.8448
2012-07-23,3.412,2.8094
2012-07-24,3.467,2.8094
2012-07-25,3.4852,2.7667
2012-07-26,3.4561,2.7805
2012-07-27,3.3855,2.7666
2012-07-30,3.3511,2.8156
2012-07-31,3.3649,2.8156
2012-08-01,3.3417,2.8111
2012-08-02,3.3386,2.763
2012-08-03,3.3234,2.8437
2012-08-06,3.3395,2.8332
2012-08-07,3.2591,2.8332
2012-08-08,3.2572,2.858
2012-08-09,3.3159,2.8481
2012-08-10,3.3069,2.8707
2012-08-13,3.3405,2.9526
2012-08-14,3.3082,2.9526
2012-08-15,3.3058,2.9135
2012-08-16,3.3297,2.9061
2012-08-17,3.3204,2.8966
2012-08-20,3.3076,2.89
2012-08-21,3.3087,2.89
2012-08-22,3.2687,2.9005
2012-08-23,3.2745,2.9022
2012-08-24,3.2511,2.8695
2012-08-27,3.2799,2.8791
2012-08-28,3.2546,2.8791
2012-08-29,3.2684,2.899
2012-08-30,3.3125,2.8689
2012-08-31,3.3457,2.887
2012-09-03,3.3118,2.9011
2012-09-04,3.3365,2.9011
2012-09-05,3.3368,2.9338
2012-09-06,3.3399,2.9772
2012-09-07,3.2912,3.002
2012-09-10,3.2445,3.0172
2012-09-11,3.2192,3.0172
2012-09-12,3.2128,3.1145
2012-09-13,3.1736,3.1658
2012-09-14,3.1804,3.1762
2012-09-17,3.1006,3.1559
2012-09-18,3.1357,3.1559
2012-09-19,3.1514,3.1573
2012-09-20,3.1805,3.1995
2012-09-21,3.2148,3.1845
2012-09-24,3.1796,3.3360000000000003
2012-09-25,3.2162,3.3360000000000003
2012-09-26,3.1998,3.3604
2012-09-27,3.2317,3.2510000000000003
2012-09-28,3.2186,3.2197
2012-10-01,3.1739,3.2594
2012-10-02,3.1884,3.2594
2012-10-03,3.1733,3.2622
2012-10-04,3.1703,3.2877
2012-10-05,3.1554,3.3434
2012-10-08,3.133,3.2985
2012-10-09,3.1471,3.2985
2012-10-10,3.1481,3.2576
2012-10-11,3.1674,3.177
2012-10-12,3.1669,3.181
2012-10-15,3.1594,3.1448
2012-10-16,3.1507,3.1448
2012-10-17,3.1366,3.1216
2012-10-18,3.1272,3.1161
2012-10-19,3.1275,3.1942
2012-10-22,3.1507,3.1517
2012-10-23,3.1431,3.1517
2012-10-24,3.1789,3.1842
2012-10-25,3.1956,3.1567
2012-10-26,3.1863,3.1481
2012-10-29,3.2153,3.093
2012-10-30,3.2167,3.093
2012-10-31,3.1866,3.0544
2012-11-01,3.1856,3.1031
2012-11-02,3.1807,3.2857
2012-11-05,3.1975,3.1557
2012-11-06,3.2266,3.1557
2012-11-07,3.2195,3.1664
2012-11-08,3.227,3.1752
2012-11-09,3.2699,3.1582
2012-11-12,3.2861,3.2186
2012-11-13,3.2749,3.2186
2012-11-14,3.2912,3.2407
2012-11-15,3.2826,3.2181
2012-11-16,3.2612,3.2623
2012-11-19,3.2652,3.2929
2012-11-20,3.2486,3.2929
2012-11-21,3.2226,3.2557
2012-11-22,3.2213,3.3043
2012-11-23,3.1872,3.2979
2012-11-26,3.1910000000000003,3.3579
2012-11-27,3.1651,3.3579
2012-11-28,3.156,3.4124
2012-11-29,3.1864,3.3828
2012-11-30,3.1528,3.3946
2012-12-03,3.1613,3.339
2012-12-04,3.149,3.339
2012-12-05,3.1539,3.3103
2012-12-06,3.1533,3.3244
2012-12-07,3.1625,3.326
2012-12-10,3.2012,3.338
2012-12-11,3.1891,3.338
2012-12-12,3.1495,3.3734
2012-12-13,3.1418,3.4258
2012-12-14,3.1302,3.4601
2012-12-17,3.1237,3.4834
2012-12-18,3.1071,3.4834
2012-12-19,3.1058,3.4362
2012-12-20,3.0624,3.442
2012-12-21,3.0749,3.4106
2012-12-24,3.0771,3.3994
2012-12-25,3.0879,3.3994
2012-12-26,3.0879,3.4002
2012-12-27,3.0879,3.4002
2012-12-28,3.0671,3.3698
2012-12-31,3.0956,3.4457
2013-01-01,3.0878,3.4457
2013-01-02,3.0878,3.4454
2013-01-03,3.071,3.4583
2013-01-04,3.1204,3.4381
2013-01-07,3.1636,3.5111
2013-01-08,3.1592,3.5111
2013-01-09,3.1518,3.5201
2013-01-10,3.1472,3.5214
2013-01-11,3.1181,3.4842
2013-01-14,3.0887,3.4856
2013-01-15,3.0882,3.4856
2013-01-16,3.0915,3.45
2013-01-17,3.1115,3.4673
2013-01-18,3.0822,3.4165
2013-01-21,3.1113,3.3499
2013-01-22,3.1299,3.3499
2013-01-23,3.1341,3.3480000000000003
2013-01-24,3.1236,3.2921
2013-01-25,3.1395,3.3057
2013-01-28,3.1011,3.2309
2013-01-29,3.1233,3.2309
2013-01-30,3.1333,3.2109
2013-01-31,3.1008,3.2452
2013-02-01,3.0956,3.2061
2013-02-04,3.063,3.2073
2013-02-05,3.0726,3.2073
2013-02-06,3.0889,3.1863
2013-02-07,3.0974,3.2027
2013-02-08,3.0921,3.1864
2013-02-11,3.1099,3.1586
2013-02-12,3.1019,3.1586
2013-02-13,3.1076,3.1987
2013-02-14,3.0948,3.1645
2013-02-15,3.1339,3.1825
2013-02-18,3.1449,3.263
2013-02-19,3.1374,3.263
2013-02-20,3.1223,3.1777
2013-02-21,3.1091,3.1419
2013-02-22,3.1651,3.1642
2013-02-25,3.1502,3.1431
2013-02-26,3.1171,3.1431
2013-02-27,3.1871,3.1065
2013-02-28,3.18,3.1176
2013-03-01,3.1621,3.0657
2013-03-04,3.1905,3.0913
2013-03-05,3.1827,3.1077
2013-03-06,3.1694,3.1210000000000004
2013-03-07,3.1834,3.1548
2013-03-08,3.1908,3.1741
2013-03-11,3.1612,3.1064
2013-03-12,3.1916,3.1076
2013-03-13,3.1755,3.1325
2013-03-14,3.1881,3.1587
2013-03-15,3.2116,3.1806
2013-03-18,3.1717,3.1702
2013-03-19,3.2149,3.1488
2013-03-20,3.2098,3.1373
2013-03-21,3.2143,3.127
2013-03-22,3.24,3.1399
2013-03-25,3.2285,3.1628
2013-03-26,3.2166,3.1477
2013-03-27,3.2482,3.1166
2013-03-28,3.2752,3.1026
2013-03-29,3.2647,3.1167
2013-04-01,3.2647,3.1353
2013-04-02,3.2647,3.1089
2013-04-03,3.259,3.1117
2013-04-04,3.2669,3.1060000000000003
2013-04-05,3.2678,3.1615
2013-04-08,3.2245,3.1915
2013-04-09,3.17,3.1915
2013-04-10,3.1675,3.1915
2013-04-11,3.1453,3.1803
2013-04-12,3.1347,3.1937
2013-04-15,3.1443,3.1781
2013-04-16,3.1444,3.1798
2013-04-17,3.1351,3.2202
2013-04-18,3.1339,3.1911
2013-04-19,3.1542,3.1929
2013-04-22,3.1264,3.1996
2013-04-23,3.151,3.1777
2013-04-24,3.1826,3.202
2013-04-25,3.1806,3.1915
2013-04-26,3.1703,3.1605
2013-04-29,3.1995,3.1646
2013-04-30,3.1502,3.1588
2013-05-01,3.175,3.1564
2013-05-02,3.175,3.1564
2013-05-03,3.1434,3.1752
2013-05-06,3.1575,3.1722
2013-05-07,3.1674,3.1867
2013-05-08,3.1678,3.2194
2013-05-09,3.1489,3.2173
2013-05-10,3.1397,3.2551
2013-05-13,3.1903,3.263
2013-05-14,3.2032,3.2783
2013-05-15,3.2107,3.3445
2013-05-16,3.2515,3.3656
2013-05-17,3.2449,3.415
2013-05-20,3.2407,3.4288
2013-05-21,3.2538,3.4085
2013-05-22,3.2565,3.3984
2013-05-23,3.2333,3.391
2013-05-24,3.266,3.4497
2013-05-27,3.2446,3.4628
2013-05-28,3.241,3.4696
2013-05-29,3.2312,3.4533
2013-05-30,3.262,3.4824
2013-05-31,3.2963,3.5273
2013-06-03,3.2902,3.5407
2013-06-04,3.28,3.5810000000000004
2013-06-05,3.2359,3.537
2013-06-06,3.2488,3.5253
2013-06-07,3.2596,3.484
2013-06-10,3.2472,3.3902
2013-06-11,3.2199,3.4456
2013-06-12,3.2238,3.4242
2013-06-13,3.2034,3.4649
2013-06-14,3.2028,3.4498
2013-06-17,3.1833,3.438
2013-06-18,3.1713,3.4125
2013-06-19,3.1818,3.3925
2013-06-20,3.1775,3.3703
2013-06-21,3.2714,3.337
2013-06-24,3.2844,3.3573
2013-06-25,3.3242,3.3944
2013-06-26,3.2884,3.4071
2013-06-27,3.3358,3.4052
2013-06-28,3.3151,3.4072
2013-07-01,3.3162,3.4524
2013-07-02,3.3235,3.3747
2013-07-03,3.3286,3.3515
2013-07-04,3.3463,3.3479
2013-07-05,3.3182,3.3492
2013-07-08,3.3259,3.3848
2013-07-09,3.3431,3.4046
2013-07-10,3.3649,3.4437
2013-07-11,3.3813,3.4173
2013-07-12,3.3233,3.4011
2013-07-15,3.3139,3.4555
2013-07-16,3.2935,3.4561
2013-07-17,3.2444,3.4363
2013-07-18,3.2438,3.3959
2013-07-19,3.2452,3.4163
2013-07-22,3.2362,3.3844
2013-07-23,3.2033,3.412
2013-07-24,3.1978,3.467
2013-07-25,3.1764,3.4852
2013-07-26,3.2141,3.4561
2013-07-29,3.1957,3.3855
2013-07-30,3.1872,3.3511
2013-07-31,3.1807,3.3649
2013-08-01,3.1917,3.3417
2013-08-02,3.1993,3.3386
2013-08-05,3.2228,3.3234
2013-08-06,3.1826,3.3395
2013-08-07,3.1735,3.2591
2013-08-08,3.1695,3.2572
2013-08-09,3.1487,3.3159
2013-08-12,3.1315,3.3069
2013-08-13,3.1542,3.3405
2013-08-14,3.1537,3.3082
2013-08-15,3.1743,3.3058
2013-08-16,3.1633,3.3297
2013-08-19,3.1695,3.3204
2013-08-20,3.1852,3.3076
2013-08-21,3.1561,3.3087
2013-08-22,3.1682,3.2687
2013-08-23,3.1837,3.2745
2013-08-26,3.1691,3.2511
2013-08-27,3.1648,3.2799
2013-08-28,3.1834,3.2546
2013-08-29,3.2165,3.2684
2013-08-30,3.2282,3.3125
2013-09-02,3.2212,3.3457
2013-09-03,3.2216,3.3118
2013-09-04,3.2423,3.3365
2013-09-05,3.2392,3.3368
2013-09-06,3.247,3.3399
2013-09-09,3.2744,3.2912
2013-09-10,3.2386,3.2445
2013-09-11,3.2171,3.2192
2013-09-12,3.1906,3.2128
2013-09-13,3.1701,3.1736
2013-09-16,3.1681,3.1804
2013-09-17,3.1402,3.1006
2013-09-18,3.1602,3.1357
2013-09-19,3.1702,3.1514
2013-09-20,3.0881,3.1805
2013-09-23,3.1299,3.2148
2013-09-24,3.1289,3.1796
2013-09-25,3.1373,3.2162
2013-09-26,3.1224,3.1998
2013-09-27,3.1321,3.2317
2013-09-30,3.1233,3.2186
2013-10-01,3.1313,3.1739
2013-10-02,3.1214,3.1884
2013-10-03,3.1217,3.1733
2013-10-04,3.0935,3.1703
2013-10-07,3.0931,3.1554
2013-10-08,3.091,3.133
2013-10-09,3.0886,3.1471
2013-10-10,3.1073,3.1481
2013-10-11,3.1007,3.1674
2013-10-14,3.091,3.1669
2013-10-15,3.0838,3.1594
2013-10-16,3.0987,3.1507
2013-10-17,3.0798,3.1366
2013-10-18,3.0555,3.1272
2013-10-21,3.0552,3.1275
2013-10-22,3.0602,3.1507
2013-10-23,3.0584,3.1431
2013-10-24,3.0383,3.1789
2013-10-25,3.0323,3.1956
2013-10-28,3.0383,3.1863
2013-10-29,3.0365,3.2153
2013-10-30,3.0388,3.2167
2013-10-31,3.039,3.1866
2013-11-01,3.063,3.1856
2013-11-04,3.1007,3.1807
2013-11-05,3.0933,3.1975
2013-11-06,3.0978,3.2266
2013-11-07,3.0833,3.2195
2013-11-08,3.1143,3.227
2013-11-11,3.1123,3.2699
2013-11-12,3.1391,3.2861
2013-11-13,3.1295,3.2749
2013-11-14,3.1323,3.2912
2013-11-15,3.1151,3.2826
2013-11-18,3.1077,3.2612
2013-11-19,3.0891,3.2652
2013-11-20,3.0980000000000003,3.2486
2013-11-21,3.0951,3.2226
2013-11-22,3.1119,3.2213
2013-11-25,3.1053,3.1872
2013-11-26,3.1017,3.1910000000000003
2013-11-27,3.0994,3.1651
2013-11-28,3.0918,3.156
2013-11-29,3.0858,3.1864
2013-12-02,3.0901,3.1528
2013-12-03,3.0975,3.1613
2013-12-04,3.0956,3.149
2013-12-05,3.0888,3.1539
2013-12-06,3.0818,3.1533
2013-12-09,3.0699,3.1625
2013-12-10,3.0511,3.2012
2013-12-11,3.0418,3.1891
2013-12-12,3.0385,3.1495
2013-12-13,3.0362,3.1418
2013-12-16,3.0448,3.1302
2013-12-17,3.0312,3.1237
2013-12-18,3.0395,3.1071
2013-12-19,3.039,3.1058
2013-12-20,3.054,3.0624
2013-12-23,3.0504,3.0749
2013-12-24,3.0358,3.0771
2013-12-25,3.027,3.0879
2013-12-26,3.027,3.0879
2013-12-27,3.027,3.0879
2013-12-30,3.0053,3.0671
2013-12-31,3.01,3.0956
2014-01-01,3.0123,3.0878
2014-01-02,3.0123,3.0878
2014-01-03,3.0526,3.071
2014-01-06,3.0554,3.1204
2014-01-07,3.0704,3.1636
2014-01-08,3.0625,3.1592
2014-01-09,3.0725,3.1518
2014-01-10,3.0675,3.1472
2014-01-13,3.0727,3.1181
2014-01-14,3.0425,3.0887
2014-01-15,3.037,3.0882
2014-01-16,3.0556,3.0915
2014-01-17,3.0663,3.1115
2014-01-20,3.0657,3.0822
2014-01-21,3.0649,3.1113
2014-01-22,3.0793,3.1299
2014-01-23,3.0702,3.1341
2014-01-24,3.0559,3.1236
2014-01-27,3.0745,3.1395
2014-01-28,3.0732,3.1011
2014-01-29,3.0708,3.1233
2014-01-30,3.096,3.1333
2014-01-31,3.1171,3.1008
2014-02-03,3.1435,3.0956
2014-02-04,3.1295,3.063
2014-02-05,3.1101,3.0726
2014-02-06,3.0971,3.0889
2014-02-07,3.1034,3.0974
2014-02-10,3.0849,3.0921
2014-02-11,3.0652,3.1099
2014-02-12,3.0583,3.1019
2014-02-13,3.0692,3.1076
2014-02-14,3.0475,3.0948
2014-02-17,3.0273,3.1339
2014-02-18,3.0273,3.1449
2014-02-19,3.0251,3.1374
2014-02-20,3.0363,3.1223
2014-02-21,3.0498,3.1091
2014-02-24,3.0394,3.1651
2014-02-25,3.0272,3.1502
2014-02-26,3.0191,3.1171
2014-02-27,3.0315,3.1871
2014-02-28,3.0594,3.18
2014-03-03,3.0172,3.1621
2014-03-04,3.0453,3.1905
2014-03-05,3.0407,3.1827
2014-03-06,3.0436,3.1694
2014-03-07,3.0444,3.1834
2014-03-10,3.0171,3.1908
2014-03-11,3.0266,3.1612
2014-03-12,3.0448,3.1916
2014-03-13,3.044,3.1755
2014-03-14,3.029,3.1881
2014-03-17,3.0555,3.2116
2014-03-18,3.0361,3.1717
2014-03-19,3.0278,3.2149
2014-03-20,3.0175,3.2098
2014-03-21,3.0538,3.2143
2014-03-24,3.0461,3.24
2014-03-25,3.0438,3.2285
2014-03-26,3.0447,3.2166
2014-03-27,3.0312,3.2482
2014-03-28,3.0379,3.2752
2014-03-31,3.0336,3.2647
2014-04-01,3.0257,3.2647
2014-04-02,3.0297,3.2647
2014-04-03,3.0278,3.259
2014-04-04,3.0301,3.2669
2014-04-07,3.0401,3.2678
2014-04-08,3.042,3.2245
2014-04-09,3.0277,3.17
2014-04-10,3.0236,3.1675
2014-04-11,3.007,3.1453
2014-04-14,3.0159,3.1347
2014-04-15,3.0248,3.1443
2014-04-16,3.0333,3.1444
2014-04-17,3.0315,3.1351
2014-04-18,3.0268,3.1339
2014-04-21,3.0268,3.1542
2014-04-22,3.0268,3.1264
2014-04-23,3.0329,3.151
2014-04-24,3.0306,3.1826
2014-04-25,3.0329,3.1806
2014-04-28,3.0387,3.1703
2014-04-29,3.0351,3.1995
2014-04-30,3.0373,3.1502
2014-05-01,3.0342,3.175
2014-05-02,3.0342,3.175
2014-05-05,3.0324,3.1434
2014-05-06,3.0335,3.1575
2014-05-07,3.0132,3.1674
2014-05-08,3.0156,3.1678
2014-05-09,3.0052,3.1489
2014-05-12,3.0348,3.1397
2014-05-13,3.0380000000000003,3.1903
2014-05-14,3.0544,3.2032
2014-05-15,3.053,3.2107
2014-05-16,3.0597,3.2515
2014-05-19,3.0596,3.2449
2014-05-20,3.0527,3.2407
2014-05-21,3.0574,3.2538
2014-05-22,3.0629,3.2565
2014-05-23,3.0557,3.2333
2014-05-26,3.0544,3.266
2014-05-27,3.0473,3.2446
2014-05-28,3.053,3.241
2014-05-29,3.0544,3.2312
2014-05-30,3.0448,3.262
2014-06-02,3.0434,3.2963
2014-06-03,3.0411,3.2902
2014-06-04,3.0399,3.28
2014-06-05,3.042,3.2359
2014-06-06,3.0354,3.2488
2014-06-09,3.0166,3.2596
2014-06-10,3.0127,3.2472
2014-06-11,3.0308,3.2199
2014-06-12,3.0367,3.2238
2014-06-13,3.0337,3.2034
2014-06-16,3.049,3.2028
2014-06-17,3.0613,3.1833
2014-06-18,3.0492,3.1713
2014-06-19,3.0557,3.1818
2014-06-20,3.0342,3.1775
2014-06-23,3.062,3.2714
2014-06-24,3.0522,3.2844
2014-06-25,3.0504,3.3242
2014-06-26,3.0484,3.2884
2014-06-27,3.0451,3.3358
2014-06-30,3.0486,3.3151
2014-07-01,3.0435,3.3162
2014-07-02,3.0378,3.3235
2014-07-03,3.0357,3.3286
2014-07-04,3.0391,3.3463
2014-07-07,3.0464,3.3182
2014-07-08,3.0483,3.3259
2014-07-09,3.0425,3.3431
2014-07-10,3.0349,3.3649
2014-07-11,3.0447,3.3813
2014-07-14,3.0472,3.3233
2014-07-15,3.0372,3.3139
2014-07-16,3.0418,3.2935
2014-07-17,3.0574,3.2444
2014-07-18,3.064,3.2438
2014-07-21,3.0666,3.2452
2014-07-22,3.0708,3.2362
2014-07-23,3.0764,3.2033
2014-07-24,3.0702,3.1978
2014-07-25,3.0736,3.1764
2014-07-28,3.083,3.2141
2014-07-29,3.0847,3.1957
2014-07-30,3.0915,3.1872
2014-07-31,3.0980000000000003,3.1807
2014-08-01,3.1162,3.1917
2014-08-04,3.1271,3.1993
2014-08-05,3.108,3.2228
2014-08-06,3.1196,3.1826
2014-08-07,3.1506,3.1735
2014-08-08,3.1447,3.1695
2014-08-11,3.1379,3.1487
2014-08-12,3.1369,3.1315
2014-08-13,3.1515,3.1542
2014-08-14,3.1396,3.1537
2014-08-15,3.1256,3.1743
2014-08-18,3.1226,3.1633
2014-08-19,3.1296,3.1695
2014-08-20,3.1371,3.1852
2014-08-21,3.1488,3.1561
2014-08-22,3.1587,3.1682
2014-08-25,3.1554,3.1837
2014-08-26,3.1655,3.1691
2014-08-27,3.1707,3.1648
2014-08-28,3.1849,3.1834
2014-08-29,3.1981,3.2165
2014-09-01,3.1977,3.2282
2014-09-02,3.2043,3.2212
2014-09-03,3.2132,3.2216
2014-09-04,3.1864,3.2423
2014-09-05,3.2158,3.2392
2014-09-08,3.2385,3.247
2014-09-09,3.2262,3.2744
2014-09-10,3.2576,3.2386
2014-09-11,3.2510000000000003,3.2171
2014-09-12,3.2477,3.1906
2014-09-15,3.2462,3.1701
2014-09-16,3.2515,3.1681
2014-09-17,3.2401,3.1402
2014-09-18,3.2322,3.1602
2014-09-19,3.2575,3.1702
2014-09-22,3.2584,3.0881
2014-09-23,3.2554,3.1299
2014-09-24,3.2388,3.1289
2014-09-25,3.2508,3.1373
2014-09-26,3.286,3.1224
2014-09-29,3.2835,3.1321
2014-09-30,3.2932,3.1233
2014-10-01,3.32,3.1313
2014-10-02,3.3179,3.1214
2014-10-03,3.3062,3.1217
2014-10-06,3.3124,3.0935
2014-10-07,3.3302,3.0931
2014-10-08,3.3188,3.091
2014-10-09,3.3151,3.0886
2014-10-10,3.2718,3.1073
2014-10-13,3.3103,3.1007
2014-10-14,3.3059,3.091
2014-10-15,3.3237,3.0838
2014-10-16,3.3224,3.0987
2014-10-17,3.3168,3.0798
2014-10-20,3.3002,3.0555
2014-10-21,3.306,3.0552
2014-10-22,3.3054,3.0602
2014-10-23,3.3283,3.0584
2014-10-24,3.3381,3.0383
2014-10-27,3.3364,3.0323
2014-10-28,3.3312,3.0383
2014-10-29,3.3196,3.0365
2014-10-30,3.3173,3.0388
2014-10-31,3.3472,3.039
2014-11-03,3.3677,3.063
2014-11-04,3.3769,3.1007
2014-11-05,3.3761,3.0933
2014-11-06,3.3923,3.0978
2014-11-07,3.3725,3.0833
2014-11-10,3.4119,3.1143
2014-11-11,3.3755,3.1123
2014-11-12,3.3995,3.1391
2014-11-13,3.3843,3.1295
2014-11-14,3.3945,3.1323
2014-11-17,3.401,3.1151
2014-11-18,3.3801,3.1077
2014-11-19,3.3675,3.0891
2014-11-20,3.3653,3.0980000000000003
2014-11-21,3.3607,3.0951
2014-11-24,3.3849,3.1119
2014-11-25,3.3798,3.1053
2014-11-26,3.3699,3.1017
2014-11-27,3.3508,3.0994
2014-11-28,3.3492,3.0918
2014-12-01,3.3517,3.0858
2014-12-02,3.3509,3.0901
2014-12-03,3.3513,3.0975
2014-12-04,3.3734,3.0956
2014-12-05,3.3802,3.0888
2014-12-08,3.3674,3.0818
2014-12-09,3.3946,3.0699
2014-12-10,3.3634,3.0511
2014-12-11,3.3585,3.0418
2014-12-12,3.3632,3.0385
2014-12-15,3.3522,3.0362
2014-12-16,3.3625,3.0448
2014-12-17,3.3549,3.0312
2014-12-18,3.3948,3.0395
2014-12-19,3.4532,3.039
2014-12-22,3.4806,3.054
2014-12-23,3.4803,3.0504
