Date,LVL,YTD
2002-05-01,0.627,0.6299
2002-05-02,0.627,0.6299
2002-05-03,0.62622,0.62849
2002-05-06,0.62446,0.62822
2002-05-07,0.62336,0.62725
2002-05-08,0.62433,0.62787
2002-05-09,0.62555,0.6296
2002-05-10,0.6262,0.63068
2002-05-13,0.62382,0.63006
2002-05-14,0.62393,0.63125
2002-05-15,0.62591,0.6319
2002-05-16,0.62647,0.63116
2002-05-17,0.62462,0.6295
2002-05-20,0.62336,0.6295
2002-05-21,0.62171,0.63028
2002-05-22,0.62206,0.63034
2002-05-23,0.62117,0.63166
2002-05-24,0.62227,0.63273
2002-05-27,0.62255,0.6325
2002-05-28,0.62263,0.63264
2002-05-29,0.6228,0.63327
2002-05-30,0.62135,0.6333
2002-05-31,0.61963,0.63321
2002-06-03,0.61947,0.63408
2002-06-04,0.62085,0.63447
2002-06-05,0.6159,0.63421
2002-06-06,0.6184,0.63497
2002-06-07,0.61762,0.63432
2002-06-10,0.61585,0.63584
2002-06-11,0.61539,0.63545
2002-06-12,0.61601,0.63598
2002-06-13,0.61521,0.63595
2002-06-14,0.61527,0.63533
2002-06-17,0.61342,0.6353
2002-06-18,0.61458,0.63011
2002-06-19,0.61293,0.63349
2002-06-20,0.61071,0.63377
2002-06-21,0.60978,0.63597
2002-06-24,0.60824,0.63611
2002-06-25,0.60382,0.63614
2002-06-26,0.60585,0.63495
2002-06-27,0.59917,0.63233
2002-06-28,0.60281,0.6321
2002-07-01,0.6004,0.6353
2002-07-02,0.60214,0.63573
2002-07-03,0.60398,0.63655
2002-07-04,0.60521,0.63575
2002-07-05,0.6049,0.64995
2002-07-08,0.60648,0.63904
2002-07-09,0.60297,0.64015
2002-07-10,0.6007,0.6379
2002-07-11,0.60093,0.6364
2002-07-12,0.60167,0.63396
2002-07-15,0.60012,0.63575
2002-07-16,0.59607,0.63591
2002-07-17,0.59366,0.63591
2002-07-18,0.59559,0.63739
2002-07-19,0.59614,0.63465
2002-07-22,0.59393,0.6312
2002-07-23,0.59538,0.6291
2002-07-24,0.59859,0.63174
2002-07-25,0.59798,0.63149
2002-07-26,0.59686,0.62936
2002-07-29,0.59732,0.63031
2002-07-30,0.60228,0.6299
2002-07-31,0.60203,0.63124
2002-08-01,0.6037,0.6305
2002-08-02,0.604,0.62913
2002-08-05,0.60053,0.62972
2002-08-06,0.60167,0.62991
2002-08-07,0.60687,0.63055
2002-08-08,0.60672,0.6331
2002-08-09,0.60721,0.63334
2002-08-12,0.60571,0.63233
2002-08-13,0.60399,0.62769
2002-08-14,0.60343,0.62585
2002-08-15,0.60039,0.62734
2002-08-16,0.60203,0.62201
2002-08-19,0.59949,0.62073
2002-08-20,0.60047,0.62092
2002-08-21,0.60131,0.62029
2002-08-22,0.60264,0.62029
2002-08-23,0.60276,0.61849
2002-08-26,0.60617,0.62215
2002-08-27,0.60643,0.62165
2002-08-28,0.60395,0.622
2002-08-29,0.60218,0.62287
2002-08-30,0.60124,0.62037
2002-09-02,0.60073,0.62067
2002-09-03,0.60106,0.6188
2002-09-04,0.59839,0.6207
2002-09-05,0.59807,0.62308
2002-09-06,0.59689,0.62558
2002-09-09,0.5981,0.6262
2002-09-10,0.60159,0.62522
2002-09-11,0.60205,0.62297
2002-09-12,0.60211,0.62517
2002-09-13,0.60244,0.61942
2002-09-16,0.60204,0.61898
2002-09-17,0.60663,0.61872
2002-09-18,0.60815,0.61528
2002-09-19,0.60535,0.61636
2002-09-20,0.60312,0.61676
2002-09-23,0.6047,0.61583
2002-09-24,0.60421,0.61598
2002-09-25,0.60531,0.6172
2002-09-26,0.60608,0.61715
2002-09-27,0.60494,0.61666
2002-09-30,0.60558,0.61803
2002-10-01,0.60254,0.61921
2002-10-02,0.60349,0.61863
2002-10-03,0.60447,0.6178
2002-10-04,0.60273,0.61809
2002-10-07,0.60284,0.61917
2002-10-08,0.60461,0.6162
2002-10-09,0.60653,0.61515
2002-10-10,0.60709,0.61525
2002-10-11,0.60516,0.61679
2002-10-14,0.60597,0.61907
2002-10-15,0.606,0.61991
2002-10-16,0.60744,0.61812
2002-10-17,0.60643,0.61997
2002-10-18,0.6076,0.62059
2002-10-21,0.61007,0.6201
2002-10-22,0.60956,0.62071
2002-10-23,0.61005,0.62248
2002-10-24,0.60921,0.6253
2002-10-25,0.60967,0.62443
2002-10-28,0.60893,0.62549
2002-10-29,0.60965,0.62428
2002-10-30,0.60652,0.62143
2002-10-31,0.60611,0.61948
2002-11-01,0.60523,0.62033
2002-11-04,0.60257,0.61856
2002-11-05,0.60388,0.61937
2002-11-06,0.60176,0.62192
2002-11-07,0.60342,0.62147
2002-11-08,0.60092,0.62026
2002-11-11,0.59761,0.62049
2002-11-12,0.59639,0.62139
2002-11-13,0.59756,0.62159
2002-11-14,0.59813,0.62429
2002-11-15,0.59733,0.62581
2002-11-18,0.59926,0.6255
2002-11-19,0.59891,0.62555
2002-11-20,0.59714,0.62777
2002-11-21,0.60066,0.62715
2002-11-22,0.60006,0.6278
2002-11-25,0.60016,0.62953
2002-11-26,0.60323,0.62877
2002-11-27,0.60262,0.62837
2002-11-28,0.6027,0.62893
2002-11-29,0.60217,0.62745
2002-12-02,0.6028,0.62507
2002-12-03,0.60541,0.62587
2002-12-04,0.60209,0.62555
2002-12-05,0.60052,0.6266
2002-12-06,0.60144,0.62619
2002-12-09,0.60054,0.62605
2002-12-10,0.59655,0.6263
2002-12-11,0.5942,0.62791
2002-12-12,0.59591,0.6264
2002-12-13,0.59512,0.62542
2002-12-16,0.59319,0.62451
2002-12-17,0.59283,0.62456
2002-12-18,0.59096,0.6236
2002-12-19,0.59316,0.6245
2002-12-20,0.59106,0.62507
2002-12-23,0.59103,0.62599
2002-12-24,0.58831,0.62742
2002-12-25,0.58926,0.63083
2002-12-26,0.58926,0.63083
2002-12-27,0.58926,0.63083
2002-12-30,0.5877,0.63108
2002-12-31,0.58751,0.63123
2003-01-01,0.58549,0.63123
2003-01-02,0.58549,0.63123
2003-01-03,0.58721,0.6268
2003-01-06,0.58834,0.62683
2003-01-07,0.58677,0.62855
2003-01-08,0.58839,0.63054
2003-01-09,0.59034,0.63172
2003-01-10,0.58704,0.63199
2003-01-13,0.58764,0.63217
2003-01-14,0.58679,0.6383
2003-01-15,0.58523,0.6319
2003-01-16,0.58522,0.63181
2003-01-17,0.58415,0.6348
2003-01-20,0.58261,0.63499
2003-01-21,0.58378,0.63678
2003-01-22,0.58293,0.6371
2003-01-23,0.58099,0.63862
2003-01-24,0.5799,0.63844
2003-01-27,0.57836,0.64093
2003-01-28,0.57654,0.64354
2003-01-29,0.57772,0.64549
2003-01-30,0.57619,0.64668
2003-01-31,0.57853,0.64511
2003-02-03,0.57831,0.64305
2003-02-04,0.58011,0.64249
2003-02-05,0.57808,0.64472
2003-02-06,0.57507,0.64413
2003-02-07,0.57718,0.64439
2003-02-10,0.5779,0.6437
2003-02-11,0.57744,0.64222
2003-02-12,0.58033,0.64078
2003-02-13,0.57982,0.64092
2003-02-14,0.5791,0.63967
2003-02-17,0.57871,0.64006
2003-02-18,0.58025,0.63986
2003-02-19,0.57934,0.63993
2003-02-20,0.57927,0.6407
2003-02-21,0.57856,0.63925
2003-02-24,0.57455,0.6405
2003-02-25,0.58008,0.63873
2003-02-26,0.57843,0.63973
2003-02-27,0.57854,0.64121
2003-02-28,0.57679,0.6425
2003-03-03,0.57856,0.64212
2003-03-04,0.57796,0.63947
2003-03-05,0.57551,0.63973
2003-03-06,0.57405,0.63833
2003-03-07,0.57375,0.63728
2003-03-10,0.5717,0.63487
2003-03-11,0.57191,0.63283
2003-03-12,0.57229,0.63471
2003-03-13,0.57363,0.63541
2003-03-14,0.57787,0.63602
2003-03-17,0.57986,0.63365
2003-03-18,0.57902,0.63267
2003-03-19,0.58407,0.6349
2003-03-20,0.5842,0.63393
2003-03-21,0.58403,0.63399
2003-03-24,0.58485,0.63412
2003-03-25,0.58322,0.63457
2003-03-26,0.5818,0.63557
2003-03-27,0.58273,0.63592
2003-03-28,0.58137,0.63606
2003-03-31,0.58173,0.63595
2003-04-01,0.57751,0.63595
2003-04-02,0.57782,0.63595
2003-04-03,0.57932,0.6351
2003-04-04,0.58223,0.63501
2003-04-07,0.582,0.63416
2003-04-08,0.58571,0.63487
2003-04-09,0.58349,0.63477
2003-04-10,0.58183,0.63528
2003-04-11,0.58047,0.6331
2003-04-14,0.58202,0.63407
2003-04-15,0.58201,0.63444
2003-04-16,0.58086,0.63383
2003-04-17,0.57955,0.63319
2003-04-18,0.57811,0.63108
2003-04-21,0.57811,0.6308
2003-04-22,0.57811,0.63122
2003-04-23,0.57807,0.63116
2003-04-24,0.57803,0.63142
2003-04-25,0.57622,0.63068
2003-04-28,0.57724,0.62894
2003-04-29,0.57542,0.62858
2003-04-30,0.57685,0.62658
2003-05-01,0.57263,0.627
2003-05-02,0.57263,0.627
2003-05-05,0.56989,0.62622
2003-05-06,0.57051,0.62446
2003-05-07,0.5677,0.62336
2003-05-08,0.56577,0.62433
2003-05-09,0.56476,0.62555
2003-05-12,0.56567,0.6262
2003-05-13,0.56221,0.62382
2003-05-14,0.56364,0.62393
2003-05-15,0.56361,0.62591
2003-05-16,0.56327,0.62647
2003-05-19,0.563,0.62462
2003-05-20,0.55982,0.62336
2003-05-21,0.56072,0.62171
2003-05-22,0.55976,0.62206
2003-05-23,0.55922,0.62117
2003-05-26,0.55802,0.62227
2003-05-27,0.55752,0.62255
2003-05-28,0.55575,0.62263
2003-05-29,0.55989,0.6228
2003-05-30,0.55988,0.62135
2003-06-02,0.55913,0.61963
2003-06-03,0.56203,0.61947
2003-06-04,0.56112,0.62085
2003-06-05,0.56137,0.6159
2003-06-06,0.55992,0.6184
2003-06-09,0.55938,0.61762
2003-06-10,0.56106,0.61585
2003-06-11,0.56159,0.61539
2003-06-12,0.55993,0.61601
2003-06-13,0.55966,0.61521
2003-06-16,0.56004,0.61527
2003-06-17,0.55855,0.61342
2003-06-18,0.55972,0.61458
2003-06-19,0.56099,0.61293
2003-06-20,0.5613,0.61071
2003-06-23,0.56062,0.60978
2003-06-24,0.5627,0.60824
2003-06-25,0.56204,0.60382
2003-06-26,0.5616,0.60585
2003-06-27,0.56438,0.59917
2003-06-30,0.56742,0.60281
2003-07-01,0.56787,0.6004
2003-07-02,0.56588,0.60214
2003-07-03,0.56524,0.60398
2003-07-04,0.56533,0.60521
2003-07-07,0.56463,0.6049
2003-07-08,0.56725,0.60648
2003-07-09,0.56966,0.60297
2003-07-10,0.56962,0.6007
2003-07-11,0.56868,0.60093
2003-07-14,0.56836,0.60167
2003-07-15,0.56961,0.60012
2003-07-16,0.5701,0.59607
2003-07-17,0.57506,0.59366
2003-07-18,0.57315,0.59559
2003-07-21,0.57358,0.59614
2003-07-22,0.57196,0.59393
2003-07-23,0.57066,0.59538
2003-07-24,0.56942,0.59859
2003-07-25,0.56833,0.59798
2003-07-28,0.56801,0.59686
2003-07-29,0.56767,0.59732
2003-07-30,0.56866,0.60228
2003-07-31,0.56953,0.60203
2003-08-01,0.57166,0.6037
2003-08-04,0.57516,0.604
2003-08-05,0.5723,0.60053
2003-08-06,0.57213,0.60167
2003-08-07,0.57075,0.60687
2003-08-08,0.57157,0.60672
2003-08-11,0.57116,0.60721
2003-08-12,0.57158,0.60571
2003-08-13,0.57134,0.60399
2003-08-14,0.5724,0.60343
2003-08-15,0.57223,0.60039
2003-08-18,0.57224,0.60203
2003-08-19,0.57428,0.59949
2003-08-20,0.57623,0.60047
2003-08-21,0.57458,0.60131
2003-08-22,0.57571,0.60264
2003-08-25,0.57738,0.60276
2003-08-26,0.57724,0.60617
2003-08-27,0.57979,0.60643
2003-08-28,0.57779,0.60395
2003-08-29,0.57942,0.60218
2003-09-01,0.57646,0.60124
2003-09-02,0.57601,0.60073
2003-09-03,0.57858,0.60106
2003-09-04,0.57962,0.59839
2003-09-05,0.57903,0.59807
2003-09-08,0.57686,0.59689
2003-09-09,0.57384,0.5981
2003-09-10,0.57207,0.60159
2003-09-11,0.57152,0.60205
2003-09-12,0.57083,0.60211
2003-09-15,0.5717,0.60244
2003-09-16,0.56945,0.60204
2003-09-17,0.57018,0.60663
2003-09-18,0.57064,0.60815
2003-09-19,0.56873,0.60535
2003-09-22,0.56683,0.60312
2003-09-23,0.56139,0.6047
2003-09-24,0.56097,0.60421
2003-09-25,0.5607,0.60531
2003-09-26,0.56043,0.60608
2003-09-29,0.56029,0.60494
2003-09-30,0.56129,0.60558
2003-10-01,0.5563,0.60254
2003-10-02,0.55651,0.60349
2003-10-03,0.55559,0.60447
2003-10-06,0.55579,0.60273
2003-10-07,0.55782,0.60284
2003-10-08,0.55396,0.60461
2003-10-09,0.55369,0.60653
2003-10-10,0.55319,0.60709
2003-10-13,0.5526,0.60516
2003-10-14,0.55382,0.60597
2003-10-15,0.55553,0.606
2003-10-16,0.55412,0.60744
2003-10-17,0.55506,0.60643
2003-10-20,0.55575,0.6076
2003-10-21,0.55508,0.61007
2003-10-22,0.55571,0.60956
2003-10-23,0.55362,0.61005
2003-10-24,0.55235,0.60921
2003-10-27,0.55225,0.60967
2003-10-28,0.55286,0.60893
2003-10-29,0.55504,0.60965
2003-10-30,0.55418,0.60652
2003-10-31,0.55308,0.60611
2003-11-03,0.55558,0.60523
2003-11-04,0.55673,0.60257
2003-11-05,0.55903,0.60388
2003-11-06,0.5587,0.60176
2003-11-07,0.55909,0.60342
2003-11-10,0.56005,0.60092
2003-11-11,0.55735,0.59761
2003-11-12,0.55719,0.59639
2003-11-13,0.55586,0.59756
2003-11-14,0.55368,0.59813
2003-11-17,0.55079,0.59733
2003-11-18,0.55042,0.59926
2003-11-19,0.55077,0.59891
2003-11-20,0.54845,0.59714
2003-11-21,0.54824,0.60066
2003-11-24,0.54811,0.60006
2003-11-25,0.54986,0.60016
2003-11-26,0.55167,0.60323
2003-11-27,0.55005,0.60262
2003-11-28,0.54856,0.6027
2003-12-01,0.54652,0.60217
2003-12-02,0.54572,0.6028
2003-12-03,0.54672,0.60541
2003-12-04,0.54379,0.60209
2003-12-05,0.54423,0.60052
2003-12-08,0.54406,0.60144
2003-12-09,0.54117,0.60054
2003-12-10,0.53997,0.59655
2003-12-11,0.54073,0.5942
2003-12-12,0.54156,0.59591
2003-12-15,0.54007,0.59512
2003-12-16,0.54088,0.59319
2003-12-17,0.53918,0.59283
2003-12-18,0.53895,0.59096
2003-12-19,0.53705,0.59316
2003-12-22,0.53696,0.59106
2003-12-23,0.53667,0.59103
2003-12-24,0.53777,0.58831
2003-12-25,0.5372,0.58926
2003-12-26,0.5372,0.58926
2003-12-29,0.5372,0.58926
2003-12-30,0.53516,0.5877
2003-12-31,0.53497,0.58751
2004-01-01,0.53246,0.58549
2004-01-02,0.53246,0.58549
2004-01-05,0.53328,0.58721
2004-01-06,0.53148,0.58834
2004-01-07,0.52948,0.58677
2004-01-08,0.53088,0.58839
2004-01-09,0.53158,0.59034
2004-01-12,0.52972,0.58704
2004-01-13,0.52767,0.58764
2004-01-14,0.52898,0.58679
2004-01-15,0.52986,0.58523
2004-01-16,0.53162,0.58522
2004-01-19,0.5339,0.58415
2004-01-20,0.5373,0.58261
2004-01-21,0.53382,0.58378
2004-01-22,0.53232,0.58293
2004-01-23,0.52974,0.58099
2004-01-26,0.52978,0.5799
2004-01-27,0.53233,0.57836
2004-01-28,0.53327,0.57654
2004-01-29,0.53188,0.57772
2004-01-30,0.53361,0.57619
2004-02-02,0.53513,0.57853
2004-02-03,0.5335,0.57831
2004-02-04,0.53095,0.58011
2004-02-05,0.5321,0.57808
2004-02-06,0.53135,0.57507
2004-02-09,0.53268,0.57718
2004-02-10,0.52899,0.5779
2004-02-11,0.52703,0.57744
2004-02-12,0.52831,0.58033
2004-02-13,0.5257,0.57982
2004-02-16,0.52583,0.5791
2004-02-17,0.52696,0.57871
2004-02-18,0.52465,0.58025
2004-02-19,0.52527,0.57934
2004-02-20,0.52727,0.57927
2004-02-23,0.52934,0.57856
2004-02-24,0.53197,0.57455
2004-02-25,0.5314,0.58008
2004-02-26,0.53045,0.57843
2004-02-27,0.53472,0.57854
2004-03-01,0.53535,0.57679
2004-03-02,0.53332,0.57679
2004-03-03,0.53532,0.57856
2004-03-04,0.54097,0.57796
2004-03-05,0.54153,0.57551
2004-03-08,0.54085,0.57375
2004-03-09,0.53788,0.57375
2004-03-10,0.53758,0.5717
2004-03-11,0.53891,0.57191
2004-03-12,0.54031,0.57229
2004-03-15,0.54148,0.57787
2004-03-16,0.54015,0.57787
2004-03-17,0.53725,0.57986
2004-03-18,0.53841,0.57902
2004-03-19,0.53699,0.58407
2004-03-22,0.53532,0.58403
2004-03-23,0.53477,0.58403
2004-03-24,0.53592,0.58485
2004-03-25,0.53723,0.58322
2004-03-26,0.53924,0.5818
2004-03-29,0.53775,0.58137
2004-03-30,0.53854,0.58137
2004-03-31,0.53738,0.58173
2004-04-01,0.53501,0.57751
2004-04-02,0.53312,0.57782
2004-04-05,0.53328,0.58223
2004-04-06,0.53881,0.58223
2004-04-07,0.53863,0.582
2004-04-08,0.53822,0.58571
2004-04-09,0.53853,0.58349
2004-04-12,0.53853,0.58047
2004-04-13,0.53853,0.58047
2004-04-14,0.54038,0.58202
2004-04-15,0.54361,0.58201
2004-04-16,0.545,0.58086
2004-04-19,0.54459,0.57811
2004-04-20,0.54151,0.57811
2004-04-21,0.54385,0.57811
2004-04-22,0.5474,0.57811
2004-04-23,0.54679,0.57807
2004-04-26,0.54598,0.57622
2004-04-27,0.54595,0.57622
2004-04-28,0.54581,0.57724
2004-04-29,0.54548,0.57542
2004-04-30,0.54854,0.57685
2004-05-03,0.54591,0.57263
2004-05-04,0.54572,0.57263
2004-05-05,0.54332,0.56989
2004-05-06,0.5414,0.57051
2004-05-07,0.54193,0.5677
2004-05-10,0.5432,0.56476
2004-05-11,0.5502,0.56476
2004-05-12,0.55236,0.56567
2004-05-13,0.55157,0.56221
2004-05-14,0.55307,0.56364
2004-05-17,0.55262,0.56327
2004-05-18,0.54778,0.56327
2004-05-19,0.54911,0.563
2004-05-20,0.5475,0.55982
2004-05-21,0.54907,0.56072
2004-05-24,0.54567,0.55922
2004-05-25,0.54688,0.55922
2004-05-26,0.54497,0.55802
2004-05-27,0.54304,0.55752
2004-05-28,0.54131,0.55575
2004-05-31,0.53928,0.55988
2004-06-01,0.5391,0.55988
2004-06-02,0.53896,0.55913
2004-06-03,0.53845,0.56203
2004-06-04,0.54188,0.56112
2004-06-07,0.54167,0.55992
2004-06-08,0.53884,0.55992
2004-06-09,0.53872,0.55938
2004-06-10,0.54026,0.56106
2004-06-11,0.54232,0.56159
2004-06-14,0.54348,0.55966
2004-06-15,0.5452,0.55966
2004-06-16,0.54377,0.56004
2004-06-17,0.54221,0.55855
2004-06-18,0.5418,0.55972
2004-06-21,0.54136,0.5613
2004-06-22,0.53988,0.5613
2004-06-23,0.54098,0.56062
2004-06-24,0.54124,0.5627
2004-06-25,0.54009,0.56204
2004-06-28,0.53979,0.56438
2004-06-29,0.53809,0.56438
2004-06-30,0.5394,0.56742
2004-07-01,0.54052,0.56787
2004-07-02,0.53937,0.56588
2004-07-05,0.54067,0.56533
2004-07-06,0.53768,0.56533
2004-07-07,0.53733,0.56463
2004-07-08,0.53613,0.56725
2004-07-09,0.53596,0.56966
2004-07-12,0.53516,0.56868
2004-07-13,0.53424,0.56868
2004-07-14,0.53476,0.56836
2004-07-15,0.53501,0.56961
2004-07-16,0.53556,0.5701
2004-07-19,0.5359,0.57315
2004-07-20,0.5336,0.57315
2004-07-21,0.53484,0.57358
2004-07-22,0.53684,0.57196
2004-07-23,0.53766,0.57066
2004-07-26,0.53925,0.56833
2004-07-27,0.53951,0.56833
2004-07-28,0.53961,0.56801
2004-07-29,0.54354,0.56767
2004-07-30,0.5444,0.56866
2004-08-02,0.54365,0.57166
2004-08-03,0.54285,0.57166
2004-08-04,0.54334,0.57516
2004-08-05,0.54469,0.5723
2004-08-06,0.54327,0.57213
2004-08-09,0.54294,0.57157
2004-08-10,0.53899,0.57157
2004-08-11,0.53856,0.57116
2004-08-12,0.53993,0.57158
2004-08-13,0.53933,0.57134
2004-08-16,0.54055,0.57223
2004-08-17,0.53757,0.57223
2004-08-18,0.53761,0.57224
2004-08-19,0.53767,0.57428
2004-08-20,0.53702,0.57623
2004-08-23,0.53811,0.57571
2004-08-24,0.53894,0.57571
2004-08-25,0.54197,0.57738
2004-08-26,0.54375,0.57724
2004-08-27,0.54298,0.57979
2004-08-30,0.54282,0.57942
2004-08-31,0.54404,0.57942
2004-09-01,0.54298,0.57646
2004-09-02,0.54158,0.57601
2004-09-03,0.54157,0.57858
2004-09-06,0.54127,0.57903
2004-09-07,0.54387,0.57903
2004-09-08,0.54433,0.57686
2004-09-09,0.54448,0.57384
2004-09-10,0.5413,0.57207
2004-09-13,0.54104,0.57083
2004-09-14,0.54045,0.57083
2004-09-15,0.54049,0.5717
2004-09-16,0.54037,0.56945
2004-09-17,0.5417,0.57018
2004-09-20,0.54091,0.56873
2004-09-21,0.54228,0.56873
2004-09-22,0.53943,0.56683
2004-09-23,0.54071,0.56139
2004-09-24,0.53926,0.56097
2004-09-27,0.5392,0.56043
2004-09-28,0.54048,0.56043
2004-09-29,0.5396,0.56029
2004-09-30,0.53964,0.56129
2004-10-01,0.53808,0.5563
2004-10-04,0.53774,0.55559
2004-10-05,0.54027,0.55559
2004-10-06,0.54096,0.55579
2004-10-07,0.54161,0.55782
2004-10-08,0.54077,0.55396
2004-10-11,0.53991,0.55319
2004-10-12,0.53809,0.55319
2004-10-13,0.53939,0.5526
2004-10-14,0.54072,0.55382
2004-10-15,0.53793,0.55553
2004-10-18,0.53705,0.55506
2004-10-19,0.53599,0.55506
2004-10-20,0.53473,0.55575
2004-10-21,0.53328,0.55508
2004-10-22,0.53244,0.55571
2004-10-25,0.53252,0.55235
2004-10-26,0.52853,0.55235
2004-10-27,0.52886,0.55225
2004-10-28,0.52869,0.55286
2004-10-29,0.53049,0.55504
2004-11-01,0.5298,0.55308
2004-11-02,0.53004,0.55308
2004-11-03,0.53026,0.55558
2004-11-04,0.5294,0.55673
2004-11-05,0.52711,0.55903
2004-11-08,0.52754,0.55909
2004-11-09,0.52559,0.55909
2004-11-10,0.52575,0.56005
2004-11-11,0.52447,0.55735
2004-11-12,0.52684,0.55719
2004-11-15,0.52558,0.55368
2004-11-16,0.52428,0.55368
2004-11-17,0.52402,0.55079
2004-11-18,0.52288,0.55042
2004-11-19,0.52303,0.55077
2004-11-22,0.52266,0.54824
2004-11-23,0.52244,0.54824
2004-11-24,0.52021,0.54811
2004-11-25,0.51909,0.54986
2004-11-26,0.51797,0.55167
2004-11-29,0.51737,0.54856
2004-11-30,0.5177,0.54856
2004-12-01,0.51689,0.54652
2004-12-02,0.51617,0.54572
2004-12-03,0.5148,0.54672
2004-12-06,0.51564,0.54423
2004-12-07,0.51284,0.54423
2004-12-08,0.51263,0.54406
2004-12-09,0.51707,0.54117
2004-12-10,0.5168,0.53997
2004-12-13,0.52005,0.54156
2004-12-14,0.51771,0.54156
2004-12-15,0.51686,0.54007
2004-12-16,0.51491,0.54088
2004-12-17,0.51384,0.53918
2004-12-20,0.51636,0.53705
2004-12-21,0.51428,0.53705
2004-12-22,0.51463,0.53696
2004-12-23,0.51517,0.53667
2004-12-24,0.51397,0.53777
2004-12-27,0.51218,0.5372
2004-12-28,0.51275,0.5372
2004-12-29,0.51053,0.5372
2004-12-30,0.51198,0.53516
2004-12-31,0.51308,0.53497
2005-01-03,0.51237,0.53246
2005-01-04,0.51558,0.53246
2005-01-05,0.52114,0.53328
2005-01-06,0.52669,0.53148
2005-01-07,0.52871,0.52948
2005-01-10,0.52788,0.53158
2005-01-11,0.53186,0.53158
2005-01-12,0.53002,0.52972
2005-01-13,0.53003,0.52767
2005-01-14,0.52638,0.52898
2005-01-17,0.53197,0.53162
2005-01-18,0.53191,0.53162
2005-01-19,0.53292,0.5339
2005-01-20,0.53206,0.5373
2005-01-21,0.53803,0.53382
2005-01-24,0.53707,0.52974
2005-01-25,0.5328,0.52974
2005-01-26,0.53443,0.52978
2005-01-27,0.53526,0.53233
2005-01-28,0.53439,0.53327
2005-01-31,0.5341,0.53361
2005-02-01,0.53402,0.53361
2005-02-02,0.53435,0.53513
2005-02-03,0.53288,0.5335
2005-02-04,0.5355,0.53095
2005-02-07,0.53712,0.53135
2005-02-08,0.54197,0.53135
2005-02-09,0.54528,0.53268
2005-02-10,0.54553,0.52899
2005-02-11,0.54473,0.52703
2005-02-14,0.54135,0.5257
2005-02-15,0.53675,0.5257
2005-02-16,0.53473,0.52583
2005-02-17,0.53374,0.52696
2005-02-18,0.53378,0.52465
2005-02-21,0.53378,0.52727
2005-02-22,0.53321,0.52727
2005-02-23,0.52755,0.52934
2005-02-24,0.52715,0.53197
2005-02-25,0.52496,0.5314
2005-02-28,0.52875,0.53472
2005-03-01,0.52508,0.53535
2005-03-02,0.52671,0.53332
2005-03-03,0.53133,0.53532
2005-03-04,0.52967,0.54097
2005-03-07,0.531,0.54153
2005-03-08,0.52762,0.54085
2005-03-09,0.52567,0.53788
2005-03-10,0.5215,0.53758
2005-03-11,0.5192,0.53891
2005-03-14,0.51878,0.54031
2005-03-15,0.52049,0.54148
2005-03-16,0.51999,0.54015
2005-03-17,0.52053,0.53725
2005-03-18,0.52033,0.53841
2005-03-21,0.52429,0.53699
2005-03-22,0.52746,0.53532
2005-03-23,0.52835,0.53477
2005-03-24,0.53341,0.53592
2005-03-25,0.53613,0.53723
2005-03-28,0.53613,0.53924
2005-03-29,0.53613,0.53775
2005-03-30,0.53845,0.53854
2005-03-31,0.53767,0.53738
2005-04-01,0.53687,0.53501
2005-04-04,0.53708,0.53312
2005-04-05,0.54032,0.53328
2005-04-06,0.5434,0.53881
2005-04-07,0.54129,0.53863
2005-04-08,0.53873,0.53822
2005-04-11,0.54318,0.53853
2005-04-12,0.53666,0.53853
2005-04-13,0.536,0.53853
2005-04-14,0.53862,0.54038
2005-04-15,0.54282,0.54361
2005-04-18,0.5408,0.545
2005-04-19,0.53667,0.54459
2005-04-20,0.53555,0.54151
2005-04-21,0.5333,0.54385
2005-04-22,0.53308,0.5474
2005-04-25,0.53216,0.54679
2005-04-26,0.53694,0.54598
2005-04-27,0.53632,0.54595
2005-04-28,0.53878,0.54581
2005-04-29,0.5394,0.54548
2005-05-02,0.53724,0.54854
2005-05-03,0.54116,0.54591
2005-05-04,0.54146,0.54572
2005-05-05,0.5374,0.54332
2005-05-06,0.53713,0.5414
2005-05-09,0.5375,0.54193
2005-05-10,0.54289,0.5432
2005-05-11,0.54147,0.5502
2005-05-12,0.54029,0.55236
2005-05-13,0.54491,0.55157
2005-05-16,0.55093,0.55307
2005-05-17,0.55176,0.55262
2005-05-18,0.55081,0.54778
2005-05-19,0.55154,0.54911
2005-05-20,0.55078,0.5475
2005-05-23,0.55207,0.54907
2005-05-24,0.55483,0.54567
2005-05-25,0.55164,0.54688
2005-05-26,0.55396,0.54497
2005-05-27,0.5557,0.54304
2005-05-30,0.5547,0.54131
2005-05-31,0.55805,0.53928
2005-06-01,0.56443,0.5391
2005-06-02,0.56919,0.53896
2005-06-03,0.56756,0.53845
2005-06-06,0.56628,0.54188
2005-06-07,0.56706,0.54167
2005-06-08,0.56654,0.53884
2005-06-09,0.56491,0.53872
2005-06-10,0.56867,0.54026
2005-06-13,0.56914,0.54232
2005-06-14,0.57685,0.54348
2005-06-15,0.57465,0.5452
2005-06-16,0.57668,0.54377
2005-06-17,0.57441,0.54221
2005-06-20,0.57173,0.5418
2005-06-21,0.56994,0.54136
2005-06-22,0.5755,0.53988
2005-06-23,0.57468,0.54098
2005-06-24,0.57691,0.54124
